Iteration	Posterior	Likelihood	Prior	b_long	b_med	b_short	height_bg	height_mol	root_age
5768	-126876.5	-127824.6	948.1358	0.01408656	0.09871819	0.8871953	1.203579	0.344684	53.4316
5769	-126906.7	-127854.2	947.4686	0.02174297	0.08258261	0.8956744	1.124698	0.3437854	71.67595
5770	-126893.1	-127837.3	944.1794	0.04537767	0.0538102	0.9008121	1.200135	0.3477964	42.30483
5771	-126913.9	-127860.5	946.6465	0.01919077	0.04844257	0.9323667	1.062957	0.3473776	54.85311
5772	-126904.1	-127853	948.9242	0.003041145	0.1150246	0.8819343	1.23349	0.3427628	59.96451
5773	-126940.2	-127887	946.7281	0.002654802	0.03422153	0.9631237	1.207987	0.3602718	44.88763
5774	-126921.2	-127869.9	948.6885	0.008534158	0.1017552	0.8897107	1.261316	0.3459719	54.76833
5775	-126901.7	-127850.9	949.239	0.005545539	0.07954331	0.9149112	1.154894	0.3487305	55.60598
5776	-126929.9	-127878.5	948.5669	0.01091283	0.09422467	0.8948625	1.112374	0.3513965	68.08389
5777	-126901.3	-127850.7	949.4592	0.003247979	0.09020722	0.9065448	1.029778	0.3594276	51.67226
5778	-126886.8	-127835.9	949.0718	0.001542196	0.1155153	0.8829425	1.144053	0.3585487	74.08024
5779	-126883.8	-127832.5	948.6634	0.01086045	0.0824248	0.9067147	1.064432	0.3582454	55.26612
5780	-126857.3	-127806.6	949.2495	0.002753664	0.1049472	0.8922992	1.166549	0.3616813	46.89071
5781	-126846.2	-127795.4	949.1681	0.002795535	0.1078152	0.8893892	1.223749	0.3540567	67.8047
5782	-126832.7	-127780.7	948.0512	0.008020278	0.1231719	0.8688078	1.158505	0.3557354	65.07392
5783	-126825.1	-127774.2	949.1397	0.002849664	0.1086073	0.888543	1.195283	0.3611975	128.1865
5784	-126849.1	-127798.1	949.0076	0.003217557	0.1117025	0.8850799	1.11044	0.3607418	41.42649
5785	-126843.1	-127792.5	949.3496	0.003894526	0.09341732	0.9026881	1.10175	0.3579188	43.10335
5786	-126884.4	-127833.6	949.2196	0.005654059	0.07891225	0.9154337	1.170065	0.3571547	78.49465
5787	-126882.1	-127829.1	947.0196	0.004615257	0.1517155	0.8436693	1.19785	0.3485794	62.32172
5788	-126886	-127833.1	947.1118	0.02456069	0.07352369	0.9019156	1.019201	0.3549018	66.58608
5789	-126902.2	-127850.9	948.6485	0.005152901	0.05628045	0.9385667	1.176147	0.3506889	76.14705
5790	-126903.4	-127850.3	946.9752	0.02237404	0.1076834	0.8699426	1.113761	0.3520067	47.29152
5791	-126871.2	-127818.4	947.1358	0.01339168	0.04698015	0.9396282	1.199743	0.3586126	47.14497
5792	-126890.7	-127838.6	947.8876	0.01551119	0.06426003	0.9202288	1.136579	0.3585113	41.26723
5793	-126879.7	-127826.4	946.6182	0.01846227	0.04720492	0.9343328	1.022553	0.3610412	49.0332
5794	-126871.3	-127820.6	949.2887	0.003678791	0.09875788	0.8975633	1.235195	0.3536916	84.98584
5795	-126859.6	-127809.1	949.4923	0.003219965	0.0854639	0.9113161	1.076319	0.3642143	78.05237
5796	-126895.1	-127840.8	945.6936	0.03578069	0.09824619	0.8659731	1.244674	0.3563499	46.02439
5797	-126898.1	-127844.5	946.4822	0.01507284	0.04205952	0.9428676	1.269272	0.3518904	70.0842
5798	-126907.9	-127853.1	945.1567	0.009878064	0.1712859	0.818836	1.188099	0.3485376	72.56885
5799	-126898.8	-127848.4	949.573	0.002516147	0.08261109	0.9148728	1.143017	0.35736	66.89525
5800	-126894.9	-127843.1	948.2677	0.001902492	0.04617064	0.9519269	1.019387	0.3527106	43.55468
5801	-126894.9	-127844.1	949.1679	0.005963401	0.07605522	0.9179814	1.348589	0.3513261	63.65339
5802	-126901.7	-127850.3	948.5344	0.002544658	0.1266614	0.8707939	1.187728	0.3579498	45.26832
5803	-126901	-127850.1	949.1197	0.005811196	0.07156213	0.9226267	1.241708	0.3509007	54.34992
5804	-126914	-127862.9	948.8521	0.00611514	0.106083	0.8878018	1.138945	0.3557197	52.99298
5805	-126899.2	-127846.3	947.0639	0.01884672	0.1168638	0.8642895	1.127143	0.3644535	44.24043
5806	-126912.2	-127861.5	949.3705	0.004362128	0.08045624	0.9151816	1.220081	0.3557092	79.82745
5807	-126917.9	-127866.7	948.7871	0.006454737	0.1071233	0.886422	1.234772	0.3519684	68.08862
5808	-126953.6	-127903.3	949.6581	0.0003558082	0.06942692	0.9302173	1.34486	0.3591606	89.88472
5809	-126961.9	-127911.6	949.6564	0.000189406	0.06860103	0.9312096	1.130478	0.3542849	48.17732
5810	-126932.4	-127882.1	949.6469	0.001142347	0.09408415	0.9047735	1.076296	0.3608408	104.3226
5811	-126903.4	-127853.1	949.6494	0.001774406	0.07994828	0.9182773	1.223527	0.3483513	55.64566
5812	-126906.7	-127855.5	948.7903	0.00950139	0.08907004	0.9014286	1.039698	0.3506121	61.47201
5813	-126920.7	-127868.7	948.0423	0.006570411	0.1274504	0.8659792	1.188648	0.3518223	72.50638
5814	-126882.6	-127831.9	949.2715	0.002740223	0.1043767	0.8928831	1.090234	0.3600087	64.41401
5815	-126940.6	-127889.8	949.2451	0.0001166235	0.05747326	0.9424101	1.100636	0.3596205	70.51276
5816	-126960.6	-127910.2	949.6009	0.0004908158	0.1008779	0.8986313	1.100741	0.3496052	81.92429
5817	-126927	-127875.6	948.6033	0.001676396	0.0498738	0.9484498	1.100406	0.3490381	76.21235
5818	-126894.2	-127843.9	949.6216	0.001989191	0.07915701	0.9188538	1.204421	0.358432	53.57872
5819	-126916.5	-127865.3	948.8016	0.005698755	0.1094921	0.8848092	1.252761	0.3629263	53.48861
5820	-126927.8	-127875	947.2543	0.01159224	0.1319589	0.8564489	1.119329	0.3560305	53.90603
5821	-126934.1	-127879.4	945.2582	0.009753537	0.03004883	0.9601976	1.071408	0.3574085	42.44797
5822	-126862.2	-127809.7	947.4285	0.02095837	0.09528061	0.883761	1.14842	0.3723108	90.56311
5823	-126847.9	-127797.1	949.215	0.001711916	0.1103758	0.8879123	1.172808	0.3722119	46.47041
5824	-126855.5	-127801.3	945.8096	0.03635897	0.08724621	0.8763948	1.138328	0.3643272	44.08193
5825	-126882.4	-127831.1	948.6151	0.009104291	0.1021523	0.8887434	1.013295	0.3637221	62.73328
5826	-126906.5	-127854.9	948.3889	0.008234602	0.1134993	0.8782661	1.386313	0.3563952	41.50087
5827	-126903.3	-127851.9	948.6709	0.01078979	0.0802492	0.908961	1.308822	0.355832	41.26858
5828	-126901.9	-127851	949.076	0.006968127	0.07836973	0.9146621	1.045556	0.3618408	47.30081
5829	-126877.6	-127825.2	947.6397	0.01582695	0.1101422	0.8740309	1.40867	0.3611137	58.65238
5830	-126852.5	-127799.5	947.0075	0.01682309	0.1239519	0.8592251	1.028527	0.3663266	46.797
5831	-126878.5	-127820	941.4207	0.0535591	0.03468148	0.9117594	1.223405	0.3666351	45.60714
5832	-126834.2	-127783.3	949.0751	0.003187377	0.1095819	0.8872307	1.210113	0.3678028	44.5209
5833	-126834.9	-127784.4	949.4882	0.001356589	0.0671739	0.9314695	1.262861	0.367595	72.51091
5834	-126824.8	-127772.6	947.7729	0.001275503	0.04080375	0.9579207	1.192792	0.376353	52.50556
5835	-126837.8	-127787	949.1544	0.006313911	0.07982174	0.9138644	0.995441	0.3711981	72.49266
5836	-126834.6	-127783.8	949.2376	0.002976951	0.1045821	0.8924409	1.212528	0.3634321	82.11833
5837	-126842.8	-127791.9	949.0501	0.006381715	0.09535148	0.8982668	1.255609	0.362797	78.4089
5838	-126860.1	-127807.6	947.4574	0.01874598	0.1050233	0.8762307	1.148365	0.3678435	44.08509
5839	-126853.8	-127799.7	945.905	0.03570421	0.07639396	0.8879018	1.291682	0.3662279	55.11396
5840	-126858.3	-127807.2	948.9189	0.008519828	0.08352882	0.9079514	0.972987	0.3671046	51.56293
5841	-126871.9	-127820.6	948.6561	0.007920439	0.06294038	0.9291392	1.11865	0.3581214	53.33351
5842	-126879	-127828.1	949.1434	0.006226955	0.07698411	0.9167889	1.170419	0.3624999	61.47615
5843	-126858.6	-127807.7	949.1286	0.004927095	0.09976811	0.8953048	1.30715	0.3610321	50.95201
5844	-126871.3	-127820.5	949.2089	0.005596714	0.07683312	0.9175702	1.241408	0.3657565	80.54823
5845	-126895.9	-127843.6	947.778	0.01456427	0.1102531	0.8751826	1.180141	0.3617466	51.62137
5846	-126876.2	-127824.5	948.2574	0.007884428	0.1182666	0.873849	1.194715	0.3696798	96.18657
5847	-126857.6	-127804.2	946.6078	0.009344333	0.03815591	0.9524998	1.134991	0.3779339	118.4819
5848	-126855.7	-127803.9	948.1903	0.007805924	0.05324299	0.9389511	1.125811	0.3665621	62.7169
5849	-126870.4	-127819.1	948.7493	0.01004564	0.07987723	0.9100771	1.22479	0.363476	71.75074
5850	-126884.5	-127832.2	947.7777	0.01368386	0.05690355	0.9294126	0.9788931	0.36731	57.3394
5851	-126862.5	-127812	949.5482	0.002662496	0.07982749	0.91751	1.141664	0.3742621	51.08218
5852	-126871.2	-127820.3	949.1033	0.005613712	0.06996617	0.9244201	1.172701	0.3770775	53.43365
5853	-126874.5	-127823.4	948.8772	0.004642434	0.05982828	0.9355293	1.247242	0.3703349	87.5674
5854	-126878.6	-127828.1	949.491	0.001084511	0.1026932	0.8962223	1.256788	0.3678608	57.08112
5855	-126894	-127843.7	949.6878	0.0004549831	0.07151137	0.9280336	1.157389	0.3729833	104.3866
5856	-126891.6	-127840.3	948.6328	0.006659274	0.05909224	0.9342485	1.116452	0.3728101	50.67264
5857	-126898.4	-127846.1	947.6702	0.002378063	0.1447794	0.8528425	1.234328	0.3661904	78.6752
5858	-126906.7	-127855.9	949.1978	0.005659808	0.09025293	0.9040873	1.001941	0.3652703	146.8191
5859	-126903.8	-127852.4	948.5909	0.01132976	0.08837819	0.9002921	1.214496	0.3611923	77.64309
5860	-126938.8	-127886.7	947.8918	0.009622619	0.1226509	0.8677265	1.290783	0.3668059	53.65587
5861	-126913.5	-127861.5	947.9875	0.009214581	0.1215136	0.8692718	1.267786	0.3584264	75.27822
5862	-126938.9	-127886.9	948.0434	0.002270622	0.1379522	0.8597772	1.13598	0.3575964	97.89857
5863	-126920.9	-127869.4	948.4875	0.006816709	0.0564252	0.9367581	1.140362	0.3589758	109.4654
5864	-126908.9	-127857.8	948.8642	0.00906638	0.08289595	0.9080377	1.283804	0.3559754	110.8835
5865	-126917.3	-127861.1	943.842	0.02466243	0.164202	0.8111355	1.251518	0.3561378	118.4703
5866	-126937.8	-127885	947.2583	0.02320107	0.07321255	0.9035864	1.255088	0.3502504	52.29071
5867	-126958	-127906.1	948.1185	0.007284418	0.05125984	0.9414557	1.129851	0.3457105	56.0122
5868	-126947.6	-127896.2	948.6144	0.0110922	0.0889728	0.899935	1.150576	0.3503617	92.7111
5869	-126894.1	-127843.7	949.6157	0.002085776	0.08577281	0.9121414	1.389708	0.3503917	83.96445
5870	-126879.1	-127827.6	948.521	0.007664724	0.1114401	0.8808952	1.087149	0.3556919	52.767
5871	-126860.7	-127809.8	949.1169	0.006179611	0.09212898	0.9016914	1.132666	0.3591	60.67794
5872	-126898.2	-127847.2	949.0231	0.006813348	0.09405376	0.8991329	1.136162	0.3544107	45.95885
5873	-126927.5	-127876	948.4649	0.0127035	0.08201873	0.9052778	1.177209	0.3614723	41.19791
5874	-126902.4	-127851.6	949.2011	0.002336821	0.1086066	0.8890566	1.273418	0.3533659	46.88547
5875	-126927.7	-127877.5	949.7665	0.0007306241	0.08468985	0.9145795	1.08554	0.3497493	68.98297
5876	-126874.8	-127824.6	949.7509	0.0007914741	0.08705231	0.9121562	1.067617	0.3417474	57.95617
5877	-126923.8	-127873.4	949.6191	0.001252828	0.07215882	0.9265884	1.254951	0.3411635	47.10616
5878	-126913.8	-127861.1	947.323	0.004807131	0.146032	0.8491608	1.0956	0.3505087	62.82229
5879	-126890	-127839.4	949.3854	0.0041729	0.08626088	0.9095662	1.197271	0.3569044	60.54846
5880	-126909.8	-127858.1	948.2713	0.01078608	0.06080954	0.9284044	1.040975	0.3491555	72.86049
5881	-126914.1	-127862.5	948.4402	0.01136855	0.06777049	0.920861	1.181806	0.356925	140.6865
5882	-126919.4	-127866.5	947.071	0.01735585	0.05155176	0.9310924	1.172469	0.3549288	59.04543
5883	-126912.7	-127862.3	949.5662	0.002576956	0.08509692	0.9123261	1.010398	0.3580827	50.54008
5884	-126894.6	-127843.9	949.2288	0.00394587	0.1004526	0.8956015	1.095113	0.3475205	53.85356
5885	-126935	-127883.9	948.9625	0.003243583	0.05838736	0.9383691	1.121466	0.3420698	43.71033
5886	-126930	-127878.4	948.3603	0.009704299	0.1093395	0.8809562	1.007029	0.337654	48.6739
5887	-126920.9	-127869.7	948.7823	0.002200129	0.1215717	0.8762282	1.152803	0.3405177	58.70367
5888	-126919.5	-127867.5	947.9816	0.01592851	0.09628314	0.8877884	1.069459	0.3415023	77.76913
5889	-126956.7	-127902.6	945.9062	0.02835368	0.1186045	0.8530418	1.092468	0.3472122	85.49371
5890	-126963.4	-127910.9	947.4999	0.01592048	0.1141775	0.869902	1.209166	0.3487046	80.51211
5891	-126935	-127881.2	946.2424	0.02458706	0.1210465	0.8543665	1.158473	0.3496695	90.86383
5892	-126945.6	-127895.2	949.6299	0.001478854	0.07427024	0.9242509	1.150639	0.3434054	53.19024
5893	-126926.1	-127873.1	946.9733	0.006137443	0.0383468	0.9555158	1.266592	0.35033	80.70127
5894	-126914.2	-127863.3	949.0847	0.002411881	0.05908352	0.9385046	1.219068	0.3462449	125.3865
5895	-126905.9	-127854.4	948.4139	0.004624705	0.05152795	0.9438473	1.339369	0.3481582	46.68249
5896	-126892.5	-127841.8	949.3322	0.0007563952	0.1102144	0.8890292	1.292312	0.3488951	62.42915
5897	-126900.6	-127850.3	949.7011	0.001356588	0.08234911	0.9162943	1.157422	0.3503015	80.74673
5898	-126880.1	-127829.9	949.7698	0.0004440722	0.07700204	0.9225539	1.184957	0.343703	67.41847
5899	-126881.1	-127830.3	949.1834	0.003828082	0.1029355	0.8932364	1.128313	0.3472302	52.36946
5900	-126884	-127830.3	946.2547	0.03089853	0.0981218	0.8709797	1.309976	0.3525314	50.93094
5901	-126882.3	-127831.4	949.0942	0.006773619	0.08813175	0.9050946	1.191694	0.3419269	70.35941
5902	-126905.2	-127854.3	949.1391	0.003761283	0.06396312	0.9322756	1.135892	0.3423691	74.81772
5903	-126893.9	-127843.1	949.2347	0.004482421	0.09711073	0.8984069	1.207633	0.3461268	108.6625
5904	-126905.5	-127855.2	949.6512	0.001802109	0.08094445	0.9172534	1.1018	0.3488729	66.90742
5905	-126892.6	-127841.4	948.7517	0.009841095	0.07641275	0.9137462	1.069467	0.3458282	68.36966
5906	-126919.3	-127863.2	943.9456	0.04901903	0.05689832	0.8940827	1.076856	0.3433081	58.37164
5907	-126920.3	-127869.6	949.2875	0.005183066	0.08199698	0.91282	1.080177	0.3468804	63.33975
5908	-126929	-127877.7	948.7227	0.01011479	0.08879099	0.9010942	1.167259	0.3427174	55.61875
5909	-126917	-127866.6	949.6038	0.001884451	0.09061972	0.9074958	1.074469	0.3522869	47.07177
5910	-126899.6	-127848.6	948.927	0.008322642	0.08747563	0.9042017	1.171797	0.3572664	73.02738
5911	-126913.9	-127862.4	948.4847	0.01233696	0.07694394	0.9107191	1.173021	0.3576396	91.29788
5912	-126896.3	-127845.4	949.0928	0.003238766	0.1088739	0.8878873	1.182072	0.361315	41.5569
5913	-126913.4	-127860.4	946.9817	0.002262886	0.1570528	0.8406843	1.116947	0.3531519	56.9331
5914	-126917.2	-127866.2	948.9981	0.00055687	0.1205947	0.8788485	1.049745	0.3600127	69.92893
5915	-126881	-127828.7	947.6101	0.0002202379	0.1504223	0.8493574	0.9985372	0.3577389	106.9953
5916	-126902.1	-127851.5	949.4825	5.783948e-05	0.06272337	0.9372188	1.015655	0.3603142	41.02341
5917	-126881.5	-127831	949.5797	0.000136171	0.06571322	0.9341506	1.095917	0.3595913	65.48212
5918	-126865.8	-127815.6	949.8281	0.0001506286	0.08269004	0.9171593	1.209629	0.3617173	66.64212
5919	-126895.7	-127844	948.3399	0.0001962424	0.04505081	0.954753	1.287512	0.3599771	67.73906
5920	-126893.3	-127840.8	947.5547	0.01411691	0.1182029	0.8676802	1.191129	0.3657889	46.58013
5921	-126909.1	-127858.6	949.4986	0.002303431	0.09552434	0.9021722	1.186342	0.3572496	70.15876
5922	-126928.9	-127877.9	948.944	0.001686075	0.1187001	0.8796138	1.067787	0.3601696	71.67545
5923	-126932.7	-127882.3	949.5175	0.002951815	0.086516	0.9105322	1.378178	0.3573212	45.73473
5924	-126903.1	-127852.1	949.0273	0.003850043	0.1088169	0.8873331	1.123112	0.3524456	45.38463
5925	-126917.1	-127865.9	948.7811	0.009814036	0.0843161	0.9058699	1.299784	0.3507025	52.18361
5926	-126895.6	-127841.5	945.9062	0.03406406	0.09759234	0.8683436	1.308306	0.3530017	50.9538
5927	-126932.5	-127879.8	947.3559	0.01734253	0.1135833	0.8690742	1.130051	0.3504444	58.12471
5928	-126888.2	-127837.7	949.5701	0.001187803	0.06953713	0.9292751	1.150648	0.353732	79.83697
5929	-126901.4	-127850.6	949.1431	0.001930026	0.1121169	0.885953	1.346207	0.3423721	56.25335
5930	-126904	-127852.2	948.2786	0.01040466	0.109348	0.8802473	1.314657	0.3489047	89.78875
5931	-126870.9	-127820	949.0363	0.006804547	0.07318878	0.9200067	1.126619	0.3528771	87.45188
5932	-126880.7	-127828.6	947.8254	0.007047452	0.1309733	0.8619792	1.137238	0.3523152	58.38744
5933	-126903.4	-127849.5	946.0915	0.009268556	0.158095	0.8326365	1.31936	0.3475853	85.80726
5934	-126904.7	-127854.1	949.4189	0.003851418	0.07904755	0.917101	1.152566	0.3457477	119.5118
5935	-126891.1	-127840.2	949.1351	0.00362275	0.1058087	0.8905685	1.213064	0.3511527	45.9193
5936	-126855.9	-127805.3	949.4035	0.0003167547	0.10937	0.8903133	1.15338	0.3488498	75.5039
5937	-126854.1	-127802.7	948.604	0.006617227	0.1125148	0.880868	1.120896	0.3428497	75.81368
5938	-126832.5	-127782	949.5101	0.001082746	0.06687428	0.932043	1.189821	0.354609	98.93416
5939	-126839.2	-127788.5	949.3456	0.004139096	0.0915627	0.9042982	1.013834	0.3515475	110.8042
5940	-126854	-127801.2	947.2627	0.00232098	0.03761069	0.9600683	1.038658	0.3471876	56.62038
5941	-126858.4	-127807.2	948.8243	0.001392261	0.05264337	0.9459644	1.061551	0.354837	64.54002
5942	-126847.1	-127796.2	949.0861	0.004714297	0.102938	0.8923477	1.113096	0.3494824	54.37295
5943	-126861.7	-127810.8	949.0962	0.006917466	0.08234205	0.9107405	1.130435	0.3507526	54.75612
5944	-126889.7	-127838	948.3388	0.01376575	0.07851835	0.9077159	1.014263	0.3456777	67.35154
5945	-126870.3	-127818.4	948.0644	0.01602617	0.08919479	0.894779	1.00796	0.3464849	57.03945
5946	-126817	-127765.2	948.2065	0.003702075	0.04762305	0.9486749	1.05529	0.3481842	74.02183
5947	-126860.7	-127808.9	948.1632	0.0152776	0.07704881	0.9076736	1.169493	0.3498056	92.69325
5948	-126861.5	-127810.1	948.59	0.01118279	0.07538279	0.9134344	1.126254	0.3518499	69.17923
5949	-126873.4	-127822.9	949.4429	0.002387404	0.0980688	0.8995438	1.132036	0.3438485	45.11805
5950	-126873	-127822.1	949.144	0.006213798	0.08902807	0.9047581	1.182992	0.3515964	57.50682
5951	-126850.6	-127797.9	947.3219	0.003985586	0.147733	0.8482814	1.018754	0.3458607	49.95031
5952	-126868.8	-127816.5	947.6553	0.004068634	0.04230587	0.9536255	1.090784	0.347496	69.69135
5953	-126884.8	-127834.4	949.6315	0.001901769	0.08656459	0.9115336	1.227447	0.3590045	57.07642
5954	-126832.4	-127782	949.6125	0.0009119107	0.09775538	0.9013327	1.144179	0.3540688	42.53235
5955	-126828	-127777.3	949.3918	0.0001529382	0.1104002	0.8894469	1.109489	0.3547517	52.28598
5956	-126844.2	-127792.9	948.7701	0.009849679	0.07977023	0.9103801	1.278934	0.3452412	71.42553
5957	-126847.5	-127794.3	946.7751	0.02749467	0.08991098	0.8825944	1.152035	0.350615	40.88031
5958	-126873.3	-127821.4	948.0591	0.01287496	0.06117593	0.9259491	1.139633	0.3521593	59.79672
5959	-126861.4	-127810.6	949.1394	0.002671488	0.06108177	0.9362467	0.9869853	0.3545789	42.91944
5960	-126844.9	-127794.1	949.2016	0.004190231	0.06769439	0.9281154	1.018559	0.3464808	95.04552
5961	-126918.5	-127868	949.5247	0.002962152	0.08359882	0.913439	1.023432	0.3446716	76.50886
5962	-126948.8	-127896.9	948.0459	0.01648879	0.07942294	0.9040883	1.215981	0.3495315	58.70569
5963	-126933.2	-127881.7	948.4417	0.01226222	0.07268442	0.9150534	1.246167	0.3452803	44.21407
5964	-126934.3	-127882.5	948.2012	0.01127242	0.1086739	0.8800537	1.241792	0.3449682	71.59599
5965	-126911.6	-127860.4	948.8526	0.006692443	0.1035616	0.889746	1.068041	0.3394241	83.99407
5966	-126909.2	-127853.8	944.6584	0.01360952	0.02905223	0.9573382	1.109491	0.3443109	63.39727
5967	-126883.5	-127832.5	948.9404	0.00665907	0.06775332	0.9255876	1.035063	0.347287	41.44978
5968	-126886.5	-127831.9	945.441	0.02881999	0.1278671	0.8433129	1.255133	0.3482848	71.61336
5969	-126921.8	-127869	947.1902	0.01595398	0.05116223	0.9328838	1.089493	0.3511287	56.74708
5970	-126917.6	-127866.5	948.9358	0.007951415	0.09096631	0.9010823	1.155146	0.3488539	51.9622
5971	-126907.6	-127855	947.3138	0.01917092	0.108529	0.8723	1.158827	0.3398351	109.8939
5972	-126917.6	-127865.6	948.0893	0.01611391	0.07984867	0.9040374	0.9968496	0.3396511	64.05612
5973	-126928.9	-127878.3	949.44	0.002147523	0.06830746	0.929545	1.136563	0.3383306	83.52439
5974	-126892	-127841.5	949.5219	0.002435022	0.09283778	0.9047272	1.047142	0.3321076	73.88222
5975	-126884.5	-127834.2	949.6834	0.001325649	0.07775793	0.9209164	1.289399	0.3399417	46.16543
5976	-126878.7	-127828.4	949.7111	0.001249197	0.08513706	0.9136137	1.130621	0.3400948	126.9143
5977	-126885.6	-127834.4	948.8151	0.001316964	0.05231209	0.9463709	1.023403	0.3335823	42.41388
5978	-126911	-127860.6	949.5277	0.001691117	0.09788662	0.9004223	1.059061	0.3320814	57.5724
5979	-126854.7	-127803.6	948.911	0.008584054	0.07955353	0.9118624	1.227858	0.3409614	43.19531
5980	-126878.4	-127827.8	949.3409	0.002402512	0.06566047	0.931937	1.06229	0.3422579	61.18214
5981	-126876.5	-127825.4	948.96	0.007741342	0.0746394	0.9176193	1.056587	0.3465974	108.8745
5982	-126876.9	-127825.7	948.882	0.003264082	0.05682565	0.9399103	1.190716	0.3381695	63.70996
5983	-126920	-127869.1	949.1189	0.005600779	0.07040383	0.9239954	1.091194	0.3438855	59.50137
5984	-126913.2	-127862.4	949.2535	0.003419836	0.06646805	0.9301121	1.06798	0.3479528	58.76031
5985	-126914.7	-127861.1	946.4134	0.01897293	0.04544939	0.9355777	1.141696	0.3434234	56.94962
5986	-126924.6	-127872.8	948.1722	0.009835765	0.1146299	0.8755344	1.151616	0.3464072	121.2371
5987	-126906.4	-127855.5	949.1842	0.004020863	0.06618592	0.9297932	1.067053	0.3455335	47.4394
5988	-126905.9	-127853.7	947.7993	0.013214	0.05625035	0.9305357	1.032522	0.3350263	57.01123
5989	-126933.8	-127882.3	948.4794	0.01218242	0.09046558	0.897352	1.233045	0.3444855	44.07836
5990	-126902	-127851.2	949.1825	0.005441202	0.09356103	0.9009978	0.9661646	0.3430011	45.41598
5991	-126909.2	-127858.4	949.1295	0.006214207	0.0750899	0.9186959	0.9935888	0.3477097	63.48411
5992	-126911	-127859.5	948.58	0.01079183	0.09441179	0.8947964	1.179275	0.3463185	71.31915
5993	-126927.3	-127876.5	949.2131	0.004750164	0.09656099	0.8986888	1.185293	0.3404257	92.65903
5994	-126948.9	-127898.1	949.1642	0.004268385	0.1017822	0.8939494	1.041969	0.3483097	124.7952
5995	-126947.6	-127897.1	949.5616	0.002153943	0.09216689	0.9056792	1.213315	0.3411888	100.7746
5996	-126962.8	-127909.4	946.5619	0.007504622	0.1538566	0.8386388	1.17679	0.3417463	154.8076
5997	-126939.5	-127888.2	948.7027	0.003024973	0.05328716	0.9436879	1.048649	0.3377349	73.86839
5998	-126949.9	-127899.3	949.4673	0.003241959	0.07650872	0.9202493	1.050835	0.3443127	68.36081
5999	-126959.7	-127909.1	949.4562	0.002682149	0.09575589	0.901562	1.197608	0.3426006	70.02368
6000	-126956.5	-127905.9	949.4446	0.002271695	0.09909511	0.8986332	1.031676	0.3389035	46.74227
6001	-126969.2	-127918.8	949.6251	0.001015449	0.07090592	0.9280786	1.087657	0.3329253	49.74786
6002	-126962.7	-127909.1	946.3881	0.001285861	0.1683903	0.8303238	1.162898	0.3374102	64.81178
6003	-126948.6	-127897.1	948.5255	0.008129353	0.1096395	0.8822311	1.172827	0.3479438	73.82167
6004	-126937	-127886.1	949.0682	0.002654658	0.1119302	0.8854151	1.198558	0.344756	56.51134
6005	-126919.9	-127869.1	949.2629	0.005090478	0.07622501	0.9186845	1.131648	0.3484179	103.0344
6006	-126958.4	-127905.3	946.945	0.02104574	0.1133093	0.865645	0.9992731	0.3426809	74.85863
6007	-126945.7	-127892.8	947.0945	0.02148965	0.06009723	0.9184131	1.086428	0.3482863	64.95732
6008	-126898	-127847	948.9975	0.004818033	0.1060878	0.8890942	1.145289	0.3566698	100.9991
6009	-126930.2	-127879.9	949.7726	0.0002796735	0.07543796	0.9242824	1.134418	0.3521349	61.42
6010	-126911.2	-127861	949.7808	0.0005331822	0.0794385	0.9200283	1.18088	0.3411703	43.16643
6011	-126897.6	-127847.4	949.7708	0.0007267614	0.08244478	0.9168285	1.117528	0.3519458	45.05901
6012	-126909.9	-127859.8	949.8314	0.0001519812	0.08461712	0.9152309	1.078046	0.3397863	129.2371
6013	-126940.8	-127889.5	948.7058	0.000378686	0.1284499	0.8711715	1.317816	0.3492232	72.78293
6014	-126908.7	-127857.8	949.1321	0.0004309828	0.1176178	0.8819512	1.136891	0.3391904	70.13712
6015	-126920.8	-127870.4	949.559	0.0004836014	0.06614447	0.9333719	1.133325	0.3527123	106.5093
6016	-126938.3	-127887.8	949.5687	0.0003089495	0.06569709	0.933994	1.248156	0.3432061	82.5809
6017	-126953.3	-127902	948.662	0.0006685055	0.04926116	0.9500703	1.075292	0.3419771	59.65829
6018	-126925.6	-127875.1	949.4391	0.001363952	0.1039187	0.8947174	0.8845728	0.3407568	59.84439
6019	-126927	-127876.4	949.4342	0.002512499	0.06956459	0.9279229	1.172644	0.34021	74.35271
6020	-126915.1	-127864.6	949.4592	0.001670124	0.06711445	0.9312154	1.110074	0.3421944	41.21968
6021	-126923	-127871.6	948.5773	0.0115493	0.07761941	0.9108313	1.15192	0.3538968	78.01121
6022	-126921.5	-127869.9	948.3786	0.004745289	0.1244188	0.8708359	1.067337	0.3473186	82.51393
6023	-126915.3	-127864	948.6393	0.009489437	0.06755173	0.9229588	1.164303	0.3508298	82.78232
6024	-126937.2	-127884.8	947.5386	0.01272164	0.1227583	0.86452	1.207778	0.3471758	52.79329
6025	-126944.3	-127889.9	945.5785	0.00228	0.1785095	0.8192105	1.125611	0.3511647	59.81222
6026	-126914.7	-127863.7	949.0582	0.00017346	0.1203505	0.879476	1.200556	0.3504239	46.97821
6027	-126903.8	-127853.6	949.8378	9.07979e-06	0.07934784	0.9206431	1.183172	0.3580488	62.09936
6028	-126898.9	-127848.7	949.776	0.0001575975	0.07462659	0.9252158	1.079693	0.3509117	42.25694
