it Lat Snode Dispersal DRate Enode Establish ERate
2451 Tmp 204 17 0.00785802958955834 234 47 0.0172342078947024
2451 Trp 1137 52 0.0029618394248711 1107 22 0.00129465719460696
2461 Tmp 255 31 0.0105135956061337 256 32 0.0105974130843686
2461 Trp 1083 60 0.00358462288419978 1082 59 0.00353990357741603
2471 Tmp 213 17 0.00714508384218957 237 41 0.01453964162897
2471 Trp 1125 52 0.00297877064002543 1101 28 0.00164548618437353
2481 Tmp 231 23 0.00920403210238341 249 41 0.0144465622341243
2481 Trp 1109 53 0.0030716631634186 1091 35 0.00206912589700396
2491 Tmp 191 12 0.00620775026187588 226 47 0.0186109396897274
2491 Trp 1149 77 0.00431938223399177 1114 42 0.00243700142913063
2501 Tmp 196 13 0.00617141745745173 228 45 0.0170563983893749
2501 Trp 1144 63 0.00355493321858873 1112 31 0.00180337079560691
2511 Tmp 217 25 0.00981625247552145 242 50 0.01673724293369
2511 Trp 1126 71 0.00409258961277212 1101 46 0.00272062560859681
2521 Tmp 215 18 0.00770758542769215 238 41 0.0146623117002231
2521 Trp 1127 54 0.00308546391248333 1104 31 0.00181919577324702
2531 Tmp 206 16 0.00690655001210168 237 47 0.0166075423436235
2531 Trp 1136 78 0.00440154065613005 1105 47 0.00273134019905159
2541 Tmp 201 17 0.00771392372966361 232 48 0.0176024716011762
2541 Trp 1140 61 0.00345701526388123 1109 30 0.00175211163527702
2551 Tmp 193 13 0.00673977619888785 227 47 0.0185851140053995
2551 Trp 1146 62 0.00348491732735486 1112 28 0.00162876921487524
2561 Tmp 200 15 0.00714635676481028 232 47 0.017819596925798
2561 Trp 1143 62 0.00349601320273356 1111 30 0.001744600613724
2571 Tmp 209 16 0.00688001476347968 236 43 0.0154126572946133
2571 Trp 1131 54 0.00308994997572179 1104 27 0.00158714551090171
2581 Tmp 230 24 0.00881782693605255 248 42 0.0137579948301681
2581 Trp 1113 57 0.00332292926977224 1095 39 0.00231831974177557
2591 Tmp 268 36 0.0119276891202493 265 33 0.0104656050150799
2591 Trp 1074 45 0.0026781894795353 1077 48 0.00287987377524763
2601 Tmp 224 22 0.00882627359226322 244 42 0.0147682500275982
2601 Trp 1115 79 0.00455545270495986 1095 59 0.00347253403481092
2611 Tmp 206 14 0.00653300127394458 233 41 0.0155607802920638
2611 Trp 1131 45 0.0025588974719704 1104 18 0.00105301118818754
2621 Tmp 207 19 0.00873302630908518 236 48 0.0176799193260861
2621 Trp 1133 71 0.00404707745498378 1104 42 0.00246997388362999
2631 Tmp 228 20 0.00789566736208744 247 39 0.0133196985612871
2631 Trp 1112 53 0.00307296055253857 1093 34 0.00201753452356537
2641 Tmp 217 19 0.00809613685266579 239 41 0.0146621314047896
2641 Trp 1122 59 0.00338811337037655 1100 37 0.00218105077999081
2651 Tmp 205 19 0.00867635165942817 236 50 0.0182293755401808
2651 Trp 1139 83 0.00468864389512394 1108 52 0.00303217931388359
2661 Tmp 206 19 0.0083269359821568 237 50 0.0179332796848512
2661 Trp 1136 52 0.00296195172041013 1105 21 0.0012316982115968
2671 Tmp 192 10 0.00510563788148449 227 45 0.0177139243727224
2671 Trp 1147 67 0.00374059486022722 1112 32 0.00184652659673672
2681 Tmp 234 24 0.00868681986555173 248 38 0.0127787708835066
2681 Trp 1106 44 0.00258804794745806 1092 30 0.00178674007488741
2691 Tmp 197 17 0.00855773796695143 230 50 0.0193206937959902
2691 Trp 1143 58 0.00325940586548684 1110 25 0.00145405802586967
2701 Tmp 214 19 0.00853101054211097 239 44 0.0161197902056199
2701 Trp 1126 48 0.00273506454215649 1101 23 0.00134917422243978
2711 Tmp 200 13 0.00636967635801818 231 44 0.0171451789006776
2711 Trp 1138 60 0.00338817559793948 1107 29 0.00168769041422749
2721 Tmp 221 22 0.00940648632901682 241 42 0.0153299766524456
2721 Trp 1120 66 0.00379341939411073 1100 46 0.00270625927739031
2731 Tmp 204 20 0.00839217996361914 233 49 0.0175566067325018
2731 Trp 1136 54 0.00310267838259766 1107 25 0.00147088963866437
2741 Tmp 223 18 0.00720058369371538 241 36 0.0126496922414209
2741 Trp 1116 42 0.00243217342929793 1098 24 0.00141823991329842
2751 Tmp 203 12 0.00541814705682798 232 41 0.0151976471151006
2751 Trp 1135 41 0.00233409616412185 1106 12 0.000702465924339364
2761 Tmp 242 28 0.0100254459962425 252 38 0.0125096385324638
2761 Trp 1099 41 0.00241061261795914 1089 31 0.00184927124729383
2771 Tmp 241 25 0.00896415004405181 252 36 0.0118681177176838
2771 Trp 1097 46 0.00271254279098391 1086 35 0.0020940769827037
2781 Tmp 194 19 0.00880128805275685 230 55 0.0202592134312132
2781 Trp 1148 81 0.00458828888297268 1112 45 0.00263194823417818
2791 Tmp 201 12 0.00565212415080043 231 42 0.015990897676454
2791 Trp 1138 57 0.00322551807879651 1108 27 0.00157267678638808
2801 Tmp 198 17 0.00843950524661453 233 52 0.0198104561084554
2801 Trp 1147 75 0.0042272157394395 1112 40 0.00233486188886333
2811 Tmp 208 24 0.0108618187679696 236 52 0.0188827463536913
2811 Trp 1138 76 0.00428592631516172 1110 48 0.00279261450455701
2821 Tmp 225 22 0.0090822101162829 244 41 0.0143215724591942
2821 Trp 1115 44 0.00253926484549196 1096 25 0.0014803977324377
2831 Tmp 201 19 0.0093895054500779 233 51 0.0196956872274509
2831 Trp 1142 67 0.00379153312529539 1110 35 0.00204617474802407
2841 Tmp 214 19 0.00819340374291717 239 44 0.0159164551059292
2841 Trp 1128 50 0.00286077258070888 1103 25 0.00146779940985347
2851 Tmp 212 20 0.00897204314049036 239 47 0.0171470725187074
2851 Trp 1131 47 0.00268591109454515 1104 20 0.00117737982389049
2861 Tmp 184 9 0.00479799919595129 224 49 0.0197116487893309
2861 Trp 1154 60 0.00336368299548476 1114 20 0.00116093234932292
2871 Tmp 199 17 0.00803106419409601 233 51 0.0193396129296681
2871 Trp 1142 50 0.0028452098412381 1108 16 0.000938245707737975
2881 Tmp 208 19 0.00838658975999068 236 47 0.017091376742052
2881 Trp 1136 73 0.00413839188924406 1108 45 0.00262309623900566
2891 Tmp 187 14 0.0069972522665006 224 51 0.0201288509318752
2891 Trp 1154 76 0.00427272548351325 1117 39 0.00226029955095273
2901 Tmp 205 17 0.00793790994854402 234 46 0.0173092085386409
2901 Trp 1138 69 0.00389021325523587 1109 40 0.00232275984227679
2911 Tmp 209 17 0.00736887293792792 234 42 0.0151249132827051
2911 Trp 1131 49 0.00280234678512154 1106 24 0.00141048109954898
2921 Tmp 206 17 0.00736450355854436 232 43 0.015505377449702
2921 Trp 1133 48 0.0027499132669335 1107 22 0.001294861455391
2931 Tmp 209 15 0.00661604817889205 236 42 0.0154896822396797
2931 Trp 1130 56 0.00319249912097287 1103 29 0.0016962190026621
2941 Tmp 207 16 0.00739908533755653 238 47 0.0176406785279061
2941 Trp 1135 49 0.00278650996531191 1104 18 0.00105368811843212
2951 Tmp 222 24 0.00947400746740085 244 46 0.0157366408833209
2951 Trp 1122 51 0.00294874187412607 1100 29 0.00171540340327077
2961 Tmp 221 21 0.00837971156190842 242 42 0.0145029575898678
2961 Trp 1119 68 0.00392745946988877 1098 47 0.00277710757144838
2971 Tmp 205 13 0.00572233867976205 238 46 0.016549868934842
2971 Trp 1136 61 0.00346484064705459 1103 28 0.00163764262063918
2981 Tmp 231 26 0.010096351286016 247 42 0.0144194638124785
2981 Trp 1109 51 0.00296975209731632 1093 35 0.00207892691582238
2991 Tmp 218 21 0.00852646452178715 242 45 0.0155598766754603
2991 Trp 1124 53 0.00305011278896696 1100 29 0.00171118977603011
3001 Tmp 188 9 0.0045961347186223 224 45 0.0176791065372425
3001 Trp 1151 53 0.00297639765389148 1115 17 0.000987249952240128
3011 Tmp 206 16 0.00736342888522109 234 44 0.0165593782355414
3011 Trp 1133 45 0.00256069151056793 1105 17 0.000994781831468079
3021 Tmp 207 19 0.00854673380584896 233 45 0.0166659105589948
3021 Trp 1132 53 0.00302156757030968 1106 27 0.00158232362313666
3031 Tmp 213 17 0.00716025254016961 241 45 0.0160495710904597
3031 Trp 1129 55 0.00316505479782866 1101 27 0.00159313926109179
3041 Tmp 198 14 0.00682608986545357 229 45 0.0170658358400881
3041 Trp 1144 73 0.00410405529835682 1113 42 0.0024416628435977
3051 Tmp 226 23 0.00939340763300953 246 43 0.0149553939203632
3051 Trp 1116 64 0.00367166096526151 1096 44 0.00258760937104618
3061 Tmp 206 17 0.00745914481589172 235 46 0.0166130275045915
3061 Trp 1134 48 0.00273450063299092 1105 19 0.00111347809720406
3071 Tmp 206 18 0.00815338888984578 235 47 0.0174890313074871
3071 Trp 1137 67 0.00379486619876139 1108 38 0.0022124275446485
3081 Tmp 219 22 0.00920654123248043 245 48 0.0169591848703466
3081 Trp 1124 61 0.00351228307122701 1098 35 0.0020677145473734
3091 Tmp 212 15 0.00617414096681347 237 40 0.0141490514277836
3091 Trp 1127 40 0.00230303232272684 1102 15 0.000883868570092764
3101 Tmp 209 18 0.00767212477464652 237 46 0.0165682688584854
3101 Trp 1131 46 0.00263101694965516 1103 18 0.00105550191728065
3111 Tmp 199 16 0.00779067640575878 232 49 0.0188451235615044
3111 Trp 1141 57 0.00323182882727523 1108 24 0.00140427516857097
3121 Tmp 236 32 0.0112447910218665 253 49 0.0160480134291086
3121 Trp 1111 57 0.00336672859429999 1094 40 0.00239194303014134
3131 Tmp 227 22 0.00876786231255102 246 41 0.0144129736617706
3131 Trp 1113 60 0.00344917265865569 1094 41 0.0024032853354616
3141 Tmp 200 15 0.00663743217042129 231 46 0.0168537886951516
3141 Trp 1140 55 0.00312437881384458 1109 24 0.00140071940053118
3151 Tmp 196 11 0.00551735225214695 229 44 0.0169544487503457
3151 Trp 1144 47 0.00263923049091782 1111 14 0.000813634566044459
3161 Tmp 213 17 0.00724027829679157 235 39 0.0140854343715009
3161 Trp 1125 51 0.00291931707201527 1103 29 0.0017009797684407
3171 Tmp 208 14 0.00623661235983509 234 40 0.0147497528356262
3171 Trp 1131 54 0.00307525612671716 1105 28 0.00163815385760789
3181 Tmp 196 13 0.0062630507524487 230 47 0.0177997636081565
3181 Trp 1144 53 0.0029846138455215 1110 19 0.00110510590288293
3191 Tmp 207 26 0.0112414210635768 236 55 0.0196895858039661
3191 Trp 1142 83 0.00464791723409161 1113 54 0.00310755939191277
3201 Tmp 223 21 0.00837085996499179 244 42 0.0145753596500359
3201 Trp 1118 49 0.00281705539328158 1097 28 0.00164500968035351
3211 Tmp 217 19 0.00781187996414906 239 41 0.0143611177598416
3211 Trp 1124 48 0.00276113240119096 1102 26 0.00153288927361504
3221 Tmp 200 14 0.00680290565609199 229 43 0.0164473503971623
3221 Trp 1141 54 0.00303782865311282 1112 25 0.00145185117725684
3231 Tmp 204 14 0.00659063591386505 234 44 0.0166422955377875
3231 Trp 1134 50 0.00284573819204274 1104 20 0.00117298657963251
3241 Tmp 213 20 0.00884104846285476 240 47 0.016926898432197
3241 Trp 1129 47 0.00269683914694404 1102 20 0.00118249859560584
3251 Tmp 195 13 0.00612221012209253 228 46 0.0174060264571337
3251 Trp 1143 50 0.00283158400006837 1110 17 0.000991912159123364
3261 Tmp 217 17 0.00698661251817298 240 40 0.0141443444924126
3261 Trp 1122 42 0.00242169793175824 1099 19 0.00112104692866789
3271 Tmp 214 21 0.00911589423769892 239 46 0.0166413761161986
3271 Trp 1127 62 0.00356447145800679 1102 37 0.00218503627283284
3281 Tmp 196 20 0.0101780739533968 229 53 0.0207508442412463
3281 Trp 1145 70 0.00391533034126947 1112 37 0.00214004751690133
3291 Tmp 223 21 0.00900430805330327 245 43 0.0153057756899845
3291 Trp 1119 54 0.00308969131147633 1097 32 0.00188232037415515
3301 Tmp 259 31 0.0102974155189443 260 32 0.0103535218446078
3301 Trp 1081 47 0.00281014731647175 1080 46 0.0027636208618949
3311 Tmp 200 17 0.00789329355460068 231 48 0.0180465970127927
3311 Trp 1143 60 0.00341611582500716 1112 29 0.00170010667842869
3321 Tmp 208 17 0.00752249735584218 235 44 0.0160877236072923
3321 Trp 1135 80 0.00453434377213722 1108 53 0.00308713717072181
3331 Tmp 197 13 0.006427318357525 230 46 0.0177615305249857
3331 Trp 1141 52 0.00293792627316177 1108 19 0.00110901573444768
3341 Tmp 210 19 0.00841223593720209 237 46 0.0165629304826029
3341 Trp 1129 54 0.00308055717845551 1102 27 0.00158724327911258
3351 Tmp 198 12 0.00583113534962898 230 44 0.0169429792869402
3351 Trp 1139 56 0.00316839108120279 1107 24 0.00140059633374514
3361 Tmp 254 31 0.0105423335676741 260 37 0.0120158395264756
3361 Trp 1087 44 0.00261639587364113 1081 38 0.00227841191099027
3371 Tmp 203 11 0.0049425530651818 230 38 0.0142995417275341
3371 Trp 1136 43 0.00243707403555774 1109 16 0.000929570420211142
3381 Tmp 217 17 0.00709877813012192 239 39 0.0138177915045451
3381 Trp 1122 49 0.00280225776210525 1100 27 0.00158281364195534
3391 Tmp 203 18 0.00823910450692771 232 47 0.0175367723121693
3391 Trp 1137 57 0.00323938072068604 1108 28 0.00163737169377343
3401 Tmp 202 15 0.0073615801892967 232 45 0.0173277706620111
3401 Trp 1136 52 0.00294461995696602 1106 22 0.00128655396255981
3411 Tmp 204 17 0.00735873745535465 236 49 0.0174792327674844
3411 Trp 1140 59 0.00335864455574682 1108 27 0.00158140154816556
3421 Tmp 219 24 0.0100005235482422 241 46 0.0162415877997966
3421 Trp 1123 63 0.00362708441010531 1101 41 0.0024207411321141
3431 Tmp 218 21 0.00827289637825006 242 45 0.0153286293868734
3431 Trp 1122 62 0.00358890727425113 1098 38 0.00225142761871446
3441 Tmp 214 26 0.011523941236126 239 51 0.0187602788740468
3441 Trp 1127 57 0.00327176844056612 1102 32 0.00188685545544561
3451 Tmp 207 16 0.00714172203946915 234 43 0.0156836189219733
3451 Trp 1134 52 0.0029590835713536 1107 25 0.00146441614197384
3461 Tmp 199 18 0.00850803781510847 232 51 0.0192189429136724
3461 Trp 1143 83 0.00468045315545872 1110 50 0.00290776451152111
3471 Tmp 212 21 0.00916394103968337 237 46 0.0168528406074675
3471 Trp 1127 48 0.00275336004384241 1102 23 0.00135331332043867
3481 Tmp 202 16 0.00745961947711774 231 45 0.0169572440218805
3481 Trp 1137 54 0.0030666415824623 1108 25 0.00146198932184333
3491 Tmp 225 24 0.0101934203421183 245 44 0.015647437152411
3491 Trp 1117 75 0.00429540232364002 1097 55 0.0032347180322516
3501 Tmp 229 21 0.0081668815123649 249 41 0.0140261218525015
3501 Trp 1110 47 0.00272275039354444 1090 27 0.00159666941798945
3511 Tmp 206 19 0.0089730773016536 233 46 0.0172309310562973
3511 Trp 1136 62 0.00350050979442906 1109 35 0.0020396825031824
3521 Tmp 196 14 0.00707777249284438 229 47 0.0185549817260769
3521 Trp 1143 57 0.00320455957131268 1110 24 0.00139274418889099
3531 Tmp 203 15 0.00668868746080011 235 47 0.0170267698679717
3531 Trp 1138 71 0.0040369377068707 1106 39 0.00228473384184763
3541 Tmp 204 15 0.00693426704317733 233 44 0.0163177816171705
3541 Trp 1135 44 0.00250483253341479 1106 15 0.000880655355412409
3551 Tmp 211 15 0.00633651114577314 237 41 0.0147269028410257
3551 Trp 1128 61 0.0034795933130351 1102 35 0.00204510961608478
3561 Tmp 204 13 0.00606374203292805 231 40 0.0150909712039747
3561 Trp 1134 54 0.003060339652439 1107 27 0.00157540965834215
3571 Tmp 213 17 0.00707761179196071 239 43 0.0152645304431997
3571 Trp 1128 57 0.00327616977831652 1102 31 0.00182532060628431
3581 Tmp 227 24 0.00914356086613402 249 46 0.0153559456286959
3581 Trp 1118 52 0.00302360343676166 1096 30 0.00178282376372631
3591 Tmp 215 22 0.00934071237439679 241 48 0.0169727953106203
3591 Trp 1125 46 0.00265703734138261 1099 20 0.00118766671495169
3601 Tmp 221 17 0.0070884925006199 241 37 0.0132185227465206
3601 Trp 1119 52 0.00297778968048161 1099 32 0.00187553839351651
3611 Tmp 196 13 0.00643258781446636 228 45 0.0173165254340152
3611 Trp 1143 56 0.00315516627430581 1111 24 0.00139770915711419
3621 Tmp 211 16 0.00673818754399497 236 41 0.0148030433598507
3621 Trp 1127 42 0.0024177168813422 1102 17 0.00100137918683062
3631 Tmp 208 15 0.00658349416626707 236 43 0.0158158936118096
3631 Trp 1131 59 0.00336586596515551 1103 31 0.00181407884307369
3641 Tmp 216 18 0.00688501431308413 240 42 0.0144900391658514
3641 Trp 1124 46 0.0026706542831243 1100 22 0.00129869559632366
3651 Tmp 202 12 0.00538816423854695 232 42 0.0155388797765178
3651 Trp 1135 57 0.00325611558877097 1105 27 0.00158546286831764
3661 Tmp 254 29 0.00977051473200907 258 33 0.0108973148024011
3661 Trp 1083 49 0.0029372244217297 1079 45 0.00270721293555027
3671 Tmp 206 20 0.00892418373810028 232 46 0.0170575780251998
3671 Trp 1134 45 0.00257032936919258 1108 19 0.00111424947712667
3681 Tmp 220 25 0.0101409305810345 244 49 0.0170010168759241
3681 Trp 1124 58 0.00334172821342089 1100 34 0.00200715903318285
3691 Tmp 236 26 0.0102170928678491 250 40 0.0136185965831261
3691 Trp 1104 40 0.00232938917999114 1090 26 0.00154951179186016
3701 Tmp 213 22 0.00925335796526751 241 50 0.0172571955300481
3701 Trp 1129 57 0.00325917093473583 1101 29 0.00170897021623125
3711 Tmp 215 19 0.00850443779132329 237 41 0.015149566450354
3711 Trp 1127 67 0.00379298133719477 1105 45 0.0026174988476662
3721 Tmp 197 14 0.00683914682307756 229 46 0.0177194047512658
3721 Trp 1141 49 0.00277592046022677 1109 17 0.000993988267685527
3731 Tmp 217 17 0.00710030032933866 239 39 0.0138105534672258
3731 Trp 1122 61 0.00349390381137071 1100 39 0.00229016798684075
3741 Tmp 218 19 0.00818592198622039 240 41 0.0148771037025187
3741 Trp 1121 47 0.00269202058914899 1099 25 0.00146850210487273
3751 Tmp 208 15 0.00667976828997097 235 42 0.0151973798790772
3751 Trp 1131 60 0.00341990423414194 1104 33 0.00193817759497763
3761 Tmp 219 21 0.00891980432659229 241 43 0.0153551329799153
3761 Trp 1120 66 0.00379282592654888 1098 44 0.0025950712619768
3771 Tmp 241 24 0.00893928466905453 252 35 0.0118597242991917
3771 Trp 1097 35 0.00205255332841049 1086 24 0.00142980157188585
3781 Tmp 208 20 0.00899640439805782 237 49 0.0181974446550299
3781 Trp 1136 59 0.00336012546534444 1107 30 0.00175548516852079
3791 Tmp 221 22 0.00889272111273568 241 42 0.0151059843142732
3791 Trp 1117 51 0.0029490263610677 1097 31 0.00182487963634319
3801 Tmp 207 19 0.00866571241513882 235 47 0.017481730238926
3801 Trp 1133 79 0.00448122137167401 1105 51 0.00297668547417912
3811 Tmp 208 15 0.00649030496093274 234 41 0.0149145065019882
3811 Trp 1133 61 0.00346150109524525 1107 35 0.00203671315399731
3821 Tmp 200 13 0.00612708731454087 231 44 0.016710251306229
3821 Trp 1138 74 0.00419426207693588 1107 43 0.00250995768419963
3831 Tmp 209 15 0.00661210992725324 236 42 0.0153459255799376
3831 Trp 1131 49 0.00278978961773242 1104 22 0.00128687101476139
3841 Tmp 195 13 0.00625900808178771 228 46 0.0174944878957026
3841 Trp 1145 53 0.00299545762515261 1112 20 0.00116678874230831
3851 Tmp 205 17 0.00797471001790648 234 46 0.0171483410438581
3851 Trp 1137 68 0.00383935801395434 1108 39 0.00227265335772291
3861 Tmp 212 16 0.00679068798643621 238 42 0.0149632362370478
3861 Trp 1127 51 0.00293249684966995 1101 25 0.0014757436723736
3871 Tmp 202 16 0.00773529144243064 232 46 0.0176245845820759
3871 Trp 1137 53 0.00300240464241966 1107 23 0.00134416704535296
3881 Tmp 203 24 0.010840546845875 234 55 0.0202239228404541
3881 Trp 1142 55 0.0031224326656076 1111 24 0.00140278440556391
3891 Tmp 213 19 0.00815098638357347 237 43 0.0155259951800487
3891 Trp 1127 55 0.00316479057273492 1103 31 0.00182996933262541
3901 Tmp 203 13 0.00607181748051265 229 39 0.0148010105181199
3901 Trp 1136 44 0.00249817301567058 1110 18 0.00105146602111532
3911 Tmp 218 20 0.00859730869977422 243 45 0.0160086710646648
3911 Trp 1127 58 0.00332622498103492 1102 33 0.00194661351373895
3921 Tmp 208 15 0.00700974610330434 238 45 0.0167465722227476
3921 Trp 1133 66 0.00373158167063923 1103 36 0.0021003953074018
3931 Tmp 211 17 0.00742473672675175 238 44 0.0158615500094124
3931 Trp 1129 47 0.00269196373320637 1102 20 0.00117820233247872
3941 Tmp 203 15 0.00704282020363408 232 44 0.0166856471907767
3941 Trp 1138 57 0.00322087364334442 1109 28 0.00162886407302994
3951 Tmp 227 22 0.00890441749143378 243 38 0.0131970616554687
3951 Trp 1112 40 0.00230527332109014 1096 24 0.001416532870012
3961 Tmp 217 23 0.00975303028983352 243 49 0.0173640161570328
3961 Trp 1126 84 0.00480898404891971 1100 58 0.00341103826288234
3971 Tmp 218 24 0.0101080578337246 241 47 0.0169232080073102
3971 Trp 1125 61 0.00349453625527073 1102 38 0.00222835824368619
3981 Tmp 198 13 0.0062063222315055 230 45 0.0171388638202325
3981 Trp 1140 48 0.00271516743542333 1108 16 0.00093308092812301
3991 Tmp 226 28 0.0112051578237876 246 48 0.0164204443837496
3991 Trp 1123 119 0.00678081819249914 1103 99 0.00578096497564408
4001 Tmp 237 26 0.00996386130498209 252 41 0.0138762734666526
4001 Trp 1106 67 0.00388646489792838 1091 52 0.00307800433595286
4011 Tmp 244 26 0.00946852483626021 256 38 0.0125728649843852
4011 Trp 1095 46 0.00270925647912824 1083 34 0.00203563729916894
4021 Tmp 208 19 0.00845586006222725 237 48 0.0174688579121638
