it Lat Snode Dispersal DRate Enode Establish ERate
4021 Trp 1136 64 0.00548995508669373 1107 35 0.00309563064264135
4031 Tmp 260 36 0.0176816360863057 263 39 0.0185149112757618
4031 Trp 1082 48 0.00437598175446952 1079 45 0.00412898300663174
4041 Tmp 201 14 0.00972182487638674 228 41 0.0234717536880122
4041 Trp 1137 54 0.00465631765759976 1110 27 0.00239140680403076
4051 Tmp 199 13 0.00903256280928906 230 44 0.0246643060421984
4051 Trp 1139 57 0.00491649571640167 1108 26 0.00231133585739725
4061 Tmp 226 21 0.0125354217815602 244 39 0.0204132554164957
4061 Trp 1114 48 0.00423763021013689 1096 30 0.00270469710272997
4071 Tmp 203 15 0.0106236955651135 232 44 0.0250160859829028
4071 Trp 1137 76 0.00653764684334704 1108 47 0.00416738795580958
4081 Tmp 215 20 0.0123987775425282 237 42 0.02240192979184
4081 Trp 1126 67 0.005844087924277 1104 45 0.00401685240828155
4091 Tmp 206 18 0.012168202889719 236 48 0.0263259004813337
4091 Trp 1137 57 0.00491450728812067 1107 27 0.00239908726170673
4101 Tmp 225 24 0.0143232908424356 244 43 0.0227969183369666
4101 Trp 1118 52 0.00455835423808978 1099 33 0.00294721835647796
4111 Tmp 219 20 0.0121904152616197 241 42 0.0223426181390072
4111 Trp 1121 51 0.00448246025470894 1099 29 0.00260358262482128
4121 Tmp 194 13 0.00935597966443275 229 48 0.0274286222890739
4121 Trp 1145 57 0.00489939685974099 1110 22 0.0019514663144428
4131 Tmp 213 22 0.0136909246015952 240 49 0.0258162424100906
4131 Trp 1130 80 0.0069799081008792 1103 53 0.0047447066097884
4141 Tmp 224 24 0.014543755834773 244 44 0.0228319549409709
4141 Trp 1118 60 0.00522540861743711 1098 40 0.0035696995925305
4151 Tmp 194 14 0.00990499405626069 226 46 0.0270355086633539
4151 Trp 1147 71 0.00607691354031007 1115 39 0.00342239607094104
4161 Tmp 244 26 0.0138938272055881 255 37 0.0180215850807714
4161 Trp 1098 56 0.00501603526242263 1087 45 0.00409745125908348
4171 Tmp 197 13 0.00996346569573971 229 45 0.0266158439689088
4171 Trp 1142 64 0.0054867867382234 1110 32 0.00283727411078409
4181 Tmp 203 15 0.0107488412426675 233 45 0.0255969506091082
4181 Trp 1137 47 0.00406274203023881 1107 17 0.00151704188129933
4191 Tmp 232 23 0.0137559152038988 247 38 0.0198639391261849
4191 Trp 1108 42 0.00370418069275007 1093 27 0.00243297307773677
4201 Tmp 205 15 0.010131107335435 236 46 0.0253420571014337
4201 Trp 1136 66 0.00573399882544195 1105 35 0.00313179043358308
4211 Tmp 205 14 0.009625243350215 236 45 0.025135083479142
4211 Trp 1135 57 0.00494828999882459 1104 26 0.00232489239664306
4221 Tmp 205 17 0.0124029292041677 236 48 0.027694970297404
4221 Trp 1136 59 0.005095957799176 1105 28 0.00249659367567559
4231 Tmp 246 31 0.0169284807293602 258 43 0.0213193634849191
4231 Trp 1099 68 0.00604941471670639 1087 56 0.00506556077886172
4241 Tmp 217 19 0.0116534839491751 241 43 0.0222624119735494
4241 Trp 1127 74 0.00644532019214466 1103 50 0.00447222977836749
4251 Tmp 199 16 0.0107556675208594 232 49 0.0266190902037714
4251 Trp 1144 70 0.00601480118374267 1111 37 0.00327875794825846
4261 Tmp 195 11 0.00834853972409192 228 44 0.0255413285034681
4261 Trp 1143 50 0.00427784779577004 1110 17 0.001506689092597
4271 Tmp 188 12 0.00879732341435118 226 50 0.0284695198103887
4271 Trp 1153 92 0.0078679045672973 1115 54 0.00477839645591984
4281 Tmp 206 14 0.00967229838543087 234 42 0.0237800507687664
4281 Trp 1131 52 0.00450850656213551 1103 24 0.00213999126388156
4291 Tmp 220 21 0.0132184071720534 243 44 0.0233874441630418
4291 Trp 1120 64 0.00557458893018901 1097 41 0.00366463758487189
4301 Tmp 199 16 0.0108052054644598 233 50 0.027206343670506
4301 Trp 1144 71 0.00612444526585159 1110 37 0.00329303143930879
4311 Tmp 204 15 0.00994881127673085 234 45 0.0248235473986151
4311 Trp 1137 63 0.00544742815195896 1107 33 0.00293072472807699
4321 Tmp 207 14 0.00921577806636987 234 41 0.0225459623845088
4321 Trp 1134 51 0.00442612436699955 1107 24 0.00213844234600865
4331 Tmp 210 16 0.010608817210769 237 43 0.023661481479527
4331 Trp 1131 68 0.00586324370733562 1104 41 0.00363199695037268
4341 Tmp 193 13 0.0093455948496283 226 46 0.0263660187757292
4341 Trp 1146 49 0.00419978258121557 1113 16 0.00141422332306356
4351 Tmp 242 29 0.0157350329276304 255 42 0.0206465370055556
4351 Trp 1099 47 0.00421183694247468 1086 34 0.00309998124591125
4361 Tmp 185 12 0.00925915312907428 224 51 0.0303745195231197
4361 Trp 1153 60 0.00514718347601295 1114 21 0.0018627199358322
4371 Tmp 199 15 0.0103764107327035 234 50 0.027779574498924
4371 Trp 1144 60 0.00516342669137357 1109 25 0.0022190872645827
4381 Tmp 188 10 0.00729411741793772 225 47 0.027090615587407
4381 Trp 1152 55 0.00471605830988309 1115 18 0.00159315562655265
4391 Tmp 203 12 0.00829028954551275 235 44 0.0243632361612396
4391 Trp 1135 45 0.00390576052581898 1103 13 0.0011645697948043
4401 Tmp 201 15 0.0108502064834078 234 48 0.0274980921050314
4401 Trp 1141 61 0.00525514818558862 1108 28 0.00249009485090019
4411 Tmp 200 19 0.0142854192864356 232 51 0.0293919547148587
4411 Trp 1145 76 0.00647157934670144 1113 44 0.00388057888580332
4421 Tmp 233 22 0.0124704497106045 250 39 0.0197204566113965
4421 Trp 1107 44 0.00392306536115175 1090 27 0.00245404392961897
4431 Tmp 217 20 0.013124490103306 241 44 0.0241732835238797
4431 Trp 1125 57 0.00494911988320288 1101 33 0.0029409466654876
4441 Tmp 202 13 0.0090455769920461 234 45 0.0253414692589676
4441 Trp 1137 55 0.00476558194517391 1105 23 0.002053111522608
4451 Tmp 249 35 0.0176449646286783 257 43 0.0206109804436065
4451 Trp 1099 77 0.00685718974546135 1091 69 0.00620147123310774
4461 Tmp 214 21 0.0133826818665043 239 46 0.0245528225782056
4461 Trp 1131 78 0.00671855217945836 1106 53 0.00468805643138848
4471 Tmp 199 15 0.0113224846430923 232 48 0.0275756646327982
4471 Trp 1142 52 0.00447390322098315 1109 19 0.00169535493395289
4481 Tmp 200 11 0.00793551221866526 231 42 0.0241711786296026
4481 Trp 1138 52 0.00447508441262226 1107 21 0.00186360871932447
4491 Tmp 211 18 0.0116596867409453 236 43 0.0233851062091294
4491 Trp 1133 88 0.00755908606934818 1108 63 0.00555231300525011
4501 Tmp 185 13 0.010092107286227 222 50 0.0302289365231298
4501 Trp 1155 54 0.00461533390233238 1118 17 0.00149988270930447
4511 Tmp 196 15 0.0111964357057574 230 49 0.0287028253359593
4511 Trp 1143 65 0.00559204681599583 1109 31 0.00275403436186055
4521 Tmp 217 19 0.0119103479400346 241 43 0.0228117602772802
4521 Trp 1123 60 0.0052474080186711 1099 36 0.00323030008298213
4531 Tmp 213 25 0.0156046394078521 241 53 0.0283096108364597
4531 Trp 1132 84 0.00729888858175233 1104 56 0.00498285656695689
4541 Tmp 210 17 0.0114205977783397 236 43 0.0239897133894267
4541 Trp 1128 55 0.00478258462719107 1102 29 0.00259017342707947
4551 Tmp 212 21 0.0137765479285791 237 46 0.0252269545018302
4551 Trp 1130 56 0.00484938753615329 1105 31 0.00275586587364687
4561 Tmp 200 11 0.00745014888648449 236 47 0.0254933538243487
4561 Trp 1142 52 0.00449181582557345 1106 16 0.00142736418509925
4571 Tmp 205 18 0.0116520780006803 235 48 0.0260213810152444
4571 Trp 1138 71 0.00610962185975663 1108 41 0.00362153518298698
4581 Tmp 208 17 0.0117201734772784 234 43 0.0241659102294192
4581 Trp 1131 42 0.00364215281034828 1105 16 0.00142821873524682
4591 Tmp 205 17 0.011651247246142 236 48 0.0267383701368569
4591 Trp 1139 62 0.0053623982380054 1108 31 0.00276147388895571
4601 Tmp 211 19 0.0118560333477021 238 46 0.0244295455491134
4601 Trp 1131 55 0.00482514808056613 1104 28 0.00251839153251634
4611 Tmp 212 19 0.0129158575590012 237 44 0.0247529193825178
4611 Trp 1130 72 0.00621617377899984 1105 47 0.00416807836155178
4621 Tmp 210 19 0.0122282728853474 240 49 0.0261216866693545
4621 Trp 1131 72 0.00627065564693356 1101 42 0.00376344315908531
4631 Tmp 211 18 0.0119401288111046 237 44 0.0243202134165055
4631 Trp 1132 96 0.00829829633856646 1106 70 0.00621285245706917
4641 Tmp 207 26 0.0160854032460721 237 56 0.0291041454294649
4641 Trp 1143 106 0.00911199424637668 1113 76 0.00671065885050012
4651 Tmp 193 15 0.0107467085339326 230 52 0.0296040974871925
4651 Trp 1147 73 0.00630228840393906 1110 36 0.00320788233604929
4661 Tmp 221 22 0.0136679199548705 243 44 0.0233511871380005
4661 Trp 1119 43 0.00378406781824507 1097 21 0.00189380810425786
4671 Tmp 214 17 0.010864930081219 239 42 0.0225884763795973
4671 Trp 1128 50 0.00436093619538246 1103 25 0.00223798958915871
4681 Tmp 197 11 0.00777655780474305 227 41 0.0235140335193121
4681 Trp 1141 54 0.00465969260725463 1111 24 0.00213151155238776
4691 Tmp 204 11 0.00776568390171962 235 42 0.0238905377199466
4691 Trp 1133 48 0.00415000217837505 1102 17 0.00151451317295602
4701 Tmp 206 16 0.0106603074698982 236 46 0.0251626560515004
4701 Trp 1135 48 0.00417300958200501 1105 18 0.00161069809085334
4711 Tmp 234 28 0.0149809122712668 246 40 0.0205958553971583
4711 Trp 1106 52 0.00465617442780985 1094 40 0.00360526877363927
4721 Tmp 197 15 0.0103841180093261 231 49 0.0269138505741313
4721 Trp 1146 67 0.00575047851047 1112 33 0.00292680486120618
4731 Tmp 213 20 0.0128744507859876 238 45 0.0244070610289259
4731 Trp 1128 55 0.00478393121177169 1103 30 0.00267700432720858
4741 Tmp 208 15 0.00973149583315514 236 43 0.0231482498329665
4741 Trp 1134 56 0.0048571882215957 1106 28 0.0024970795041016
4751 Tmp 195 16 0.0116054085091464 231 52 0.0296286604938714
4751 Trp 1145 68 0.00587664321343962 1109 32 0.00285845933232846
4761 Tmp 206 15 0.0100940665727445 236 45 0.0247879950946541
4761 Trp 1134 65 0.00564350404364171 1104 35 0.00312826972645246
4771 Tmp 205 18 0.0122211652377814 236 49 0.0269284487639132
4771 Trp 1138 67 0.00580516133980011 1107 36 0.00321581573394711
4781 Tmp 201 16 0.0113261334683814 233 48 0.0269177640186194
4781 Trp 1141 54 0.00466300528223019 1109 22 0.00196253913348416
4791 Tmp 210 22 0.0147526420649171 236 48 0.0268389478110341
4791 Trp 1132 70 0.00609139415322966 1106 44 0.00393052448197168
4801 Tmp 213 15 0.00959103292131641 237 39 0.0211813564850267
4801 Trp 1126 50 0.00436265025339825 1102 26 0.00232482399472419
4811 Tmp 216 17 0.0106850463039389 242 43 0.022988914674506
4811 Trp 1126 68 0.0059475229202307 1100 42 0.00376550813548471
4821 Tmp 207 14 0.00943829198519863 236 43 0.023943884066453
4821 Trp 1132 51 0.00441842142124124 1103 22 0.00195903175832723
4831 Tmp 197 14 0.00968608629300377 230 47 0.0262337987175736
4831 Trp 1143 52 0.00449612383950022 1110 19 0.00169350908137636
4841 Tmp 193 9 0.00671992119593213 228 44 0.0254720245472511
4841 Trp 1148 55 0.00467763544861977 1113 20 0.00175901593803743
4851 Tmp 198 15 0.0103932553537546 229 46 0.0262711877450415
4851 Trp 1141 47 0.00407066749126761 1110 16 0.0014237036353364
4861 Tmp 213 20 0.0132039050469953 239 46 0.0253229371556237
4861 Trp 1128 61 0.00530563482130731 1102 35 0.00312628990051376
4871 Tmp 198 15 0.010931977421225 231 48 0.0277164752861371
4871 Trp 1142 58 0.00498727210582079 1109 25 0.00221829760635061
4881 Tmp 238 29 0.016312227142318 248 39 0.0200316304581249
4881 Trp 1102 45 0.00398475376396175 1092 35 0.00314636982952608
4891 Tmp 204 14 0.00953470954538604 235 45 0.0249325352606094
4891 Trp 1137 52 0.00448643995778091 1106 21 0.0018660147144649
4901 Tmp 215 17 0.0105965397968565 239 41 0.0219517358187192
4901 Trp 1123 49 0.00430725852737795 1099 25 0.00224967647372261
4911 Tmp 210 17 0.0109870940890999 238 45 0.0244279357107379
4911 Trp 1129 62 0.00540271382166003 1101 34 0.00304091888585782
4921 Tmp 212 17 0.0112248578782778 237 42 0.0231292570877667
4921 Trp 1129 54 0.00469552605861602 1104 29 0.00258953478730198
4931 Tmp 214 16 0.0105552876583233 237 39 0.0216400981563779
4931 Trp 1123 56 0.00489248361272268 1100 33 0.00295705620529213
4941 Tmp 208 21 0.0134218368831317 238 51 0.0269976907525215
4941 Trp 1135 82 0.00712798368657734 1105 52 0.00465136311592054
4951 Tmp 199 16 0.0112188949301547 230 47 0.0269169241921912
4951 Trp 1143 57 0.00492368177116274 1112 26 0.00230972429433708
4961 Tmp 204 17 0.011608802635455 234 47 0.0261278298013599
4961 Trp 1139 74 0.00639111558985828 1109 44 0.00391315255444959
4971 Tmp 221 17 0.0103871903409004 242 38 0.0203356035492746
4971 Trp 1117 52 0.00457913835940163 1096 31 0.00278680854223133
4981 Tmp 209 19 0.0123050326271988 237 47 0.0256910923661431
4981 Trp 1131 58 0.00506381229460097 1103 30 0.00268613171440469
4991 Tmp 198 15 0.0113746942899247 227 44 0.0261022504286568
4991 Trp 1140 65 0.00556896831865107 1111 36 0.00318447135597312
5001 Tmp 203 17 0.0115117454338662 234 48 0.026628103181936
5001 Trp 1138 64 0.00553451667700902 1107 33 0.00293648180197527
5011 Tmp 188 14 0.0106566948420798 227 53 0.0310001879284034
5011 Trp 1156 62 0.00529407403368333 1117 23 0.00203265168882136
5021 Tmp 224 20 0.0123449478027985 245 41 0.0217495988995997
5021 Trp 1117 50 0.00439875809092157 1096 29 0.00261217762644031
5031 Tmp 220 22 0.0133417408941496 243 45 0.0234827032252627
5031 Trp 1122 55 0.00485845198108712 1099 32 0.00289510638876974
5041 Tmp 202 12 0.00836164091377656 232 42 0.0239297516160438
5041 Trp 1137 57 0.00489955906116519 1107 27 0.00238648978561105
5051 Tmp 198 12 0.00838664141789061 231 45 0.025411848487252
5051 Trp 1142 58 0.00500108886681594 1109 25 0.00222074295099507
5061 Tmp 213 19 0.0125178649285809 238 44 0.0235589331867182
5061 Trp 1129 63 0.00545100193092321 1104 38 0.00339053151402194
5071 Tmp 214 21 0.0138489780941283 240 47 0.0257783477291236
5071 Trp 1130 65 0.00564441649009838 1104 39 0.00347936964917399
5081 Tmp 222 21 0.0128427792045732 241 40 0.0213208084102189
5081 Trp 1116 57 0.00500950928165896 1097 38 0.00341192167745523
5091 Tmp 228 20 0.0117670929409833 244 36 0.0188074511798925
5091 Trp 1109 54 0.00478335913406681 1093 38 0.00343125723593684
5101 Tmp 207 15 0.0104129519545251 236 44 0.0248015585028801
5101 Trp 1136 73 0.00629187573300579 1107 44 0.00390462245498258
5111 Tmp 205 15 0.0104312102729313 235 45 0.0251842272393643
5111 Trp 1135 49 0.00424565820107843 1105 19 0.00169758628298548
5121 Tmp 229 28 0.0154013985085902 250 49 0.023952594647584
5121 Trp 1118 64 0.00566182712223793 1097 43 0.00388223964072641
5131 Tmp 203 16 0.010962115183425 232 45 0.0256169934709542
5131 Trp 1137 60 0.00518505153420862 1108 31 0.00274953035839593
5141 Tmp 212 19 0.0124735417714902 235 42 0.0236855287239369
5141 Trp 1126 57 0.00495942869143899 1103 34 0.00302403696185602
5151 Tmp 192 10 0.00731393290687985 226 44 0.0254642474485699
5151 Trp 1146 60 0.0051571475121205 1112 26 0.00230625687212657
5161 Tmp 205 17 0.0116618096201416 234 46 0.0258556478394214
5161 Trp 1134 54 0.00467997566999209 1105 25 0.00222872755523621
5171 Tmp 225 20 0.0122012159377968 244 39 0.0205506671944043
5171 Trp 1114 61 0.0053520079412771 1095 42 0.00377052791745984
5181 Tmp 208 18 0.0120148376436491 233 43 0.0242501483333637
5181 Trp 1131 44 0.00381259551573153 1106 19 0.00168654166828355
5191 Tmp 203 11 0.00766870227372247 234 42 0.0237020241122271
5191 Trp 1135 45 0.00389190338196877 1104 14 0.00124723080695864
5201 Tmp 205 14 0.00917321877468272 233 42 0.0230441783756903
5201 Trp 1134 55 0.00477446813241222 1106 27 0.00240573024758224
5211 Tmp 233 24 0.0132274804212622 248 39 0.0195630231103786
5211 Trp 1109 62 0.00553456529562834 1094 47 0.00426374521511694
5221 Tmp 227 20 0.0119744530791294 245 38 0.0199826426559019
5221 Trp 1111 46 0.00405627591350434 1093 28 0.00252047356507368
5231 Tmp 211 14 0.00967010919791224 238 41 0.0231287056452562
5231 Trp 1127 57 0.0049558684634447 1100 30 0.00268418250022947
5241 Tmp 193 14 0.0107053610616815 227 48 0.0284880003601595
5241 Trp 1145 57 0.00489990046255378 1111 23 0.00204340450430759
5251 Tmp 236 38 0.0193060176832986 254 56 0.0262775785342299
5251 Trp 1116 99 0.008812810386172 1098 81 0.00731651090546073
5261 Tmp 213 16 0.0103321712998577 235 38 0.0211262484202083
5261 Trp 1125 51 0.00444168115982729 1103 29 0.00258191116188137
5271 Tmp 216 20 0.0123340151073246 238 42 0.0222567048058267
5271 Trp 1126 76 0.00658925878609994 1104 54 0.00479216952726312
5281 Tmp 208 16 0.0105822872472321 235 43 0.0235469560830705
5281 Trp 1133 53 0.00461340509873883 1106 26 0.00232681292165136
5291 Tmp 193 10 0.00746636573031609 228 45 0.0261173508348062
5291 Trp 1146 53 0.00453335309800013 1111 18 0.00159186765345268
5301 Tmp 199 17 0.0125613293512983 231 49 0.0285678589216749
5301 Trp 1143 67 0.005759654144508 1111 35 0.00310537277722222
5311 Tmp 209 20 0.0127325167607246 236 47 0.0255243457522988
5311 Trp 1129 56 0.00490804003547644 1102 29 0.00260340640151188
5321 Tmp 212 18 0.012206743829925 238 44 0.0244392674608408
5321 Trp 1127 64 0.00555540701159146 1101 38 0.00339451759114026
5331 Tmp 202 18 0.0131100955011462 232 48 0.0275642606757645
5331 Trp 1140 75 0.00640278752905244 1110 45 0.00396641750505687
5341 Tmp 213 18 0.011740298492393 237 42 0.0230151355943152
5341 Trp 1127 74 0.00641281795494853 1103 50 0.00444535976417219
5351 Tmp 202 15 0.0103173628552291 232 45 0.0253423199396174
5351 Trp 1138 62 0.00536795463600654 1108 32 0.00284996778676735
5361 Tmp 195 13 0.00986305564519767 228 46 0.0272276832141925
5361 Trp 1143 63 0.00541009853753904 1110 30 0.00266111203549963
5371 Tmp 209 14 0.00922771183632929 236 41 0.0225913267262721
5371 Trp 1131 49 0.00424733631850178 1104 22 0.00195747723549135
5381 Tmp 196 16 0.0115444258856174 230 50 0.0290732924095344
5381 Trp 1146 61 0.00525350908238199 1112 27 0.00239415921577444
5391 Tmp 212 17 0.0105072065638594 238 43 0.0226013066977004
5391 Trp 1130 56 0.00488547124588553 1104 30 0.00268385507438853
5401 Tmp 214 19 0.0127151687626797 239 44 0.0239188283899
5401 Trp 1125 58 0.00501035525581942 1100 33 0.00293836153228706
5411 Tmp 192 12 0.00887639355680345 229 49 0.0278608120793883
5411 Trp 1151 63 0.0053820918004315 1114 26 0.00230116116555241
5421 Tmp 210 21 0.0139003052500414 237 48 0.0261841053158101
5421 Trp 1132 73 0.00628059813903404 1105 46 0.00407055086763299
5431 Tmp 217 19 0.0120514133718417 239 41 0.0223598915899744
5431 Trp 1121 53 0.00462477251198856 1099 31 0.00276712550276804
5441 Tmp 200 13 0.00932416464315857 230 43 0.0247693044585762
5441 Trp 1140 71 0.00608753635804883 1110 41 0.00362146606872989
5451 Tmp 204 14 0.00983102031486602 234 44 0.0249608644137957
5451 Trp 1137 70 0.00603152180709173 1107 40 0.0035501911665269
5461 Tmp 200 14 0.0095202822916024 235 49 0.0264776295047337
5461 Trp 1140 77 0.00663343989602466 1105 42 0.00374072183619476
5471 Tmp 217 17 0.0108364493330911 239 39 0.0211670723697917
5471 Trp 1121 37 0.00323183951437134 1099 15 0.00134229587822957
5481 Tmp 230 20 0.0108807318907768 248 38 0.0190084349930282
5481 Trp 1112 53 0.00471684774385284 1094 35 0.00316018045796792
5491 Tmp 217 19 0.0117687941355331 242 44 0.0231236267998094
5491 Trp 1123 51 0.00449496108159972 1098 26 0.00235131090856419
5501 Tmp 231 22 0.0134159783619295 247 38 0.0202041585023146
5501 Trp 1108 47 0.00413553418239553 1092 31 0.00278677960178382
5511 Tmp 201 16 0.011334857900058 231 46 0.0266146275867812
5511 Trp 1140 80 0.00686052558786334 1110 50 0.00440757124252442
5521 Tmp 213 19 0.0121208574073165 239 45 0.0243391892868365
5521 Trp 1127 51 0.00446282291449725 1101 25 0.00224287255085905
5531 Tmp 207 17 0.0111249313843272 239 49 0.0262295236062374
5531 Trp 1138 71 0.00615619722010461 1106 39 0.00348429901245769
5541 Tmp 199 16 0.0108672836230737 232 49 0.0270705930254404
5541 Trp 1142 71 0.00610203088013918 1109 38 0.0033635172877174
5551 Tmp 229 21 0.0123158625336032 244 36 0.0189654722120074
5551 Trp 1109 41 0.00363042489908875 1094 26 0.00234226306749926
5561 Tmp 213 21 0.013427931404947 241 49 0.0260341693903987
5561 Trp 1132 69 0.00600006678126502 1104 41 0.00366672690952906
5571 Tmp 228 21 0.0125658114177953 246 39 0.020331935742137
5571 Trp 1112 49 0.00430912496995284 1094 31 0.00278670352574577
5581 Tmp 201 13 0.0091298552978684 232 44 0.0250495004459252
5581 Trp 1137 43 0.00372062819111644 1106 12 0.00106908365298496
5591 Tmp 204 17 0.0114812439410479 231 44 0.0248484359764714
5591 Trp 1133 54 0.00469902972043049 1106 27 0.00241035387561414
5601 Tmp 214 20 0.0132512157700599 236 42 0.0234719153028678
5601 Trp 1125 50 0.00437379582905739 1103 28 0.00251084126355368
5611 Tmp 190 9 0.00667897473077443 225 44 0.0258149440481622
5611 Trp 1147 58 0.00498020846950697 1112 23 0.00203735049253082
5621 Tmp 203 19 0.012646137390918 234 50 0.0274119926053189
5621 Trp 1137 63 0.0054817929870847 1106 32 0.00286455848060765
5631 Tmp 189 14 0.0105472840677605 226 51 0.0297797829718903
5631 Trp 1151 82 0.00703020218299319 1114 45 0.00398980556835084
5641 Tmp 200 12 0.00860707112307118 232 44 0.0249682019166867
5641 Trp 1139 51 0.00440576649947343 1107 19 0.00169526317592684
5651 Tmp 206 16 0.0111624299564933 234 44 0.0247814619322769
5651 Trp 1133 54 0.00467830226322734 1105 26 0.00232132334521955
5661 Tmp 208 21 0.0141697242007581 235 48 0.0264172743878086
5661 Trp 1135 62 0.00534820156186525 1108 35 0.00310897705840917
5671 Tmp 215 17 0.0108649656689454 238 40 0.0216748136059503
5671 Trp 1123 47 0.00410867194839406 1100 24 0.00215084183513882
5681 Tmp 223 23 0.0131332364092873 245 45 0.0224213292171626
5681 Trp 1121 53 0.00465873888993586 1099 31 0.00278758584010681
5691 Tmp 216 20 0.0127902920251017 240 44 0.023864375003639
5691 Trp 1124 56 0.00487686053469297 1100 32 0.00285644644555288
5701 Tmp 225 21 0.0123730441708132 243 39 0.0204453585721534
5701 Trp 1113 50 0.00442248471296271 1095 32 0.00288403230902301
5711 Tmp 210 17 0.0113605156770622 235 42 0.0233150239802377
5711 Trp 1128 47 0.0040885543042299 1103 22 0.00196595268962966
5721 Tmp 206 18 0.0119686665894067 235 47 0.0257017772530155
5721 Trp 1133 73 0.00633068446016457 1104 44 0.00392632843492641
5731 Tmp 199 19 0.0130919625165675 231 51 0.0288951885562045
5731 Trp 1141 62 0.00540250678671093 1109 30 0.00268758770966567
5741 Tmp 213 18 0.011148830115319 240 45 0.0240892612479606
5741 Trp 1127 52 0.00456538017556489 1100 25 0.00224486302895001
5751 Tmp 200 12 0.0083288808524443 233 45 0.0250282874571452
5751 Trp 1139 50 0.00433023915612333 1106 17 0.00151928003624098
5761 Tmp 218 17 0.0111067611444792 241 40 0.0215355797051658
5761 Trp 1121 60 0.00522891970869417 1098 37 0.00331902464462533
5771 Tmp 198 14 0.00997300887070289 228 44 0.0259140492532138
5771 Trp 1141 78 0.00668391107784035 1111 48 0.00421952706707451
5781 Tmp 194 11 0.00813952956205176 226 43 0.0250161182340403
5781 Trp 1144 62 0.00531867093385283 1112 30 0.00265731640192926
5791 Tmp 213 20 0.0127410303528547 238 45 0.0238633160166971
5791 Trp 1131 52 0.00453254856350521 1106 27 0.00242009942610278
5801 Tmp 208 15 0.00997186667171509 236 43 0.0233253637165326
5801 Trp 1132 46 0.00399261353338059 1104 18 0.00160972697355608
5811 Tmp 213 15 0.00960807041019466 239 41 0.0223040676937376
5811 Trp 1125 52 0.00453759183923686 1099 26 0.00232500305728513
5821 Tmp 218 29 0.0172526658566441 241 52 0.0265960180273027
5821 Trp 1135 94 0.00798866698534326 1112 71 0.00617800195460914
5831 Tmp 203 17 0.0119571149351192 232 46 0.0264873901827045
5831 Trp 1139 68 0.00584185682881853 1110 39 0.00344364571476945
5841 Tmp 202 21 0.0141259746888902 234 53 0.0289359301154048
5841 Trp 1140 67 0.00579026164152717 1108 35 0.00311772271907921
5851 Tmp 207 21 0.0135360997677073 236 50 0.0268063376218925
5851 Trp 1138 101 0.00868036434537426 1109 72 0.00635950675986726
5861 Tmp 217 21 0.0132243249290691 241 45 0.0241322723309879
5861 Trp 1123 57 0.00500140151598494 1099 33 0.00296760846351337
5871 Tmp 202 16 0.0113085083492272 233 47 0.0264219413985232
5871 Trp 1137 54 0.00467261306329812 1106 23 0.00205490308760137
5881 Tmp 198 13 0.00946413413668738 229 44 0.0252819930521406
5881 Trp 1142 58 0.00498691290722389 1111 27 0.00239708524682857
5891 Tmp 199 14 0.00948930023107531 234 49 0.0262648769422173
5891 Trp 1145 63 0.0054023417404173 1110 28 0.00248417534304874
5901 Tmp 195 9 0.00644225563082937 230 44 0.0249578270154802
5901 Trp 1144 52 0.00446702561054082 1109 17 0.00150777286192156
5911 Tmp 212 17 0.011166988018643 236 41 0.0227780542147746
5911 Trp 1131 83 0.00713071927239951 1107 59 0.00519268121605096
5921 Tmp 202 17 0.0116450612591359 234 49 0.0275199590538954
5921 Trp 1140 83 0.00720841345167526 1108 51 0.00455615732488394
5931 Tmp 213 16 0.0100402325295263 240 43 0.02291167166138
5931 Trp 1127 47 0.00412519168265979 1100 20 0.00180014342469923
5941 Tmp 188 9 0.00691212460846462 227 48 0.0282942507647472
5941 Trp 1152 62 0.00530057498246166 1113 23 0.00203495767183729
5951 Tmp 210 15 0.00976596245342267 237 42 0.0229077289821273
5951 Trp 1129 52 0.00453495092758468 1102 25 0.00223833799133752
5961 Tmp 205 18 0.012307453227524 235 48 0.0267364787318915
5961 Trp 1133 70 0.00608514935196801 1103 40 0.0035808142391548
5971 Tmp 217 18 0.0117520886095886 242 43 0.0232225482120731
5971 Trp 1123 44 0.00384473882565339 1098 19 0.00170798731826536
5981 Tmp 194 12 0.00914496316690806 228 46 0.0269998830230068
5981 Trp 1144 55 0.004720726761955 1110 21 0.00186513558035034
5991 Tmp 213 16 0.0103403974835867 236 39 0.0213911371735851
5991 Trp 1125 46 0.00401952570805299 1102 23 0.00205940384339577
6001 Tmp 226 29 0.0164971131303527 246 49 0.025305812088635
6001 Trp 1116 64 0.00567546479826861 1096 44 0.00396461448076535
6011 Tmp 231 27 0.0156354495065969 247 43 0.0222645928931228
6011 Trp 1113 77 0.00673896390041081 1097 61 0.00543593704136697
6021 Tmp 204 14 0.00926074428575365 233 43 0.0237515295052892
6021 Trp 1135 52 0.00451869178402802 1106 23 0.00205190365886525
6031 Tmp 187 13 0.00980212373642284 224 50 0.0297014733133673
6031 Trp 1153 86 0.00734696882513574 1116 49 0.00431781489461793
6041 Tmp 219 24 0.0147096056317343 242 47 0.0249248115218897
6041 Trp 1124 70 0.00617629635636833 1101 47 0.00424204237283993
6051 Tmp 209 17 0.0107810730120393 237 45 0.0244082389923934
