Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta	hidden_rate	Q[1]	Q[2]	Q[3]	Q[4]	Q[5]	Q[6]	R[1]	R[2]	rate_01	rate_10	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta
588	0	26.65271	0	26.65271	0.337224	0.0251362	0.0435755	0.387312	0.0288696	0.0500477	-1.08701	-3.68345	-3.13326	0.1384818	0.0007203139	5.95724e-05	0.000115235	0	0	0.000672235	0.000525685	0.000720314	0.000720314	5.957241e-05	0.0001152353	0.0006722351	0.0005256853	0.232704	0.353639	0.228688	0.0343162	0.133885	0.0167673	0.0364554	0.103619	0.229025	0.0681773	0.193784	0.428313	-3.31166	-2.26703	-1.47392	0.6260215
589	1	21.33918	0	21.33918	0.0257989	0.532297	0.00242634	0.058306	1.203	0.00548358	-3.65742	-0.630554	-6.02137	0.8153725	0.001390865	0.000573586	0.000409543	0	0	0.000822833	0.000240945	0.00139087	0.00139087	0.0005735863	0.0004095425	0.0008228326	0.0002409447	0.0671085	0.722249	0.169871	0.0267868	0.00745249	0.00653178	0.00894678	0.0535058	0.00681278	0.0145284	0.0868864	0.0110631	-4.71646	-2.92797	-4.98895	0.4848118
590	0	18.68299	0	18.68299	0.613626	0.0326794	0.0810865	0.251583	0.0133984	0.033245	-0.488369	-3.42101	-2.51224	-0.8916129	5.789344e-05	2.45521e-05	0.000174926	0	0	0.00195388	0.00288554	5.78934e-05	5.78934e-05	2.455205e-05	0.0001749262	0.001953881	0.002885543	0.19938	0.304179	0.00832356	0.383506	0.0512433	0.0533685	0.0103968	0.0676941	0.0505693	0.0564017	0.367235	0.274334	-4.56626	-2.69276	-2.98441	1.691003
591	1	21.0827	0	21.0827	0.0731134	10.5645	0.00758741	0.113773	16.4395	0.0118069	-2.61574	2.3575	-4.88127	0.4421914	0.000309029	0.000454036	7.35217e-05	0	0	0.00125968	0.000443567	0.000309029	0.000309029	0.0004540359	7.352166e-05	0.001259676	0.0004435669	0.0794681	0.180784	0.449634	0.162797	0.123495	0.0038209	0.211485	0.0147149	0.0235827	0.983424	0.0684255	0.109661	-1.5536	-4.21889	-3.74724	1.536884
592	0	25.37511	0	25.37511	0.017247	0.0121344	0.0144397	0.0158427	0.0111464	0.013264	-4.06012	-4.41171	-4.23778	-0.08492637	0.0001632364	7.42698e-05	0.000252241	0	0	0.000264799	0.0016331	0.000163236	0.000163236	7.426983e-05	0.0002522407	0.0002647988	0.001633099	0.460607	0.28615	0.0473324	0.0712202	0.0363453	0.0983449	0.121837	0.0817793	0.0646514	0.384076	0.257798	0.203805	-2.10507	-2.50373	-2.73875	1.148154
593	1	16.35244	0	16.35244	0.000602791	0.0190003	0.622553	0.0101429	0.319712	10.4755	-7.41394	-3.9633	-0.473927	2.822963	0.000602498	0.000349716	0.000384719	0	0	0.000629617	0.000560859	0.000602498	0.000602498	0.0003497156	0.000384719	0.0006296172	0.0005608595	0.0628768	0.0928784	0.627926	0.183449	0.0283411	0.004529	0.0961433	0.297725	0.722668	0.872236	2.70104	6.55623	-2.34192	-1.21158	-0.324805	2.205221
594	0	23.64475	0	23.64475	0.0100108	0.0640792	0.505757	0.0117254	0.0750541	0.592378	-4.60409	-2.74764	-0.681699	0.1580894	0.0001711211	0.000452442	0.000390785	0	0	0.000557748	0.00118099	0.000171121	0.000171121	0.0004524423	0.000390785	0.0005577481	0.001180993	0.407925	0.0265436	0.344417	0.0340498	0.0348147	0.152251	1.1071	0.199652	0.420039	1.7351	0.312905	0.658308	0.101743	-1.61118	-0.867407	0.4493243
595	1	18.72097	0	18.72097	0.015099	3.68827	0.590911	0.0185968	4.54267	0.727798	-4.19313	1.30516	-0.52609	0.2083587	0.002104778	0.000416457	0.000344598	0	0	0.000179756	0.000670251	0.00210478	0.00210478	0.0004164566	0.0003445984	0.0001797556	0.0006702507	0.069367	0.0279054	0.407731	0.0824863	0.40405	0.0084605	0.0139224	0.236839	0.00647377	0.0914513	1.55571	0.0425238	-4.27426	-1.44038	-5.04	1.882306
596	0	25.86361	0	25.86361	0.00393612	0.00660367	0.00507645	0.00878517	0.014739	0.0113303	-5.53756	-5.02013	-5.28314	0.8028712	7.428069e-05	3.10657e-06	0.000768293	0	0	0.000115687	0.000203311	7.42807e-05	7.42807e-05	3.106569e-06	0.0007682934	0.0001156869	0.0002033108	0.0692981	0.149381	0.168385	0.0221998	0.512009	0.0787272	0.0190662	0.215697	0.137578	0.0455568	0.515387	0.32873	-3.95984	-1.53388	-1.98356	0.8710426
597	1	25.6497	0	25.6497	0.236249	0.171699	0.390273	0.0879822	0.0639429	0.145343	-1.44287	-1.76201	-0.94091	-0.9877511	0.0001958929	0.000189181	0.000719813	0	0	0.000442797	3.9832e-05	0.000195893	0.000195893	0.0001891806	0.0007198127	0.0004427972	3.983197e-05	0.103859	0.184371	0.352063	0.0617919	0.0631915	0.234724	0.0172561	0.0972972	2.64915	0.0215677	0.121608	3.31106	-4.05959	-2.32999	0.974238	0.2230305
598	0	22.11193	0	22.11193	0.28049	0.00964141	0.217232	1.05622	0.0363061	0.818019	-1.27122	-4.64169	-1.52679	1.325917	0.0007813887	0.000155412	0.00143763	0	0	0.000217018	0.000410347	0.000781389	0.000781389	0.0001554117	0.001437632	0.0002170179	0.000410347	0.338788	0.0979473	0.132386	0.0194506	0.411368	6.04158e-05	0.00421274	1.33037	0.0189615	0.00427407	1.34974	0.0192376	-5.46964	0.28546	-3.96534	0.01445389
599	1	22.54593	0	22.54593	0.133164	0.0234525	0.0229714	0.12229	0.0215374	0.0210955	-2.01617	-3.75278	-3.77351	-0.085187	0.0002343679	0.00115645	9.66925e-05	0	0	0.00113542	0.000442592	0.000234368	0.000234368	0.001156449	9.669252e-05	0.001135422	0.0004425923	0.124502	0.12112	0.153126	0.338801	0.13656	0.12589	0.0138406	0.00522997	0.00543338	0.0518913	0.0196083	0.0203709	-4.28015	-5.25335	-5.21519	1.321547
600	0	24.95702	0	24.95702	0.0240009	0.276783	0.0849482	0.0614373	0.708507	0.21745	-3.72966	-1.28452	-2.46571	0.9399262	2.947799e-05	0.00130028	0.00019178	0	0	0.000236809	0.000264066	2.9478e-05	2.9478e-05	0.001300279	0.0001917802	0.0002368092	0.0002640658	0.470349	0.0286491	0.343743	0.0706639	0.0860932	0.00050133	0.0139505	0.248219	0.0952289	0.0878394	1.56291	0.599608	-4.27224	-1.39344	-2.35147	1.839994
601	1	22.66932	0	22.66932	0.0395027	0.0183604	0.583952	0.0450924	0.0209584	0.666583	-3.23139	-3.99756	-0.537936	0.1323453	6.160011e-05	0.00012056	0.000520216	0	0	0.000276631	0.000403824	6.16001e-05	6.16001e-05	0.0001205602	0.0005202163	0.0002766309	0.0004038244	0.0164153	0.259055	0.174573	0.239667	0.263944	0.0463461	2.59848	0.215774	0.000304648	4.26229	0.353934	0.000499715	0.954926	-1.53353	-8.09635	0.4948805
602	0	24.18831	0	24.18831	0.319762	0.0281	0.378388	0.0447777	0.00393498	0.0529875	-1.14018	-3.57199	-0.971834	-1.965865	7.931462e-05	0.000165516	0.000186285	0	0	0.000887388	0.000848765	7.93146e-05	7.93146e-05	0.0001655156	0.000186285	0.0008873884	0.0008487649	0.179336	0.155268	0.269379	0.13266	0.2552	0.00815683	0.0131992	0.285137	0.0263909	0.017277	0.373227	0.0345441	-4.3276	-1.25478	-3.63474	0.2692168
603	1	20.52533	0	20.52533	0.000735115	0.00990666	4.90293	0.00537153	0.0723885	35.826	-7.21548	-4.61455	1.58983	1.988841	0.000329736	0.000121424	0.000618237	0	0	0.00043092	0.000261215	0.000329736	0.000329736	0.0001214237	0.000618237	0.0004309201	0.0002612152	0.0238822	0.279246	0.0662246	0.0875964	0.307127	0.235924	0.0853589	0.470705	0.0907372	0.127427	0.702685	0.135456	-2.46089	-0.753524	-2.39979	0.4006772
604	0	27.98495	0	27.98495	0.121806	0.356477	0.0722475	0.0824114	0.241185	0.0488811	-2.10533	-1.03149	-2.62766	-0.3907064	0.0001804742	0.000146209	0.000188279	0	0	0.00024868	0.000207178	0.000180474	0.000180474	0.0001462094	0.0001882789	0.0002486796	0.0002071781	0.235664	0.195435	0.0336118	0.0325357	0.489754	0.0129999	0.0450571	0.223803	0.674402	0.115761	0.574997	1.73268	-3.09982	-1.49699	-0.393928	0.9435988
605	1	24.18937	0	24.18937	0.0110868	0.385295	0.0116397	0.00509857	0.177188	0.00535281	-4.502	-0.953746	-4.45333	-0.7767988	0.0003347827	0.000201327	0.00146451	0	0	0.000520946	0.000365307	0.000334783	0.000334783	0.0002013274	0.001464508	0.000520946	0.0003653071	0.192235	0.0513817	0.369739	0.0929612	0.159674	0.134009	0.596613	0.0257323	0.0525306	0.61813	0.0266604	0.0544251	-0.516486	-3.66001	-2.94636	0.03543009
606	0	17.16097	0	17.16097	1.94666	2.0992	0.0027389	0.776493	0.837342	0.00109251	0.666113	0.741558	-5.9002	-0.9190812	0.0008974165	2.58053e-05	0.000815688	0	0	0.000722146	0.000804452	0.000897417	0.000897417	2.580533e-05	0.0008156884	0.0007221464	0.0008044525	0.102623	0.288011	0.0247315	0.032572	0.0743606	0.477702	0.0994791	0.0538591	9.56299	0.196645	0.106466	18.9036	-2.30781	-2.92138	2.2579	0.6814536
607	1	21.4963	0	21.4963	0.0776525	1.53714	0.0357383	0.0823109	1.62935	0.0378822	-2.55551	0.429923	-3.33153	0.05826028	0.001326237	0.00158732	6.78493e-05	0	0	0.000331278	0.000310103	0.00132624	0.00132624	0.001587321	6.784933e-05	0.0003312783	0.0003101031	0.192688	0.00530849	0.162895	0.228411	0.343088	0.0676094	0.117729	0.0383912	0.0567606	0.887819	0.289516	0.428043	-2.13937	-3.25993	-2.86891	2.02038
608	0	24.30824	0	24.30824	0.185703	0.0449149	0.195846	0.532116	0.1287	0.561179	-1.68361	-3.10298	-1.63043	1.052711	0.0004587278	6.21204e-05	0.000582478	0	0	8.66365e-06	0.000284704	0.000458728	0.000458728	6.212043e-05	0.0005824783	8.663645e-06	0.0002847038	0.325993	0.0355075	0.281631	0.227189	0.0867469	0.0429327	0.0430763	1.15499	2.23224	0.223337	5.98823	11.5734	-3.14478	0.144088	0.803005	1.645708
609	1	27.60327	0	27.60327	0.0135859	0.100403	0.0190014	0.0189038	0.139703	0.026439	-4.29872	-2.29857	-3.96324	0.3303305	4.043829e-05	8.89711e-05	0.000813023	0	0	0.000270531	6.70891e-05	4.04383e-05	4.04383e-05	8.897115e-05	0.000813023	0.0002705306	6.708907e-05	0.199561	0.00506932	0.0362796	0.276486	0.181571	0.301033	0.0107068	0.392894	0.0116725	0.0151195	0.554822	0.0164833	-4.53687	-0.934214	-4.45052	0.3451062
610	0	17.8606	0	17.8606	0.350655	0.23999	2.19235	0.205523	0.140661	1.28496	-1.04795	-1.42716	0.784975	-0.5342431	9.331369e-05	0.00184985	0.000155552	0	0	0.000583537	0.000983252	9.33137e-05	9.33137e-05	0.001849847	0.0001555519	0.0005835371	0.0009832523	0.291318	0.0358833	0.256265	0.250956	0.10988	0.0556976	0.00221345	0.133779	0.0265232	0.04906	2.96515	0.587875	-6.1132	-2.01156	-3.62973	3.098493
611	1	23.71219	0	23.71219	0.0491843	0.128161	0.0144311	0.0290164	0.0756091	0.00851367	-3.01218	-2.05446	-4.23837	-0.5277132	0.001024674	0.000441545	0.000551863	0	0	4.473e-05	0.00035071	0.00102467	0.00102467	0.0004415447	0.0005518634	4.472997e-05	0.0003507099	0.0752708	0.000772352	0.5781	0.253803	0.0255814	0.0664717	0.0777294	0.0517324	0.00223899	0.450208	0.299634	0.0129682	-2.55452	-2.96167	-6.10173	1.756476
612	0	21.40149	0	21.40149	0.00244697	0.00123657	0.00355608	0.00391209	0.00197696	0.00568529	-6.01291	-6.69542	-5.6391	0.4692221	0.000147234	0.00118464	6.74207e-05	0	0	5.82753e-05	7.75359e-05	0.000147234	0.000147234	0.001184642	6.742067e-05	5.82753e-05	7.753588e-05	0.0354196	0.0532275	0.00367125	0.0877926	0.67723	0.142659	0.00109835	0.0277089	0.0716429	0.00350468	0.0884154	0.228603	-6.81395	-3.586	-2.63606	1.160292
613	1	25.87002	0	25.87002	0.0521036	0.0126169	0.0343844	0.0739322	0.0179028	0.0487896	-2.95452	-4.37271	-3.37015	0.3499154	0.0004370138	0.000422775	0.000276474	0	0	0.00123487	7.313e-05	0.000437014	0.000437014	0.0004227746	0.0002764736	0.001234872	7.313e-05	0.507778	0.000619655	0.102318	0.117405	0.132577	0.139303	0.0273804	0.0114942	0.494733	0.0277437	0.0116467	0.501298	-3.59793	-4.46592	-0.703737	0.01318138
614	0	26.65515	0	26.65515	0.0475049	1.40815	0.0367394	0.0153563	0.455195	0.0118763	-3.04692	0.342279	-3.30391	-1.129308	0.0001201249	0.000158022	0.000534368	0	0	0.000161345	0.000528657	0.000120125	0.000120125	0.0001580217	0.0005343676	0.0001613449	0.0005286569	0.130605	0.179189	0.0483242	0.115277	0.317609	0.208996	0.0950262	0.0340512	0.104067	0.174036	0.0623633	0.190594	-2.3536	-3.37989	-2.26272	0.6051108
615	1	22.33699	0	22.33699	0.0139831	0.0201622	0.14654	0.00493571	0.00711677	0.0517251	-4.2699	-3.90395	-1.92046	-1.041355	0.001373759	0.000111166	0.00148	0	0	0.000662756	0.000196269	0.00137376	0.00137376	0.0001111661	0.001479999	0.0006627558	0.0001962693	0.196108	0.000490857	0.221989	0.0421453	0.271425	0.267843	0.023159	0.236158	0.0171406	0.0385786	0.393396	0.0285531	-3.76537	-1.44325	-4.0663	0.5103142
616	0	25.51837	0	25.51837	0.0124403	0.0237975	0.268623	0.0182439	0.0348995	0.393941	-4.38682	-3.73818	-1.31445	0.3828915	0.0001053196	0.000946123	0.000465832	0	0	0.000785383	2.73165e-06	0.00010532	0.00010532	0.0009461226	0.0004658319	0.000785383	2.731651e-06	0.0527751	0.336126	0.087885	0.353092	0.109317	0.0608049	0.370644	0.037508	0.00679234	0.469787	0.047541	0.00860922	-0.992513	-3.2832	-4.99196	0.2370373
617	1	22.66658	0	22.66658	0.0775508	0.0497612	0.0220327	0.0154238	0.00989683	0.00438201	-2.55682	-3.00052	-3.81523	-1.61502	0.0002215861	0.00196597	0.000167779	0	0	8.43479e-05	0.00061153	0.000221586	0.000221586	0.001965966	0.0001677795	8.43479e-05	0.0006115302	0.174765	0.000132994	0.308105	0.158573	0.213068	0.145356	1.03581	0.0221932	0.105207	2.32716	0.0498616	0.236369	0.035186	-3.80797	-2.25182	0.8094646
618	0	27.01362	0	27.01362	0.155052	0.051224	0.12095	0.261164	0.0862798	0.203724	-1.86399	-2.97155	-2.11237	0.5213881	3.13743e-06	0.000228008	0.00078481	0	0	7.00656e-05	0.000127863	3.13743e-06	3.13743e-06	0.0002280085	0.0007848095	7.006563e-05	0.0001278629	0.0590073	0.351869	0.0254663	0.153408	0.0831405	0.327108	0.350252	0.0369449	0.0116231	2.03803	0.214973	0.0676315	-1.0491	-3.29833	-4.45476	1.761083
619	1	27.20094	0	27.20094	0.0881947	0.0112516	0.0178753	0.308946	0.0394142	0.0626172	-2.42821	-4.48725	-4.02433	1.253618	0.0009790334	9.35095e-05	0.000167428	0	0	0.000258868	6.0097e-05	0.000979033	0.000979033	9.350953e-05	0.0001674276	0.0002588678	6.009705e-05	0.0673916	8.55772e-05	0.141233	0.707206	0.0651812	0.0189025	0.0505323	0.0342959	0.0751111	0.0814733	0.0552954	0.121102	-2.98514	-3.37273	-2.58879	0.4776631
620	0	22.36391	0	22.36391	0.00541931	0.127248	0.0388765	0.0366986	0.861701	0.263265	-5.21779	-2.06162	-3.24737	1.912771	0.0004743981	0.000198997	9.7597e-05	0	0	0.000680065	0.000890857	0.000474398	0.000474398	0.0001989966	9.759705e-05	0.0006800647	0.000890857	0.055359	0.0784091	0.213944	0.258175	0.279677	0.114435	0.926429	0.0418177	0.141149	4.08832	0.184541	0.62289	-0.0764181	-3.17443	-1.95794	1.484552
621	1	28.90443	0	28.90443	0.0803687	0.251863	0.178369	0.0946467	0.296608	0.210058	-2.52113	-1.37887	-1.7239	0.163527	0.0003411607	0.000146721	0.00074141	0	0	1.28792e-06	6.75395e-05	0.000341161	0.000341161	0.0001467205	0.0007414099	1.287925e-06	6.753947e-05	0.419285	0.000336668	0.397301	0.131701	0.0330545	0.0183222	0.0242131	0.147668	0.0289856	0.026312	0.160468	0.0314982	-3.72086	-1.91279	-3.54096	0.08313127
622	0	26.18225	0	26.18225	0.0242793	0.0946593	0.0108234	0.00553796	0.0215912	0.00246875	-3.71813	-2.35747	-4.52605	-1.477998	0.0001858226	0.000184652	0.00116006	0	0	1.85883e-05	0.000169453	0.000185823	0.000185823	0.000184652	0.00116006	1.858834e-05	0.0001694534	0.0513284	0.187203	0.125566	0.211793	0.124168	0.299942	0.030742	0.565511	0.141617	0.0394863	0.726366	0.181898	-3.48213	-0.570025	-1.95463	0.2503246
623	1	21.59531	0	21.59531	0.0381799	0.534118	0.0149029	0.498512	6.97393	0.194585	-3.26545	-0.627138	-4.2062	2.569317	5.777388e-05	0.000109362	0.000681252	0	0	0.000191092	0.000788241	5.77739e-05	5.77739e-05	0.0001093623	0.0006812521	0.0001910915	0.000788241	0.417454	0.000214456	0.0384492	0.135212	0.00482021	0.403851	0.1676	2.58557	0.228272	0.371439	5.73022	0.505904	-1.78618	0.949946	-1.47722	0.7958071
624	0	24.42179	0	24.42179	0.0174869	0.385044	0.0111122	0.01415	0.311568	0.00899169	-4.0463	-0.954398	-4.49971	-0.2117409	0.0003541739	0.00151777	0.000330336	0	0	2.91837e-05	0.000260584	0.000354174	0.000354174	0.001517768	0.000330336	2.918373e-05	0.0002605836	0.203982	0.506124	0.0541401	0.0204125	0.177142	0.0381997	0.0557768	0.85395	0.0596145	0.142044	2.17471	0.151817	-2.8864	-0.157882	-2.81986	0.9347797
625	1	21.61672	0	21.61672	0.118118	0.00263091	0.0296838	0.128542	0.0028631	0.0323035	-2.13607	-5.94043	-3.51715	0.08457465	0.0009419698	0.000125481	1.26165e-05	0	0	0.0016152	0.000689252	0.00094197	0.00094197	0.0001254809	1.261649e-05	0.001615195	0.0006892524	0.615015	0.0862504	0.082434	0.0423835	0.0213194	0.152598	0.0123418	0.364256	0.0135674	0.0477893	1.41045	0.052535	-4.39476	-1.0099	-4.30008	1.353808
626	0	27.98619	0	27.98619	0.264396	0.161801	0.0205756	0.279784	0.171217	0.0217731	-1.33031	-1.82139	-3.88365	0.05656806	0.0001482068	0.000186283	0.000601729	0	0	0.000591722	5.59043e-05	0.000148207	0.000148207	0.0001862833	0.0006017293	0.0005917222	5.590426e-05	0.0427604	0.16879	0.355109	0.127003	0.068666	0.237672	0.0514438	0.0291086	0.0445019	0.0817348	0.0462482	0.0707054	-2.96727	-3.53672	-3.11222	0.46299
627	1	22.89987	0	22.89987	0.0841977	0.0758291	0.14962	0.0432887	0.0389861	0.0769244	-2.47459	-2.57927	-1.89966	-0.6652766	0.0001002998	0.000874774	0.000459226	0	0	0.000811209	0.000716256	0.0001003	0.0001003	0.0008747737	0.0004592258	0.0008112091	0.0007162564	0.276829	0.120663	0.202516	0.169804	0.0167062	0.213482	0.977606	0.0224622	3.22691	1.03208	0.0237139	3.40673	-0.0226485	-3.79592	1.17153	0.05422621
628	0	22.46477	0	22.46477	0.594815	0.125316	0.427156	0.547154	0.115275	0.392929	-0.519504	-2.07692	-0.850606	-0.08352008	0.00148784	0.00099118	0.000636137	0	0	0.000343003	1.08247e-05	0.00148784	0.00148784	0.0009911803	0.0006361373	0.0003430029	1.082467e-05	0.491919	0.0205926	0.068314	0.0961488	0.150884	0.172141	0.303325	0.254153	0.00953872	0.57433	0.481226	0.0180611	-1.19295	-1.36982	-4.6524	0.6384007
629	1	21.34989	0	21.34989	0.0435405	2.00563	0.00329723	0.0720125	3.31715	0.00545335	-3.13406	0.695957	-5.71467	0.5031482	1.38829e-06	0.000184702	0.000629912	0	0	8.82244e-05	0.000459542	1.38829e-06	1.38829e-06	0.000184702	0.0006299123	8.822441e-05	0.0004595423	0.151947	0.178475	0.0509006	0.252058	0.194197	0.172422	0.0851908	0.0214338	0.000310927	0.479195	0.120564	0.00174896	-2.46286	-3.84279	-8.07595	1.727216
630	0	25.54396	0	25.54396	0.0103636	0.123766	0.0184646	0.00457442	0.0546296	0.00815012	-4.56946	-2.08936	-3.9919	-0.8178212	0.0005785888	0.000405046	0.000574416	0	0	0.000337771	1.09337e-05	0.000578589	0.000578589	0.000405046	0.0005744156	0.0003377705	1.093367e-05	0.0223582	0.0532554	0.0555014	0.00348207	0.595727	0.269676	0.0598885	0.00501264	0.0283477	0.15776	0.0132045	0.0746745	-2.81527	-5.29579	-3.56321	0.9685927
631	1	20.86826	0	20.86826	0.0551549	0.0250959	0.0297442	0.297111	0.135187	0.160228	-2.89761	-3.68505	-3.51512	1.683959	0.002221543	2.01271e-05	0.000463726	0	0	8.02147e-05	0.00112803	0.00222154	0.00222154	2.012709e-05	0.0004637258	8.021474e-05	0.001128027	0.0369469	0.116406	0.00856604	0.189678	0.030053	0.618351	0.0195119	0.0158301	0.00274859	0.0231229	0.0187597	0.00325725	-3.93673	-4.14584	-5.89667	0.1697981
632	0	25.73382	0	25.73382	0.695408	0.0917446	0.012266	0.828685	0.109328	0.0146168	-0.363257	-2.38875	-4.40092	0.1753418	0.0001665765	0.000410067	0.000283994	0	0	0.000456029	9.23021e-05	0.000166577	0.000166577	0.0004100666	0.0002839938	0.0004560289	9.230208e-05	0.135963	0.437665	0.105719	0.236571	0.0604804	0.0236014	0.349919	3.26268	0.0130951	0.353537	3.29641	0.0132305	-1.05005	1.18255	-4.33552	0.0102869
633	1	24.99859	0	24.99859	0.316799	0.415617	0.0643921	0.0956533	0.12549	0.0194424	-1.14949	-0.877992	-2.74276	-1.197537	2.704904e-06	6.54184e-05	0.000228106	0	0	3.69518e-05	0.00116589	2.7049e-06	2.7049e-06	6.541837e-05	0.0002281058	3.695183e-05	0.001165892	0.0759642	0.127565	0.366543	0.237638	0.185534	0.00675608	0.209731	0.462844	0.0103674	1.14652	2.5302	0.0566748	-1.56193	-0.770364	-4.56909	1.698662
634	0	18.13855	0	18.13855	0.010671	0.0145224	0.0800457	0.00140266	0.00190891	0.0105217	-4.54023	-4.23206	-2.52516	-2.02916	0.0004277738	0.000801579	0.00141793	0	0	0.00148386	0.000224385	0.000427774	0.000427774	0.0008015789	0.001417929	0.001483862	0.0002243847	0.49507	0.060718	0.0140793	0.134043	0.272859	0.0232304	0.0116506	0.00218257	0.0972735	0.023616	0.00442411	0.197175	-4.45239	-6.12725	-2.33023	0.7065647
635	1	19.3534	0	19.3534	0.106172	1.83988	0.00221473	0.0789113	1.36748	0.00164608	-2.2427	0.609702	-6.11262	-0.2967323	0.0006164977	0.000564353	0.000265744	0	0	0.00196953	5.5513e-05	0.000616498	0.000616498	0.0005643527	0.0002657439	0.001969528	5.551301e-05	0.0966934	0.363657	0.187496	0.0762778	0.0799252	0.195951	0.279913	0.000969276	0.27331	0.352027	0.00121899	0.343723	-1.27328	-6.93896	-1.29715	0.2292294
636	0	22.81996	0	22.81996	0.105171	0.00115498	0.432724	0.402139	0.00441625	1.65459	-2.25216	-6.76367	-0.837655	1.341207	0.0006219924	0.000457946	0.000400608	0	0	0.000285586	0.000540151	0.000621992	0.000621992	0.0004579462	0.0004006077	0.0002855864	0.0005401514	0.240072	0.0387542	0.0295745	0.274714	0.348936	0.0679497	0.21159	0.0774954	0.112581	0.668788	0.244946	0.355843	-1.55311	-2.55754	-2.18409	1.150818
637	1	22.83786	0	22.83786	0.0152268	0.00803805	0.332995	0.0855286	0.0451497	1.87043	-4.1847	-4.82357	-1.09963	1.725796	0.0002809838	0.000398219	0.000244948	0	0	0.00121055	1.35951e-05	0.000280984	0.000280984	0.0003982187	0.0002449477	0.001210552	1.359508e-05	0.156055	0.111094	0.0946482	0.186351	0.273399	0.178452	0.00693146	0.0114156	0.0022743	0.00736667	0.0121323	0.0024171	-4.97168	-4.47278	-6.08608	0.06089448
638	0	24.00159	0	24.00159	0.27181	0.00571726	0.015818	0.552975	0.0116313	0.0321805	-1.30265	-5.16427	-4.1466	0.7102095	0.000699764	0.000468596	0.00082822	0	0	0.000873495	7.2417e-05	0.000699764	0.000699764	0.0004685957	0.0008282198	0.0008734953	7.241703e-05	0.0627456	0.0335749	0.101188	0.590765	0.141348	0.0703784	0.355706	0.372507	0.0745001	0.373956	0.391618	0.0783223	-1.03365	-0.987499	-2.59695	0.0500312
639	1	24.73674	0	24.73674	0.600592	0.02479	0.540789	0.180899	0.00746676	0.162886	-0.50984	-3.69732	-0.614725	-1.199977	0.0001179305	7.18439e-05	0.000745602	0	0	0.000859585	0.000289404	0.000117931	0.000117931	7.184385e-05	0.0007456018	0.0008595848	0.0002894041	0.146697	0.0637577	0.0799986	0.222861	0.240992	0.245695	0.252125	0.878771	0.171114	0.27358	0.95355	0.185675	-1.37783	-0.129231	-1.76543	0.08166859
640	0	22.72091	0	22.72091	0.00430027	0.0311659	0.03022	0.00872338	0.063222	0.0613032	-5.44908	-3.46843	-3.49925	0.7073289	0.0004271758	0.000899792	0.000669394	0	0	0.000689606	0.000144606	0.000427176	0.000427176	0.0008997919	0.0006693936	0.0006896057	0.0001446064	0.601421	0.0678724	0.0384618	0.104593	0.157898	0.0297538	0.0163033	0.0187223	0.774438	0.0598653	0.0687476	2.84371	-4.11639	-3.97804	-0.255618	1.300728
641	1	23.55335	0	23.55335	0.0441169	0.0370756	0.0191543	0.0908866	0.0763805	0.0394604	-3.12091	-3.2948	-3.95523	0.7227688	3.885755e-05	0.00021828	0.000180482	0	0	0.00126094	0.000403436	3.88575e-05	3.88575e-05	0.0002182804	0.0001804818	0.001260936	0.0004034362	0.0710797	0.155138	0.255447	0.0758144	0.0341647	0.408356	0.780278	0.00379016	0.360088	4.75408	0.0230927	2.19394	-0.248104	-5.57535	-1.02141	1.807107
642	0	20.60991	0	20.60991	0.0213759	0.0320609	0.0448874	0.0287332	0.0430958	0.0603371	-3.84549	-3.44012	-3.1036	0.2957887	0.001034989	0.00156787	0.00012876	0	0	0.00198641	0.000672286	0.00103499	0.00103499	0.00156787	0.0001287601	0.001986413	0.000672286	0.196262	0.276262	0.341625	0.0829493	0.0804056	0.0224964	0.159311	0.0244055	0.0511809	0.191722	0.0293708	0.0615936	-1.8369	-3.71295	-2.97239	0.1851911
643	1	22.04761	0	22.04761	2.23926	0.316305	0.363621	1.27781	0.180496	0.207497	0.806145	-1.15105	-1.01164	-0.5609983	4.606435e-06	2.15386e-05	4.52165e-05	0	0	0.00123019	0.000950795	4.60644e-06	4.60644e-06	2.153862e-05	4.521649e-05	0.001230192	0.0009507947	0.348387	0.124643	0.164089	0.0514594	0.160996	0.150426	0.00116531	0.611939	0.514494	0.00122309	0.642282	0.540005	-6.75477	-0.491123	-0.664571	0.04839501
644	0	21.54208	0	21.54208	0.0430467	0.00743974	0.0430877	0.0771979	0.0133421	0.0772714	-3.14547	-4.90092	-3.14452	0.5840864	6.543053e-05	0.000153241	0.000324634	0	0	0.000862578	0.000146488	6.54305e-05	6.54305e-05	0.0001532413	0.0003246339	0.0008625778	0.000146488	0.0518766	0.130289	0.0919645	0.0836264	0.326512	0.315732	0.000706346	0.134398	0.0646981	0.0465251	8.85241	4.26149	-7.25541	-2.00695	-2.73802	4.187642
