Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta	hidden_rate	Q[1]	Q[2]	Q[3]	Q[4]	Q[5]	Q[6]	R[1]	R[2]	rate_01	rate_10	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta
3481	1	18.35429	0	18.35429	0.148042	0.0329553	0.0136723	0.0681791	0.0151772	0.00629664	-1.91026	-3.4126	-4.29238	-0.7753561	0.003681316	0.0004396	3.79504e-05	0	0	0.000333568	0.000486027	0.00368132	0.00368132	0.0004396002	3.795045e-05	0.0003335677	0.0004860275	0.310146	0.00555149	0.175598	0.246449	0.0319286	0.230326	3.8029	0.398597	0.078292	6.51391	0.682748	0.134105	1.33576	-0.919804	-2.54731	0.5381747
3482	0	21.64129	0	21.64129	0.0137875	0.607792	0.00188191	0.0150975	0.665542	0.00206073	-4.28399	-0.497922	-6.27547	0.09076913	0.0002184455	0.000747488	0.000176079	0	0	0.00116257	0.000413249	0.000218445	0.000218445	0.0007474879	0.0001760794	0.001162571	0.0004132487	0.207899	0.0903656	0.0401518	0.244673	0.0861194	0.330792	0.0502061	0.00150932	0.0373934	0.113686	0.00341769	0.084673	-2.99162	-6.49609	-3.28626	0.8173025
3483	1	23.56987	0	23.56987	0.298686	0.0165288	1.61781	1.02927	0.0569584	5.57497	-1.20836	-4.10265	0.48107	1.237216	0.0004266115	0.000320169	0.000806203	0	0	0.000126713	0.000151431	0.000426611	0.000426611	0.0003201688	0.0008062034	0.0001267129	0.0001514311	0.459998	0.00138062	0.180539	0.0244963	0.0320635	0.301523	0.0692367	0.0232339	0.267894	0.522507	0.175339	2.02171	-2.67022	-3.76214	-1.31716	2.021106
3484	0	23.81702	0	23.81702	0.0145919	0.00107319	0.0914399	0.0333699	0.00245426	0.209112	-4.22729	-6.83712	-2.39207	0.8271884	0.001360308	3.77366e-06	0.000247027	0	0	7.63887e-06	0.00046085	0.00136031	0.00136031	3.773658e-06	0.0002470265	7.638867e-06	0.0004608496	0.171401	0.342963	0.116241	0.0404913	0.0532866	0.275617	0.0997807	0.00265569	0.0367817	0.119447	0.0031791	0.0440311	-2.30478	-5.93105	-3.30275	0.1798969
3485	1	24.00531	0	24.00531	0.0678008	0.00447147	0.377163	0.0747816	0.00493185	0.415996	-2.69118	-5.41004	-0.975077	0.09799795	0.0003162192	0.000700067	0.000535505	0	0	0.000236275	0.000836456	0.000316219	0.000316219	0.0007000673	0.0005355053	0.0002362749	0.0008364555	0.0532729	0.00273287	0.100292	0.0824954	0.472943	0.288264	0.113784	0.0249591	1.78884	0.128327	0.0281491	2.01747	-2.17345	-3.69052	0.581567	0.1202766
3486	0	10.63939	0	10.63939	0.457891	0.0274279	0.0254343	0.170497	0.0102128	0.00947053	-0.781124	-3.5962	-3.67166	-0.9879131	0.0006645524	0.000159438	0.000563372	0	0	0.00180292	0.00199168	0.000664552	0.000664552	0.0001594382	0.000563372	0.001802918	0.001991683	0.162159	0.0322146	0.0736117	0.148685	0.166945	0.416385	2.86154e-05	0.00139121	0.112429	5.15936e-05	0.00250835	0.20271	-10.4616	-6.57758	-2.18543	0.5894512
3487	1	24.69717	0	24.69717	1.79311	0.06433	0.291618	3.08969	0.110846	0.502483	0.583953	-2.74373	-1.23231	0.544116	0.0006990053	0.000410373	0.000143099	0	0	6.22589e-05	0.000486291	0.000699005	0.000699005	0.0004103733	0.0001430988	6.225895e-05	0.0004862907	0.437178	0.0602682	0.128721	0.239683	0.119196	0.0149547	0.183911	0.00689779	0.00249625	0.189841	0.00712022	0.00257674	-1.69331	-4.97655	-5.99297	0.0317376
3488	0	25.14026	0	25.14026	1.20536	0.124617	0.105289	0.666153	0.0688703	0.0581886	0.18678	-2.08251	-2.25105	-0.5930156	0.0001157615	0.000637006	0.000192974	0	0	9.12684e-05	6.47165e-05	0.000115761	0.000115761	0.0006370059	0.0001929738	9.126844e-05	6.471654e-05	0.0913562	0.293691	0.381851	0.129749	0.0361438	0.0672089	0.0576011	0.0204321	10.724	0.0665693	0.0236133	12.3937	-2.85421	-3.89065	2.37249	0.1447009
3489	1	18.72873	0	18.72873	0.00242981	0.0312805	0.0612317	0.00130634	0.0168173	0.03292	-6.01994	-3.46476	-2.79309	-0.6205837	0.0003970897	0.000326648	0.000333075	0	0	0.00179183	0.000388912	0.00039709	0.00039709	0.0003266483	0.0003330753	0.001791835	0.0003889121	0.108414	0.135985	0.191227	0.279089	0.247135	0.0381505	0.00924619	0.0508038	0.406802	0.800633	4.39913	35.2252	-4.68354	-2.97978	-0.89943	4.461191
3490	0	25.87547	0	25.87547	0.00992501	0.255219	0.118874	0.0325956	0.838186	0.390403	-4.6127	-1.36563	-2.1297	1.189118	0.000279985	0.000609938	7.4983e-05	0	0	0.000360138	0.000530924	0.000279985	0.000279985	0.0006099381	7.498299e-05	0.0003601381	0.0005309242	0.112656	0.00793154	0.439393	0.27472	0.0390251	0.126275	0.162003	0.494021	0.0807679	0.289182	0.881849	0.144174	-1.82014	-0.705178	-2.51618	0.5794436
3491	1	22.84202	0	22.84202	0.623922	0.410601	0.405327	0.87378	0.575032	0.567645	-0.47173	-0.890133	-0.903062	0.3368029	0.000523439	0.00181777	9.32461e-05	0	0	0.000113456	0.000540013	0.000523439	0.000523439	0.001817773	9.324607e-05	0.0001134565	0.0005400125	0.0542164	0.643556	0.0371321	0.182749	0.0632562	0.0190903	0.691288	0.0164684	0.616494	0.710376	0.0169231	0.633517	-0.369198	-4.10631	-0.483706	0.02723739
3492	0	23.18358	0	23.18358	0.374381	0.00898436	9.01197	0.109519	0.00262824	2.63631	-0.982481	-4.71227	2.19855	-1.229171	0.0001940023	2.51941e-05	0.000294276	0	0	0.000112861	0.000690271	0.000194002	0.000194002	2.519412e-05	0.0002942757	0.0001128608	0.0006902713	0.0917745	0.221299	0.0573788	0.127939	0.267859	0.233749	0.133901	0.00913413	0.0346513	0.427887	0.0291885	0.11073	-2.01066	-4.69574	-3.36242	1.161758
3493	1	23.38294	0	23.38294	6.89695	0.00387778	0.0287382	12.4292	0.00698824	0.0517898	1.93108	-5.55249	-3.54953	0.5889665	0.0003076628	4.47594e-05	0.00083733	0	0	2.97284e-05	5.91644e-05	0.000307663	0.000307663	4.475945e-05	0.0008373301	2.972835e-05	5.916435e-05	0.218086	0.0103658	0.271755	0.0831069	0.393085	0.0236019	0.0152482	1.27829	0.0194167	0.0333984	2.79987	0.0425288	-4.18329	0.245526	-3.94162	0.7840482
3494	0	20.92409	0	20.92409	0.0053097	0.0962063	0.745088	0.0158559	0.287293	2.225	-5.23822	-2.34126	-0.294252	1.094008	0.0005024416	0.000261379	0.000578052	0	0	0.00172364	0.000200519	0.000502442	0.000502442	0.0002613786	0.0005780517	0.001723637	0.0002005191	0.0600483	0.461459	0.0698205	0.344888	0.015392	0.0483921	0.00138542	0.135604	0.184258	0.00231726	0.226812	0.308191	-6.58175	-1.99802	-1.69142	0.514384
3495	1	20.87233	0	20.87233	0.0237397	0.010584	0.126475	0.0491477	0.0219118	0.261838	-3.74061	-4.54841	-2.06771	0.7276796	0.0003581538	0.00107641	0.000785231	0	0	0.000802909	0.000424597	0.000358154	0.000358154	0.001076415	0.0007852307	0.0008029087	0.0004245971	0.0523	0.195169	0.136002	0.118613	0.467216	0.0307007	0.48284	0.0178782	0.0032736	2.68689	0.0994878	0.0182168	-0.728069	-4.02418	-5.72186	1.716455
3496	0	26.3628	0	26.3628	0.01032	0.602289	0.00513736	0.0139565	0.814518	0.00694762	-4.57367	-0.507019	-5.27122	0.3018597	0.0006208313	2.16318e-05	1.47267e-05	0	0	0.000259905	0.000216336	0.000620831	0.000620831	2.16318e-05	1.472668e-05	0.0002599046	0.0002163359	0.189181	0.131366	0.369002	0.0585988	0.0646723	0.187181	0.035399	0.00540075	0.0648058	0.0895331	0.0136599	0.16391	-3.34107	-5.22122	-2.73636	0.9279251
3497	1	25.7327	0	25.7327	0.271074	0.0447682	0.0384594	0.425082	0.0702027	0.0603097	-1.30536	-3.10626	-3.25815	0.4498891	0.0005413981	0.000160767	0.00073204	0	0	0.000211203	0.000738616	0.000541398	0.000541398	0.0001607669	0.0007320403	0.0002112026	0.0007386159	0.310696	0.201785	0.0552969	0.325064	0.0705966	0.0365614	0.00749877	0.104746	0.0547409	0.0148575	0.207536	0.108459	-4.89302	-2.25621	-2.90514	0.6837651
3498	0	24.97569	0	24.97569	0.684573	0.0332577	0.221884	1.14723	0.0557345	0.37184	-0.37896	-3.40347	-1.5056	0.5163121	0.0006466771	0.00026183	4.66243e-05	0	0	0.000570612	0.000526814	0.000646677	0.000646677	0.0002618302	4.662429e-05	0.0005706116	0.0005268143	0.0580778	0.263884	0.283843	0.0498653	0.0245348	0.319795	2.37683	0.162209	0.0993415	3.21327	0.219293	0.134301	0.865768	-1.81887	-2.30919	0.3015219
3499	1	22.37615	0	22.37615	0.0115378	0.536429	0.0128462	0.0101648	0.472591	0.0113174	-4.46212	-0.622821	-4.35471	-0.1267042	0.0007600617	0.000850657	0.000375615	0	0	4.1725e-05	0.000632917	0.000760062	0.000760062	0.0008506572	0.0003756154	4.172503e-05	0.0006329168	0.290971	0.414448	0.101334	0.0798489	0.031386	0.082012	0.00330329	0.00982346	0.258113	0.0140152	0.041679	1.09512	-5.71284	-4.62298	-1.35436	1.445223
3500	0	21.88999	0	21.88999	0.0390207	0.135497	0.00906768	0.0441869	0.153436	0.0102682	-3.24366	-1.99881	-4.70304	0.1243363	0.0004135648	0.00042432	0.000178253	0	0	0.000963346	0.0015091	0.000413565	0.000413565	0.0004243196	0.0001782533	0.0009633456	0.001509103	0.143917	0.640113	0.0649719	0.0813361	0.0396426	0.0300198	0.0481854	0.0133428	4.84315	0.0505396	0.0139947	5.07977	-3.0327	-4.31678	1.57756	0.04770098
3501	1	23.49096	0	23.49096	0.0100813	0.0224825	0.721315	0.00951004	0.0212085	0.68044	-4.59707	-3.79502	-0.326679	-0.05833658	0.001413179	0.000655959	0.000412451	0	0	0.000233579	0.000587948	0.00141318	0.00141318	0.0006559592	0.0004124515	0.000233579	0.0005879483	0.20064	0.228128	0.179099	0.0322644	0.109172	0.250697	0.0180395	0.0467735	0.146315	0.0288301	0.0747515	0.233835	-4.01519	-3.06244	-1.92199	0.468852
3502	0	24.68867	0	24.68867	0.101251	0.00923846	0.0237352	0.388881	0.0354827	0.0911613	-2.29015	-4.68438	-3.7408	1.34567	0.0001291739	0.000491692	0.000626364	0	0	0.00017338	0.00120954	0.000129174	0.000129174	0.0004916919	0.0006263636	0.00017338	0.001209539	0.154883	0.546716	0.238986	0.00642034	0.00839207	0.0446017	0.312343	0.0699818	0.0117802	0.326765	0.0732131	0.0123241	-1.16365	-2.65952	-4.44134	0.04513864
3503	1	19.47652	0	19.47652	0.0351906	0.00903126	0.326348	0.0571204	0.0146593	0.529719	-3.34697	-4.70706	-1.11979	0.4843803	0.0006997511	0.000198324	0.00063925	0	0	0.00138175	0.000156277	0.000699751	0.000699751	0.0001983239	0.0006392497	0.001381751	0.0001562769	0.153308	0.214152	0.067603	0.0425529	0.39359	0.128794	0.00949327	0.0151868	0.0147344	0.928226	1.48492	1.44069	-4.65717	-4.18733	-4.21757	4.582692
3504	0	26.96317	0	26.96317	0.140848	0.00609153	0.0866615	0.253272	0.0109537	0.155834	-1.96007	-5.10086	-2.44575	0.5867825	0.0004028703	0.000248136	1.85612e-05	0	0	0.000380294	6.67885e-05	0.00040287	0.00040287	0.0002481356	1.856117e-05	0.0003802939	6.67885e-05	0.19009	0.025053	0.12804	0.190975	0.13579	0.330052	0.19771	0.127631	2.55278	0.241146	0.155671	3.11361	-1.62095	-2.05861	0.937181	0.1986001
3505	1	17.88709	0	17.88709	0.0197318	5.93966	0.093891	0.0178594	5.37603	0.0849814	-3.92553	1.78165	-2.36562	-0.09970174	2.482684e-05	0.000779941	0.00117836	0	0	0.00146329	0.000716988	2.48268e-05	2.48268e-05	0.0007799409	0.001178364	0.001463289	0.0007169878	0.607777	0.0717545	0.0738242	0.0358116	0.172432	0.0384011	0.805929	0.0211223	0.388919	4.87093	0.12766	2.35057	-0.215759	-3.85743	-0.944385	1.799044
3506	0	25.4074	0	25.4074	0.449844	0.185305	0.0367191	0.374736	0.154366	0.0305883	-0.798855	-1.68575	-3.30446	-0.1826784	9.531612e-05	1.62247e-05	0.000471776	0	0	1.8201e-05	0.000726903	9.53161e-05	9.53161e-05	1.622466e-05	0.0004717755	1.820104e-05	0.0007269031	0.107931	0.499045	0.102634	0.0725172	0.11416	0.103713	0.544496	0.441042	3.25016	0.954759	0.773355	5.69906	-0.607894	-0.818614	1.1787	0.5615972
3507	1	13.33782	0	13.33782	3.8027	5.19238e-05	2.74013	2.08758	2.85047e-05	1.50426	1.33571	-9.86573	1.00801	-0.5997075	7.318844e-05	0.000298397	0.000363845	0	0	0.000384882	0.00196528	7.31884e-05	7.31884e-05	0.0002983966	0.000363845	0.0003848819	0.001965281	0.168559	0.315458	0.192549	0.264737	0.0162154	0.0424811	0.695932	0.190937	1.6774	0.784991	0.215372	1.89205	-0.362504	-1.65581	0.517242	0.1204207
3508	0	21.66237	0	21.66237	1.57472	0.538985	1.44912	1.97896	0.677347	1.82112	0.454076	-0.618067	0.370959	0.2284954	0.0001465186	0.000709791	0.000545036	0	0	0.000101464	0.00127772	0.000146519	0.000146519	0.0007097909	0.0005450362	0.0001014642	0.001277722	0.178097	0.0207246	0.140165	0.383184	0.267343	0.0104864	2.05657	0.0786239	0.0186383	2.47735	0.0947103	0.0224517	0.72104	-2.54308	-3.98254	0.1861477
3509	1	22.48547	0	22.48547	0.183168	0.0265734	0.00109613	0.460576	0.0668189	0.00275622	-1.69735	-3.62784	-6.81597	0.9220738	0.0005075522	0.000675567	0.000353047	0	0	0.000103423	0.000129176	0.000507552	0.000507552	0.0006755665	0.0003530475	0.0001034228	0.0001291759	0.0949961	0.145141	0.0413536	0.078172	0.467505	0.172832	0.00400107	0.00209918	0.459596	0.00702144	0.00368383	0.80654	-5.52119	-6.16621	-0.777408	0.5624064
3510	0	21.65439	0	21.65439	0.0316315	0.0145276	0.0773807	0.0953674	0.0438	0.233299	-3.4536	-4.2317	-2.55902	1.103584	0.000261886	0.000848271	0.0011903	0	0	0.000151797	0.000637863	0.000261886	0.000261886	0.000848271	0.001190304	0.0001517971	0.0006378632	0.433157	0.0923532	0.147133	0.0226291	0.0645938	0.240134	0.00466924	0.0284288	0.34147	0.0379105	0.230819	2.77247	-5.36676	-3.56035	-1.07449	2.094232
3511	1	19.04532	0	19.04532	0.0650692	0.000897171	0.00535495	0.0364951	0.000503192	0.00300341	-2.7323	-7.01626	-5.22973	-0.578274	7.618286e-05	0.000745079	0.000241247	0	0	0.000812741	0.000144507	7.61829e-05	7.61829e-05	0.0007450793	0.0002412472	0.0008127414	0.0001445068	0.428873	0.0813759	0.0210491	0.0302307	0.327155	0.111317	3.19779	0.0040318	0.398267	44.4283	0.0560156	5.53329	1.16246	-5.51354	-0.920633	2.631416
3512	0	20.75294	0	20.75294	0.156716	5.34123	0.770292	0.0893593	3.04558	0.439221	-1.85332	1.67546	-0.260985	-0.5617666	0.0004339627	0.000974304	0.000573062	0	0	0.000847994	0.000252475	0.000433963	0.000433963	0.000974304	0.000573062	0.0008479942	0.0002524752	0.38413	0.180304	0.107452	0.0337615	0.160828	0.133526	0.0237834	0.0422312	0.00869086	0.074598	0.13246	0.0272594	-3.73877	-3.1646	-4.74548	1.143125
3513	1	25.61918	0	25.61918	0.0865861	0.0729884	0.33127	0.24015	0.202436	0.918791	-2.44662	-2.61745	-1.10482	1.020124	0.0003922346	3.23274e-05	0.000268849	0	0	0.000108746	0.000239594	0.000392235	0.000392235	3.232743e-05	0.0002688492	0.0001087462	0.0002395936	0.185039	0.577447	0.045068	0.082391	0.105732	0.00432261	0.00421099	0.17778	0.00133268	0.00894007	0.377432	0.00282932	-5.47006	-1.72721	-6.62057	0.7528452
3514	0	26.02551	0	26.02551	0.0131124	0.19389	0.00796735	0.00272711	0.0403251	0.00165704	-4.3342	-1.64046	-4.8324	-1.570317	0.000682529	0.000644116	3.11242e-05	0	0	4.95947e-06	0.000134744	0.000682529	0.000682529	0.0006441164	3.112424e-05	4.959467e-06	0.0001347437	0.0605274	0.0313059	0.435607	0.406796	0.0586551	0.00710846	0.0566267	0.00821212	0.0248374	0.0787498	0.0114204	0.0345409	-2.87127	-4.80214	-3.6954	0.3297943
3515	1	24.77306	0	24.77306	0.105526	0.0226462	0.50615	0.501309	0.107582	2.40451	-2.2488	-3.78777	-0.680922	1.558268	9.508592e-05	5.20316e-05	0.000621714	0	0	0.000102626	0.000487399	9.50859e-05	9.50859e-05	5.203163e-05	0.0006217144	0.000102626	0.0004873992	0.164395	0.324802	0.0134627	0.126831	0.204351	0.166159	0.0807521	0.464858	2.257	0.174101	1.00223	4.86608	-2.51637	-0.766023	0.814037	0.7682517
3516	0	18.62656	0	18.62656	0.609703	0.00050007	0.0102798	1.16065	0.00095195	0.0195689	-0.494783	-7.60076	-4.57758	0.6437644	0.000333989	0.00047276	0.000631804	0	0	9.12871e-05	0.000999059	0.000333989	0.000333989	0.0004727597	0.0006318039	9.128711e-05	0.0009990593	0.0467183	0.381938	0.190535	0.147319	0.229482	0.00400709	0.122422	0.0194579	0.126255	6.80024	1.08084	7.01318	-2.10028	-3.9395	-2.06945	4.017239
3517	1	17.539	0	17.539	0.167734	0.00892515	0.857033	0.566044	0.0301193	2.89219	-1.78538	-4.71888	-0.154279	1.216294	0.0004079948	0.000915887	0.0013842	0	0	0.00109068	0.00136112	0.000407995	0.000407995	0.0009158867	0.001384202	0.001090675	0.001361124	0.0484392	0.0396523	0.498042	0.120966	0.205667	0.0872336	0.00352651	0.0495462	0.233727	0.00765763	0.107587	0.507526	-5.64745	-3.00485	-1.4536	0.7753926
3518	0	22.26409	0	22.26409	0.000911108	0.0367221	0.0320117	0.000754037	0.0303913	0.026493	-7.00085	-3.30438	-3.44166	-0.1892208	0.001604303	3.53551e-05	0.000544546	0	0	0.000849537	0.000280706	0.0016043	0.0016043	3.53551e-05	0.0005445463	0.0008495374	0.0002807055	0.132915	0.176071	0.15729	0.347432	0.0892317	0.0970602	0.0249423	0.0166058	0.018275	0.0352974	0.0235	0.0258621	-3.69119	-4.098	-4.00222	0.3472452
3519	1	25.67798	0	25.67798	0.0376654	0.0503247	0.350458	0.148886	0.198927	1.38532	-3.27901	-2.98926	-1.04851	1.374441	0.000852937	0.000346162	4.61391e-06	0	0	0.000627974	0.000271195	0.000852937	0.000852937	0.0003461623	4.61391e-06	0.0006279741	0.0002711946	0.0898242	0.120244	0.130029	0.28271	0.319421	0.0577716	0.0090816	0.125405	0.0743366	0.0142168	0.196315	0.11637	-4.7015	-2.07621	-2.59915	0.4481731
3520	0	25.19094	0	25.19094	0.0369094	0.0149108	0.0142379	0.0477713	0.0192988	0.0184279	-3.29929	-4.20567	-4.25185	0.2579589	0.0003054894	0.000206673	0.000151357	0	0	0.00118081	0.00059708	0.000305489	0.000305489	0.0002066734	0.0001513568	0.001180814	0.0005970801	0.0361161	0.296018	0.10826	0.161087	0.364805	0.033714	0.00487598	0.0203706	0.0267134	0.00734745	0.0306958	0.0402535	-5.32343	-3.89366	-3.62259	0.4100323
3521	1	24.10542	0	24.10542	0.460754	0.0509611	0.0913126	0.920636	0.101826	0.182452	-0.77489	-2.97669	-2.39347	0.6921996	0.0005136067	4.3265e-05	0.00111348	0	0	0.000810753	7.22452e-05	0.000513607	0.000513607	4.326499e-05	0.00111348	0.0008107528	7.224523e-05	0.357179	0.126855	0.293895	0.151939	0.0397935	0.0303387	0.169317	0.11275	0.685836	0.675075	0.449539	2.73445	-1.77598	-2.18258	-0.377117	1.383049
3522	0	22.46328	0	22.46328	0.00896132	0.843873	0.0841563	0.00777865	0.732502	0.0730498	-4.71484	-0.169754	-2.47508	-0.1415351	0.001070252	0.00110223	0.000191475	0	0	0.00045573	0.00027543	0.00107025	0.00107025	0.001102233	0.0001914751	0.0004557298	0.0002754304	0.0316367	0.0196947	0.164346	0.460884	0.288055	0.0353825	0.0904051	1.11058	0.108546	0.278481	3.421	0.334362	-2.40345	0.104884	-2.22058	1.12505
3523	1	21.50206	0	21.50206	0.898154	0.155963	0.963625	2.29808	0.399057	2.4656	-0.107414	-1.85814	-0.0370527	0.9394875	0.0008005327	0.000550779	0.000593142	0	0	0.000212737	0.000315108	0.000800533	0.000800533	0.0005507792	0.000593142	0.0002127375	0.0003151084	0.0561148	0.0191512	0.0687805	0.259096	0.272793	0.324065	0.01695	7.61893	0.042677	0.0237805	10.6892	0.0598751	-4.07749	2.03064	-3.15409	0.3386004
3524	0	25.54118	0	25.54118	0.0246709	0.273203	0.153371	0.142498	1.57801	0.885864	-3.70213	-1.29754	-1.8749	1.753705	0.00013535	0.000234199	0.000239284	0	0	0.000368658	0.000340684	0.00013535	0.00013535	0.0002341992	0.0002392836	0.0003686584	0.0003406842	0.0120238	0.103877	0.262131	0.359513	0.100492	0.161963	0.0149153	0.00637396	0.0151318	0.0354917	0.0151672	0.0360069	-4.20537	-5.05553	-4.19096	0.8669134
3525	1	25.51357	0	25.51357	0.115026	0.42961	0.0840348	0.022575	0.0843155	0.0164927	-2.1626	-0.844878	-2.47652	-1.628312	3.453456e-05	0.000110497	0.000593284	0	0	0.00105744	0.00024901	3.45346e-05	3.45346e-05	0.0001104966	0.0005932843	0.001057436	0.0002490095	0.0570243	0.000541109	0.195301	0.423457	0.224435	0.0992418	0.188484	0.0536284	0.0148348	0.273158	0.0777199	0.021499	-1.66874	-2.92568	-4.21078	0.3710337
3526	0	25.93887	0	25.93887	0.339647	0.0200401	0.208139	0.476434	0.0281109	0.291964	-1.07985	-3.91002	-1.56955	0.3384234	0.0004110822	3.56054e-05	0.000175029	0	0	0.00104376	0.000333003	0.000411082	0.000411082	3.560535e-05	0.0001750294	0.001043761	0.0003330026	0.0142935	0.0952862	0.240791	0.380351	0.144803	0.124475	1.01637	0.0276954	0.087052	1.65504	0.0450989	0.141755	0.016235	-3.58649	-2.44125	0.4875914
3527	1	21.9057	0	21.9057	0.0219114	0.456182	1.14717	0.0536956	1.11791	2.81123	-3.82075	-0.784863	0.137298	0.8963225	0.001570666	0.000365263	0.000691432	0	0	0.000114017	0.000137127	0.00157067	0.00157067	0.0003652631	0.0006914322	0.000114017	0.000137127	0.186661	0.000310072	0.271944	0.271631	0.201996	0.0674572	0.00553868	0.701332	0.0117608	0.0104077	1.31787	0.0220997	-5.196	-0.354774	-4.44298	0.6307927
3528	0	28.61797	0	28.61797	0.114815	0.0542802	0.0416822	0.381063	0.180153	0.13834	-2.16443	-2.9136	-3.17768	1.199644	0.0005999313	0.000211566	0.000110009	0	0	8.25295e-05	0.000185588	0.000599931	0.000599931	0.0002115661	0.0001100095	8.252955e-05	0.0001855876	0.010589	0.110457	0.0524984	0.0638201	0.125409	0.637227	0.0571988	0.0182323	0.041357	0.0730631	0.0232891	0.0528275	-2.86122	-4.00456	-3.18551	0.244792
3529	1	21.14079	0	21.14079	0.00866279	0.068517	0.15678	0.00803243	0.0635312	0.145371	-4.74872	-2.68067	-1.85291	-0.07555083	2.450149e-05	0.000810822	0.00173497	0	0	0.000635591	0.000785931	2.45015e-05	2.45015e-05	0.0008108222	0.001734971	0.0006355912	0.000785931	0.0643844	0.00182464	0.105787	0.290463	0.220041	0.3175	0.00560611	0.00786399	0.0185148	0.0139902	0.0196247	0.0462041	-5.1839	-4.84546	-3.98918	0.9144962
3530	0	14.67833	0	14.67833	0.346972	0.865162	1.44796	0.655209	1.63374	2.73427	-1.05851	-0.144838	0.370155	0.6357094	0.0003808052	0.00236233	0.000196948	0	0	0.00130273	0.0010106	0.000380805	0.000380805	0.002362333	0.0001969481	0.001302729	0.001010599	0.00233352	0.171307	0.0107905	0.427716	0.0978592	0.289994	0.00115933	3.18932	0.0432427	0.00163333	4.49331	0.0609229	-6.75992	1.15981	-3.14093	0.3427807
3531	1	17.79515	0	17.79515	0.0183834	8.05818	6.94145	0.00425862	1.86672	1.60803	-3.99631	2.08669	1.93751	-1.462503	0.0005021915	0.000754986	0.000686382	0	0	0.000224401	6.67702e-05	0.000502191	0.000502191	0.0007549861	0.0006863818	0.000224401	6.677017e-05	0.0543305	0.012885	0.140133	0.19721	0.425733	0.169709	0.00617548	0.0254017	0.014574	0.0436354	0.179486	0.102978	-5.08717	-3.67294	-4.22852	1.955282
3532	0	15.45579	0	15.45579	0.00898015	1.63067	0.0879772	0.0086208	1.56541	0.0844567	-4.71274	0.488989	-2.43068	-0.04083873	0.0009031907	0.00113681	0.000198103	0	0	0.00187321	0.00178467	0.000903191	0.000903191	0.001136811	0.0001981029	0.001873211	0.001784667	0.0169571	0.211157	0.545817	0.0869406	0.0974522	0.0416755	0.975263	0.140708	0.0546503	7.19531	1.03812	0.4032	-0.0250486	-1.96107	-2.9068	1.998478
3533	1	24.33177	0	24.33177	0.17924	0.0113788	0.691185	0.189418	0.012025	0.730433	-1.71903	-4.476	-0.369348	0.05523067	0.0005099691	0.00035147	8.23829e-05	0	0	0.00140051	1.0857e-05	0.000509969	0.000509969	0.0003514705	8.238294e-05	0.001400508	1.085697e-05	0.387334	0.0483455	0.219015	0.0768162	0.168054	0.100435	0.0437711	0.955397	0.0209949	0.104068	2.2715	0.0499164	-3.12878	-0.0456288	-3.86348	0.8660706
3534	0	24.99495	0	24.99495	0.0876756	0.422943	0.0108858	0.0748336	0.360994	0.0092913	-2.43411	-0.860517	-4.5203	-0.1583768	0.0005579752	0.00076232	0.000696396	0	0	0.000381817	0.000189504	0.000557975	0.000557975	0.0007623201	0.0006963963	0.0003818172	0.000189504	0.032857	0.176144	0.571695	0.0134662	0.188829	0.0170089	0.00560749	0.10518	0.146172	0.00759674	0.142492	0.198026	-5.18365	-2.25209	-1.92297	0.3036163
3535	1	26.49128	0	26.49128	0.0514951	0.269414	0.00999851	0.178271	0.932688	0.0346139	-2.96627	-1.3115	-4.60532	1.241821	0.0001758133	8.0559e-05	0.000870114	0	0	8.03092e-05	0.00051259	0.000175813	0.000175813	8.055904e-05	0.0008701139	8.03092e-05	0.0005125897	0.550572	0.0342318	0.123965	0.0831989	0.152548	0.0554834	0.108389	0.011221	0.161771	0.148442	0.0153674	0.22155	-2.22203	-4.48997	-1.82157	0.3144653
3536	0	18.18364	0	18.18364	0.0372668	0.100754	1.13717	0.0086007	0.0232527	0.262445	-3.28965	-2.29507	0.128546	-1.46626	0.001067574	0.000388489	0.000591924	0	0	9.52728e-05	0.000589663	0.00106757	0.00106757	0.0003884893	0.0005919237	9.527279e-05	0.0005896634	0.0266544	0.281524	0.203376	0.364271	0.109407	0.0147677	0.0362907	13.7242	0.0635823	0.559945	211.756	0.98104	-3.31619	2.61916	-2.75542	2.736278
3537	1	20.73664	0	20.73664	0.406278	0.00660767	0.275978	0.487981	0.00793647	0.331476	-0.900717	-5.01952	-1.28744	0.183237	0.001383207	0.000417481	0.00119713	0	0	0.000651387	5.2019e-05	0.00138321	0.00138321	0.000417481	0.001197134	0.0006513871	5.201901e-05	0.0943988	0.147419	0.0620797	0.226519	0.135569	0.334014	0.00589143	0.0920027	0.00432045	0.0162118	0.253169	0.0118888	-5.13426	-2.38594	-5.44439	1.012238
