Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta	hidden_rate	Q[1]	Q[2]	Q[3]	Q[4]	Q[5]	Q[6]	R[1]	R[2]	rate_01	rate_10	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta
9490	22.63158	0	22.63158	0.0925427	0.0101431	0.127637	0.195646	0.0214437	0.269839	-2.38009	-4.59096	-2.05857	0.7486375	5.513075e-05	0.000275492	0.000981289	0	0	8.56293e-05	0.000891118	5.51308e-05	5.51308e-05	0.0002754924	0.0009812893	8.56293e-05	0.0008911179	0.0384522	0.181403	0.0232467	0.317312	0.125164	0.314422	0.00181667	0.758658	0.49263	0.00699423	2.92085	1.89663	-6.31075	-0.276204	-0.707997	1.348078
9500	25.44433	0	25.44433	0.0114164	0.0729268	0.00451574	0.0030305	0.0193585	0.00119871	-4.4727	-2.6183	-5.40019	-1.326323	0.0001236066	9.12383e-05	7.61574e-05	0	0	0.000437485	0.00111796	0.000123607	0.000123607	9.123829e-05	7.615735e-05	0.0004374851	0.001117958	0.018731	0.299512	0.0635292	0.143797	0.358587	0.115843	0.0593506	0.114741	0.00552657	0.0694007	0.134171	0.00646241	-2.82429	-2.16508	-5.19819	0.1564345
9510	23.22532	0	23.22532	0.491312	0.386799	0.104774	0.217828	0.171492	0.0464528	-0.710677	-0.949849	-2.25595	-0.8133719	0.0002591453	0.00137066	0.00015073	0	0	1.67079e-05	0.000546937	0.000259145	0.000259145	0.001370662	0.00015073	1.670791e-05	0.0005469368	0.0182322	0.184832	0.165092	0.216636	0.221488	0.19372	0.0250566	1.95791	0.0143018	0.0800626	6.25606	0.0456981	-3.68662	0.67188	-4.24737	1.16167
9520	24.30671	0	24.30671	0.0321404	0.119034	0.106826	0.029918	0.110804	0.0994397	-3.43764	-2.12834	-2.23655	-0.07165173	0.0008743697	0.000686805	0.00106291	0	0	5.58833e-05	0.000190063	0.00087437	0.00087437	0.0006868048	0.001062905	5.588327e-05	0.0001900629	0.361446	0.0892374	0.164627	0.0192903	0.0617098	0.303689	0.345534	0.00473992	0.210883	0.639072	0.00876659	0.390032	-1.06267	-5.35173	-1.55645	0.6149267
9530	21.54842	0	21.54842	3.28038	0.00632078	0.0179091	2.32889	0.0044874	0.0127144	1.18796	-5.06391	-4.02245	-0.3425691	0.0001358509	0.000851993	0.000305469	0	0	0.000721911	0.000577525	0.000135851	0.000135851	0.0008519934	0.0003054693	0.0007219109	0.0005775246	0.51652	0.0869971	0.0513699	0.118085	0.2153	0.0117279	0.00473349	0.551483	0.00499133	0.00670299	0.780943	0.00706811	-5.35309	-0.595143	-5.30005	0.3478901
9540	20.74538	0	20.74538	0.133136	0.518777	0.836029	0.13662	0.53235	0.857901	-2.01638	-0.656281	-0.179092	0.02582597	7.52617e-06	0.000112812	0.00113736	0	0	0.00028596	8.59176e-05	7.52617e-06	7.52617e-06	0.0001128118	0.001137361	0.0002859601	8.591764e-05	0.201889	0.0775282	0.0673365	0.360559	0.248566	0.044122	35.5231	0.148576	0.0299175	186.189	0.778738	0.156808	3.57018	-1.90666	-3.50931	1.656581
9550	26.31972	0	26.31972	0.0212529	0.39334	0.273258	0.0443058	0.819993	0.569658	-3.85126	-0.93308	-1.29734	0.7346211	5.055738e-05	0.000867304	2.10182e-05	0	0	3.47344e-05	0.00015916	5.05574e-05	5.05574e-05	0.0008673036	2.101816e-05	3.473438e-05	0.0001591604	0.0220106	0.203592	0.288249	0.372318	0.0834579	0.0303733	0.00602232	0.126366	2.56869	0.00679991	0.142682	2.90035	-5.11228	-2.06857	0.943394	0.1214369
9560	21.93946	0	21.93946	0.816266	0.0491671	0.0036372	0.515358	0.0310422	0.00229638	-0.203015	-3.01253	-5.61654	-0.4598782	0.0009941629	0.000593232	0.000439258	0	0	0.000984103	0.000515939	0.000994163	0.000994163	0.0005932324	0.0004392578	0.0009841027	0.0005159389	0.130727	0.0204537	0.179679	0.380721	0.0455388	0.24288	0.00393945	0.0847682	0.236857	0.00398648	0.0857803	0.239685	-5.53671	-2.46783	-1.4403	0.01186891
9570	19.74146	0	19.74146	0.0087047	0.00146305	0.176495	0.0104468	0.00175586	0.211818	-4.74389	-6.52723	-1.73446	0.1824329	0.0007035188	0.000558062	0.00136141	0	0	0.000841639	0.000189811	0.000703519	0.000703519	0.0005580617	0.001361407	0.0008416389	0.0001898113	0.286488	0.0870913	0.435092	0.0256675	0.0722922	0.0933695	0.0224071	0.68835	0.191316	0.119734	3.67827	1.02231	-3.79838	-0.373457	-1.65383	1.6759
9580	25.81655	0	25.81655	0.0198055	0.139541	0.153593	0.00684067	0.0481963	0.05305	-3.9218	-1.9694	-1.87345	-1.063073	0.0001116506	0.000138915	0.000831362	0	0	4.26333e-05	5.46329e-05	0.000111651	0.000111651	0.0001389151	0.0008313622	4.263329e-05	5.463295e-05	0.512728	0.0837772	0.0276172	0.0353786	0.250683	0.0898165	0.0164529	0.530387	0.0376984	0.172313	5.55479	0.394819	-4.10725	-0.634148	-3.27814	2.348809
9590	24.01972	0	24.01972	0.0160828	0.182262	0.013765	0.00369336	0.0418558	0.00316108	-4.13	-1.70231	-4.28563	-1.471213	3.954703e-05	0.000531847	0.00036279	0	0	7.17788e-05	0.000474879	3.9547e-05	3.9547e-05	0.0005318474	0.0003627902	7.177881e-05	0.0004748794	0.167837	0.346856	0.0220257	0.0741383	0.0934898	0.295654	0.119757	0.00141264	1.9716	0.142118	0.00167642	2.33974	-2.12229	-6.56229	0.678845	0.1711952
9600	21.99685	0	21.99685	0.0078196	0.0792978	0.00854435	0.0100828	0.102249	0.0110174	-4.85112	-2.53454	-4.76248	0.254202	0.001125878	0.000909938	0.000402629	0	0	0.000313092	0.000351437	0.00112588	0.00112588	0.0009099378	0.0004026292	0.0003130922	0.0003514368	0.0482495	0.20968	0.252375	0.156899	0.126358	0.206439	0.0222493	1.03034	0.00189324	0.027481	1.27262	0.00233842	-3.80545	0.0298894	-6.26946	0.2111849
9610	18.29042	0	18.29042	0.0166612	0.00127648	0.0130764	0.0607782	0.00465644	0.0477013	-4.09467	-6.66365	-4.33694	1.294148	0.0003083876	0.000153722	0.00211279	0	0	0.000562448	0.000917261	0.000308388	0.000308388	0.0001537219	0.002112788	0.0005624484	0.0009172615	0.387647	0.139988	0.0221803	0.0819538	0.0856727	0.282559	0.450382	0.0201	0.00431428	1.07819	0.048118	0.0103281	-0.797658	-3.90704	-5.44582	0.8729384
9620	22.72514	0	22.72514	0.0127219	0.246112	0.0103781	0.00501652	0.0970469	0.00409231	-4.36443	-1.40197	-4.56805	-0.9305923	0.0008880868	0.000661778	0.000786903	0	0	0.000294541	1.50855e-05	0.000888087	0.000888087	0.0006617784	0.0007869031	0.000294541	1.508553e-05	0.501655	0.0759488	0.0586067	0.315247	0.0387984	0.00974445	0.00151584	0.0318871	0.499067	0.00233014	0.0490166	0.767161	-6.49178	-3.44555	-0.695014	0.4299559
9630	21.06204	0	21.06204	0.000397286	0.0570108	0.0527745	0.00290013	0.416171	0.385246	-7.83086	-2.86452	-2.94173	1.987855	0.0006007883	5.3362e-05	0.000522505	0	0	0.000343773	0.000184475	0.000600788	0.000600788	5.336204e-05	0.0005225047	0.0003437726	0.0001844746	0.26918	0.0647643	0.0112255	0.517025	0.130167	0.00763829	0.736801	0.0242016	0.033402	3.75094	0.123207	0.170044	-0.305438	-3.72133	-3.39914	1.627444
9640	22.44257	0	22.44257	0.0177956	5.17081	0.0721835	0.0222141	6.45467	0.0901059	-4.0288	1.64303	-2.62854	0.2217742	0.0005128172	0.000813548	0.00105058	0	0	2.05065e-05	0.000310918	0.000512817	0.000512817	0.0008135484	0.001050581	2.050653e-05	0.0003109179	0.103001	0.223606	0.14236	0.00647515	0.17484	0.349718	0.537191	0.0366416	0.0285105	1.47217	0.100416	0.0781328	-0.621402	-3.30657	-3.55748	1.008137
9650	25.63919	0	25.63919	0.055749	0.0345812	0.537981	0.114526	0.0710409	1.10518	-2.8869	-3.36444	-0.619933	0.7199448	1.121655e-05	0.000350945	0.00123026	0	0	3.68572e-05	0.000120282	1.12165e-05	1.12165e-05	0.0003509447	0.001230258	3.685717e-05	0.0001202816	0.0939601	0.167916	0.299955	0.015734	0.267083	0.155352	0.0068137	0.144399	0.0206995	0.0262052	0.555353	0.0796096	-4.98882	-1.93517	-3.87764	1.347023
9660	16.4658	0	16.4658	0.206863	0.177551	0.00248737	0.0661217	0.0567525	0.000795062	-1.5757	-1.7285	-5.99653	-1.140559	0.00156291	0.000322511	0.000307574	0	0	0.000493855	0.00113011	0.00156291	0.00156291	0.0003225113	0.000307574	0.0004938555	0.001130106	0.0142409	0.219182	0.542181	0.0202691	0.023786	0.180341	0.00619401	0.023913	8.69546	0.0437257	0.168811	61.3844	-5.08417	-3.73333	2.1628	1.954354
9670	26.32471	0	26.32471	0.106336	0.100222	0.0202264	0.243286	0.229298	0.0462761	-2.24115	-2.30037	-3.90076	0.8276344	0.0001660483	0.000162618	0.000434745	0	0	3.38646e-05	0.000352819	0.000166048	0.000166048	0.0001626182	0.0004347445	3.386459e-05	0.0003528195	0.0147224	0.115722	0.0248593	0.0984249	0.015301	0.730971	1.06363	0.00472558	0.00771682	2.0748	0.0092181	0.015053	0.0616882	-5.35476	-4.86435	0.6681774
9680	24.56141	0	24.56141	3.88033	0.0900698	0.341667	5.30308	0.123095	0.466942	1.35592	-2.40717	-1.07392	0.3123683	0.0001234952	0.0010888	0.000299466	0	0	0.000206487	4.2793e-05	0.000123495	0.000123495	0.001088801	0.0002994659	0.0002064869	4.279299e-05	0.030485	0.395479	0.30613	0.226618	0.0337796	0.00750901	0.0257988	0.0703718	0.0077751	0.0682093	0.186056	0.0205565	-3.65743	-2.65396	-4.85683	0.972253
9690	23.45682	0	23.45682	0.0416021	0.437216	0.0293302	0.00856386	0.0900016	0.00603768	-3.1796	-0.827328	-3.52914	-1.5806	0.0005886741	0.000301558	0.00141468	0	0	0.000373997	4.28756e-05	0.000588674	0.000588674	0.0003015584	0.001414683	0.0003739973	4.287558e-05	0.23438	0.141226	0.0865885	0.28163	0.252256	0.00392004	0.00530988	0.097309	0.0195246	0.00878194	0.160938	0.0322914	-5.23819	-2.32986	-3.93608	0.5031274
9700	21.85674	0	21.85674	0.269719	0.0251335	0.00799242	0.248163	0.0231248	0.00735365	-1.31037	-3.68355	-4.82926	-0.08329673	7.37993e-05	0.000514331	0.00148339	0	0	0.00113892	7.62841e-05	7.37993e-05	7.37993e-05	0.0005143311	0.001483387	0.001138922	7.62841e-05	0.306874	0.0603701	0.0938643	0.0167865	0.335665	0.18644	0.128636	2.465	0.105441	0.374772	7.18161	0.307194	-2.05077	0.90219	-2.24961	1.069333
9710	23.36674	0	23.36674	0.000723686	0.0431394	0.069432	0.00154479	0.0920863	0.148211	-7.23115	-3.14332	-2.66741	0.758289	6.669387e-05	0.00010113	0.000383822	0	0	0.000466631	0.00112534	6.66939e-05	6.66939e-05	0.0001011295	0.000383822	0.000466631	0.001125337	0.141878	0.294685	0.00334464	0.143292	0.171427	0.245374	0.0894063	0.18955	0.129436	0.406533	0.861888	0.588549	-2.41456	-1.6631	-2.04457	1.514473
9720	26.14328	0	26.14328	0.0488952	0.00795921	0.00405349	0.062704	0.010207	0.00519826	-3.01808	-4.83343	-5.50818	0.2487447	0.0002353763	0.000722367	0.000303488	0	0	2.98062e-05	0.000270593	0.000235376	0.000235376	0.0007223665	0.0003034882	2.980617e-05	0.0002705927	0.105041	0.243957	0.00530141	0.112864	0.174117	0.358719	0.182343	0.108925	0.00370822	0.232438	0.13885	0.00472699	-1.70187	-2.2171	-5.5972	0.242735
9730	19.01474	0	19.01474	0.0109957	0.471366	0.973261	0.0182663	0.783044	1.6168	-4.51025	-0.752121	-0.0271035	0.507555	0.0007869193	2.72831e-05	0.000958211	0	0	0.000102956	0.000791674	0.000786919	0.000786919	2.728308e-05	0.0009582113	0.0001029563	0.000791674	0.0187387	0.0349149	0.00565888	0.0474282	0.705188	0.188072	15.6211	0.0159403	0.00131669	15.6544	0.0159742	0.00131949	2.74863	-4.13891	-6.63263	0.002124987
9740	25.95841	0	25.95841	0.0120948	0.016293	0.0863467	0.0320861	0.0432233	0.229068	-4.41498	-4.11702	-2.44939	0.975647	0.0004727386	0.000606594	2.17335e-05	0	0	0.000651641	0.000369955	0.000472739	0.000472739	0.0006065943	2.173346e-05	0.0006516405	0.0003699547	0.0307094	0.506936	0.148709	0.0361228	0.179389	0.0981343	0.0140913	0.0143929	0.215895	0.0170046	0.0173686	0.260531	-4.2622	-4.24102	-1.53296	0.1879283
9750	28.15285	0	28.15285	0.207345	0.38825	0.303487	0.198773	0.372197	0.29094	-1.57337	-0.946107	-1.19242	-0.04222389	7.534109e-05	7.47446e-05	0.000414032	0	0	0.000654223	0.000103972	7.53411e-05	7.53411e-05	7.474459e-05	0.0004140323	0.0006542226	0.0001039721	0.18294	0.0156292	0.193301	0.114347	0.428737	0.065046	0.0338474	0.0683175	0.384272	0.0383615	0.0774286	0.43552	-3.38589	-2.68359	-0.956405	0.1251907
9760	23.29301	0	23.29301	0.00185257	0.0162003	0.419085	0.00152022	0.013294	0.343902	-6.29118	-4.12272	-0.869681	-0.1977165	0.0003120281	0.000203459	9.26133e-05	0	0	0.00154078	0.000126932	0.000312028	0.000312028	0.0002034587	9.261328e-05	0.001540777	0.0001269323	0.0631094	0.0756368	0.281692	0.0205215	0.49406	0.0649794	0.671922	0.492984	0.0144906	1.23782	0.908177	0.0266947	-0.397613	-0.707279	-4.23425	0.6109631
9770	24.78486	0	24.78486	0.00135771	3.46924	0.0158527	0.00140229	3.58316	0.0163732	-6.60196	1.24394	-4.14442	0.03230857	5.201174e-05	3.37787e-05	0.000391303	0	0	0.000201501	0.000460454	5.20117e-05	5.20117e-05	3.37787e-05	0.0003913026	0.0002015006	0.0004604542	0.112619	0.0222086	0.341629	0.0100296	0.495458	0.018056	0.0586073	0.884857	0.246866	0.0594948	0.898257	0.250605	-2.8369	-0.122329	-1.39891	0.01503003
9780	26.09632	0	26.09632	0.543879	0.0226863	0.157311	2.75028	0.11472	0.795489	-0.609028	-3.78599	-1.84953	1.62073	0.0004144431	4.60617e-06	2.90239e-05	0	0	0.000330773	0.000115182	0.000414443	0.000414443	4.606169e-06	2.902385e-05	0.0003307734	0.0001151823	0.226626	0.0182278	0.280393	0.36085	0.0483846	0.0655188	0.0569807	0.0105064	0.0789446	0.361618	0.0666767	0.501008	-2.86504	-4.55578	-2.53901	1.847876
9790	25.86846	0	25.86846	0.00241559	0.516535	0.0705269	0.000657377	0.140569	0.0191931	-6.02581	-0.660612	-2.65176	-1.301442	2.949677e-05	0.000212263	0.000367269	0	0	0.000874928	5.40024e-05	2.94968e-05	2.94968e-05	0.0002122628	0.0003672688	0.0008749275	5.400243e-05	0.0944105	0.0348959	0.141177	0.500974	0.0251723	0.203371	0.0239267	0.331118	0.100383	0.0258408	0.357606	0.108413	-3.73276	-1.10528	-2.29876	0.07695844
9800	23.40728	0	23.40728	0.0228367	0.1073	0.0798384	0.00440002	0.0206738	0.0153827	-3.77939	-2.23213	-2.52775	-1.646761	0.0003117018	0.000606952	0.000263472	0	0	0.000347442	0.00100306	0.000311702	0.000311702	0.0006069518	0.0002634721	0.0003474417	0.001003063	0.0082419	0.0746954	0.243634	0.0624955	0.372666	0.238268	0.0345903	0.00252115	0.0525094	0.0794392	0.00579	0.120592	-3.36418	-5.98304	-2.94676	0.831418
9810	26.63417	0	26.63417	0.0372336	0.237284	0.502689	0.0279168	0.17791	0.376903	-3.29054	-1.4385	-0.687784	-0.2879836	0.0002539312	0.000505993	0.000314718	0	0	0.000312967	5.00616e-05	0.000253931	0.000253931	0.0005059927	0.0003147176	0.0003129675	5.00616e-05	0.294889	0.206835	0.313491	0.0190879	0.023565	0.142132	0.0645725	0.0208674	0.19303	0.321897	0.104025	0.962264	-2.73997	-3.86957	-1.64491	1.606442
9820	19.75181	0	19.75181	0.0777173	0.0817574	0.00225462	0.0116093	0.0122128	0.000336792	-2.55468	-2.504	-6.09478	-1.901269	0.001946195	0.000506091	0.000156943	0	0	0.00127277	0.000147859	0.00194619	0.00194619	0.0005060914	0.0001569429	0.001272773	0.0001478588	0.0992453	0.0905955	0.370652	0.255074	0.017586	0.166848	0.10713	0.0264414	0.656878	0.14361	0.0354452	0.880559	-2.23371	-3.63283	-0.420258	0.2930591
9830	24.75597	0	24.75597	0.11943	0.0733656	0.0190106	0.0479564	0.0294595	0.0076336	-2.12503	-2.6123	-3.96276	-0.9124378	0.0008262554	0.000176089	0.0003896	0	0	0.000522251	4.9139e-05	0.000826255	0.000826255	0.0001760887	0.0003896005	0.0005222513	4.913895e-05	0.122509	0.162133	0.117123	0.160233	0.0474254	0.390577	2.34185	1.18117	0.0625247	2.90255	1.46397	0.0774946	0.850943	0.166504	-2.77219	0.2146469
9840	19.98947	0	19.98947	0.0387127	0.889762	0.00212334	0.0706988	1.62492	0.00387773	-3.25159	-0.116802	-6.15477	0.6022604	0.0006447443	0.000480888	0.00019361	0	0	0.000520931	0.00127682	0.000644744	0.000644744	0.0004808882	0.0001936104	0.0005209307	0.001276821	0.0616705	0.328988	0.0970463	0.273734	0.0289252	0.209636	0.00158528	0.0962358	0.00908872	0.0052879	0.321006	0.0303165	-6.44699	-2.34095	-4.70072	1.204658
9850	14.2833	0	14.2833	3.29338	11.613	0.0150545	25.9118	91.3693	0.118446	1.19191	2.45212	-4.19608	2.062785	2.464971e-05	0.00146632	6.21308e-05	0	0	8.39084e-05	0.000581745	2.46497e-05	2.46497e-05	0.001466323	6.213084e-05	8.390839e-05	0.0005817454	0.0422066	0.195888	0.201132	0.250508	0.21135	0.0989149	29.761	0.0100488	0.171	50.6844	0.0171135	0.291221	3.3932	-4.6003	-1.76609	0.5324196
9860	25.6798	0	25.6798	0.0894792	0.274702	1.38249	0.102917	0.315957	1.59011	-2.41375	-1.29207	0.323888	0.139916	0.0009251278	0.00069217	0.000391492	0	0	6.32998e-05	9.25361e-05	0.000925128	0.000925128	0.0006921698	0.0003914918	6.329981e-05	9.25361e-05	0.0355686	0.0466566	0.0503973	0.00785864	0.613215	0.246304	0.0410662	0.271025	0.176075	0.0572459	0.377806	0.245447	-3.19257	-1.30554	-1.73684	0.3321691
9870	19.87128	0	19.87128	0.00478332	0.00877181	0.0112985	0.00146348	0.00268378	0.00345683	-5.34262	-4.73621	-4.48309	-1.184316	0.0001063006	0.00274816	0.000327023	0	0	0.000935669	0.000314296	0.000106301	0.000106301	0.002748157	0.0003270232	0.0009356692	0.000314296	0.307451	0.0579347	0.0974702	0.0559551	0.325071	0.156118	0.0198733	0.01316	0.0347605	0.030436	0.0201546	0.0532358	-3.91838	-4.33057	-3.35927	0.4262487
9880	24.18777	0	24.18777	0.0482373	0.0109794	0.216477	0.0114397	0.00260381	0.0513384	-3.03162	-4.51173	-1.53027	-1.439047	0.0003250022	0.000136239	0.000567403	0	0	0.000172079	0.000566044	0.000325002	0.000325002	0.0001362391	0.0005674025	0.000172079	0.0005660441	0.110452	0.276906	0.0542733	0.25862	0.148172	0.151576	0.0946044	0.173452	0.167341	1.31706	2.41477	2.32968	-2.35805	-1.75185	-1.78772	2.633456
9890	24.2	0	24.2	0.00278931	0.119871	0.00146568	0.00209644	0.0900951	0.0011016	-5.88196	-2.12134	-6.52544	-0.2855534	0.0001793876	0.000193515	0.000249022	0	0	0.000141054	0.00027359	0.000179388	0.000179388	0.0001935155	0.0002490216	0.0001410542	0.00027359	0.0185401	0.0475883	0.0890435	0.332859	0.391942	0.120027	0.00919286	0.300697	0.00953638	0.0480678	1.57229	0.049864	-4.68933	-1.20165	-4.65264	1.654186
9900	23.62215	0	23.62215	0.107722	0.197525	0.0402667	0.126216	0.231437	0.0471798	-2.2282	-1.62189	-3.21223	0.1584407	0.0005877758	0.000626321	0.000308733	0	0	0.000305439	0.000606036	0.000587776	0.000587776	0.0006263213	0.0003087325	0.0003054394	0.0006060356	0.0797073	0.0471824	0.560855	0.153054	0.0797631	0.0794379	0.0109779	1.01435	0.935199	0.038103	3.52068	3.24596	-4.51187	0.0142455	-0.0669961	1.244409
9910	24.29241	0	24.29241	0.0214313	0.54268	0.340067	0.0108073	0.273662	0.171488	-3.8429	-0.611235	-1.07861	-0.6846281	0.0003036894	0.000271844	0.000356803	0	0	0.00130889	0.000455503	0.000303689	0.000303689	0.0002718441	0.000356803	0.001308887	0.0004555025	0.233412	0.0780389	0.171457	0.345915	0.12933	0.0418469	0.00965684	0.00857644	0.026972	0.0112523	0.00999344	0.0314282	-4.64009	-4.75874	-3.61296	0.1529095
9920	25.9568	0	25.9568	0.048408	1.62683	0.0145509	0.077047	2.58928	0.0231595	-3.02809	0.486631	-4.2301	0.464751	0.00014927	0.000463161	0.000582042	0	0	0.000322435	0.000466084	0.00014927	0.00014927	0.0004631611	0.0005820418	0.0003224345	0.0004660844	0.0130094	0.224682	0.376257	0.072494	0.312108	0.00145048	0.0933935	0.272327	0.23995	0.103895	0.302948	0.266931	-2.37093	-1.30075	-1.42733	0.1065587
9930	21.19643	0	21.19643	0.00458987	0.0375368	0.00716878	0.00362492	0.0296453	0.00566166	-5.3839	-3.28243	-4.93802	-0.2360185	0.001637079	0.000504676	0.00112695	0	0	6.83941e-05	0.000434247	0.00163708	0.00163708	0.0005046758	0.001126947	6.839407e-05	0.000434247	0.231346	0.014239	0.469599	0.0364134	0.237753	0.0106497	0.0355654	0.00454706	0.595786	0.0493084	0.00630411	0.826007	-3.33638	-5.39327	-0.517874	0.3267218
9940	24.27847	0	24.27847	0.0106805	0.0114139	0.00112929	0.0763172	0.0815578	0.00806926	-4.53933	-4.47292	-6.78617	1.966476	0.00049314	0.000347881	8.44201e-05	0	0	0.000245374	0.000120901	0.00049314	0.00049314	0.0003478808	8.442009e-05	0.0002453736	0.0001209007	0.197669	0.109382	0.154281	0.0842158	0.370477	0.0839742	0.0118548	0.0199413	0.0342716	0.0125425	0.0210981	0.0362597	-4.43502	-3.91496	-3.37344	0.05638958
9950	23.63378	0	23.63378	0.0191711	0.104527	0.0570889	0.0575998	0.314053	0.171524	-3.95435	-2.25831	-2.86315	1.100115	0.0006602981	0.00115889	5.18543e-05	0	0	0.000131567	0.000762997	0.000660298	0.000660298	0.001158887	5.185429e-05	0.0001315673	0.0007629967	0.0534035	0.0863467	0.2181	0.0531153	0.554822	0.0342129	0.00557066	0.0745438	0.67419	0.0119406	0.159783	1.44511	-5.19024	-2.59637	-0.394243	0.7624298
9960	26.97538	0	26.97538	0.00651903	0.00617316	0.0197059	0.00514486	0.0048719	0.0155521	-5.03303	-5.08754	-3.92683	-0.2367269	0.0004592427	0.000534335	0.000329548	0	0	5.12154e-05	0.00016136	0.000459243	0.000459243	0.0005343354	0.0003295483	5.121543e-05	0.0001613603	0.262135	0.0547856	0.157275	0.122816	0.211343	0.191646	0.15259	0.120761	0.288973	0.190898	0.151077	0.361519	-1.88	-2.11395	-1.24142	0.2239816
9970	22.32669	0	22.32669	0.0762164	0.111643	0.168964	0.0061434	0.00899895	0.0136193	-2.57418	-2.19245	-1.77807	-2.518198	0.0003199373	3.68157e-05	0.000482958	0	0	0.000288235	0.000177447	0.000319937	0.000319937	3.681571e-05	0.0004829582	0.0002882348	0.0001774468	0.0385678	0.343985	0.168064	0.24984	0.125561	0.0739815	0.0137384	2.96203	0.0073967	0.0488604	10.5344	0.0263062	-4.28756	1.08587	-4.90672	1.268772
9980	19.09792	0	19.09792	1.45237	0.13052	1.39983	6.27889	0.564264	6.05172	0.373198	-2.03623	0.336347	1.463994	0.0005324396	0.000217866	0.000323133	0	0	0.000703219	0.00109338	0.00053244	0.00053244	0.0002178657	0.0003231328	0.0007032195	0.001093381	0.0146957	0.226931	0.0872019	0.488387	0.0388176	0.143966	0.0232104	0.0030537	0.129489	0.27151	0.0357214	1.51473	-3.76315	-5.7914	-2.04416	2.459396
9990	21.31952	0	21.31952	0.0138652	0.468438	0.299893	0.0199267	0.673224	0.430997	-4.27837	-0.758351	-1.20433	0.3626746	0.000409869	0.000720521	9.27061e-05	0	0	0.00208758	0.000824268	0.000409869	0.000409869	0.0007205212	9.270606e-05	0.002087582	0.0008242681	0.230266	0.0425648	0.108021	0.0363192	0.420189	0.16264	0.281423	0.591212	0.124579	0.441176	0.926821	0.195297	-1.2679	-0.52558	-2.08282	0.4495845
10000	22.72824	0	22.72824	0.0393031	0.111043	0.0239984	0.0574586	0.162338	0.0350842	-3.23645	-2.19784	-3.72977	0.3797614	2.610399e-05	0.00140926	5.78521e-05	0	0	0.00037236	0.00161506	2.6104e-05	2.6104e-05	0.001409256	5.785212e-05	0.0003723601	0.001615056	0.319126	0.0331404	0.0866524	0.466905	0.0511169	0.0430586	0.0816037	0.261221	0.0202427	0.487196	1.55956	0.120855	-2.50588	-1.34239	-3.89996	1.786792
10010	20.50773	0	20.50773	2.54709	0.12302	0.000927073	4.53094	0.218837	0.00164914	0.934953	-2.0954	-6.98348	0.5759764	0.00096392	0.00110874	1.27709e-05	0	0	0.000266938	0.000314648	0.00096392	0.00096392	0.001108738	1.277094e-05	0.0002669378	0.0003146484	0.423997	0.0224473	0.175587	0.159732	0.0346234	0.183614	0.00905755	0.00891522	0.00289132	0.00924901	0.00910367	0.00295243	-4.70416	-4.72	-5.84604	0.02091738
10020	25.66979	0	25.66979	0.00774604	0.143497	0.014456	0.00440386	0.0815826	0.00821867	-4.86057	-1.94144	-4.23665	-0.564701	0.0004938775	0.000704943	0.00102623	0	0	4.86898e-05	6.43817e-05	0.000493878	0.000493878	0.0007049428	0.001026231	4.868976e-05	6.438165e-05	0.0989171	0.103069	0.392818	0.23511	0.106234	0.0638526	0.0156622	0.0500584	0.0113217	0.0181282	0.0579398	0.0131042	-4.1565	-2.99457	-4.48104	0.1462142
10030	22.49044	0	22.49044	0.0988048	0.000932187	0.0407797	0.0302051	0.000284974	0.0124666	-2.31461	-6.97798	-3.19957	-1.185136	0.000208402	0.000132296	3.22362e-05	0	0	0.000515441	0.000757363	0.000208402	0.000208402	0.000132296	3.223621e-05	0.0005154415	0.0007573633	0.383097	0.082244	0.0567773	0.245811	0.18098	0.0510909	0.80425	0.00530752	1.5844	1.46982	0.00969986	2.8956	-0.217845	-5.23863	0.460203	0.6029876
10040	21.38738	0	21.38738	0.0184662	0.0071968	0.0273657	0.0273471	0.0106579	0.0405267	-3.99181	-4.93412	-3.59846	0.392669	0.001098825	0.000750155	0.000219696	0	0	0.00102739	0.000533933	0.00109883	0.00109883	0.0007501554	0.000219696	0.001027395	0.0005339332	0.347902	0.0431115	0.100426	0.0475721	0.0977578	0.36323	0.381218	0.279486	0.0423482	2.43187	1.78291	0.270148	-0.964385	-1.2748	-3.16183	1.853046
10050	27.57953	0	27.57953	0.38061	0.00278621	0.0269081	0.23207	0.00169884	0.0164068	-0.96598	-5.88307	-3.61533	-0.4947349	1.756967e-05	0.000215228	0.000102416	0	0	0.000176098	0.000563214	1.75697e-05	1.75697e-05	0.0002152283	0.000102416	0.0001760981	0.0005632137	0.402806	0.0141931	0.0436255	0.46662	0.0414313	0.0313236	0.040464	0.0232806	0.160248	0.0620352	0.0356914	0.245676	-3.20734	-3.76014	-1.83103	0.4272887
