Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta	hidden_rate	Q[1]	Q[2]	R[1]	R[2]	rate_01	rate_10	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta
190	-6068.32	-6065.833	-2.486152	0.00146829	0.0104313	0.00390074	0.0277123	-6.52366	-4.56295	0.9770683	0.002381543	0.00332598	0.00525892	0.00238154	0.00238154	0.003325979	0.005258919	0.385844	0.0011234	0.336877	0.276156	0.0628007	0.0768513	0.0912375	0.11165	-2.76779	-2.56588	0.3734997
200	-6064.612	-6067.927	3.314724	0.00370857	0.10017	0.0028354	0.0765851	-5.59711	-2.30089	-0.2684643	0.0006729827	0.00472203	0.00277048	0.000672983	0.000672983	0.004722035	0.002770484	0.364923	0.00756169	0.398234	0.22928	0.0726749	0.125987	0.100063	0.173465	-2.62176	-2.07158	0.3198019
210	-6065.512	-6064.826	-0.6856041	0.00770163	0.0521891	0.00103295	0.00699963	-4.86632	-2.95288	-2.009016	0.001345924	0.00466885	0.00399442	0.00134592	0.00134592	0.00466885	0.003994419	0.472808	0.13391	0.163521	0.229761	0.0724285	0.0793135	0.101845	0.111526	-2.62516	-2.53435	0.340848
220	-6070.509	-6068.147	-2.362646	0.002998	0.0110164	0.00236013	0.00867248	-5.80981	-4.50837	-0.2392293	0.001053384	0.0051323	0.0056258	0.00105338	0.00105338	0.005132305	0.005625797	0.299912	0.0486817	0.597336	0.0540702	0.0693205	0.0720293	0.0928434	0.0964714	-2.66901	-2.63068	0.292174
230	-6068.484	-6070.114	1.630401	0.00144943	0.0186731	0.000396203	0.00510431	-6.53659	-3.98067	-1.296998	0.001092242	0.00316876	0.00350396	0.00109224	0.00109224	0.003168755	0.00350396	0.28944	0.0426445	0.0439854	0.62393	0.0588156	0.0717602	0.0928813	0.113323	-2.83335	-2.63442	0.4569156
240	-6068.694	-6067.794	-0.9000971	0.00493344	0.0669949	0.00297026	0.0403354	-5.31172	-2.70314	-0.5073861	0.002621025	0.00409021	0.00458652	0.00262103	0.00262103	0.004090206	0.004586518	0.025397	0.0746087	0.793144	0.10685	0.0622738	0.0812091	0.0948301	0.123665	-2.77621	-2.51073	0.4205461
250	-6067.042	-6062.973	-4.069258	0.00348118	0.0486145	0.00411968	0.0575311	-5.66038	-3.02383	0.1684043	0.003816194	0.00394203	0.00572022	0.00381619	0.00381619	0.003942034	0.005720222	0.23933	0.0565153	0.0890061	0.615149	0.0653643	0.088724	0.10335	0.140285	-2.72778	-2.42223	0.4581461
260	-6067.454	-6065.098	-2.356067	0.00694091	0.0586219	0.00464543	0.0392346	-4.97032	-2.83665	-0.4015492	0.0007073403	0.0041218	0.00762041	0.00070734	0.00070734	0.0041218	0.007620408	0.341469	0.0987905	0.0241867	0.535554	0.0796221	0.122368	0.149367	0.229557	-2.53046	-2.10072	0.6291171
270	-6066.123	-6066.054	-0.06893275	0.00218278	0.0279477	0.000804574	0.0103015	-6.12716	-3.57742	-0.9980425	0.001448991	0.00312595	0.00515972	0.00144899	0.00144899	0.003125953	0.005159715	0.216676	0.00262747	0.231393	0.549303	0.0704572	0.0856696	0.110438	0.134283	-2.65275	-2.45726	0.4494512
280	-6070.071	-6066.29	-3.780131	0.00175738	0.0377958	0.000586507	0.0126139	-6.34393	-3.27556	-1.097394	0.001584487	0.00371391	0.00678005	0.00158449	0.00158449	0.00371391	0.006780047	0.279148	0.210322	0.200687	0.309843	0.0719664	0.109197	0.157624	0.239168	-2.63156	-2.2146	0.7840139
290	-6071.459	-6069.58	-1.879142	0.00220016	0.0391446	0.00106827	0.0190064	-6.11923	-3.24049	-0.7224866	0.0001453824	0.00271699	0.00785354	0.000145382	0.000145382	0.002716987	0.007853538	0.432904	0.0778085	0.120971	0.368317	0.0714516	0.100388	0.258356	0.362984	-2.63874	-2.29872	1.285319
300	-6066.822	-6063.899	-2.923465	0.00631494	0.048139	0.00776901	0.0592234	-5.06484	-3.03366	0.2072242	0.001336991	0.00438604	0.00724707	0.00133699	0.00133699	0.004386043	0.007247073	0.722876	0.207552	0.0523632	0.0172084	0.0644696	0.102659	0.100635	0.160247	-2.74156	-2.27634	0.4453062
310	-6072.588	-6064.467	-8.121032	0.000176037	0.0406012	4.75134e-05	0.0109585	-8.64482	-3.20396	-1.309681	0.0002850042	0.0039471	0.00857776	0.000285004	0.000285004	0.003947098	0.008577765	0.657065	0.0641338	0.131835	0.146966	0.0726868	0.121092	0.179661	0.299304	-2.6216	-2.11121	0.9049105
320	-6065.056	-6066.215	1.159501	0.00235397	0.0514034	0.00141115	0.0308151	-6.05165	-2.96805	-0.5116989	0.000286921	0.00399495	0.00479437	0.000286921	0.000286921	0.003994949	0.00479437	0.470851	0.205858	0.133926	0.189365	0.0765384	0.113217	0.154776	0.228948	-2.56996	-2.17845	0.7041886
330	-6070.858	-6064.422	-6.435806	0.00336285	0.0376529	0.00973426	0.108992	-5.69497	-3.27935	1.062863	0.003903348	0.00430173	0.00652736	0.00390335	0.00390335	0.004301735	0.006527361	0.624489	0.260618	0.0659503	0.0489425	0.0626022	0.111269	0.103275	0.18356	-2.77096	-2.19581	0.5005974
340	-6066.215	-6070.271	4.055526	0.0100774	0.0197134	0.013094	0.0256144	-4.59746	-3.92645	0.2618533	0.001264117	0.00321629	0.00326912	0.00126412	0.00126412	0.003216289	0.003269118	0.424758	0.319443	0.0509387	0.20486	0.0714962	0.0800691	0.118227	0.132403	-2.63811	-2.52487	0.5029585
350	-6066.438	-6070.22	3.782271	0.00609861	0.0345655	0.00230055	0.013039	-5.09969	-3.3649	-0.9749125	0.0002977006	0.00364641	0.00309511	0.000297701	0.000297701	0.003646415	0.003095113	0.60394	0.0187106	0.00744225	0.369907	0.0777741	0.104509	0.251221	0.337579	-2.55395	-2.25848	1.172525
360	-6070.259	-6064.176	-6.083875	0.000430056	0.0108369	0.000245111	0.00617648	-7.7516	-4.5248	-0.5622035	0.002117983	0.00433093	0.0063547	0.00211798	0.00211798	0.004330926	0.006354703	0.388897	0.0295139	0.0556496	0.525939	0.0715139	0.0719461	0.102716	0.103336	-2.63786	-2.63184	0.3620721
370	-6067.899	-6062.851	-5.048316	0.00173958	0.0116271	0.00226177	0.0151174	-6.35411	-4.45442	0.2625051	0.002007363	0.00426333	0.00703101	0.00200736	0.00200736	0.004263327	0.007031014	0.425392	0.0611105	0.0753357	0.438162	0.0649635	0.0670135	0.103818	0.107094	-2.73393	-2.70286	0.4688104
380	-6072.393	-6073.623	1.229639	0.00141204	0.0734812	0.00112459	0.0585223	-6.56272	-2.61073	-0.2276227	0.001251961	0.00516401	0.00246994	0.00125196	0.00125196	0.00516401	0.002469938	2.73451e-05	0.551295	0.176993	0.271684	0.0524042	0.0688773	0.0833022	0.109488	-2.94877	-2.67543	0.4634883
390	-6068.987	-6065.321	-3.665662	0.00230497	0.057071	0.00223631	0.055371	-6.07269	-2.86346	-0.03024026	0.002613008	0.0043402	0.00595643	0.00261301	0.00261301	0.004340196	0.005956435	0.0737056	0.334375	0.510218	0.081701	0.0588845	0.0829739	0.0946036	0.133306	-2.83218	-2.48923	0.4741185
400	-6063.619	-6064.407	0.7878984	0.00265031	0.0365511	0.00220752	0.0304446	-5.93308	-3.30904	-0.1828042	0.00113848	0.00383719	0.00478407	0.00113848	0.00113848	0.003837193	0.004784068	0.325392	0.23958	0.430476	0.00455135	0.0700469	0.091396	0.0946821	0.12354	-2.65859	-2.39255	0.3013598
410	-6066.733	-6069.933	3.199502	0.00782374	0.0307946	0.0134698	0.0530178	-4.85059	-3.48042	0.5432889	0.0004216901	0.00419438	0.00370989	0.00042169	0.00042169	0.004194382	0.003709889	0.497221	0.413913	0.0600497	0.0288168	0.0753654	0.0823349	0.121888	0.13316	-2.58541	-2.49696	0.4807576
420	-6067.186	-6064.189	-2.997389	0.00969863	0.00245566	0.0247688	0.00627137	-4.63577	-6.00936	0.9375985	0.001690134	0.00329291	0.00670354	0.00169013	0.00169013	0.003292908	0.00670354	0.556039	0.002954	0.287931	0.153077	0.0730329	0.0666545	0.111979	0.1022	-2.61685	-2.70823	0.4274044
430	-6066.104	-6065.137	-0.9669366	0.0016341	0.0343444	0.00222448	0.0467525	-6.41666	-3.37132	0.3084289	0.002475771	0.00395737	0.00414044	0.00247577	0.00247577	0.003957366	0.004140444	0.188985	0.436467	0.108154	0.266393	0.0619365	0.0932669	0.0954188	0.143686	-2.78165	-2.37229	0.4321656
440	-6066.05	-6065.016	-1.033227	0.000696475	0.0589737	0.000188164	0.0159327	-7.26948	-2.83066	-1.308716	0.0006971728	0.00540953	0.0033053	0.000697173	0.000697173	0.005409532	0.003305305	0.4299	0.232378	0.00594153	0.331781	0.0697429	0.0933116	0.104258	0.13949	-2.66294	-2.37181	0.4020488
450	-6064.034	-6065.163	1.129149	0.00423235	0.0457974	0.00231192	0.0250168	-5.465	-3.08353	-0.6046806	0.0006925831	0.00419181	0.00490171	0.000692583	0.000692583	0.004191807	0.00490171	0.618406	0.168705	0.0114037	0.201485	0.0714716	0.0978538	0.088394	0.121023	-2.63846	-2.32428	0.2125048
460	-6064.198	-6065.69	1.491683	0.0127678	0.0607778	0.00894155	0.042564	-4.36083	-2.80053	-0.3562164	0.001421143	0.00382457	0.00482314	0.00142114	0.00142114	0.003824572	0.004823143	0.809481	0.117537	0.0510272	0.021955	0.0706558	0.0935531	0.101219	0.134021	-2.64994	-2.36923	0.3594684
470	-6068.833	-6071.388	2.554811	0.0293392	0.0799277	0.0269096	0.0733088	-3.52883	-2.52663	-0.08644182	0.001961965	0.00414169	0.00357435	0.00196196	0.00196196	0.00414169	0.003574348	0.595438	0.239091	0.0762876	0.0891837	0.0879022	0.126682	0.114141	0.164496	-2.43153	-2.06608	0.2612061
480	-6069.774	-6070.063	0.2894986	0.0117027	0.0204892	0.0161631	0.0282983	-4.44793	-3.88786	0.3229061	0.002163542	0.00350783	0.00493217	0.00216354	0.00216354	0.003507826	0.00493217	0.267155	0.0149953	0.252719	0.46513	0.0779134	0.0994311	0.132237	0.168758	-2.55216	-2.30829	0.5289997
490	-6070.792	-6070.624	-0.1683976	0.0142599	0.0426189	0.0175654	0.052498	-4.2503	-3.15546	0.2084777	0.0002491192	0.00444538	0.00604562	0.000249119	0.000249119	0.004445377	0.006045618	0.545143	0.00637277	0.0770826	0.371401	0.0854322	0.0866608	0.273632	0.277567	-2.46003	-2.44575	1.16406
500	-6065.947	-6068.433	2.486149	0.00419533	0.0322825	0.00410548	0.0315911	-5.47378	-3.43323	-0.02164862	0.000436727	0.00293134	0.00514254	0.000436727	0.000436727	0.002931343	0.005142541	0.212156	0.0935358	0.145996	0.548313	0.0746239	0.107395	0.144875	0.208496	-2.59529	-2.23125	0.6634097
510	-6069.241	-6071.683	2.441874	0.0087369	0.0518403	0.0106452	0.0631633	-4.7402	-2.95959	0.1975548	0.0005053524	0.00456935	0.00384499	0.000505352	0.000505352	0.004569347	0.003844988	0.222684	0.193724	0.288524	0.295067	0.071781	0.115508	0.153371	0.2468	-2.63414	-2.15841	0.7592366
520	-6070.449	-6066.048	-4.401591	0.00490971	0.00922987	0.0345781	0.0650041	-5.31654	-4.68531	1.952006	0.003434338	0.00346702	0.00508891	0.00343434	0.00343434	0.003467016	0.005088912	0.65188	0.296825	0.0195485	0.0317461	0.0742747	0.0804786	0.126235	0.136778	-2.59998	-2.51976	0.530371
530	-6073.12	-6070.081	-3.038233	0.00228463	0.00815616	0.0120134	0.0428879	-6.08155	-4.80898	1.659815	0.001383476	0.00227751	0.00698806	0.00138348	0.00138348	0.002277511	0.006988059	0.782231	0.0242506	0.00429459	0.189224	0.0654651	0.0695072	0.137868	0.146381	-2.72624	-2.66632	0.7447795
540	-6067.249	-6066.723	-0.5264052	0.00126316	0.0248055	0.000408933	0.00803048	-6.67414	-3.69669	-1.127819	0.0006085933	0.004368	0.0043253	0.000608593	0.000608593	0.004368	0.004325298	0.534822	0.0690413	0.344103	0.0520332	0.073032	0.0885008	0.154897	0.187705	-2.61686	-2.42474	0.7518607
550	-6067.845	-6069.325	1.480578	0.0028205	0.0177921	0.00175215	0.0110528	-5.87084	-4.029	-0.4760684	0.0009058239	0.00397244	0.00391239	0.000905824	0.000905824	0.003972438	0.00391239	0.484933	0.140544	0.309603	0.0649199	0.0755778	0.0753571	0.140223	0.139814	-2.58259	-2.58552	0.6180724
560	-6067.195	-6068.964	1.769156	0.000481469	0.0217199	0.00036527	0.016478	-7.63867	-3.82952	-0.2762049	0.0003749226	0.00318109	0.00356687	0.000374923	0.000374923	0.003181088	0.003566871	0.441155	0.314634	0.160467	0.0837447	0.0719419	0.0958146	0.153725	0.204736	-2.6319	-2.34534	0.7593055
570	-6065.012	-6065.929	0.9166011	0.00391417	0.0172607	0.00424144	0.0187039	-5.54315	-4.05932	0.08030058	0.0007316249	0.00343847	0.00547047	0.000731625	0.000731625	0.003438469	0.00547047	0.375876	0.0814075	0.0612643	0.481452	0.0686937	0.0863312	0.104203	0.130958	-2.6781	-2.44956	0.4166817
580	-6070.54	-6068.918	-1.622749	0.0157531	0.0660349	0.00843661	0.0353652	-4.15072	-2.71757	-0.6244565	0.004509269	0.00448367	0.00347692	0.00450927	0.00450927	0.004483667	0.003476917	0.475541	0.0190136	0.413617	0.0918278	0.0764274	0.089688	0.0966309	0.113397	-2.57141	-2.41142	0.2345576
590	-6066.75	-6068.409	1.659123	0.00396884	0.026836	0.00106581	0.00720667	-5.52928	-3.61801	-1.314735	0.0005618715	0.00312718	0.00474521	0.000561871	0.000561871	0.003127175	0.004745211	0.474375	0.0819034	0.305449	0.138273	0.0760391	0.0912163	0.142397	0.170819	-2.57651	-2.39452	0.6273688
600	-6066.374	-6067.871	1.496908	0.00284129	0.0597306	0.000433532	0.00911386	-5.8635	-2.81791	-1.880047	0.00103624	0.00461531	0.00245609	0.00103624	0.00103624	0.004615314	0.002456092	0.799018	0.0734654	0.121771	0.00574621	0.0754424	0.0865374	0.0944444	0.108334	-2.58439	-2.44718	0.2246417
610	-6065.085	-6066.902	1.816791	0.00180575	0.044265	0.000411362	0.0100839	-6.31678	-3.11756	-1.479259	0.0009469402	0.003474	0.00356617	0.00094694	0.00094694	0.003473997	0.003566175	0.210904	0.200252	0.113143	0.475701	0.0713821	0.0929285	0.0921481	0.119963	-2.63971	-2.37593	0.25535
620	-6068.846	-6070.703	1.856325	0.00250704	0.00189471	0.000940204	0.000710564	-5.98865	-6.26869	-0.9807613	0.00124573	0.0026974	0.00312378	0.00124573	0.00124573	0.002697397	0.003123777	0.91088	0.0234085	0.04246	0.023252	0.0693518	0.0663024	0.110006	0.105169	-2.66856	-2.71353	0.4613458
630	-6072.74	-6072.287	-0.4524683	0.0104235	0.00025193	0.0307366	0.000742889	-4.5637	-8.28636	1.081394	0.0007748226	0.00265306	0.00404261	0.000774823	0.000774823	0.002653057	0.004042611	0.337473	0.0409465	0.366506	0.255075	0.0749876	0.0707996	0.148692	0.140387	-2.59043	-2.6479	0.6845517
640	-6069.229	-6068.786	-0.4436181	0.00240918	0.0104923	0.00671695	0.0292533	-6.02847	-4.55711	1.025348	0.002136234	0.00457107	0.00296886	0.00213623	0.00213623	0.004571067	0.002968861	0.555264	0.135915	0.0188491	0.289972	0.0708376	0.0757838	0.119816	0.128182	-2.64737	-2.57987	0.5255695
650	-6069.327	-6068.728	-0.5988029	0.00238904	0.00460538	0.00573642	0.0110582	-6.03686	-5.38053	0.8759425	0.000123311	0.00304556	0.00572785	0.000123311	0.000123311	0.003045559	0.00572785	0.133689	0.072533	0.604514	0.189264	0.0775039	0.0921269	0.292066	0.347171	-2.55743	-2.38459	1.326651
660	-6069.323	-6066.689	-2.634245	0.0122987	0.00371044	0.129417	0.0390443	-4.39826	-5.5966	2.353546	0.001615906	0.00270058	0.00536902	0.00161591	0.00161591	0.002700582	0.00536902	0.151632	0.081909	0.275048	0.491411	0.0776843	0.0594314	0.192919	0.14759	-2.5551	-2.82293	0.9096149
670	-6070.935	-6066.89	-4.044966	0.0141679	0.00176382	0.123882	0.0154225	-4.25678	-6.34027	2.168347	0.001644835	0.0039916	0.0049514	0.00164484	0.00164484	0.003991603	0.004951402	0.204877	0.162754	0.611772	0.0205977	0.0794498	0.0595195	0.198494	0.148701	-2.53263	-2.82145	0.9156355
680	-6073.921	-6068.551	-5.370255	0.0100212	0.00799226	0.10271	0.0819152	-4.60305	-4.82928	2.327211	0.002875436	0.00411378	0.0051178	0.00287544	0.00287544	0.004113778	0.005117803	0.301579	0.34747	0.276624	0.0743267	0.0668729	0.0643281	0.164218	0.157969	-2.70496	-2.74376	0.8983997
690	-6068.741	-6068.043	-0.6978531	0.00194276	0.0100381	0.00433385	0.0223927	-6.24364	-4.60136	0.8023447	0.0008815234	0.00393193	0.00511235	0.000881523	0.000881523	0.003931931	0.005112354	0.0698163	0.0923624	0.583052	0.25477	0.0725411	0.0807597	0.11061	0.123141	-2.6236	-2.51628	0.4218541
700	-6064.7	-6067.477	2.777039	0.00576427	0.0882394	0.00278933	0.0426991	-5.15608	-2.4277	-0.7258769	0.0006968672	0.00526217	0.00276364	0.000696867	0.000696867	0.005262165	0.00276364	0.227809	0.69499	0.0424841	0.0347168	0.0786426	0.1182	0.0988268	0.148537	-2.54284	-2.13538	0.228455
710	-6066.937	-6070.473	3.535975	0.00210846	0.012068	0.00371559	0.0212666	-6.1618	-4.4172	0.5665797	0.0008496445	0.00337309	0.0028019	0.000849645	0.000849645	0.003373091	0.0028019	0.569044	0.159785	0.153292	0.117879	0.0630196	0.08131	0.0955812	0.123322	-2.76431	-2.50949	0.4165298
720	-6069.863	-6064.791	-5.072231	0.00881443	0.000234365	0.0290114	0.000771377	-4.73136	-8.35863	1.191299	0.001334082	0.00372336	0.0057087	0.00133408	0.00133408	0.003723364	0.005708703	0.633965	0.00490396	0.0348852	0.326246	0.0731453	0.0628364	0.12403	0.106549	-2.61531	-2.76722	0.5280751
730	-6069.176	-6066.234	-2.942313	0.00148134	0.0160317	0.00108081	0.011697	-6.51481	-4.13319	-0.3152395	0.001210714	0.00355352	0.00690072	0.00121071	0.00121071	0.003553521	0.006900723	0.363689	0.574135	0.0312074	0.0309686	0.0639027	0.06006	0.10822	0.101713	-2.75039	-2.81241	0.5268068
740	-6070.077	-6074.009	3.932533	0.00956426	0.0756045	0.00120253	0.0095059	-4.64972	-2.58224	-2.073603	0.0001018341	0.00342052	0.00245047	0.000101834	0.000101834	0.003420521	0.002450471	0.197636	0.671313	0.014714	0.116337	0.0847074	0.133991	0.281806	0.445763	-2.46855	-2.00998	1.202016
750	-6066.275	-6067.018	0.7425126	0.00270936	0.0544426	0.00513163	0.103116	-5.91104	-2.91061	0.638711	0.0004268728	0.00337457	0.00553253	0.000426873	0.000426873	0.00337457	0.005532529	0.310458	0.592163	0.0431784	0.0542004	0.0753492	0.116367	0.174384	0.269313	-2.58562	-2.15101	0.8391267
760	-6064.176	-6066.66	2.484436	0.00177512	0.077426	0.000821854	0.0358471	-6.33389	-2.55843	-0.7700606	0.001037204	0.00394573	0.00309813	0.0010372	0.0010372	0.003945734	0.003098125	0.16886	0.286948	0.287049	0.257143	0.0693546	0.1053	0.0952497	0.144616	-2.66852	-2.25094	0.3172689
770	-6068.326	-6068.161	-0.1642646	0.00373657	0.0214119	0.00141141	0.00808792	-5.58959	-3.84381	-0.9735775	0.002548141	0.00347138	0.00417403	0.00254814	0.00254814	0.003471375	0.004174026	0.209152	0.157033	0.62345	0.0103658	0.0749034	0.0888375	0.105666	0.125323	-2.59156	-2.42095	0.3440861
780	-6067.5	-6064.898	-2.602651	0.00138826	0.0147955	0.000337174	0.00359347	-6.57971	-4.21343	-1.415205	0.001365505	0.00402081	0.00540281	0.00136551	0.00136551	0.004020808	0.005402806	0.366589	0.264478	0.0167928	0.352141	0.0639587	0.0760509	0.0889285	0.105742	-2.74952	-2.57635	0.3295955
790	-6064.71	-6061.932	-2.778222	0.00456551	0.0413767	0.00305969	0.0277296	-5.38923	-3.18504	-0.400216	0.002468525	0.00430272	0.00590593	0.00246853	0.00246853	0.004302721	0.005905931	0.375882	0.31931	0.0494316	0.255377	0.0700988	0.0814839	0.101266	0.117713	-2.65785	-2.50735	0.3678441
800	-6071.35	-6067.571	-3.779334	0.000893412	0.00134789	0.00407252	0.00614422	-7.02046	-6.60921	1.516968	0.001012127	0.00324114	0.00516987	0.00101213	0.00101213	0.003241139	0.005169866	0.442986	0.0729062	0.073854	0.410254	0.0696877	0.0771308	0.160278	0.177397	-2.66373	-2.56225	0.8328875
810	-6071.444	-6066.626	-4.818262	0.0121233	0.00635034	0.153509	0.0804099	-4.41262	-5.05925	2.53863	0.002754943	0.003941	0.00453054	0.00275494	0.00275494	0.003941002	0.004530541	0.222649	0.494521	0.156196	0.126634	0.0805978	0.0674096	0.216594	0.181152	-2.51828	-2.69697	0.9885516
