Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta	hidden_rate	Q[1]	Q[2]	R[1]	R[2]	rate_01	rate_10	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta
13740	-6351.864	-6350.427	-1.437572	0.00317987	0.0421851	0.00134816	0.0178851	-5.75092	-3.16569	-0.8580987	0.001552773	0.00224758	0.00446305	0.00155277	0.00155277	0.002247581	0.004463046	0.372352	0.521372	0.0972077	0.00906855	0.04706	0.0605217	0.0643168	0.0827148	-3.05633	-2.80475	0.312396
13750	-6352.126	-6356.655	4.528188	0.0056917	0.0338963	0.0025078	0.0149349	-5.16875	-3.38445	-0.8196009	0.00101965	0.00193805	0.00258384	0.00101965	0.00101965	0.001938054	0.002583844	0.178059	0.144414	0.63811	0.0394166	0.0468374	0.068747	0.0635753	0.0933146	-3.06107	-2.67732	0.305543
13760	-6351.729	-6354.709	2.979785	0.00337655	0.0407409	0.00058555	0.00706515	-5.6909	-3.20052	-1.752059	0.0002868317	0.0021973	0.00294462	0.000286832	0.000286832	0.002197296	0.002944625	0.600958	0.0308924	0.00663575	0.361514	0.0484933	0.0884011	0.0840948	0.153301	-3.02633	-2.42587	0.5505199
13770	-6350.864	-6350.915	0.05087093	0.000996599	0.0592122	0.00101001	0.0600092	-6.91116	-2.82663	0.01336957	0.0006785139	0.00293298	0.00361817	0.000678514	0.000678514	0.002932982	0.003618173	0.202821	0.397847	0.385182	0.0141493	0.0464151	0.0862347	0.0610072	0.113345	-3.07013	-2.45068	0.2733667
13780	-6349.771	-6355.276	5.505155	0.00629173	0.0655102	0.00527943	0.0549701	-5.06852	-2.72555	-0.1754167	0.0009167351	0.00273548	0.00162694	0.000916735	0.000916735	0.002735482	0.001626939	0.591096	0.275789	0.0522974	0.0808175	0.0498916	0.0914441	0.0663881	0.12168	-2.9979	-2.39203	0.285665
13790	-6351.075	-6354.828	3.752465	0.00367169	0.0737584	0.00335238	0.067344	-5.6071	-2.60696	-0.09098198	0.0009981904	0.00357108	0.0013905	0.00099819	0.00099819	0.00357108	0.001390503	0.246118	0.125335	0.408659	0.219888	0.048952	0.0921429	0.0664447	0.12507	-3.01692	-2.38441	0.3055297
13800	-6349.371	-6350.497	1.126066	0.000772563	0.0529552	0.000674693	0.0462467	-7.1658	-2.93831	-0.1354558	0.0008076744	0.00339543	0.00228783	0.000807674	0.000807674	0.003395434	0.002287826	0.590548	0.121968	0.000188254	0.287296	0.0449326	0.0709104	0.0689169	0.108761	-3.10259	-2.64634	0.4277388
13810	-6352.116	-6354.376	2.260007	0.00225899	0.0271042	0.000398684	0.00478357	-6.09284	-3.60807	-1.734502	0.0002846435	0.00232414	0.00307137	0.000284643	0.000284643	0.002324138	0.003071373	0.707594	0.0814771	0.159755	0.0511744	0.0465261	0.0571815	0.0701923	0.0862678	-3.06774	-2.86152	0.4112251
13820	-6350.286	-6354.612	4.326046	0.00463286	0.0528828	0.00389129	0.0444181	-5.37458	-2.93968	-0.1744322	0.0006065169	0.00270357	0.00228527	0.000606517	0.000606517	0.002703569	0.002285266	0.596339	0.217603	0.156074	0.0299845	0.0524825	0.084044	0.0989326	0.158428	-2.94728	-2.47641	0.6339593
13830	-6353.014	-6351.486	-1.527864	0.00102344	0.030996	0.000577824	0.0175	-6.88458	-3.4739	-0.5716586	0.0001812445	0.00308009	0.00416799	0.000181244	0.000181244	0.003080095	0.004167994	0.749824	8.91035e-05	0.126347	0.123739	0.0517152	0.0743517	0.181969	0.26162	-2.962	-2.59895	1.258086
13840	-6355.684	-6355.767	0.08327592	0.00104392	0.0208851	0.000154884	0.00309869	-6.86478	-3.86872	-1.908058	0.001232889	0.0032853	0.00167471	0.00123289	0.00123289	0.003285297	0.001674712	0.17069	0.358122	0.0121609	0.459027	0.0456968	0.0516416	0.0704407	0.0796045	-3.08573	-2.96343	0.432743
13850	-6351.783	-6350.089	-1.693747	0.000950932	0.0529604	0.000647601	0.0360669	-6.95807	-2.93821	-0.3841676	0.001255338	0.00351263	0.00320565	0.00125534	0.00125534	0.003512633	0.00320565	0.286546	0.404903	0.2669	0.0416512	0.048014	0.0699773	0.0704772	0.102716	-3.03626	-2.65958	0.3837966
13860	-6352.173	-6351.407	-0.7652453	0.00359979	0.0451255	0.00124682	0.0156296	-5.62688	-3.09831	-1.060281	0.0005513157	0.003334	0.00401845	0.000551316	0.000551316	0.003333998	0.004018451	0.529798	0.240736	0.119332	0.110134	0.0436283	0.06191	0.0572895	0.0812958	-3.13205	-2.78207	0.2724115
13870	-6353.53	-6350.432	-3.097771	0.00224417	0.0337992	0.000685289	0.0103211	-6.09942	-3.38732	-1.186248	0.002172633	0.00235095	0.00423378	0.00217263	0.00217263	0.00235095	0.004233784	0.270475	0.545626	0.118199	0.0657007	0.0450484	0.0651136	0.0619139	0.0894911	-3.10002	-2.73162	0.318006
13880	-6351.293	-6352.863	1.569325	0.00307516	0.0245322	0.0104423	0.0833036	-5.7844	-3.70777	1.222506	0.0008178321	0.0023987	0.00313168	0.000817832	0.000817832	0.002398704	0.003131685	0.245096	0.393269	0.100008	0.261626	0.047614	0.0743214	0.0976835	0.152476	-3.04463	-2.59936	0.7186056
13890	-6350.621	-6352.349	1.727856	0.00202048	0.0390001	0.00175604	0.0338959	-6.20442	-3.24419	-0.1402705	0.0003606036	0.002728	0.00343292	0.000360604	0.000360604	0.002727999	0.003432916	0.370145	0.491003	0.0713239	0.0675282	0.0509378	0.0723736	0.101796	0.144633	-2.97715	-2.62591	0.6923605
13900	-6354.192	-6353.317	-0.8748088	0.00261179	0.0216949	0.0066012	0.0548331	-5.94772	-3.83068	0.9272171	0.0002672501	0.00168249	0.00567759	0.00026725	0.00026725	0.001682488	0.005677587	0.396562	0.128732	0.225849	0.248857	0.0479793	0.0664428	0.0976784	0.135267	-3.03699	-2.71141	0.7109106
13910	-6350.044	-6354.417	4.372921	0.00346863	0.0609735	0.00308817	0.0542856	-5.664	-2.79732	-0.11618	0.0005605101	0.00343093	0.00164948	0.00056051	0.00056051	0.003430933	0.001649484	0.525019	0.0468799	0.0654873	0.362613	0.0450942	0.0730071	0.0610126	0.0987787	-3.099	-2.6172	0.3023259
13920	-6356.809	-6349.18	-7.629263	6.97762e-05	0.0577842	8.45989e-05	0.0700595	-9.57022	-2.85104	0.1926289	0.001998923	0.00314352	0.00393832	0.00199892	0.00199892	0.003143523	0.003938321	0.617267	0.143438	0.205396	0.0338988	0.0437329	0.075611	0.0721213	0.124693	-3.12966	-2.58215	0.5002505
13930	-6352.62	-6355.382	2.761384	0.00353673	0.0350899	0.00153251	0.0152049	-5.64455	-3.34984	-0.8362997	0.001228307	0.00212213	0.00291365	0.00122831	0.00122831	0.002122126	0.00291365	0.0359248	0.795788	0.160703	0.00758408	0.0486987	0.0634447	0.0640735	0.0834749	-3.0221	-2.75759	0.2743777
13940	-6354.563	-6351.946	-2.617285	0.0043009	0.0157818	0.000691153	0.00253613	-5.44893	-4.1489	-1.828218	0.001635381	0.00219309	0.00432975	0.00163538	0.00163538	0.002193094	0.004329751	0.547294	0.0809315	0.0975615	0.274213	0.0467969	0.0467877	0.0685848	0.0685714	-3.06194	-3.06213	0.3822542
13950	-6350.188	-6352.055	1.86742	0.00236492	0.0333183	0.00137504	0.0193723	-6.04701	-3.40165	-0.5422646	0.0008685657	0.0024366	0.00329488	0.000868566	0.000868566	0.002436597	0.003294876	0.221007	0.415743	0.260731	0.102518	0.0427648	0.0556117	0.0607154	0.0789547	-3.15204	-2.88936	0.350481
13960	-6353.526	-6351.798	-1.727526	0.000119032	0.0208582	9.26745e-05	0.0162395	-9.03612	-3.87001	-0.2503016	0.0004682453	0.00258535	0.00329282	0.000468245	0.000468245	0.002585352	0.003292825	0.271459	0.29385	0.239336	0.195355	0.046119	0.0655052	0.113283	0.160902	-3.07653	-2.72563	0.8986647
13970	-6356.01	-6349.301	-6.709026	0.00168245	0.0286799	0.000720128	0.0122756	-6.3875	-3.55156	-0.8485793	0.001532824	0.00239682	0.00661509	0.00153282	0.00153282	0.002396822	0.00661509	0.604453	0.0620573	0.220763	0.112727	0.0463565	0.0661869	0.0652372	0.0931443	-3.07139	-2.71527	0.3416674
13980	-6352.485	-6357.2	4.714948	0.00268857	0.0257969	0.0035016	0.0335981	-5.91875	-3.6575	0.2642135	0.001271448	0.00227618	0.00162715	0.00127145	0.00127145	0.00227618	0.001627148	0.517467	0.197533	0.190392	0.0946079	0.0438943	0.0564747	0.0786785	0.101228	-3.12597	-2.87396	0.583585
13990	-6353.529	-6356.579	3.049452	0.00530208	0.0295136	0.00355058	0.019764	-5.23966	-3.5229	-0.4009886	0.0007327065	0.00295013	0.00268402	0.000732706	0.000732706	0.002950129	0.002684019	0.0891855	0.596468	0.260033	0.0543133	0.0466509	0.0510001	0.0616561	0.0674043	-3.06506	-2.97593	0.2788802
14000	-6354.41	-6357.212	2.802343	0.00446301	0.0605348	0.00068655	0.00931213	-5.41193	-2.80454	-1.8719	0.0007229306	0.00256311	0.00245422	0.000722931	0.000722931	0.002563107	0.002454223	0.257235	0.252493	0.189947	0.300325	0.0508468	0.0774608	0.056606	0.0862344	-2.97894	-2.55798	0.1072974
14010	-6349.931	-6351.834	1.903385	0.00240674	0.0648488	0.00250305	0.0674436	-6.02948	-2.7357	0.03923362	0.001027608	0.00340843	0.00226414	0.00102761	0.00102761	0.003408428	0.00226414	0.139476	0.415282	0.219892	0.225349	0.0444002	0.0805627	0.0614422	0.111485	-3.11451	-2.51872	0.3248537
14020	-6355.157	-6355.522	0.3645291	0.0048508	0.0795799	0.00292753	0.0480277	-5.32861	-2.53099	-0.5049827	0.0008967216	0.00413429	0.00266636	0.000896722	0.000896722	0.00413429	0.002666356	0.454445	0.0979721	0.384813	0.0627703	0.048656	0.105605	0.0589318	0.127908	-3.02298	-2.24805	0.1916069
14030	-6352.981	-6358.214	5.233177	0.00240677	0.0707534	0.00195495	0.057471	-6.02947	-2.64856	-0.2079197	0.0009374966	0.00303279	0.00113914	0.000937497	0.000937497	0.003032795	0.001139142	0.487567	0.0843171	0.0937514	0.334364	0.0497953	0.0967095	0.0618992	0.120217	-2.99983	-2.33604	0.2175857
14040	-6350.666	-6349.633	-1.032906	0.00112095	0.0572804	0.000972682	0.0497039	-6.79358	-2.8598	-0.141876	0.000670599	0.002912	0.00402937	0.000670599	0.000670599	0.002911999	0.004029373	0.409549	0.0991805	0.228963	0.262307	0.0466277	0.0923238	0.0921191	0.182398	-3.06556	-2.38245	0.6808889
14050	-6350.506	-6353.189	2.683855	0.00209886	0.0607653	0.00267625	0.0774818	-6.16636	-2.80074	0.2430233	0.001099367	0.0027164	0.00236015	0.00109937	0.00109937	0.002716399	0.002360152	0.348614	0.23761	0.346758	0.0670179	0.0457496	0.083215	0.0733597	0.133436	-3.08457	-2.48633	0.4721933
14060	-6354.773	-6356.324	1.551439	0.00488454	0.0170369	0.00632694	0.0220679	-5.32168	-4.07237	0.2587416	0.001136973	0.00287116	0.00275321	0.00113697	0.00113697	0.002871158	0.002753207	0.391417	0.117139	0.458652	0.0327916	0.0475853	0.0532342	0.108564	0.121452	-3.04523	-2.93305	0.8248152
14070	-6354.466	-6357.093	2.62697	0.0030343	0.0162463	0.00424995	0.0227552	-5.79777	-4.11989	0.3369272	0.0001951319	0.00237089	0.00357357	0.000195132	0.000195132	0.002370892	0.003573572	0.319942	0.0497594	0.478252	0.152047	0.053456	0.0642162	0.103066	0.123812	-2.9289	-2.7455	0.6565104
14080	-6355.335	-6353.381	-1.954003	0.00109194	0.037183	0.000217829	0.0074176	-6.8198	-3.2919	-1.611996	0.0008454016	0.00308316	0.00354364	0.000845402	0.000845402	0.003083164	0.003543638	0.144165	0.0457073	0.616574	0.193555	0.0449632	0.0719076	0.0777294	0.124309	-3.10191	-2.63237	0.5473878
14090	-6350.43	-6353.852	3.421719	0.003903	0.0242727	0.00188118	0.011699	-5.54601	-3.7184	-0.7298467	0.0004911436	0.00262322	0.00263166	0.000491144	0.000491144	0.002623218	0.002631657	0.722023	0.0717594	0.146372	0.0598464	0.0461798	0.0648583	0.0976803	0.137189	-3.07521	-2.73555	0.7491573
14100	-6352.516	-6350.86	-1.655773	0.00631354	0.0363204	0.00569868	0.0327833	-5.06506	-3.31538	-0.1024619	0.001061649	0.0031854	0.00452009	0.00106165	0.00106165	0.003185399	0.004520089	0.0815679	0.111953	0.481015	0.325464	0.047725	0.0693731	0.0646499	0.093975	-3.0423	-2.66826	0.3035301
14110	-6352.402	-6351.456	-0.9451149	0.00927774	0.0303477	0.015643	0.0511685	-4.68014	-3.49503	0.5224033	2.946552e-05	0.00207563	0.00555097	2.94655e-05	2.94655e-05	0.002075628	0.005550974	0.208298	0.67628	0.0607446	0.0546767	0.0555714	0.0733422	0.376718	0.497186	-2.89009	-2.61262	1.913827
14120	-6353.776	-6350.78	-2.995539	0.0013651	0.0208697	0.000173274	0.00264902	-6.59653	-3.86946	-2.064109	0.001421864	0.00293756	0.00334647	0.00142186	0.00142186	0.002937563	0.003346467	0.681666	0.0068304	0.191932	0.119571	0.0443741	0.045344	0.0639772	0.0653755	-3.1151	-3.09348	0.3658702
14130	-6352.704	-6356.42	3.716122	0.00652585	0.0339303	0.0111492	0.0579689	-5.03198	-3.38345	0.5355987	0.0007912875	0.00278128	0.00238671	0.000791287	0.000791287	0.002781284	0.002386712	0.00917822	0.233277	0.680741	0.0768037	0.0377424	0.059998	0.0631233	0.100345	-3.27697	-2.81344	0.5143069
14140	-6351.514	-6354.604	3.089729	0.00102027	0.0141446	0.00166368	0.0230647	-6.88769	-4.25842	0.4889677	0.0004145552	0.00215088	0.00273846	0.000414555	0.000414555	0.002150883	0.002738457	0.434966	0.262046	0.143625	0.159363	0.0471749	0.0697577	0.10487	0.155072	-3.05389	-2.66273	0.7988596
14150	-6357.409	-6358.737	1.328515	0.0123494	0.0454634	0.00453703	0.0167027	-4.39415	-3.09085	-1.001336	0.00053764	0.0028973	0.00377604	0.00053764	0.00053764	0.002897302	0.003776035	0.406271	0.0553578	0.253879	0.284493	0.0446899	0.0581139	0.0637573	0.0829088	-3.10801	-2.84535	0.3553362
14160	-6354.643	-6352.03	-2.613111	0.00657517	0.0239101	0.00217497	0.00790909	-5.02446	-3.73346	-1.106286	0.001779332	0.00291153	0.00424047	0.00177933	0.00177933	0.002911528	0.004240475	0.830253	0.0215307	0.0284074	0.119809	0.0449943	0.0589932	0.0580837	0.076155	-3.10122	-2.83033	0.2553482
14170	-6353.67	-6354.488	0.817728	0.00615187	0.0279463	0.0158154	0.0718453	-5.091	-3.57747	0.9442307	0.001872563	0.00320415	0.00216773	0.00187256	0.00187256	0.003204154	0.00216773	0.726043	0.0157727	0.234029	0.0241558	0.0497427	0.0724177	0.0773118	0.112554	-3.00089	-2.6253	0.4409831
14180	-6351.78	-6353.627	1.846504	0.00359014	0.0188783	0.00675433	0.0355168	-5.62956	-3.96974	0.6319931	0.0005437749	0.00302535	0.00301285	0.000543775	0.000543775	0.003025351	0.003012852	0.263406	0.0494783	0.459063	0.228052	0.0493976	0.0577073	0.0863133	0.100833	-3.00785	-2.85237	0.5580806
14190	-6350.687	-6355.074	4.387541	0.00526086	0.0327178	0.00473651	0.0294569	-5.24746	-3.41984	-0.1049927	0.0001858788	0.00254302	0.00292496	0.000185879	0.000185879	0.002543018	0.002924962	0.370796	0.115409	0.193868	0.319928	0.0496895	0.0644534	0.081725	0.106007	-3.00196	-2.74181	0.4975664
14200	-6355.742	-6350.116	-5.625593	0.00237535	0.0266777	0.00271975	0.0305457	-6.04261	-3.62393	0.135396	0.0001606266	0.00274288	0.00682915	0.000160627	0.000160627	0.002742884	0.006829147	0.615695	0.277891	0.0443283	0.0620858	0.0495784	0.0771071	0.234344	0.364465	-3.0042	-2.56256	1.553234
14210	-6354.2	-6352.525	-1.675162	0.00116525	0.0225615	0.000193761	0.00375161	-6.75482	-3.79151	-1.794062	0.0004594953	0.00306431	0.00369519	0.000459495	0.000459495	0.003064309	0.003695194	0.334461	0.103704	0.100114	0.461721	0.0463071	0.0592383	0.0722581	0.0924362	-3.07246	-2.82619	0.4449497
14220	-6350.809	-6354.397	3.588147	0.00403585	0.0127421	0.00524751	0.0165676	-5.51254	-4.36284	0.2625367	0.0005217866	0.00190577	0.00328889	0.000521787	0.000521787	0.001905768	0.003288888	0.306645	0.0614878	0.00902808	0.622839	0.0488178	0.0632834	0.097671	0.126613	-3.01966	-2.76013	0.6935092
14230	-6355.073	-6356.531	1.458469	0.011474	0.003642	0.0261153	0.00828936	-4.46767	-5.61522	0.8224405	0.001516201	0.0018992	0.00322721	0.0015162	0.0015162	0.001899196	0.003227206	0.153128	0.519248	0.00423472	0.323389	0.046887	0.0499705	0.0773111	0.0823954	-3.06002	-2.99632	0.5000971
14240	-6350.434	-6351.598	1.164369	0.00220209	0.0242148	0.00379108	0.0416876	-6.11835	-3.72079	0.5432425	0.00114303	0.002398	0.00329939	0.00114303	0.00114303	0.002398003	0.003299387	0.245741	0.703243	0.00669146	0.0443237	0.0435957	0.0679471	0.0677794	0.105639	-3.1328	-2.68903	0.4412995
14250	-6353.119	-6352.579	-0.5397547	0.00855433	0.0505996	0.00870116	0.0514682	-4.76132	-2.98381	0.01701892	0.00112588	0.00285466	0.00420309	0.00112588	0.00112588	0.002854656	0.004203094	0.341297	0.334524	0.217053	0.107126	0.0537707	0.0856279	0.0961185	0.153065	-2.92303	-2.45774	0.5808526
14260	-6352.091	-6352.592	0.5002002	0.0144319	0.0448474	0.0178422	0.0554447	-4.23831	-3.10449	0.2121217	6.974565e-05	0.00247889	0.00469907	6.97457e-05	6.97457e-05	0.002478893	0.004699069	0.281926	0.0280733	0.324704	0.365297	0.0600511	0.0857502	0.31412	0.448549	-2.81256	-2.45632	1.654579
14270	-6353.54	-6358.046	4.505519	0.0122135	0.049241	0.00725319	0.0292426	-4.40521	-3.01103	-0.5211023	0.0002596089	0.0022887	0.00317401	0.000259609	0.000259609	0.0022887	0.003174012	0.285868	0.236035	0.400855	0.0772425	0.0538636	0.100846	0.0957763	0.179317	-2.9213	-2.29416	0.5755596
14280	-6350.366	-6352.239	1.873292	0.00158022	0.0446986	0.000936368	0.0264865	-6.45019	-3.10781	-0.5233085	0.0003493741	0.00284422	0.00306186	0.000349374	0.000349374	0.002844217	0.00306186	0.248151	0.284036	0.322836	0.144977	0.0455277	0.0808472	0.0959044	0.170305	-3.08943	-2.51519	0.7450312
14290	-6355.245	-6356.189	0.9437161	0.00240564	0.0171817	0.0013871	0.00990702	-6.02994	-4.06391	-0.5506015	0.0002339706	0.00353619	0.00290535	0.000233971	0.000233971	0.003536189	0.002905348	0.250897	0.204401	0.130833	0.413868	0.0516866	0.0607575	0.138103	0.16234	-2.96256	-2.80086	0.9828015
14300	-6353.663	-6357.509	3.84624	0.00479753	0.0152401	0.00196504	0.00624225	-5.33965	-4.18383	-0.8925856	0.0001676681	0.00246743	0.0027116	0.000167668	0.000167668	0.002467433	0.002711598	0.0523672	0.296535	0.533573	0.117524	0.0510979	0.060169	0.140816	0.165814	-2.97401	-2.8106	1.013712
14310	-6349.648	-6351.73	2.082017	0.00477642	0.0537013	0.00590984	0.0664444	-5.34406	-2.92432	0.2129279	0.001369089	0.00226238	0.00319779	0.00136909	0.00136909	0.002262377	0.003197786	0.414162	0.3572	0.166318	0.0623197	0.0466481	0.0845352	0.0670102	0.121435	-3.06512	-2.47059	0.3622119
14320	-6352.686	-6352.088	-0.5986534	0.00274086	0.0155991	0.00490279	0.0279033	-5.89948	-4.16054	0.581532	0.0006625103	0.00222727	0.0047713	0.00066251	0.00066251	0.002227272	0.004771302	0.340069	0.217602	0.155025	0.287305	0.0472075	0.0669759	0.0826729	0.117293	-3.0532	-2.70342	0.5603384
14330	-6352.839	-6356.249	3.410526	0.00377838	0.0265858	0.00126698	0.00891481	-5.57846	-3.62738	-1.092662	0.0003918889	0.00218236	0.00315189	0.000391889	0.000391889	0.002182363	0.003151887	0.154848	0.0306302	0.352339	0.462182	0.0487615	0.0568798	0.0780866	0.0910872	-3.02081	-2.86681	0.4708773
14340	-6351.952	-6353.26	1.307173	0.0054172	0.0281441	0.00174745	0.00907857	-5.21818	-3.57042	-1.131419	0.001027	0.0032544	0.00257239	0.001027	0.001027	0.003254396	0.00257239	0.511189	0.280169	0.202903	0.0057381	0.0483663	0.0539025	0.077858	0.08677	-3.02895	-2.92058	0.4760842
14350	-6351.966	-6352.269	0.302681	0.00205279	0.0370411	0.00084303	0.0152119	-6.18856	-3.29573	-0.8899522	0.0006492633	0.00214226	0.00440197	0.000649263	0.000649263	0.002142262	0.004401971	0.460632	0.136261	0.242455	0.160653	0.045787	0.0554481	0.065412	0.0792141	-3.08376	-2.89231	0.356707
14360	-6350.501	-6351.914	1.41299	0.00473356	0.00592544	0.0190718	0.0238739	-5.35308	-5.1285	1.393532	0.0009416027	0.0020537	0.00325888	0.000941603	0.000941603	0.002053703	0.003258879	0.434059	0.16422	0.322024	0.0796975	0.0435542	0.0487562	0.0746161	0.0835282	-3.13375	-3.02092	0.538351
14370	-6356.374	-6354.625	-1.749412	0.00410481	0.00999382	0.00133406	0.00324798	-5.4956	-4.60579	-1.123935	0.001140233	0.00228439	0.00462767	0.00114023	0.00114023	0.002284389	0.004627665	0.351965	0.0237786	0.255548	0.368708	0.0429662	0.0397852	0.0728479	0.0674546	-3.14734	-3.22426	0.5279601
14380	-6351.327	-6352.468	1.140736	0.00043153	0.0320628	0.000324235	0.0240907	-7.74817	-3.44006	-0.2858686	0.001147843	0.00240704	0.00250778	0.00114784	0.00114784	0.002407038	0.002507777	0.712866	0.01354	0.11044	0.163154	0.0396869	0.0569767	0.0654548	0.0939705	-3.22673	-2.86511	0.5003381
14390	-6355.042	-6355.688	0.6464369	0.00139453	0.0320849	0.000239454	0.00550929	-6.5752	-3.43937	-1.761951	0.0003362977	0.00288593	0.00306521	0.000336298	0.000336298	0.002885925	0.003065205	0.0859316	0.0513352	0.111337	0.751396	0.0471237	0.0690633	0.0660865	0.0968546	-3.05498	-2.67273	0.3381879
14400	-6350.828	-6351.079	0.2505467	0.00118637	0.0283208	0.00122479	0.0292381	-6.73686	-3.56416	0.03187335	0.001385682	0.00229094	0.00347656	0.00138568	0.00138568	0.002290935	0.003476563	0.297827	0.52474	0.0879652	0.0894682	0.0445254	0.0679929	0.0619765	0.0946416	-3.11169	-2.68835	0.3306938
14410	-6354.058	-6352.574	-1.484004	0.000601742	0.0367651	7.33937e-05	0.00448419	-7.41568	-3.30321	-2.103991	0.0004874744	0.00286788	0.00318856	0.000487474	0.000487474	0.002867878	0.003188564	0.457411	0.0257688	0.301529	0.215291	0.0467313	0.0538629	0.0702298	0.0809474	-3.06334	-2.92131	0.4073571
14420	-6356.785	-6355.064	-1.721385	0.000452829	0.020176	0.000837895	0.0373328	-7.7	-3.90326	0.6153783	0.002109007	0.00300772	0.00229215	0.00210901	0.00210901	0.003007719	0.00229215	0.224364	0.495722	0.183639	0.0962751	0.0448475	0.0687543	0.0689658	0.105729	-3.10449	-2.67722	0.4303435
14430	-6351.095	-6354.536	3.441133	0.00163838	0.0190335	0.000595177	0.00691432	-6.41404	-3.96155	-1.012607	0.0008361552	0.00234288	0.00224377	0.000836155	0.000836155	0.002342875	0.002243766	0.222237	0.238241	0.288106	0.251417	0.0453158	0.0535991	0.0655298	0.0775081	-3.0941	-2.92622	0.3688504
14440	-6355.999	-6358.373	2.374085	0.00135458	0.00126577	0.00236911	0.00221378	-6.60426	-6.67208	0.5590225	0.0001912285	0.00230798	0.00229899	0.000191229	0.000191229	0.002307978	0.002298994	0.206094	0.176852	0.160177	0.456878	0.0495273	0.0555126	0.156978	0.175949	-3.00523	-2.89115	1.153583
14450	-6351.069	-6352.174	1.104739	0.00291346	0.0136477	0.0104537	0.0489692	-5.83841	-4.29418	1.277618	0.0009738552	0.00207422	0.00345835	0.000973855	0.000973855	0.002074216	0.003458349	0.705329	0.0963788	0.128121	0.0701712	0.0455583	0.0598006	0.0800458	0.105069	-3.08876	-2.81674	0.5636062
14460	-6360.336	-6365.332	4.996543	0.00684385	0.00286471	0.00158416	0.000663099	-4.9844	-5.85529	-1.4633	0.0001284747	0.00125056	0.00220216	0.000128475	0.000128475	0.001250564	0.002202158	0.0912898	0.353735	0.249704	0.305272	0.0544909	0.0526964	0.42772	0.413635	-2.90972	-2.94321	2.060436
14470	-6355.799	-6354.617	-1.182347	0.00308084	0.00354363	0.000426426	0.000490482	-5.78255	-5.6426	-1.977519	9.817833e-05	0.00222369	0.00398805	9.81783e-05	9.81783e-05	0.002223694	0.003988047	0.208864	0.149214	0.506623	0.135299	0.0517559	0.0578877	0.212833	0.238048	-2.96122	-2.84925	1.413969
14480	-6351.471	-6353.351	1.880115	0.0111456	0.0204681	0.0142579	0.0261836	-4.49671	-3.88889	0.2462647	0.001264774	0.0018502	0.00390702	0.00126477	0.00126477	0.001850199	0.003907025	0.904617	0.00267493	0.0392163	0.0534917	0.0490913	0.0582954	0.0789995	0.0938112	-3.01407	-2.84223	0.4757604
14490	-6355.665	-6356.019	0.3539902	0.000295177	0.0228286	5.48155e-05	0.00423937	-8.12794	-3.77974	-1.6836	0.00039535	0.00269515	0.00213559	0.00039535	0.00039535	0.00269515	0.002135586	0.251258	0.0741955	0.266871	0.407675	0.0484672	0.0658562	0.141862	0.192758	-3.02687	-2.72028	1.073964
14500	-6351.458	-6354.392	2.933877	0.00681363	0.0363103	0.00175479	0.00935141	-4.98883	-3.31565	-1.356576	0.00128198	0.00216443	0.00264565	0.00128198	0.00128198	0.002164432	0.002645647	0.487625	0.310825	0.0697384	0.131811	0.0461281	0.0658002	0.0626169	0.0893209	-3.07633	-2.72113	0.3056125
14510	-6350.717	-6354.091	3.374773	0.0071235	0.0461105	0.00234123	0.0151548	-4.94436	-3.07672	-1.112721	0.0008800075	0.00292962	0.00226659	0.000880007	0.000880007	0.002929618	0.00226659	0.477505	0.123308	0.115632	0.283554	0.0510623	0.0607196	0.0660093	0.0784935	-2.97471	-2.80149	0.2567492
14520	-6351.3	-6353.949	2.648811	0.00379863	0.0220093	0.00252848	0.0146501	-5.57312	-3.81629	-0.4070218	0.001514524	0.00180183	0.00305737	0.00151452	0.00151452	0.001801825	0.003057368	0.777977	0.126729	0.0915539	0.00374063	0.0437074	0.0616103	0.0635211	0.08954	-3.13024	-2.78693	0.3738553
14530	-6351.909	-6351.408	-0.5010847	0.00965374	0.038908	0.0154296	0.062187	-4.64041	-3.24655	0.4689454	0.002165111	0.0030417	0.00300552	0.00216511	0.00216511	0.003041696	0.003005517	0.275689	0.356539	0.222806	0.144966	0.0492703	0.0754685	0.0742877	0.113788	-3.01043	-2.58404	0.4106245
14540	-6350.9	-6350.963	0.06314983	0.00674246	0.0247082	0.00557484	0.0204293	-4.99933	-3.70062	-0.1901621	0.001517167	0.00237344	0.00397397	0.00151717	0.00151717	0.002373436	0.003973971	0.325713	0.36337	0.277674	0.0332426	0.0475094	0.0621394	0.0694637	0.0908542	-3.04683	-2.77837	0.3798754
14550	-6351.823	-6353.615	1.791972	0.00784472	0.0382738	0.0129131	0.0630019	-4.84791	-3.26299	0.498399	0.001432013	0.00237535	0.00319822	0.00143201	0.00143201	0.002375347	0.003198223	0.314071	0.214121	0.0537346	0.418074	0.047099	0.0628211	0.0748039	0.0997741	-3.0555	-2.76746	0.4626185
