Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta	hidden_rate	Q[1]	Q[2]	R[1]	R[2]	rate_01	rate_10	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta
100	-6354.361	-6354.738	0.3771419	0.00132147	0.0120806	0.00158824	0.0145194	-6.62901	-4.41615	0.1838817	0.001885993	0.00165783	0.00338831	0.00188599	0.00188599	0.001657829	0.003388305	0.232239	0.556316	0.187758	0.0236873	0.0400912	0.0508393	0.0636543	0.0807194	-3.2166	-2.97909	0.4623096
110	-6356.761	-6355.879	-0.8813514	4.93387e-05	0.0131449	6.7705e-05	0.018038	-9.9168	-4.33172	0.3164512	0.0008231237	0.0019943	0.00249165	0.000823124	0.000823124	0.0019943	0.002491648	0.262915	0.375875	0.18817	0.17304	0.0430004	0.0556666	0.0712381	0.0922219	-3.14655	-2.88838	0.5048182
120	-6354.183	-6350.14	-4.043103	0.000486046	0.0194999	6.28801e-05	0.00252272	-7.62921	-3.93734	-2.045074	0.00087508	0.00263517	0.00413227	0.00087508	0.00087508	0.002635168	0.004132267	0.398923	0.115388	0.448448	0.0372405	0.0446048	0.0497505	0.0693789	0.0773826	-3.10991	-3.00073	0.4417411
130	-6351.321	-6348.845	-2.475958	0.00133986	0.0307302	0.00101674	0.0233194	-6.61519	-3.48251	-0.275963	0.001498054	0.0027937	0.00419243	0.00149805	0.00149805	0.002793703	0.004192427	0.188485	0.102368	0.0172618	0.691885	0.0417349	0.0554283	0.0639668	0.0849546	-3.17642	-2.89266	0.4270266
140	-6353.771	-6350.231	-3.539811	0.00084293	0.0481801	0.000260174	0.014871	-7.07863	-3.03281	-1.175532	0.001273973	0.00259053	0.00468376	0.00127397	0.00127397	0.002590528	0.004683756	0.523793	0.149517	0.119854	0.206836	0.0433495	0.0578587	0.0582127	0.0776968	-3.13846	-2.84975	0.294809
150	-6350.041	-6350.027	-0.01383131	0.00376428	0.0386969	0.00250476	0.025749	-5.5822	-3.252	-0.4073625	0.0009917816	0.00350672	0.00323582	0.000991782	0.000991782	0.003506722	0.003235819	0.401355	0.342905	0.0480234	0.207716	0.0462627	0.0682526	0.0667545	0.0984847	-3.07342	-2.68454	0.3666858
160	-6353.86	-6360.213	6.353035	0.00451265	0.031504	0.00393787	0.0274913	-5.40087	-3.45764	-0.1362452	0.0009574996	0.0025701	0.00117934	0.0009575	0.0009575	0.002570101	0.001179337	0.12879	0.454375	0.0848294	0.332006	0.0491763	0.0726343	0.0701199	0.103568	-3.01234	-2.62232	0.3547943
170	-6353.868	-6355.976	2.108248	0.000862789	0.0820523	0.00156919	0.149232	-7.05534	-2.5004	0.5981443	0.0005140649	0.00240903	0.00294378	0.000514065	0.000514065	0.002409027	0.002943785	0.198492	0.315257	0.366153	0.120099	0.0491095	0.11211	0.092993	0.21229	-3.0137	-2.18827	0.6384713
180	-6350.943	-6355.636	4.693078	0.006628	0.0746613	0.00542904	0.0611556	-5.01645	-2.59479	-0.1995403	0.0003224454	0.003546	0.00162195	0.000322445	0.000322445	0.003545997	0.001621951	0.627343	0.250778	0.0911552	0.0307246	0.0515146	0.111086	0.100569	0.216865	-2.96589	-2.19745	0.6689733
190	-6353.394	-6353.668	0.2740114	0.00109728	0.0818466	0.000814206	0.060732	-6.81492	-2.50291	-0.2983763	0.00150242	0.00349145	0.00210483	0.00150242	0.00150242	0.003491446	0.002104832	0.255726	0.385093	0.263827	0.0953531	0.0469095	0.0823057	0.0679222	0.119174	-3.05954	-2.49731	0.3701438
200	-6357.903	-6354.273	-3.629583	0.00155546	0.0815068	0.000514843	0.026978	-6.46598	-2.50707	-1.105665	0.001280591	0.00342121	0.00421493	0.00128059	0.00128059	0.003421206	0.004214929	0.0127734	0.681032	0.041755	0.264439	0.0425562	0.0552129	0.0591185	0.0767009	-3.15693	-2.89656	0.3287167
210	-6353.779	-6348.753	-5.025582	0.000510507	0.029291	0.000313505	0.0179878	-7.58011	-3.53048	-0.4875866	0.001653916	0.00281943	0.00475813	0.00165392	0.00165392	0.002819432	0.004758135	0.192531	0.507813	0.0736748	0.225981	0.0431489	0.0573546	0.0590747	0.0785236	-3.1431	-2.8585	0.3141461
220	-6350.999	-6352.415	1.415968	0.00227734	0.019093	0.0033187	0.0278237	-6.08475	-3.95843	0.3765648	0.001393708	0.00245165	0.00285675	0.00139371	0.00139371	0.002451653	0.002856748	0.344431	0.291606	0.255335	0.108628	0.0452517	0.0587304	0.0757178	0.0982712	-3.09552	-2.8348	0.5147734
230	-6355.095	-6354.126	-0.9684906	0.00624183	0.0259566	0.00530743	0.0220709	-5.07648	-3.65133	-0.1621657	0.0004355981	0.00322295	0.00464467	0.000435598	0.000435598	0.003222948	0.004644671	0.493718	0.134347	0.0384511	0.333484	0.0481413	0.0481077	0.0776502	0.077596	-3.03362	-3.03431	0.4780743
240	-6349.911	-6349.999	0.08840492	0.00379309	0.0419439	0.00267786	0.0296117	-5.57457	-3.17142	-0.3481607	0.002137084	0.00285034	0.00272608	0.00213708	0.00213708	0.002850339	0.002726081	0.464795	0.268119	0.208201	0.0588857	0.0462114	0.0660921	0.0652133	0.093269	-3.07453	-2.71671	0.3444378
250	-6359.206	-6359.698	0.491962	0.00232167	0.0114341	0.00406526	0.0200212	-6.06547	-4.47116	0.5601922	0.001157596	0.00119544	0.00477811	0.0011576	0.0011576	0.00119544	0.004778113	0.679146	0.0146276	0.265902	0.0403247	0.0427056	0.0548766	0.0574172	0.073781	-3.15343	-2.90267	0.2960147
260	-6354.505	-6355.779	1.274469	0.00164839	0.0351607	0.00234	0.049913	-6.40796	-3.34783	0.3503522	0.001824928	0.00289512	0.00200884	0.00182493	0.00182493	0.00289512	0.002008838	0.166164	0.0042442	0.133241	0.696351	0.0490877	0.0663407	0.0788714	0.106593	-3.01415	-2.71295	0.4742106
270	-6352.649	-6353.025	0.3761396	0.00043856	0.0470622	0.000271799	0.029167	-7.73201	-3.05628	-0.4784311	0.0005169247	0.00258611	0.00347494	0.000516925	0.000516925	0.002586109	0.003474937	0.330799	0.0697041	0.171476	0.428022	0.0460708	0.0796013	0.0573311	0.0990569	-3.07758	-2.53073	0.2186647
280	-6349.802	-6351.437	1.634954	0.00672757	0.0227101	0.00441328	0.0148978	-5.00154	-3.78495	-0.4215955	0.0006788418	0.00265666	0.0037208	0.000678842	0.000678842	0.002656662	0.003720804	0.598826	0.0815112	0.0931221	0.226541	0.0463778	0.0559002	0.066609	0.0802854	-3.07093	-2.88419	0.3620186
290	-6355.268	-6355.603	0.3354006	0.0013898	0.00790289	0.0087299	0.0496413	-6.5786	-4.84053	1.837594	0.001081648	0.0026118	0.00226994	0.00108165	0.00108165	0.002611801	0.002269937	0.578645	0.0718673	0.0581987	0.291289	0.04396	0.0612404	0.0865002	0.120503	-3.12448	-2.79295	0.6768667
300	-6354.655	-6355.898	1.243009	0.00292991	0.00969357	0.0121934	0.0403417	-5.83278	-4.63629	1.425923	0.000895471	0.00192666	0.00346222	0.000895471	0.000895471	0.00192666	0.003462217	0.369626	0.238521	0.0815496	0.310304	0.0495572	0.0518521	0.0847724	0.088698	-3.00463	-2.95936	0.5368429
310	-6353.952	-6358.697	4.745427	0.00276815	0.0181423	0.00888628	0.0582402	-5.88958	-4.00951	1.16633	0.0002443454	0.00216742	0.00217645	0.000244345	0.000244345	0.002167417	0.002176453	0.193636	0.460722	0.129445	0.216196	0.0519629	0.0605314	0.148128	0.172554	-2.95723	-2.80459	1.047549
320	-6353.192	-6351.791	-1.401538	0.000710264	0.0271922	0.000492831	0.0188679	-7.24987	-3.60482	-0.3654717	0.002501898	0.00296244	0.00214907	0.0025019	0.0025019	0.002962441	0.00214907	0.428387	0.133753	0.411677	0.0261832	0.0437281	0.0578302	0.0665411	0.0880003	-3.12976	-2.85024	0.4198286
330	-6354.804	-6356.514	1.709246	0.00403497	0.0132085	0.000422694	0.00138369	-5.51276	-4.3269	-2.256105	0.0008823193	0.00228396	0.00244387	0.000882319	0.000882319	0.002283959	0.002443866	0.662482	0.147359	0.163546	0.0266131	0.0481202	0.0616554	0.0644419	0.082568	-3.03405	-2.78619	0.2920621
340	-6352.368	-6353.733	1.365221	0.00114346	0.0200433	0.00125504	0.0219992	-6.7737	-3.90986	0.09311011	0.0005838761	0.00295729	0.00292218	0.000583876	0.000583876	0.002957288	0.002922178	0.217098	0.664553	0.0464633	0.0718858	0.0425559	0.0479533	0.0690361	0.077792	-3.15694	-3.03753	0.4838119
350	-6351.952	-6355.782	3.830111	0.00140916	0.0299403	0.000777915	0.0165283	-6.56476	-3.50855	-0.5941317	0.0002744654	0.00258181	0.00252104	0.000274465	0.000274465	0.002581805	0.002521037	0.38059	0.145094	0.296977	0.177339	0.0441103	0.0509025	0.0641814	0.0740642	-3.12106	-2.97784	0.3750199
360	-6356.828	-6358.761	1.933235	0.0010124	0.0390541	0.000679807	0.0262241	-6.89543	-3.24281	-0.3982702	0.0002145065	0.00345551	0.00259414	0.000214506	0.000214506	0.003455509	0.002594136	0.384952	0.0192129	0.469777	0.126058	0.0414204	0.0730422	0.0541582	0.0955044	-3.18398	-2.61672	0.2681353
370	-6351.899	-6352.228	0.3290291	0.00721333	0.0388647	0.0190267	0.102514	-4.93182	-3.24767	0.9699137	0.0003709232	0.00282653	0.00413231	0.000370923	0.000370923	0.002826526	0.004132309	0.164605	0.0474286	0.229725	0.558241	0.0527818	0.0841897	0.126284	0.20143	-2.94159	-2.47468	0.8723686
380	-6352.713	-6357.654	4.940491	0.00277638	0.018279	0.00211559	0.0139285	-5.88661	-4.002	-0.2718115	0.0007562555	0.00196707	0.00226047	0.000756256	0.000756256	0.001967072	0.002260465	0.461606	0.130902	0.301543	0.105949	0.0510724	0.0651256	0.102001	0.130068	-2.97451	-2.73144	0.6917369
390	-6355.948	-6355.143	-0.8047596	0.00137473	0.00239098	0.000999955	0.00173916	-6.5895	-6.03605	-0.3183018	0.0005440386	0.00225066	0.00415922	0.000544039	0.000544039	0.002250661	0.004159224	0.147661	0.346488	0.408083	0.0977682	0.0449683	0.0537389	0.0830448	0.0992417	-3.1018	-2.92362	0.6134217
400	-6353.665	-6355.363	1.69809	0.00855523	0.0106039	0.00533414	0.00661148	-4.76121	-4.54653	-0.472415	0.001236011	0.00235543	0.00335146	0.00123601	0.00123601	0.002355429	0.003351461	0.530128	0.0807084	0.151955	0.237208	0.0484589	0.0446744	0.0690866	0.0636912	-3.02704	-3.10836	0.3546459
410	-6357.403	-6352.788	-4.614909	0.00301809	0.000677794	0.00724668	0.00162744	-5.80313	-7.29667	0.8759203	0.000759118	0.00284788	0.00482608	0.000759118	0.000759118	0.002847884	0.004826084	0.687321	0.130697	0.0569818	0.125	0.0434182	0.0387572	0.0701484	0.0626178	-3.13688	-3.25044	0.4797345
420	-6356.998	-6352.261	-4.737153	0.00744517	0.000920758	0.0950939	0.0117604	-4.90019	-6.99031	2.547299	0.001277983	0.00172357	0.0041971	0.00127798	0.00127798	0.001723574	0.004197098	0.0569681	0.289072	0.468957	0.185002	0.0498629	0.0549959	0.170476	0.188025	-2.99848	-2.9005	1.229317
430	-6359.915	-6352.418	-7.497606	0.0156172	0.0021525	0.269886	0.0371981	-4.15938	-6.14113	2.849628	0.002067166	0.00147606	0.00520078	0.00206717	0.00206717	0.001476061	0.00520078	0.309541	0.147779	0.271242	0.271438	0.0590918	0.0531796	0.189435	0.170482	-2.82866	-2.93408	1.164954
440	-6355.724	-6359.092	3.367554	0.0046398	0.0218469	0.0374075	0.176136	-5.37308	-3.8237	2.087199	0.0001443572	0.00206591	0.00224913	0.000144357	0.000144357	0.002065906	0.002249127	0.318962	0.152579	0.0515139	0.476945	0.0531271	0.0783677	0.267054	0.393932	-2.93507	-2.54634	1.614766
450	-6359.63	-6363.212	3.581518	0.00173138	0.0202958	0.00216951	0.0254318	-6.35884	-3.89734	0.2255858	0.0001461958	0.00361405	0.00152716	0.000146196	0.000146196	0.003614045	0.001527159	0.0791459	0.64117	0.107535	0.172149	0.0464515	0.0589761	0.135015	0.171419	-3.06935	-2.83062	1.066976
460	-6356.754	-6361.82	5.066627	0.00175294	0.00950299	0.00260367	0.0141149	-6.34646	-4.65615	0.3956258	0.0003744829	0.0020283	0.00200875	0.000374483	0.000374483	0.002028302	0.002008751	0.194972	0.446152	0.141569	0.217306	0.0472058	0.0708791	0.133525	0.200486	-3.05324	-2.64678	1.03977
470	-6352.954	-6355.136	2.181395	0.00189332	0.00899066	0.00301896	0.0143359	-6.26942	-4.71157	0.4665785	0.0005069256	0.00212694	0.00335222	0.000506926	0.000506926	0.00212694	0.003352223	0.253803	0.284436	0.0595981	0.402163	0.044452	0.0606839	0.0908666	0.124047	-3.11335	-2.80208	0.7149819
480	-6354.183	-6356.07	1.887128	0.0139683	0.0301584	0.014192	0.0306415	-4.27097	-3.50129	0.01589289	0.001846685	0.0017995	0.00353666	0.00184668	0.00184668	0.001799497	0.003536662	0.200901	0.144445	0.591477	0.063177	0.0497739	0.0657852	0.0711459	0.0940322	-3.00027	-2.72136	0.3572426
490	-6355.28	-6352.24	-3.040111	0.0010756	0.0160396	0.00204375	0.0304767	-6.83487	-4.1327	0.6419045	0.0007347983	0.0020583	0.00554759	0.000734798	0.000734798	0.0020583	0.005547594	0.339602	0.280686	0.0466983	0.333014	0.044317	0.0533839	0.0918837	0.110682	-3.11639	-2.93025	0.7291547
500	-6354.888	-6354.954	0.06561835	0.0125555	0.00567192	0.0588426	0.0265819	-4.37759	-5.17223	1.544704	0.002043343	0.00198677	0.00287331	0.00204334	0.00204334	0.00198677	0.002873314	0.288252	0.0995597	0.237175	0.375014	0.0514302	0.0369266	0.115873	0.0831964	-2.96753	-3.29882	0.8122721
510	-6353.039	-6351.209	-1.82996	0.00660835	0.00186368	0.0413951	0.0116742	-5.01942	-6.2852	1.834829	0.00215824	0.00203951	0.00291836	0.00215824	0.00215824	0.002039507	0.002918358	0.168293	0.725452	0.0105036	0.0957517	0.047988	0.0440776	0.0923687	0.0848419	-3.0368	-3.1218	0.6548381
520	-6355.881	-6353.746	-2.134838	0.000402273	0.00136152	0.000278713	0.000943327	-7.81838	-6.59915	-0.3669473	0.001230084	0.00196904	0.00360581	0.00123008	0.00123008	0.001969041	0.003605809	0.480821	0.35256	0.147756	0.0188626	0.0442546	0.0502748	0.0629619	0.0715269	-3.1178	-2.99025	0.3525701
530	-6355.541	-6358.104	2.562601	0.000177149	0.0359398	0.000459607	0.0932444	-8.63852	-3.32591	0.9533795	0.0002592491	0.00249709	0.00173196	0.000259249	0.000259249	0.002497085	0.001731959	0.209048	0.289108	0.0531259	0.448718	0.046075	0.0698058	0.0930365	0.140955	-3.07748	-2.66204	0.7027217
540	-6352.932	-6353.808	0.8756478	0.00653146	0.0172883	0.00654101	0.0173136	-5.03113	-4.05772	0.00146118	0.001190278	0.00265463	0.00353699	0.00119028	0.00119028	0.002654625	0.003536985	0.258334	0.0963454	0.538823	0.106497	0.0493912	0.0488873	0.0771183	0.0763315	-3.00798	-3.01824	0.4455676
550	-6354.671	-6358.933	4.261609	0.017983	0.0191857	0.0418932	0.0446949	-4.01833	-3.95359	0.8456948	0.001431388	0.00194694	0.00233625	0.00143139	0.00143139	0.001946941	0.002336253	0.159387	0.279358	0.449994	0.111261	0.0538572	0.0593685	0.0986961	0.108796	-2.92142	-2.82399	0.605709
560	-6350.38	-6352.77	2.389282	0.000675796	0.0388046	0.000537179	0.0308451	-7.29962	-3.24922	-0.2295605	0.0003780725	0.00245028	0.00276345	0.000378073	0.000378073	0.002450285	0.002763451	0.202775	0.380704	0.368769	0.047753	0.0468088	0.0762775	0.104996	0.171097	-3.06168	-2.57338	0.8078525
570	-6351.755	-6353.639	1.884532	0.00118312	0.0230886	0.00129633	0.0252979	-6.7396	-3.76842	0.09138602	0.0006224596	0.00317259	0.00245678	0.00062246	0.00062246	0.00317259	0.00245678	0.295042	0.591376	0.0426313	0.0709513	0.040969	0.056222	0.0658243	0.0903311	-3.19494	-2.87845	0.4741738
580	-6353.837	-6354.896	1.059402	0.000606875	0.0282515	0.00127832	0.0595088	-7.40719	-3.56661	0.744977	0.0006872952	0.00259771	0.00284939	0.000687295	0.000687295	0.002597706	0.00284939	0.115407	0.713647	0.168188	0.0027583	0.0422392	0.0692965	0.0765648	0.12561	-3.16441	-2.66936	0.5947893
590	-6351.541	-6351.788	0.2471792	0.00505237	0.0238024	0.000890465	0.00419511	-5.2879	-3.73797	-1.735868	0.0006144284	0.00260818	0.00378373	0.000614428	0.000614428	0.002608184	0.003783734	0.558949	0.24629	0.10117	0.0935917	0.0463594	0.0579561	0.0610475	0.0763183	-3.07133	-2.84807	0.275228
600	-6350.852	-6352.335	1.483356	0.000932599	0.0299982	0.000325091	0.0104569	-6.97754	-3.50662	-1.053871	0.0003749166	0.00238266	0.00319595	0.000374917	0.000374917	0.002382659	0.003195954	0.452177	0.031235	0.118829	0.397759	0.0475317	0.0656685	0.102006	0.140928	-3.04636	-2.72314	0.7636302
610	-6352.326	-6356.944	4.618785	0.00326598	0.0626674	0.00318445	0.0611031	-5.7242	-2.76991	-0.02527852	0.0007303189	0.00318131	0.00151326	0.000730319	0.000730319	0.003181306	0.001513265	0.523814	0.128161	0.0730096	0.275015	0.0499971	0.074987	0.0797588	0.119624	-2.99579	-2.59044	0.4670415
620	-6351.642	-6352.082	0.4397809	0.00366742	0.0628619	0.00189812	0.032535	-5.60827	-2.76681	-0.6586237	0.0003793439	0.00338387	0.00357425	0.000379344	0.000379344	0.003383866	0.003574252	0.234943	0.44269	0.0218464	0.300521	0.0478699	0.101665	0.0855514	0.181693	-3.03927	-2.28607	0.5806305
630	-6351.529	-6355.36	3.83152	0.00282767	0.0537824	0.000858554	0.0163297	-5.8683	-2.92281	-1.191958	0.00068075	0.00247267	0.00224751	0.00068075	0.00068075	0.002472666	0.002247513	0.322713	0.534676	0.0123471	0.130264	0.049677	0.0914937	0.0791898	0.145849	-3.00221	-2.39149	0.4663046
640	-6352.323	-6349.372	-2.95123	0.00346411	0.0393204	0.00110855	0.012583	-5.6653	-3.23601	-1.139399	0.001119028	0.00304748	0.00470891	0.00111903	0.00111903	0.00304748	0.004708907	0.232315	0.572374	0.0906538	0.104657	0.0484611	0.060061	0.0689236	0.0854214	-3.02699	-2.81239	0.3522358
650	-6352.519	-6355.512	2.993717	0.00606938	0.0410098	0.00140915	0.00952141	-5.1045	-3.19394	-1.460269	0.0003182496	0.00340161	0.00226322	0.00031825	0.00031825	0.003401609	0.002263223	0.174382	0.197125	0.223139	0.405354	0.0489959	0.0659838	0.0645613	0.0869459	-3.01602	-2.71835	0.2758776
660	-6351.254	-6352.928	1.67373	0.0129417	0.0110791	0.0573859	0.0491268	-4.3473	-4.5027	1.489347	0.001085452	0.00185322	0.00346034	0.00108545	0.00108545	0.001853218	0.003460337	0.194186	0.109434	0.194207	0.502173	0.0527115	0.0547473	0.108087	0.112261	-2.94292	-2.90503	0.7181012
670	-6351.255	-6352.529	1.273828	0.0125858	0.0112614	0.0706968	0.0632572	-4.37519	-4.48638	1.725832	0.001314516	0.0018152	0.0032676	0.00131452	0.00131452	0.0018152	0.003267604	0.666175	0.0560991	0.238069	0.0396567	0.0543142	0.0544215	0.113644	0.113868	-2.91297	-2.911	0.7382842
680	-6354.727	-6353.884	-0.8431511	0.00330474	0.00102383	0.0196734	0.00609494	-5.7124	-6.88421	1.78391	0.0002742992	0.00234386	0.00348338	0.000274299	0.000274299	0.002343862	0.003483384	0.42024	0.184632	0.356719	0.0384089	0.0495485	0.0560317	0.112613	0.127348	-3.0048	-2.88184	0.8210065
690	-6354.362	-6358.193	3.831072	0.00374218	0.0320675	0.00127711	0.0109438	-5.58809	-3.43991	-1.075068	0.001225771	0.00256175	0.0017678	0.00122577	0.00122577	0.002561754	0.001767796	0.0829799	0.412521	0.177203	0.327296	0.0487461	0.0670515	0.07647	0.105186	-3.02113	-2.70229	0.4502728
700	-6354.142	-6354.599	0.4576896	0.00255688	0.0120986	0.000429307	0.00203139	-5.96897	-4.41466	-1.784373	0.001410001	0.00208129	0.00291596	0.00141	0.00141	0.00208129	0.002915963	0.30609	0.42469	0.0145822	0.254638	0.0403279	0.045934	0.0638685	0.0727471	-3.21071	-3.08055	0.459783
710	-6354.622	-6357.434	2.812376	0.00471644	0.00085672	0.0187131	0.00339915	-5.3567	-7.0624	1.378169	0.0004008433	0.00195992	0.00242995	0.000400843	0.000400843	0.001959923	0.002429945	0.271548	0.422217	0.107042	0.199193	0.0458538	0.0499913	0.0781666	0.0852199	-3.0823	-2.99591	0.5333854
720	-6353.106	-6352.899	-0.2068288	0.00420075	0.00481119	0.0249794	0.0286093	-5.47249	-5.33681	1.782786	0.0005964061	0.00243769	0.0035044	0.000596406	0.000596406	0.002437693	0.003504395	0.315404	0.0098039	0.355659	0.319133	0.0490482	0.0522995	0.105286	0.112265	-3.01495	-2.95077	0.7638739
730	-6356.702	-6349.112	-7.589244	0.00397979	0.000487374	0.0566719	0.00694016	-5.52653	-7.62648	2.656048	0.003718472	0.0018165	0.00253636	0.00371847	0.00371847	0.001816502	0.002536364	0.725513	0.00472403	0.123402	0.146361	0.0443544	0.0344262	0.103535	0.0803599	-3.11554	-3.36894	0.8476981
740	-6351.784	-6350.569	-1.214516	0.00740261	0.00108586	0.0427269	0.00626747	-4.90592	-6.82538	1.752997	0.001136032	0.00194696	0.00359072	0.00113603	0.00113603	0.001946964	0.003590719	0.374523	0.188486	0.125269	0.311721	0.0479892	0.0445226	0.0909301	0.0843614	-3.03678	-3.11176	0.6391147
750	-6352.027	-6350.45	-1.577564	0.00648341	0.00756317	0.0373326	0.04355	-5.03851	-4.88446	1.750619	0.001973272	0.00197812	0.00356501	0.00197327	0.00197327	0.001978121	0.003565007	0.163804	0.081476	0.316997	0.437723	0.0433852	0.0481838	0.0890044	0.0988486	-3.13764	-3.03273	0.7185669
760	-6358.195	-6361.58	3.385025	0.00308124	0.0142643	0.00490879	0.0227247	-5.78242	-4.25	0.4656946	0.0004190413	0.0014533	0.00363503	0.000419041	0.000419041	0.001453297	0.003635032	0.12201	0.484381	0.166486	0.227123	0.0479193	0.0531874	0.142825	0.158527	-3.03824	-2.93393	1.092102
770	-6354.325	-6354.062	-0.2629379	0.00280231	0.0139308	0.00178669	0.00888199	-5.87731	-4.27365	-0.4500773	0.001247655	0.00261975	0.00374836	0.00124766	0.00124766	0.002619749	0.003748356	0.564909	0.171155	0.046079	0.217857	0.0451116	0.0657543	0.0644753	0.0939785	-3.09862	-2.72183	0.3571418
780	-6360.282	-6359.382	-0.9007872	0.0015812	0.00106659	0.0104647	0.00705891	-6.44957	-6.84329	1.889823	0.0003218078	0.00186347	0.00367897	0.000321808	0.000321808	0.001863467	0.003678974	0.23936	0.498579	0.0633974	0.198663	0.0358165	0.038803	0.0609657	0.0660493	-3.32935	-3.24926	0.5319036
790	-6354.349	-6350.851	-3.4976	0.00846962	0.000815078	0.0290553	0.00279616	-4.77127	-7.11223	1.232717	0.001574063	0.00182832	0.0046688	0.00157406	0.00157406	0.001828318	0.004668799	0.299377	0.0109426	0.374455	0.315226	0.0452499	0.0422569	0.0825733	0.0771116	-3.09555	-3.16399	0.6014864
800	-6352.664	-6351.313	-1.350584	0.00272347	0.0222544	0.00676251	0.0552587	-5.90585	-3.80522	0.9094865	0.002144608	0.0028004	0.00305978	0.00214461	0.00214461	0.002800398	0.003059779	0.448125	0.108413	0.204847	0.238615	0.0445126	0.0693947	0.0708783	0.110499	-3.11198	-2.66795	0.4651929
