Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta	hidden_rate	Q[1]	Q[2]	Q[3]	Q[4]	Q[5]	Q[6]	R[1]	R[2]	rate_01	rate_10	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta
450	21.57618	0	21.57618	0.00897874	0.288506	9.69791	0.0137501	0.441821	14.8515	-4.7129	-1.24304	2.27191	0.4261889	0.0005344046	0.000930147	0.000666281	0	0	0.000372286	0.00042198	0.000534405	0.000534405	0.0009301467	0.0006662808	0.0003722856	0.0004219796	0.387798	0.013288	0.206045	0.219101	0.100256	0.0735121	0.0677928	0.218692	0.207812	0.100604	0.324535	0.308389	-2.6913	-1.52009	-1.57112	0.3947304
460	21.92662	0	21.92662	0.0134542	0.0113299	0.688235	0.0223003	0.0187792	1.14075	-4.30846	-4.48031	-0.373625	0.505309	0.0001843763	1.32979e-05	0.00144227	0	0	0.000123073	0.000121138	0.000184376	0.000184376	1.329789e-05	0.001442272	0.0001230728	0.0001211382	0.0956468	0.0933916	0.126207	0.397319	0.0377324	0.249704	0.108238	0.00109358	0.0213017	1.70252	0.0172014	0.335064	-2.22342	-6.8183	-3.84897	2.755533
470	17.85428	0	17.85428	0.0608317	0.0056955	0.0212451	0.20347	0.0190503	0.0710606	-2.79964	-5.16808	-3.85163	1.207408	5.950715e-06	0.000248213	0.00183592	0	0	0.000199244	0.0019021	5.95071e-06	5.95071e-06	0.0002482134	0.001835922	0.0001992439	0.001902098	0.0725688	0.396048	0.125209	0.357169	0.020787	0.0282189	0.121015	0.000206961	0.156689	0.121584	0.000207935	0.157426	-2.11184	-8.48298	-1.85349	0.004691139
480	25.47118	0	25.47118	0.0335284	0.036418	0.017744	0.0501079	0.0544263	0.0265182	-3.39536	-3.31269	-4.03171	0.4017848	0.000171703	0.000197102	0.000168247	0	0	0.00173919	0.000307	0.000171703	0.000171703	0.0001971016	0.0001682473	0.001739193	0.0003069998	0.207287	0.274026	0.119653	0.0330425	0.00940481	0.356587	0.0951724	0.053594	0.0765967	0.300303	0.169108	0.24169	-2.35206	-2.92632	-2.5692	1.149101
490	19.24828	0	19.24828	0.0169419	0.0139329	0.0165197	0.00553111	0.00454874	0.00539328	-4.07797	-4.2735	-4.1032	-1.119401	5.715569e-05	0.000149731	5.81431e-05	0	0	0.00307076	0.000170547	5.71557e-05	5.71557e-05	0.0001497314	5.814306e-05	0.003070761	0.000170547	0.305548	0.0565572	0.0411281	0.225138	0.187967	0.183662	1.92296	0.703613	0.242191	16.4262	6.01035	2.06882	0.653868	-0.351527	-1.41803	2.145009
500	22.68848	0	22.68848	0.0129879	0.0320585	0.837628	0.00270126	0.00666765	0.174213	-4.34374	-3.44019	-0.177182	-1.570296	0.0004155042	0.000318674	0.000156992	0	0	0.000284522	2.51261e-05	0.000415504	0.000415504	0.0003186744	0.0001569916	0.0002845219	2.512608e-05	0.178047	0.0940794	0.00997133	0.475962	0.191462	0.0504781	0.180009	0.000271362	0.114552	0.40705	0.000613624	0.259034	-1.71475	-8.21206	-2.16672	0.8159284
510	27.04298	0	27.04298	0.000933016	0.0213977	0.27051	0.00122467	0.0280864	0.355069	-6.97709	-3.84447	-1.30744	0.2720019	0.0005692843	7.50357e-05	0.000182448	0	0	2.26594e-05	0.000286359	0.000569284	0.000569284	7.503569e-05	0.0001824476	2.265944e-05	0.000286359	0.0231311	0.120993	0.0478578	0.645445	0.0686585	0.0939144	0.188471	0.058409	0.0359714	0.20188	0.0625648	0.0385307	-1.66881	-2.84028	-3.32503	0.06873174
520	18.73662	0	18.73662	1.93993	1.10809	0.105411	0.94549	0.540065	0.0513757	0.662651	0.102637	-2.24989	-0.7187026	0.0006414095	0.000526685	6.49845e-05	0	0	1.41961e-05	0.000643057	0.000641409	0.000641409	0.0005266853	6.498452e-05	1.419613e-05	0.0006430572	0.0187133	0.166833	0.233873	0.0689827	0.133567	0.378031	0.225491	5.32874	0.0008009	1.53447	36.2623	0.00545016	-1.48948	1.67311	-7.12977	1.917664
530	19.19449	0	19.19449	0.256106	0.0746378	0.0132709	0.0985075	0.0287083	0.00510446	-1.36216	-2.59511	-4.32218	-0.9554591	9.232011e-06	0.000441852	7.5084e-05	0	0	0.000258165	0.00250474	9.23201e-06	9.23201e-06	0.0004418524	7.508404e-05	0.000258165	0.002504736	0.00740524	0.0317683	0.00824118	0.335574	0.40067	0.216341	0.0444233	14.2981	0.522622	0.142944	46.0082	1.68168	-3.11399	2.66013	-0.648896	1.168691
540	23.222	0	23.222	0.0283795	0.790884	0.0593662	0.0189225	0.527335	0.0395834	-3.56209	-0.234604	-2.82403	-0.4053157	0.001079396	0.000523002	0.000418275	0	0	0.000424532	0.00110923	0.0010794	0.0010794	0.0005230023	0.0004182753	0.0004245322	0.001109231	0.0474098	0.191816	0.1423	0.0386499	0.108069	0.471756	0.0231139	0.0457117	0.0164705	0.0377981	0.0747522	0.0269342	-3.76732	-3.0854	-4.10618	0.4918243
550	23.50963	0	23.50963	0.0123082	0.0522291	0.0108247	0.00553523	0.0234884	0.00486808	-4.39749	-2.95212	-4.52592	-0.7991326	0.0007149098	0.000156992	0.000822464	0	0	0.000658543	0.000703722	0.00071491	0.00071491	0.0001569915	0.0008224643	0.0006585434	0.0007037224	0.00821393	0.05016	0.18584	0.0729447	0.378718	0.304124	0.815713	0.162488	0.116377	1.38764	0.276414	0.197973	-0.203692	-1.81715	-2.15092	0.5312971
