Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta	hidden_rate	Q[1]	Q[2]	Q[3]	Q[4]	Q[5]	Q[6]	R[1]	R[2]	rate_01	rate_10	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta
5020	24.31019	0	24.31019	0.0336032	0.0200736	0.878242	0.0297632	0.0177797	0.77788	-3.39313	-3.90835	-0.129833	-0.1213497	0.0005078442	0.00126954	0.000233679	0	0	0.00073456	0.000438373	0.000507844	0.000507844	0.001269544	0.0002336792	0.0007345597	0.0004383729	0.437409	0.274059	0.148569	0.0120433	0.0151215	0.112799	0.0144306	0.16075	0.0518392	0.0146957	0.163704	0.0527917	-4.23841	-1.8279	-2.95961	0.01820599
5030	22.19306	0	22.19306	0.0985973	0.0206285	0.0366122	0.239277	0.0500615	0.0888509	-2.31671	-3.88108	-3.30737	0.8865784	0.0002011711	0.000440756	0.000343148	0	0	0.000539467	0.00118175	0.000201171	0.000201171	0.0004407564	0.0003431481	0.0005394667	0.001181753	0.251688	0.581853	0.0342849	0.013047	0.0820132	0.0371145	0.0138244	0.00113032	0.00530829	0.0323815	0.00264759	0.0124338	-4.28132	-6.78526	-5.23849	0.8511489
5040	20.70654	0	20.70654	0.0162088	0.147177	0.00154332	0.00922168	0.0837333	0.000878038	-4.1222	-1.91612	-6.47382	-0.563999	0.0003416054	6.67742e-05	0.00113685	0	0	0.000220123	0.000267031	0.000341605	0.000341605	6.677416e-05	0.001136854	0.0002201231	0.0002670305	0.568335	0.0917437	0.0283895	0.0322026	0.186553	0.0927765	0.0382074	1.26581	0.617269	1.19653	39.6408	19.3308	-3.26473	0.235711	-0.48245	3.444149
5050	22.63508	0	22.63508	0.020516	0.524196	0.13919	0.0122432	0.31282	0.0830634	-3.88655	-0.645889	-1.97191	-0.5162375	0.0002763327	0.000328517	0.000404036	0	0	0.000522132	0.00167009	0.000276333	0.000276333	0.0003285174	0.0004040357	0.0005221325	0.001670091	0.0119072	0.31096	0.0391831	0.373866	0.0646524	0.199432	0.00398552	1.14225	0.0615917	0.00491413	1.40839	0.0759425	-5.52509	0.132999	-2.78723	0.2094489
5060	22.21486	0	22.21486	0.219968	0.285492	11.3408	0.118217	0.153432	6.09492	-1.51427	-1.25354	2.42841	-0.6209558	0.0002821214	0.000581899	0.000311123	0	0	0.00124775	3.18918e-05	0.000282121	0.000282121	0.0005818987	0.0003111225	0.001247754	3.189181e-05	0.359033	0.105898	0.141874	0.184653	0.067095	0.141447	0.129209	0.0430748	0.0809257	0.346823	0.115621	0.217221	-2.04632	-3.14482	-2.51422	0.9873818
5070	24.20638	0	24.20638	0.0610577	0.0171498	0.112668	0.0290071	0.00814747	0.0535257	-2.79594	-4.06577	-2.18331	-0.7442799	0.0004036301	0.001029	0.000704263	0	0	0.000513364	0.000204247	0.00040363	0.00040363	0.001028997	0.0007042627	0.0005133643	0.0002042472	0.134101	0.336723	0.0383303	0.0406061	0.0372513	0.412988	0.147926	0.00650108	0.0431802	0.390273	0.0171518	0.113923	-1.91105	-5.03579	-3.14237	0.970137
5080	19.82966	0	19.82966	0.352211	0.00280388	0.949504	1.25086	0.00995783	3.37211	-1.04353	-5.87675	-0.051816	1.267355	0.0003915145	0.000285012	0.000524242	0	0	0.000513364	0.000549951	0.000391515	0.000391515	0.000285012	0.0005242424	0.0005133643	0.0005499508	0.0298753	0.128463	0.00560132	0.400933	0.191798	0.24333	6.35758	0.0270791	0.0157144	30.7338	0.130906	0.0759665	1.84965	-3.60899	-4.15318	1.575716
5090	27.71564	0	27.71564	0.228674	0.116717	0.0141815	0.273387	0.139539	0.0169545	-1.47546	-2.148	-4.25581	0.1785918	0.0002017786	0.000233939	1.00158e-05	0	0	0.000405622	0.00034275	0.000201779	0.000201779	0.0002339387	1.001583e-05	0.0004056219	0.0003427501	0.0487403	0.0759577	0.124909	0.357076	0.224378	0.168939	0.00817588	0.178736	0.00661255	0.010978	0.239996	0.00887892	-4.80657	-1.72184	-5.01879	0.2947096
5100	21.22451	0	21.22451	0.0259896	0.00479228	0.051587	0.213091	0.0392923	0.422966	-3.65006	-5.34075	-2.96449	2.104022	0.000443397	0.000107398	0.000402096	0	0	0.000543496	0.00121431	0.000443397	0.000443397	0.0001073976	0.0004020963	0.0005434957	0.001214315	0.0822925	0.0334753	0.0265466	0.325285	0.442971	0.0894298	0.0103419	1.44259	0.0725292	0.0218998	3.05478	0.153586	-4.57155	0.36644	-2.62377	0.750269
5110	28.40745	0	28.40745	0.419273	0.00957122	0.068434	0.251177	0.00573389	0.0409972	-0.869233	-4.64899	-2.68189	-0.5123667	0.0002606344	0.000295574	0.000178841	0	0	3.49521e-05	1.45182e-05	0.000260634	0.000260634	0.0002955736	0.0001788405	3.495205e-05	1.451824e-05	0.470589	0.0947914	0.00612845	0.235283	0.111057	0.0821511	0.937804	0.0765473	0.0221696	1.17928	0.0962577	0.0278781	-0.0642142	-2.56985	-3.80904	0.2291196
5120	25.50027	0	25.50027	0.0509586	0.096612	0.128789	0.0810651	0.153691	0.204877	-2.97674	-2.33705	-2.04958	0.4642385	0.0001651519	6.97204e-05	4.74698e-05	0	0	0.000374667	0.000918492	0.000165152	0.000165152	6.972038e-05	4.746983e-05	0.0003746666	0.0009184917	0.416778	0.0802039	0.174862	0.196066	0.119043	0.0130468	0.550587	0.656715	2.50806	0.876912	1.04594	3.99455	-0.59677	-0.420505	0.919509	0.4654212
5130	23.38872	0	23.38872	0.00768471	0.0145572	0.176791	0.00622374	0.0117897	0.143181	-4.86852	-4.22967	-1.73279	-0.2108608	3.891258e-05	0.000247473	0.000224562	0	0	0.000196287	0.00208118	3.89126e-05	3.89126e-05	0.0002474734	0.0002245616	0.0001962865	0.002081185	0.137163	0.163645	0.0426005	0.0956111	0.549057	0.0119235	0.00523079	1.04993	0.360878	0.00576592	1.15734	0.397797	-5.25319	0.0487197	-1.01921	0.09740181
5140	22.44104	0	22.44104	0.00677345	1.71866	0.203128	0.0100488	2.54972	0.301351	-4.99475	0.541545	-1.59392	0.3944391	0.0003862038	0.0016699	0.000210341	0	0	5.151e-05	0.000293077	0.000386204	0.000386204	0.0016699	0.0002103409	5.150998e-05	0.000293077	0.0240746	0.171834	0.195031	0.0495619	0.36927	0.190229	0.0118776	0.0302427	0.00754166	0.0437273	0.111338	0.0277646	-4.4331	-3.4985	-4.88731	1.303318
5150	21.77745	0	21.77745	0.00950282	0.126085	0.0084161	0.0136721	0.181404	0.0121086	-4.65617	-2.0708	-4.77761	0.3637698	0.0001671677	0.000550474	0.00102564	0	0	0.00114624	0.000255227	0.000167168	0.000167168	0.0005504736	0.001025639	0.001146244	0.0002552268	0.560941	0.0388426	0.267301	0.0751456	0.0180913	0.0396785	0.0442395	0.109443	0.000633837	0.0588742	0.145647	0.000843513	-3.11814	-2.21235	-7.36372	0.2857843
5160	23.26042	0	23.26042	0.0554189	0.0527171	0.089382	0.188392	0.179207	0.303846	-2.89283	-2.94282	-2.41484	1.223602	0.0001079232	0.000754077	0.000379804	0	0	0.000866425	0.00122704	0.000107923	0.000107923	0.0007540773	0.0003798036	0.0008664249	0.001227039	0.198902	0.156701	0.185221	0.384115	0.0531105	0.0219497	0.156759	0.0468209	0.0757245	0.603283	0.180189	0.291423	-1.85304	-3.06142	-2.58065	1.347675
5170	15.5303	0	15.5303	0.00143976	0.00129989	2.01424	0.000494472	0.000446438	0.691772	-6.54328	-6.64547	0.70024	-1.068739	0.0007934521	0.000105483	0.00132057	0	0	0.000821727	0.00127977	0.000793452	0.000793452	0.0001054828	0.001320566	0.0008217268	0.001279769	0.180062	0.0134707	0.0837184	0.241267	0.366177	0.115304	0.00720672	0.0277921	1.14225	0.0114789	0.0442673	1.81937	-4.93274	-3.583	0.132997	0.4654925
5180	20.61166	0	20.61166	0.50121	0.0410394	0.23794	0.293866	0.0240619	0.139507	-0.690729	-3.19322	-1.43574	-0.5339033	0.0008131774	0.00112288	0.000245906	0	0	0.00148064	0.000191545	0.000813177	0.000813177	0.001122885	0.0002459058	0.001480636	0.0001915448	0.0472686	0.337124	0.260813	0.154969	0.18156	0.0182654	0.10839	0.000696939	0.0181518	0.122054	0.0007848	0.0204401	-2.22202	-7.26881	-4.00899	0.1187303
5190	19.24018	0	19.24018	0.222205	0.1733	0.592587	0.0708619	0.0552661	0.188978	-1.50416	-1.75273	-0.523258	-1.142867	1.682672e-05	0.00115744	4.92013e-05	0	0	0.00077686	0.00127052	1.68267e-05	1.68267e-05	0.001157442	4.920125e-05	0.0007768602	0.001270519	0.00189353	0.305648	0.343946	0.128723	0.149196	0.0705939	0.000931448	0.0404158	0.00752254	0.00658073	0.28554	0.0531472	-6.97877	-3.20853	-4.88985	1.955162
5200	27.15651	0	27.15651	0.0301744	0.0212493	0.0235517	0.115308	0.0812018	0.0900001	-3.50076	-3.85143	-3.74856	1.340614	0.0002192144	0.00010277	0.000142469	0	0	0.000202853	0.000576415	0.000219214	0.000219214	0.0001027698	0.0001424693	0.0002028529	0.0005764152	0.00797456	0.0389591	0.460205	0.137235	0.0477469	0.30788	0.0158941	0.159024	0.00585791	0.0213348	0.21346	0.00786312	-4.14181	-1.8387	-5.13996	0.2943907
5210	25.00653	0	25.00653	0.646246	0.0772062	0.010707	1.06459	0.127185	0.0176381	-0.436574	-2.56128	-4.53686	0.499164	0.0007343981	0.000122207	0.000275983	0	0	6.57471e-05	0.00108022	0.000734398	0.000734398	0.0001222072	0.0002759826	6.574707e-05	0.001080223	0.017182	0.276736	0.135744	0.0993128	0.294491	0.176535	0.0729897	0.145654	0.0384926	0.276247	0.551263	0.145685	-2.61744	-1.92652	-3.25729	1.330977
5220	22.66341	0	22.66341	0.119009	0.0279081	0.196033	0.0709308	0.0166337	0.116839	-2.12856	-3.57884	-1.62947	-0.5174905	0.0004594927	0.000122365	0.000648839	0	0	0.00108072	0.000171646	0.000459493	0.000459493	0.0001223651	0.0006488388	0.001080721	0.0001716458	0.0990296	0.146304	0.194582	0.290846	0.203082	0.0661571	2.10699	0.0115646	0.0668656	20.1403	0.110544	0.639156	0.74526	-4.45981	-2.70507	2.257464
5230	22.19663	0	22.19663	0.0959875	0.0175101	0.0019339	0.0486607	0.00887672	0.00098039	-2.34354	-4.04498	-6.24821	-0.6793456	0.0007081007	0.000549522	0.000349243	0	0	9.73718e-05	6.24384e-06	0.000708101	0.000708101	0.0005495218	0.0003492432	9.737183e-05	6.243841e-06	0.0307327	0.559292	0.221007	0.0195845	0.0984031	0.0709807	0.000366505	0.0772095	0.0105495	0.000871018	0.183492	0.0250714	-7.9115	-2.56123	-4.55168	0.8656496
5240	24.67087	0	24.67087	1.07489	0.006256	0.120323	0.430448	0.00250527	0.0481846	0.0722154	-5.07421	-2.11757	-0.9151443	6.391511e-08	0.000745047	0.0003316	0	0	0.000441851	0.000316592	6.39151e-08	6.39151e-08	0.0007450474	0.0003315998	0.0004418515	0.0003165916	0.1603	0.252114	0.135331	0.229101	0.0393916	0.183761	0.494588	0.00459199	0.018258	0.580144	0.00538633	0.0214163	-0.704031	-5.38344	-4.00315	0.1595511
5250	15.18532	0	15.18532	0.00447742	0.295534	0.0132616	0.00459311	0.30317	0.0136043	-5.40871	-1.21897	-4.32288	0.02551148	0.0008891647	0.00107279	0.000809884	0	0	0.000334085	0.00258057	0.000889165	0.000889165	0.001072785	0.0008098839	0.0003340852	0.002580569	0.330877	0.0292844	0.0427143	0.233404	0.350754	0.012966	0.00265562	1.98103	0.193661	0.00816695	6.09235	0.595574	-5.93108	0.683616	-1.64165	1.123418
5260	23.89144	0	23.89144	0.702953	0.0778372	0.0762724	0.185349	0.0205235	0.0201109	-0.352465	-2.55314	-2.57344	-1.333049	0.0002367391	0.000253117	0.000122402	0	0	0.000830026	7.32438e-05	0.000236739	0.000236739	0.000253117	0.000122402	0.0008300265	7.324383e-05	0.107845	0.342814	0.149287	0.0288166	0.21874	0.152497	0.0634246	0.0114086	0.00654149	0.92551	0.166477	0.0954552	-2.7579	-4.47339	-5.02959	2.680493
5270	17.78427	0	17.78427	8.6502	3.08964	0.0870708	3.2851	1.17336	0.033067	2.15758	1.12805	-2.44103	-0.9681865	0.0001724658	0.000443715	0.000499608	0	0	0.0010034	0.000288213	0.000172466	0.000172466	0.0004437153	0.0004996075	0.0010034	0.0002882131	0.0843849	0.153522	0.105748	0.0257729	0.482287	0.148286	0.127733	0.000403617	0.0438238	0.332289	0.00104998	0.114005	-2.05781	-7.81504	-3.12758	0.9560618
5280	25.68362	0	25.68362	0.0267838	0.10694	0.00505595	0.0290016	0.115795	0.00547461	-3.61996	-2.23549	-5.28719	0.07955451	3.091512e-05	0.000113272	0.000131897	0	0	0.000167206	0.0014146	3.09151e-05	3.09151e-05	0.0001132718	0.0001318973	0.0001672059	0.0014146	0.159661	0.181764	0.0531964	0.109998	0.35494	0.140441	0.0752347	0.229036	0.101868	0.394249	1.20021	0.533816	-2.58714	-1.47387	-2.28407	1.656369
5290	20.54937	0	20.54937	1.08668	0.0610181	0.139809	1.52435	0.0855934	0.196118	0.0831311	-2.79658	-1.96748	0.3384375	0.000673774	0.00100027	1.28689e-05	0	0	0.000326326	0.000418214	0.000673774	0.000673774	0.001000271	1.286888e-05	0.000326326	0.0004182138	0.0929558	0.347904	0.0896281	0.218785	0.202447	0.0482799	0.000173916	0.06546	0.0226711	0.000549829	0.206949	0.0716739	-8.65694	-2.72632	-3.78666	1.151033
5300	22.10638	0	22.10638	0.0344328	1.00928	0.138707	0.0140341	0.41136	0.0565341	-3.36875	0.00923628	-1.97539	-0.8975227	0.0006469751	0.000120449	6.98905e-05	0	0	5.39522e-05	0.000150452	0.000646975	0.000646975	0.0001204489	6.989049e-05	5.39522e-05	0.0001504522	0.101203	0.494184	0.0419118	0.118779	0.163942	0.0799806	0.00211762	0.000297423	0.0181486	0.00799234	0.00112254	0.0684967	-6.15746	-8.12035	-4.00916	1.328193
5310	24.85514	0	24.85514	0.00655791	0.0466467	0.00728758	0.0107505	0.076469	0.0119467	-5.02708	-3.06515	-4.92158	0.4942819	6.357869e-05	0.000270517	0.000482079	0	0	0.000117944	0.000897463	6.35787e-05	6.35787e-05	0.0002705166	0.0004820791	0.000117944	0.000897463	0.0395103	0.183996	0.243081	0.293286	0.0236185	0.216509	0.00145163	0.0712162	0.0114429	0.00170017	0.0834094	0.0134021	-6.53507	-2.64204	-4.47039	0.1580414
5320	25.15819	0	25.15819	0.115268	0.178501	0.188507	0.179705	0.278286	0.293886	-2.1605	-1.72316	-1.66862	0.4440546	0.0001840946	0.000109424	0.00047195	0	0	9.72352e-05	0.00131575	0.000184095	0.000184095	0.0001094243	0.0004719505	9.723519e-05	0.001315754	0.23292	0.297527	0.0025879	0.0281245	0.102978	0.335863	0.561079	0.00233942	0.0269446	0.705102	0.00293992	0.0338609	-0.577894	-6.05785	-3.61397	0.2284804
5330	23.4515	0	23.4515	0.075326	0.538229	0.00716412	0.0278785	0.199201	0.00265147	-2.58593	-0.619472	-4.93867	-0.9939704	7.799857e-05	0.000104828	0.000210589	0	0	0.00113463	0.000400053	7.79986e-05	7.79986e-05	0.000104828	0.0002105885	0.001134625	0.000400053	0.202482	0.142649	0.0127848	0.0126294	0.380892	0.248563	1.20987	1.43222	0.156405	2.9037	3.43734	0.375372	0.190516	0.359229	-1.85531	0.8754687
5340	25.73583	0	25.73583	0.0355672	0.266458	0.19541	0.0151363	0.113396	0.0831606	-3.33633	-1.32254	-1.63265	-0.8543269	0.000336592	0.00116165	8.08426e-06	0	0	0.000259407	0.000383955	0.000336592	0.000336592	0.001161647	8.084262e-06	0.0002594069	0.0003839548	0.117744	0.162344	0.0199672	0.197967	0.100196	0.401782	0.0304216	0.58056	0.208812	0.0509618	0.972543	0.349798	-3.4926	-0.543763	-1.56632	0.5159223
5350	28.80032	0	28.80032	0.00853066	0.635494	0.0638635	0.0113942	0.848817	0.0853012	-4.76409	-0.453353	-2.75101	0.2894408	0.0001778246	0.000140815	0.000228488	0	0	2.49547e-05	0.000185401	0.000177825	0.000177825	0.0001408152	0.0002284884	2.495471e-05	0.0001854006	0.158692	0.173597	0.0196374	0.336691	0.0234753	0.287907	0.0131241	0.154364	0.280838	0.0140511	0.165267	0.300674	-4.3333	-1.86844	-1.26998	0.06824675
5360	25.52714	0	25.52714	0.0764179	0.0547586	0.0115198	0.0410915	0.0294448	0.00619444	-2.57154	-2.90482	-4.46369	-0.6204162	6.099047e-05	0.000223036	0.000304981	0	0	0.000708549	0.000630614	6.09905e-05	6.09905e-05	0.0002230358	0.0003049811	0.0007085492	0.0006306136	0.133953	0.116741	0.0414561	0.196048	0.37748	0.134322	0.147501	0.029069	0.00445509	0.496966	0.0979406	0.0150103	-1.91392	-3.53808	-5.41371	1.21469
5370	26.20208	0	26.20208	2.49515	0.140937	0.979816	1.68938	0.0954233	0.6634	0.914347	-1.95945	-0.0203907	-0.3899864	0.0001616567	0.000347862	0.00062524	0	0	0.000123407	7.03932e-05	0.000161657	0.000161657	0.0003478622	0.0006252403	0.0001234067	7.039323e-05	0.0759154	0.0709274	0.173809	0.0735751	0.544388	0.0613853	0.0321661	0.0093849	0.0337918	0.0342714	0.00999917	0.0360036	-3.43684	-4.66865	-3.38754	0.06340002
5380	19.95757	0	19.95757	2.06442	0.0950623	0.0241734	1.35063	0.062194	0.0158153	0.724848	-2.35322	-3.7225	-0.4242743	0.0007093474	0.000363786	1.8146e-05	0	0	0.000588661	0.00171571	0.000709347	0.000709347	0.0003637863	1.814604e-05	0.0005886614	0.001715712	0.0262433	0.454039	0.287974	0.0271358	0.181968	0.02264	0.347523	2.68545	0.578323	0.927495	7.16713	1.54347	-1.05692	0.98785	-0.547623	0.9816555
5390	26.93439	0	26.93439	0.163667	0.00326539	0.0145024	0.129825	0.00259021	0.0115037	-1.80992	-5.72438	-4.23344	-0.2316411	6.945513e-06	0.000188711	0.000469154	0	0	0.000358479	0.000166834	6.94551e-06	6.94551e-06	0.0001887111	0.0004691545	0.0003584793	0.0001668335	0.020351	0.180164	0.343452	0.269516	0.0503925	0.136124	0.00480193	0.327037	0.0392249	0.00594658	0.404994	0.048575	-5.33874	-1.11768	-3.23844	0.213799
5400	25.2806	0	25.2806	0.0824918	0.144852	0.198997	0.0725748	0.127438	0.175074	-2.49506	-1.93205	-1.61446	-0.1280815	0.0001971004	0.000610013	0.000446699	0	0	0.000327615	2.93783e-05	0.0001971	0.0001971	0.0006100132	0.0004466987	0.0003276151	2.937832e-05	0.0117961	0.136871	0.0709809	0.082185	0.33795	0.360217	0.00274656	1.04421	0.0963186	0.00952498	3.62127	0.334029	-5.8974	0.0432581	-2.34009	1.243567
5410	21.49642	0	21.49642	0.00330909	0.0148823	1.09621	0.0133764	0.0601587	4.4312	-5.71108	-4.20758	0.0918548	1.396815	0.0001709904	0.00104222	0.000611803	0	0	0.000934277	0.00014166	0.00017099	0.00017099	0.001042216	0.0006118025	0.0009342774	0.0001416599	0.0389069	0.142844	0.0977079	0.122018	0.478008	0.120515	0.11459	0.0286584	0.216026	0.391192	0.0978347	0.737475	-2.16639	-3.55231	-1.53236	1.227834
5420	26.80779	0	26.80779	0.00273352	0.532501	0.420492	0.00406939	0.792733	0.625986	-5.90216	-0.630171	-0.866329	0.3979026	0.0005753344	0.000357498	4.72326e-05	0	0	4.48671e-05	0.000168799	0.000575334	0.000575334	0.0003574982	4.723259e-05	4.486713e-05	0.0001687985	0.0988363	0.0530573	0.0560934	0.171045	0.387192	0.233776	0.0130364	0.0540431	0.136623	0.0183519	0.0760787	0.192329	-4.34001	-2.91797	-1.99053	0.3419869
5430	27.038	0	27.038	0.389838	0.0227958	0.183325	0.251357	0.0146981	0.118203	-0.942024	-3.78118	-1.69649	-0.4388569	0.0002938767	2.19757e-05	0.000164978	0	0	0.000260241	0.000409386	0.000293877	0.000293877	2.197575e-05	0.0001649776	0.0002602407	0.0004093856	0.0611748	0.0107243	0.0839303	0.472244	0.324674	0.0472527	0.381634	0.0513018	0.0402632	2.12092	0.285109	0.223762	-0.963294	-2.97003	-3.21232	1.715145
5440	21.72388	0	21.72388	0.810554	0.0932469	0.0689054	3.94923	0.454324	0.335725	-0.210038	-2.3725	-2.67502	1.583559	2.024637e-05	0.00017875	0.000290462	0	0	0.00240932	0.000132251	2.02464e-05	2.02464e-05	0.0001787504	0.0002904618	0.002409317	0.0001322507	0.198313	0.00471275	0.141872	0.178306	0.462742	0.0140542	0.0247022	0.267318	0.0795296	0.172464	1.86634	0.555255	-3.70086	-1.31932	-2.53163	1.943298
5450	24.10558	0	24.10558	0.019259	0.0060541	0.00601	0.0109128	0.00343048	0.00340549	-3.94978	-5.10702	-5.11433	-0.5680374	0.0009575478	0.000722985	0.000258675	0	0	0.000230707	0.000366738	0.000957548	0.000957548	0.0007229848	0.0002586747	0.0002307075	0.0003667375	0.088362	0.00152768	0.154301	0.303187	0.424632	0.0279897	1.07243	0.0437862	0.135307	1.30676	0.0533538	0.164872	0.0699276	-3.12844	-2.00021	0.1976256
5460	20.50067	0	20.50067	0.0656751	0.0791917	0.0964798	0.0379127	0.0457155	0.0556956	-2.72303	-2.53588	-2.33842	-0.5494333	0.003062817	2.51938e-05	0.000833487	0	0	0.000273427	0.000770845	0.00306282	0.00306282	2.519381e-05	0.0008334866	0.0002734271	0.0007708446	0.306306	0.0155623	0.430703	0.139356	0.0366942	0.0713795	0.0161186	0.0749691	0.398882	0.0368126	0.171219	0.910991	-4.12778	-2.59068	-0.919089	0.8258672
5470	25.43581	0	25.43581	0.168697	0.0186401	1.09444	0.0990202	0.0109412	0.642405	-1.77965	-3.98244	0.0902431	-0.5327795	2.462192e-05	0.000358548	0.00076318	0	0	0.000777439	0.000194027	2.46219e-05	2.46219e-05	0.0003585482	0.00076318	0.0007774393	0.000194027	0.472939	0.0523344	0.29825	0.137003	0.00837135	0.0311015	0.0980204	0.0200476	0.0327263	0.227402	0.0465093	0.0759232	-2.32258	-3.90965	-3.41958	0.8415438
5480	21.60454	0	21.60454	0.000577289	0.0176066	0.0199083	0.000603733	0.0184131	0.0208202	-7.45717	-4.03948	-3.91662	0.04478803	0.0015461	0.000570025	0.000723058	0	0	0.000123761	0.000105054	0.0015461	0.0015461	0.000570025	0.0007230581	0.0001237609	0.0001050545	0.526973	0.164421	0.16192	0.11301	0.00658564	0.0270905	0.0967136	0.0292071	0.00656934	0.163288	0.0493123	0.0110915	-2.336	-3.53334	-5.02534	0.5237619
5490	28.95046	0	28.95046	0.364426	0.0515469	0.0266932	0.391915	0.0554351	0.0287066	-1.00943	-2.96526	-3.62335	0.07272058	8.408645e-05	5.4461e-05	0.000242172	0	0	0.000204365	0.000204773	8.40864e-05	8.40864e-05	5.446101e-05	0.0002421715	0.0002043654	0.0002047732	0.360816	0.166498	0.150386	0.28606	0.0164867	0.0197525	0.0106598	0.0515538	0.215944	0.0207891	0.100542	0.42114	-4.54128	-2.96513	-1.53274	0.6679479
5500	15.30408	0	15.30408	0.0057271	0.0425005	0.125916	0.00192245	0.0142664	0.0422668	-5.16255	-3.15824	-2.07214	-1.091612	0.002598418	0.00010488	0.000606946	0	0	0.00241431	0.00112789	0.00259842	0.00259842	0.0001048799	0.0006069462	0.002414314	0.00112789	0.151528	0.0646379	0.567777	0.0896091	0.124954	0.00149432	0.00643832	0.0183136	0.466766	0.00824414	0.0234503	0.597685	-5.04549	-4.00011	-0.761927	0.2472356
5510	20.05151	0	20.05151	0.0269226	0.00622081	0.00049	0.00745488	0.00172254	0.000135681	-3.61479	-5.07985	-7.6211	-1.284098	0.00102774	0.000819903	4.3947e-05	0	0	0.000888456	8.63855e-05	0.00102774	0.00102774	0.0008199031	4.394699e-05	0.0008884563	8.638546e-05	0.0690027	0.129023	0.192512	0.108717	0.360482	0.140264	0.0173086	1.59945	0.120966	0.0226152	2.08981	0.158052	-4.05655	0.469658	-2.11225	0.2674171
5520	27.05066	0	27.05066	0.0434143	0.0883367	0.0310279	0.0494276	0.100572	0.0353256	-3.13697	-2.4266	-3.47287	0.1297213	2.597427e-05	0.00133891	0.000213983	0	0	3.5578e-05	0.000716849	2.59743e-05	2.59743e-05	0.00133891	0.0002139827	3.557804e-05	0.0007168493	0.0613461	0.429995	0.191536	0.081493	0.128398	0.107232	0.0295446	0.0762022	0.232133	0.0327012	0.0843438	0.256935	-3.52185	-2.57437	-1.46045	0.1015117
5530	26.11106	0	26.11106	0.152468	0.0327407	0.0457409	0.247459	0.053139	0.0742386	-1.8808	-3.41913	-3.08476	0.4842905	9.909054e-05	1.92979e-05	0.00119603	0	0	0.000394664	7.1217e-05	9.90905e-05	9.90905e-05	1.92979e-05	0.001196028	0.0003946638	7.121696e-05	0.0172297	0.20232	0.16497	0.315388	0.00747691	0.292616	0.0720232	0.19634	0.00756813	0.338295	0.922215	0.0355477	-2.63077	-1.62791	-4.88381	1.54693
5540	23.09786	0	23.09786	0.0776632	0.0500465	0.00199167	0.153095	0.0986548	0.00392611	-2.55537	-2.9948	-6.21878	0.6786745	6.819725e-05	0.000430164	0.00051051	0	0	0.000609339	0.000536696	6.81973e-05	6.81973e-05	0.0004301642	0.0005105103	0.0006093388	0.0005366962	0.326123	0.239593	0.0208694	0.258079	0.0652237	0.0901128	0.877398	0.00707633	0.646663	2.21529	0.0178666	1.63272	-0.130794	-4.951	-0.435929	0.926179
5550	22.06636	0	22.06636	1.15602	0.471073	0.938729	0.306292	0.124812	0.248719	0.144987	-0.752742	-0.0632284	-1.328202	0.0001582192	0.000789908	0.000287808	0	0	0.000313658	0.000603681	0.000158219	0.000158219	0.0007899081	0.0002878075	0.0003136581	0.0006036806	0.0685958	0.100089	0.0792143	0.109933	0.147431	0.494736	0.0189758	0.0341262	0.00104671	0.0224061	0.0402953	0.00123593	-3.96459	-3.37769	-6.8621	0.1661683
5560	21.07415	0	21.07415	2.77286	0.0421719	1.3721	4.06149	0.0617703	2.00975	1.01988	-3.166	0.31634	0.3816697	0.0005695954	0.000555846	0.000224775	0	0	0.00139464	0.000209516	0.000569595	0.000569595	0.0005558463	0.0002247751	0.001394641	0.0002095163	0.0222471	0.269855	0.094685	0.422082	0.0138746	0.177256	0.0672553	0.0011895	0.139835	0.0739645	0.00130816	0.153785	-2.69926	-6.73422	-1.96729	0.09508875
5570	14.01181	0	14.01181	0.0227112	0.31988	0.0599513	0.0240309	0.338468	0.0634349	-3.7849	-1.13981	-2.81422	0.05648247	0.0007742129	0.000599662	0.00380055	0	0	0.000469477	0.00138928	0.000774213	0.000774213	0.0005996619	0.003800549	0.000469477	0.001389278	0.0529317	0.144615	0.139994	0.396691	0.0187049	0.247064	0.863208	1.25213	0.155524	3.59337	5.21237	0.647415	-0.147099	0.224844	-1.86096	1.42619
5580	19.4789	0	19.4789	0.0625298	0.313506	0.177939	0.0339535	0.170233	0.0966206	-2.77211	-1.15994	-1.72631	-0.6106501	0.0005517537	0.000338634	0.000101857	0	0	6.0423e-05	0.00335555	0.000551754	0.000551754	0.0003386336	0.0001018571	6.042295e-05	0.00335555	0.0668163	0.164837	0.0778355	0.0286322	0.502935	0.158944	3.29237	0.0589861	0.0201181	9.76843	0.175011	0.0596904	1.19161	-2.83045	-3.90613	1.087549
