Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta	hidden_rate	Q[1]	Q[2]	Q[3]	Q[4]	Q[5]	Q[6]	R[1]	R[2]	rate_01	rate_02	rate_10	rate_12	rate_20	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta
120	-6382.156	-6404.227	22.07109	0.00366206	0.0050386	0.0127919	0.00312881	0.00430491	0.0109292	-5.60973	-5.29063	-4.35895	-0.1573727	0.001386681	0.00282232	5.89004e-06	0.00389709	0.000979631	0.00109073	0.000983285	0.00138668	0.00138668	0.00282232	0.003897095	5.890044e-06	0.00109073	0.0009796306	0.0009832848	0.434619	0.0434959	0.000410116	0.275291	0.114216	0.131968	0.0458161	0.0415954	0.107892	0.0697362	0.0633118	0.164221	-3.08312	-3.17977	-2.22662	0.4200824
130	-6384.4	-6406.523	22.12343	0.00508202	0.00465511	0.0461897	0.006493	0.00594756	0.0590139	-5.28205	-5.36979	-3.075	0.2450161	0.0005866082	0.00204841	7.36966e-05	0.00624393	0.00212185	5.85368e-06	0.000218974	0.000586608	0.000586608	0.002048412	0.006243928	7.369658e-05	5.85368e-06	0.002121854	0.0002189738	0.382768	0.117162	0.000278805	0.361571	0.0285135	0.109707	0.0479955	0.0463132	0.143738	0.0812467	0.078399	0.243319	-3.03665	-3.07233	-1.93977	0.5263835
140	-6382.34	-6401.238	18.89803	0.00099334	0.0284147	0.0262966	0.00110476	0.0316019	0.0292463	-6.91444	-3.56085	-3.63832	0.1063138	0.001008206	0.00375937	7.57575e-05	0.00469493	0.00181624	0.000796577	0.000514387	0.00100821	0.00100821	0.003759366	0.00469493	7.575753e-05	0.0007965772	0.00181624	0.0005143873	0.523986	0.123723	0.0352797	0.141319	0.090557	0.0851349	0.0443887	0.0613689	0.0820324	0.0654594	0.0904997	0.120972	-3.11477	-2.79085	-2.50064	0.3884442
150	-6390.554	-6409.615	19.06157	0.00300612	0.0159801	0.00353668	0.00966311	0.0513677	0.0113686	-5.8071	-4.13641	-5.64457	1.167664	0.0009476347	0.0022464	0.000192983	0.00563656	0.0013298	9.63888e-06	0.00162049	0.000947635	0.000947635	0.002246404	0.005636559	0.0001929825	9.638878e-06	0.001329796	0.00162049	0.12265	0.158786	0.381687	0.137217	0.0883526	0.111308	0.045395	0.0653619	0.0698952	0.105275	0.15158	0.162093	-3.09235	-2.72782	-2.66076	0.8411714
160	-6383.676	-6408.79	25.11399	0.00718166	0.038114	0.0188686	0.010474	0.0555868	0.0275186	-4.93622	-3.26717	-3.97026	0.3773642	0.0001347289	0.00311716	4.80597e-05	0.00540203	0.00136688	3.099e-05	0.000278729	0.000134729	0.000134729	0.003117163	0.005402026	4.805971e-05	3.099002e-05	0.001366882	0.0002787293	0.145723	0.307083	0.380047	0.0822474	0.0729314	0.0119682	0.0510646	0.0708022	0.0978644	0.0695604	0.096447	0.133311	-2.97466	-2.64787	-2.32417	0.3091044
170	-6386.193	-6405.943	19.7494	0.00254874	0.0170086	0.00419072	0.000564772	0.00376893	0.000928618	-5.97216	-4.07403	-5.47488	-1.506931	0.001670871	0.00243452	3.12007e-06	0.00303818	0.00296313	0.000984202	0.000522202	0.00167087	0.00167087	0.002434517	0.003038184	3.120069e-06	0.0009842021	0.002963126	0.0005222024	0.216961	0.359249	0.0697305	0.22186	0.116212	0.0159882	0.0412704	0.045642	0.0803694	0.0635309	0.0702605	0.123719	-3.18761	-3.08693	-2.52112	0.4313813
180	-6381.799	-6407.06	25.26111	0.00271829	0.0266023	0.0993638	0.0009799	0.00958972	0.0358191	-5.90775	-3.62676	-2.30897	-1.020306	0.000301309	0.00406124	5.64369e-05	0.00337896	0.00108482	0.000355554	0.000489523	0.000301309	0.000301309	0.004061242	0.003378963	5.643691e-05	0.0003555542	0.001084817	0.0004895233	0.160897	0.265967	0.256809	0.177192	0.133294	0.00584047	0.0472375	0.0445756	0.16293	0.06949	0.0655741	0.239682	-3.05257	-3.11057	-1.81443	0.385994
190	-6380.8	-6403.51	22.70998	0.0134462	0.0149079	0.0431596	0.0138062	0.0153071	0.0443153	-4.30906	-4.20587	-3.14285	0.02642535	0.0007416096	0.00279031	0.000105272	0.00452537	0.0028492	1.87231e-05	0.000644802	0.00074161	0.00074161	0.002790311	0.004525368	0.0001052722	1.872307e-05	0.002849198	0.0006448022	0.619193	0.134522	0.0036123	0.0374599	0.00781725	0.197396	0.0515065	0.0527575	0.0951834	0.07413	0.0759304	0.136991	-2.96605	-2.94205	-2.35195	0.3641118
200	-6389.126	-6409.217	20.09175	0.00526635	0.0346669	0.0670125	0.00574291	0.037804	0.0730766	-5.24642	-3.36197	-2.70288	0.08662841	0.003497597	0.00422221	0.000128909	0.00100555	0.00271739	0.000631046	0.000666357	0.0034976	0.0034976	0.004222211	0.001005547	0.0001289088	0.0006310461	0.002717388	0.0006663574	0.46868	0.0199432	0.0855357	0.152901	0.0472453	0.225695	0.0479542	0.0644467	0.127267	0.0624407	0.0839156	0.165714	-3.03751	-2.74192	-2.06147	0.263972
210	-6381.689	-6403.163	21.47414	0.000519686	0.00627403	0.135372	0.000421994	0.00509462	0.109924	-7.56229	-5.07134	-1.99973	-0.2082338	0.000858967	0.0028313	8.02453e-05	0.00407537	0.00220065	0.000244655	0.000428288	0.000858967	0.000858967	0.0028313	0.004075374	8.02453e-05	0.0002446552	0.002200652	0.0004282877	0.191239	0.0554456	0.138139	0.203764	0.0460825	0.365331	0.0421829	0.0448102	0.149426	0.0615924	0.0654286	0.21818	-3.16574	-3.10532	-1.90096	0.3785241
220	-6379.982	-6406.644	26.66179	0.00172226	0.0314734	0.0636832	0.00040571	0.00741415	0.0150018	-6.36412	-3.45861	-2.75383	-1.445751	0.0005010707	0.00321277	3.27109e-06	0.00240355	0.00229258	0.000193997	0.000100072	0.000501071	0.000501071	0.003212766	0.002403555	3.271091e-06	0.0001939974	0.002292585	0.000100072	0.122979	0.102953	0.179152	0.264896	0.224994	0.105026	0.0458777	0.0517118	0.12247	0.0607237	0.0684458	0.162101	-3.08178	-2.96207	-2.09989	0.280356
230	-6389.799	-6408.88	19.08147	0.00178472	0.0387529	0.0700156	0.00120487	0.0261622	0.0472678	-6.32849	-3.25055	-2.65904	-0.3928904	0.00117691	0.00340646	0.00053759	0.00216403	0.00389163	0.000156792	0.00156538	0.00117691	0.00117691	0.003406456	0.002164027	0.0005375901	0.0001567922	0.003891626	0.001565381	0.0281631	0.306934	0.423903	0.159229	0.0359903	0.0457803	0.0437828	0.061381	0.116452	0.0613714	0.0860393	0.163234	-3.12851	-2.79065	-2.15028	0.3377031
240	-6383.082	-6406.872	23.79048	0.000520922	0.0236298	0.0411451	0.00018353	0.0083252	0.0144962	-7.55991	-3.74525	-3.19065	-1.043221	0.0009334612	0.00384456	0.000138276	0.00219565	0.00168743	0.00080373	0.000100791	0.000933461	0.000933461	0.003844556	0.002195652	0.0001382762	0.0008037305	0.001687431	0.0001007911	0.411548	0.00584509	0.195189	0.109525	0.142684	0.135209	0.0473968	0.0514225	0.113555	0.0628745	0.0682148	0.150637	-3.0492	-2.96768	-2.17547	0.2825856
250	-6387.09	-6403.568	16.47737	0.00179778	0.00365948	0.00313085	0.00293154	0.0059673	0.00510529	-6.3212	-5.61043	-5.76645	0.4889741	0.001582421	0.00416279	9.29408e-06	0.00382862	0.00177557	0.000439768	0.00114626	0.00158242	0.00158242	0.004162788	0.003828623	9.294075e-06	0.0004397678	0.001775571	0.001146263	0.397086	0.00546839	0.129477	0.163308	0.271154	0.0335066	0.0407821	0.03505	0.09891	0.0775364	0.0666383	0.188051	-3.19951	-3.35098	-2.31354	0.6425033
260	-6389.406	-6404.858	15.45261	0.000733051	0.0276435	0.0348288	0.000648861	0.0244687	0.0308287	-7.2183	-3.58837	-3.35731	-0.1219965	0.002908072	0.00391579	0.000215634	0.00230605	0.00231348	0.000385062	0.00219142	0.00290807	0.00290807	0.003915787	0.002306049	0.0002156335	0.0003850621	0.002313484	0.002191418	0.304002	0.00345525	0.153503	0.103188	0.224448	0.211404	0.0426125	0.0487313	0.0870501	0.0590317	0.0675082	0.120592	-3.15561	-3.02143	-2.44127	0.3259263
270	-6382.593	-6403.88	21.28723	0.00188205	0.00670627	0.0608842	0.00141672	0.00504816	0.0458307	-6.27539	-5.00471	-2.79878	-0.2840187	0.002066527	0.00283587	1.23213e-05	0.00304089	0.00239401	0.000743906	0.000403386	0.00206653	0.00206653	0.002835874	0.003040885	1.232125e-05	0.0007439056	0.002394014	0.0004033864	0.161274	0.00733968	0.368974	0.0145668	0.286676	0.161169	0.0405085	0.0424935	0.139709	0.0612081	0.0642074	0.2111	-3.20624	-3.15841	-1.96819	0.4127676
280	-6378.296	-6399.983	21.68731	0.00507919	0.00527716	0.0438836	0.00649097	0.00674397	0.0560812	-5.2826	-5.24437	-3.12622	0.245261	0.001013159	0.00304961	3.77697e-06	0.00462246	0.00184636	3.40194e-05	0.00107989	0.00101316	0.00101316	0.00304961	0.004622462	3.776971e-06	3.401945e-05	0.001846361	0.001079891	0.338763	0.00548252	0.177927	0.00993254	0.0644678	0.403427	0.0471934	0.0442125	0.12943	0.0661241	0.0619474	0.181348	-3.0535	-3.11875	-2.04462	0.3372785
290	-6388.406	-6404.266	15.85962	0.0113261	0.0130917	0.146323	0.00174071	0.00201206	0.0224883	-4.48064	-4.33578	-1.92194	-1.872817	0.0002808194	0.00248649	5.7275e-06	0.00445143	0.00433457	0.000798679	0.00166096	0.000280819	0.000280819	0.002486492	0.004451432	5.727503e-06	0.0007986789	0.004334568	0.001660957	0.165137	0.101486	0.48501	0.0325796	0.078546	0.137242	0.052567	0.054182	0.175138	0.0772485	0.0796219	0.257369	-2.94567	-2.91541	-1.74218	0.3849397
300	-6384.733	-6409.116	24.38371	0.00201846	0.00804687	0.0235891	0.00517818	0.0206436	0.0605159	-6.20542	-4.82247	-3.74697	0.9421212	0.00141138	0.00276877	0.000249795	0.00372357	0.00085061	0.000365284	0.000385486	0.00141138	0.00141138	0.002768769	0.003723571	0.000249795	0.0003652839	0.0008506104	0.0003854855	0.24251	0.0394331	0.248909	0.112373	0.133705	0.223069	0.0432183	0.0434299	0.108206	0.0754191	0.0757884	0.188827	-3.14149	-3.13661	-2.22372	0.5567966
310	-6380.888	-6401.122	20.23373	0.00171747	0.00454912	0.0257394	0.00232406	0.00615581	0.0348302	-6.3669	-5.39282	-3.65973	0.3024625	0.001670707	0.0026549	2.37309e-05	0.00416049	0.00223332	0.000173704	0.000926505	0.00167071	0.00167071	0.0026549	0.004160486	2.373094e-05	0.0001737037	0.002233323	0.0009265046	0.580697	0.0273885	0.220632	0.0105461	0.0413166	0.11942	0.0413107	0.0463366	0.0876605	0.061737	0.0692479	0.131005	-3.18663	-3.07182	-2.43428	0.4017608
320	-6386.102	-6401.872	15.77083	0.00117425	0.0110548	0.0169298	0.000590856	0.00556251	0.00851868	-6.74713	-4.50489	-4.07868	-0.686813	0.0004335712	0.00289712	0.00012637	0.00674697	0.0017294	0.00103835	0.000922371	0.000433571	0.000433571	0.002897122	0.006746968	0.0001263698	0.001038354	0.001729401	0.0009223707	0.498159	0.092414	0.0461772	0.0164097	0.074222	0.272618	0.0421286	0.0410642	0.113643	0.0664565	0.0647774	0.179267	-3.16703	-3.19262	-2.1747	0.4558206
330	-6383.073	-6409.734	26.66149	0.000488638	0.0138537	0.132473	9.8795e-05	0.002801	0.0267839	-7.62389	-4.2792	-2.02138	-1.598575	0.000891267	0.00246534	3.17858e-05	0.0018088	0.00212997	7.21298e-05	0.000372841	0.000891267	0.000891267	0.002465339	0.0018088	3.178581e-05	7.212978e-05	0.002129972	0.0003728411	0.715584	0.0040357	0.172129	0.00684816	0.0497831	0.05162	0.0458198	0.049878	0.171861	0.0589939	0.0642188	0.221274	-3.08304	-2.99818	-1.76107	0.2527166
340	-6382.556	-6402.911	20.35514	0.00136758	0.00483476	0.110878	0.000985272	0.00348321	0.0798826	-6.59472	-5.33192	-2.19932	-0.3278774	0.001154977	0.00292942	0.00015221	0.00496125	0.00164342	0.000323072	0.000488834	0.00115498	0.00115498	0.00292942	0.004961252	0.0001522096	0.0003230721	0.001643423	0.0004888338	0.29882	0.148026	0.401661	0.00607201	0.0661961	0.0792261	0.0466912	0.0421661	0.168804	0.0735539	0.0664254	0.265921	-3.0642	-3.16614	-1.77902	0.4544628
350	-6381.867	-6403.498	21.63084	0.0092372	0.0139795	0.0698721	0.00236944	0.00358588	0.0179229	-4.68452	-4.27016	-2.66109	-1.360585	0.001737983	0.00269177	2.2182e-05	0.0044067	0.00163345	0.000125299	0.00101799	0.00173798	0.00173798	0.002691772	0.004406704	2.218195e-05	0.0001252993	0.001633454	0.001017994	0.259751	0.156657	0.348786	0.0019081	0.212533	0.0203651	0.0468992	0.0462721	0.140159	0.0671176	0.0662202	0.200583	-3.05976	-3.07322	-1.96497	0.3584465
360	-6383.221	-6406.387	23.16642	0.000384496	0.00766788	0.0743167	0.000490622	0.00978431	0.0948291	-7.86358	-4.87072	-2.59942	0.2437408	0.0004832912	0.00321123	0.000128352	0.00273736	0.00258411	0.000159417	0.000416975	0.000483291	0.000483291	0.003211229	0.002737356	0.0001283524	0.0001594169	0.002584112	0.0004169751	0.518181	0.171338	0.180792	0.000941451	0.0330429	0.0957051	0.0433775	0.0363736	0.158087	0.0707245	0.0593051	0.257752	-3.13781	-3.31391	-1.84461	0.4888503
370	-6385.773	-6398.731	12.95805	0.00174067	0.0184102	0.129672	0.000766367	0.00810546	0.057091	-6.35348	-3.99485	-2.04274	-0.8203641	0.001100942	0.00377764	1.47578e-05	0.00387393	0.00219105	0.00101222	0.00360406	0.00110094	0.00110094	0.003777642	0.00387393	1.475782e-05	0.001012224	0.002191048	0.003604057	0.177072	0.252684	0.00642803	0.00182702	0.0185231	0.543467	0.0442929	0.0478573	0.155653	0.0677767	0.0732309	0.238179	-3.11693	-3.03953	-1.86013	0.4253941
380	-6390.909	-6408.149	17.2406	0.000216454	0.0208795	0.0893933	0.000206319	0.0199018	0.0852076	-8.43813	-3.86899	-2.41471	-0.04795509	0.0001609649	0.00355134	0.000182924	0.00526805	0.00155519	0.000281208	0.00151453	0.000160965	0.000160965	0.003551342	0.005268049	0.0001829239	0.0002812084	0.001555194	0.001514532	0.0464779	0.395424	0.074072	0.0405071	0.221763	0.221756	0.0454052	0.0455597	0.0997304	0.0721296	0.0723752	0.15843	-3.09213	-3.08873	-2.30528	0.4628391
390	-6383.409	-6404.252	20.84289	0.00221136	0.0105894	0.0068158	0.000617477	0.00295687	0.00190317	-6.11415	-4.5479	-4.98851	-1.275724	0.0008204219	0.00308765	5.68143e-05	0.00471499	0.000944883	4.94615e-05	0.0015056	0.000820422	0.000820422	0.003087654	0.004714991	5.681432e-05	4.946154e-05	0.0009448829	0.001505604	0.348111	0.209399	0.0337809	0.0977709	0.215332	0.0956065	0.0406794	0.0409829	0.0946514	0.0688419	0.0693555	0.160179	-3.20203	-3.1946	-2.35755	0.5260911
400	-6382.057	-6401.648	19.59111	0.00249861	0.00110386	0.0208513	0.0103619	0.00457779	0.0864719	-5.99202	-6.80894	-3.87034	1.4224	0.001506302	0.00256368	0.000120633	0.00408384	0.00212143	0.000108508	0.000648498	0.0015063	0.0015063	0.00256368	0.00408384	0.000120633	0.0001085075	0.002121429	0.0006484983	0.305664	0.158123	0.04209	0.137888	0.161318	0.194917	0.041443	0.0388405	0.0897887	0.0717377	0.0672327	0.155424	-3.18344	-3.24829	-2.4103	0.5486969
410	-6380.354	-6404.025	23.67092	0.000546489	0.0297233	0.0366523	0.000390666	0.0212482	0.0262015	-7.512	-3.51582	-3.30628	-0.3356611	0.0007093549	0.00381285	8.36983e-05	0.00275203	0.00152005	0.000115452	0.000997168	0.000709355	0.000709355	0.003812847	0.002752032	8.369833e-05	0.0001154521	0.001520053	0.0009971684	0.0996028	0.0382358	0.243405	0.0217718	0.219722	0.377263	0.043722	0.0579134	0.104895	0.0656384	0.0869435	0.157475	-3.1299	-2.84881	-2.2548	0.406309
420	-6381.873	-6404.791	22.91763	0.00289716	0.00712546	0.029106	0.00167317	0.00411511	0.0168094	-5.84402	-4.94408	-3.53681	-0.5490088	0.001226553	0.00313841	5.56173e-05	0.00463218	0.00140493	0.000324943	0.00011423	0.00122655	0.00122655	0.003138413	0.004632181	5.561726e-05	0.0003249433	0.001404934	0.0001142302	0.57892	0.176126	0.0601319	0.0254079	0.066814	0.0926	0.0470131	0.0477958	0.118069	0.0612804	0.0623007	0.153899	-3.05733	-3.04082	-2.13649	0.2650336
430	-6383.155	-6404.58	21.42481	0.0067716	0.0105202	0.0269391	0.00611993	0.00950778	0.0243465	-4.99502	-4.55446	-3.61418	-0.1011873	0.0008922742	0.00325659	9.56464e-06	0.00379858	0.0012359	0.000588862	0.00217828	0.000892274	0.000892274	0.003256594	0.003798579	9.564637e-06	0.0005888624	0.001235896	0.002178276	0.279391	0.113888	0.123607	0.0143281	0.138847	0.32994	0.0515143	0.0448898	0.112625	0.0838015	0.0730249	0.183214	-2.9659	-3.10355	-2.18369	0.4865902
440	-6382.511	-6404.33	21.81941	0.00412987	0.0010102	0.00219288	0.0174778	0.0042752	0.00928039	-5.48951	-6.89761	-6.12254	1.442685	0.0006947413	0.00283168	2.50011e-05	0.00425345	0.0010929	0.0004105	0.000231224	0.000694741	0.000694741	0.002831684	0.004253451	2.500114e-05	0.0004104997	0.001092899	0.0002312238	0.743618	0.0918741	0.121865	0.0118032	0.00744376	0.023396	0.0478706	0.0367534	0.0955066	0.0876256	0.067276	0.174822	-3.03925	-3.30352	-2.34856	0.6045722
450	-6386.696	-6408.953	22.25711	0.00571389	0.00161248	0.00342371	0.0247055	0.00697199	0.0148033	-5.16486	-6.42998	-5.67703	1.464125	0.001084406	0.0036159	0.000131201	0.00362026	0.000972185	0.000335465	5.98695e-05	0.00108441	0.00108441	0.003615902	0.003620261	0.0001312009	0.0003354652	0.0009721854	5.986955e-05	0.226762	0.504251	0.0867023	0.00356399	0.0175244	0.161197	0.0442952	0.0348036	0.0927965	0.0784812	0.0616642	0.164415	-3.11688	-3.35804	-2.37735	0.5719835
460	-6385.578	-6405.866	20.28751	0.0015463	0.0256228	0.0161845	0.000141544	0.00234544	0.00148148	-6.47189	-3.66427	-4.1237	-2.391009	0.0009361522	0.00344079	0.000122425	0.00314362	0.00250068	0.000379806	0.000227959	0.000936152	0.000936152	0.003440791	0.003143624	0.0001224249	0.0003798058	0.002500681	0.0002279591	0.122371	0.166325	0.103947	0.0860672	0.0389177	0.482371	0.0479762	0.0488161	0.105334	0.0652292	0.0663712	0.143214	-3.03705	-3.0197	-2.25062	0.307203
470	-6386.965	-6411.005	24.03989	0.00990807	0.0322984	0.0731106	0.00435991	0.0142125	0.0321713	-4.61441	-3.43274	-2.61578	-0.8208977	0.0009395877	0.00244391	0.000118066	0.00257805	0.00154675	0.00055165	0.00271828	0.000939588	0.000939588	0.002443906	0.002578054	0.0001180659	0.0005516502	0.001546748	0.002718279	0.407643	0.158513	0.0694131	0.0243324	0.0179856	0.322113	0.0447666	0.0555615	0.127909	0.0626433	0.077749	0.178988	-3.10629	-2.89026	-2.05643	0.3359946
480	-6380.448	-6405.738	25.29016	0.00416276	0.0164501	0.0487144	0.000417163	0.00164852	0.00488182	-5.48158	-4.10742	-3.02178	-2.300457	0.0004993312	0.00303149	5.90188e-05	0.0030524	0.00133992	0.000117859	0.000752195	0.000499331	0.000499331	0.003031495	0.003052401	5.901881e-05	0.0001178589	0.001339921	0.0007521946	0.172298	0.0950759	0.363272	0.0401347	0.207205	0.122015	0.047557	0.0473846	0.111451	0.0635178	0.0632876	0.148856	-3.04583	-3.04946	-2.19417	0.2893913
490	-6386.094	-6409.146	23.05225	0.00112935	0.00179248	0.000995392	0.00301445	0.00478448	0.00265689	-6.78611	-6.32415	-6.91237	0.9817761	0.0006764161	0.00273884	1.86975e-05	0.00209195	0.00225214	1.36766e-05	0.000895666	0.000676416	0.000676416	0.002738841	0.002091953	1.869751e-05	1.367657e-05	0.002252139	0.0008956658	0.15213	0.128644	0.0842816	0.174682	0.0360761	0.424186	0.0476741	0.0442633	0.0894818	0.0716562	0.0665296	0.134495	-3.04337	-3.1176	-2.41372	0.4074909
