Iteration	Posterior	Likelihood	Prior	age_Argia	age_Ischnura	age_Nehalennia	extinction_rate	height_mol	root_age	speciation_rate
7709	-8741.257	0	-8741.257	81.6037	57.96299	24.64607	0	19.38768	111.8965	0.0614599
7710	-8724.536	0	-8724.536	77.72645	59.32216	24.64607	0	131.0721	108.5953	0.06258264
7711	-8726.905	0	-8726.905	79.79657	68.46793	22.06662	0	72.73703	103.6773	0.06199865
7712	-8726.413	0	-8726.413	72.56956	50.1739	13.34848	0	24.93955	114.6169	0.0639352
7713	-8723.571	0	-8723.571	81.20941	58.91837	12.79838	0	8.703398	107.2325	0.06433667
7714	-8733.822	0	-8733.822	84.42253	58.91837	19.84649	0	1.739624	127.5222	0.06408694
7715	-8728.339	0	-8728.339	92.02218	68.39736	22.70842	0	56.669	113.8529	0.06079899
7716	-8729.004	0	-8729.004	77.0402	68.39736	17.26895	0	128.4624	129.6118	0.06912209
7717	-8721.374	0	-8721.374	89.39802	74.39181	17.26895	0	13.69172	111.4302	0.06507582
7718	-8706.472	0	-8706.472	84.74024	73.87544	17.1879	0	27.2709	106.586	0.06591085
7719	-8706.42	0	-8706.42	87.94499	89.36732	20.78359	0	76.79972	124.6551	0.06980178
7720	-8704.108	0	-8704.108	87.94499	71.95345	22.22005	0	70.0716	113.7345	0.06805999
7721	-8710.948	0	-8710.948	74.43182	77.19849	22.09706	0	2.582692	116.1329	0.06597686
7722	-8713.222	0	-8713.222	84.2771	78.76585	14.5614	0	7.12041	120.771	0.06537696
7723	-8721.602	0	-8721.602	74.11437	82.92328	13.88356	0	49.37414	105.0619	0.06671852
7724	-8707.836	0	-8707.836	83.21929	81.97611	13.79778	0	16.45059	110.846	0.06596139
7725	-8702.704	0	-8702.704	71.9355	77.36946	13.79778	0	124.1517	107.1192	0.06528476
7726	-8697.754	0	-8697.754	81.14152	79.78116	16.61724	0	2.60215	106.9223	0.0649625
7727	-8694.249	0	-8694.249	71.26964	79.78116	17.07997	0	0.8820092	103.5064	0.07324355
7728	-8709.329	0	-8709.329	71.26964	79.78116	15.52071	0	53.68738	111.2094	0.06544303
7729	-8724.588	0	-8724.588	70.25914	63.92955	19.43483	0	101.7152	109.2473	0.06302071
7730	-8731.849	0	-8731.849	68.83041	76.06511	20.7146	0	56.28534	101.7092	0.06404567
7731	-8733.578	0	-8733.578	74.68425	76.06511	18.18895	0	37.57092	97.10944	0.06308714
7732	-8730.969	0	-8730.969	74.68425	72.01315	15.67385	0	5.943119	121.5387	0.0633046
7733	-8735.499	0	-8735.499	68.59329	61.24472	20.41372	0	20.50094	107.6643	0.06252165
7734	-8749.433	0	-8749.433	66.66495	57.02456	18.97103	0	74.6898	114.8976	0.06138328
7735	-8741.867	0	-8741.867	70.54464	58.41715	19.35042	0	9.760985	101.6735	0.06402534
7736	-8743.077	0	-8743.077	70.54613	71.53263	23.99908	0	48.15034	127.0144	0.06349385
7737	-8752.196	0	-8752.196	67.0914	64.75211	14.43669	0	51.9134	97.3035	0.06060005
7738	-8755.016	0	-8755.016	78.4131	76.95571	18.9394	0	113.4351	101.3284	0.06128639
7739	-8753.128	0	-8753.128	78.4131	74.19479	27.10351	0	38.34431	99.11812	0.06051171
7740	-8760.155	0	-8760.155	78.4131	54.53542	24.2388	0	21.93633	99.71208	0.0609343
7741	-8754.384	0	-8754.384	78.4131	54.53542	20.79479	0	61.94759	95.31795	0.06282728
7742	-8751.067	0	-8751.067	78.4131	57.60748	25.27108	0	40.4365	110.5995	0.05856157
7743	-8748.076	0	-8748.076	78.4131	57.60748	16.16951	0	41.37646	106.6376	0.06175157
7744	-8755.507	0	-8755.507	78.4131	74.32211	25.6784	0	70.10485	100.6529	0.06108651
7745	-8753.481	0	-8753.481	78.4131	54.73456	18.03245	0	32.86052	102.1804	0.06023477
7746	-8765.217	0	-8765.217	80.22892	54.73456	15.86932	0	71.59421	108.1218	0.06195477
7747	-8765.879	0	-8765.879	81.2445	78.22576	24.95158	0	1.671829	92.41995	0.06393277
7748	-8769.87	0	-8769.87	81.2445	52.6835	23.38796	0	17.5202	94.03609	0.05928648
7749	-8762.904	0	-8762.904	73.87962	52.6835	18.7057	0	92.76224	94.30956	0.0573038
7750	-8756.681	0	-8756.681	94.84543	52.6835	18.7057	0	154.8665	98.07007	0.05884406
7751	-8748.457	0	-8748.457	90.83053	61.36264	18.7057	0	37.41118	108.3832	0.0643902
7752	-8751.394	0	-8751.394	93.72565	57.3546	18.21041	0	106.0897	114.3745	0.0611071
7753	-8742.039	0	-8742.039	93.72565	57.3546	17.84555	0	16.907	105.0576	0.05861716
7754	-8736.548	0	-8736.548	86.1897	66.52782	17.84555	0	76.06835	114.6579	0.06319738
7755	-8745.497	0	-8745.497	86.1897	68.18473	18.72375	0	25.8087	111.6279	0.06336957
7756	-8744.823	0	-8744.823	86.1897	64.47013	19.5486	0	13.0929	109.5783	0.06213463
7757	-8754.297	0	-8754.297	88.60246	51.19102	18.36669	0	334.3691	112.7128	0.06167596
7758	-8748.769	0	-8748.769	88.51826	51.19102	18.36669	0	145.8466	133.1803	0.06193042
7759	-8759.77	0	-8759.77	87.33213	51.72525	6.864137	0	116.4462	142.0074	0.06094
7760	-8754.41	0	-8754.41	88.90808	53.39596	6.933811	0	59.94049	123.6006	0.06512579
7761	-8743.301	0	-8743.301	92.48541	53.39596	3.006949	0	63.32652	99.90978	0.06403963
7762	-8747.903	0	-8747.903	92.48541	52.03876	5.536442	0	0.4445417	98.9845	0.0614355
7763	-8741.687	0	-8741.687	89.43249	51.62369	5.485762	0	8.042384	106.9945	0.06531499
7764	-8748.233	0	-8748.233	93.42245	51.92506	7.246998	0	5.928671	121.7496	0.06344782
7765	-8746.758	0	-8746.758	90.58183	51.92506	8.43587	0	2.736737	113.3519	0.06124711
7766	-8733.024	0	-8733.024	90.17258	51.92506	10.5242	0	51.45011	96.01046	0.06542308
7767	-8737.832	0	-8737.832	89.49266	55.7776	6.045526	0	61.00103	99.11007	0.06498743
7768	-8738.731	0	-8738.731	90.63625	52.60957	5.556645	0	50.57294	100.9606	0.06571568
7769	-8738.159	0	-8738.159	79.12602	57.81479	4.930391	0	48.48633	96.79505	0.06097078
7770	-8750.453	0	-8750.453	78.73427	59.25971	6.364817	0	47.63786	95.10121	0.06212254
7771	-8748.546	0	-8748.546	86.0796	65.77	7.268077	0	76.68212	100.0725	0.06140908
7772	-8747.201	0	-8747.201	85.07177	58.25211	10.80402	0	7.621612	91.24243	0.05892964
7773	-8742.454	0	-8742.454	83.08615	63.09959	14.32766	0	11.36394	106.9564	0.05917535
7774	-8743.045	0	-8743.045	79.33841	70.78999	14.32766	0	54.9665	102.7936	0.06255987
7775	-8746.897	0	-8746.897	92.37465	58.35456	24.03632	0	1.714729	111.0346	0.06300862
7776	-8737.305	0	-8737.305	83.30058	58.35456	26.77711	0	5.075338	107.4744	0.06316513
7777	-8732.301	0	-8732.301	87.81499	58.35456	22.53317	0	71.66754	103.9474	0.06278528
7778	-8722.238	0	-8722.238	84.42765	58.35456	22.53317	0	28.40741	96.16314	0.06211022
7779	-8724.578	0	-8724.578	84.42765	53.84099	23.95446	0	32.34197	124.9993	0.0648143
7780	-8726.262	0	-8726.262	79.93906	73.66662	17.58242	0	131.0768	101.3426	0.06474412
7781	-8730.318	0	-8730.318	88.47137	73.66662	17.97494	0	14.76216	106.8568	0.06483873
7782	-8728.561	0	-8728.561	70.7867	73.66662	22.02083	0	17.06168	109.1681	0.06565933
7783	-8721.772	0	-8721.772	74.65637	63.56767	18.51272	0	86.71618	103.241	0.06530766
7784	-8716.092	0	-8716.092	69.77524	64.91436	17.01336	0	67.71378	101.9407	0.06878794
7785	-8712.257	0	-8712.257	72.62199	63.53613	28.68372	0	56.04036	105.4948	0.06609882
7786	-8717.328	0	-8717.328	71.5498	71.2066	31.79984	0	156.0122	114.1975	0.06564732
7787	-8712.846	0	-8712.846	73.42321	68.84464	24.07958	0	48.58246	109.8317	0.06462686
7788	-8719.64	0	-8719.64	79.09351	65.54234	24.07958	0	60.23676	102.2372	0.06716135
7789	-8720.567	0	-8720.567	78.52965	65.54234	24.07958	0	41.55093	111.0653	0.06609327
7790	-8722.702	0	-8722.702	73.03963	57.00425	24.07958	0	30.82165	125.2805	0.06457105
7791	-8716.266	0	-8716.266	73.03963	66.5595	16.40691	0	19.19943	108.5806	0.06590538
7792	-8717.785	0	-8717.785	78.84228	65.22402	16.40691	0	9.946154	114.311	0.06738361
7793	-8693.797	0	-8693.797	72.35004	70.5772	17.55249	0	2.484312	98.40563	0.06750396
7794	-8676.11	0	-8676.11	81.47395	65.69984	12.84018	0	44.38286	107.4498	0.06729029
7795	-8671.328	0	-8671.328	68.67673	55.038	15.3458	0	38.2198	92.5292	0.07055105
7796	-8678.228	0	-8678.228	64.24161	55.45967	12.86366	0	9.784424	93.97004	0.07116643
7797	-8687	0	-8687	64.24161	64.31667	12.86366	0	118.799	91.68451	0.06815054
7798	-8684.042	0	-8684.042	70.27478	63.15053	10.59385	0	9.109914	87.63195	0.06686897
7799	-8691.283	0	-8691.283	70.56034	65.60516	15.18474	0	5.308328	110.3823	0.0684971
7800	-8689.516	0	-8689.516	70.56034	65.60516	15.15563	0	59.77101	84.05822	0.0674883
7801	-8689.829	0	-8689.829	73.12391	65.6241	15.28513	0	6.777385	87.03668	0.06330254
7802	-8686.549	0	-8686.549	66.07524	77.08789	17.4377	0	48.29535	87.1812	0.06923739
7803	-8683.199	0	-8683.199	71.16234	77.08789	17.4377	0	29.23307	87.14569	0.06917275
7804	-8674.882	0	-8674.882	67.3174	59.65902	16.7847	0	19.3831	94.20654	0.07044349
7805	-8680.417	0	-8680.417	60.41719	66.58572	18.3586	0	116.7529	106.6185	0.06597102
7806	-8680.619	0	-8680.619	60.41719	71.45653	24.55173	0	2.388208	108.3982	0.07149995
7807	-8677.228	0	-8677.228	70.94157	73.57197	22.11566	0	132.6587	112.1155	0.07067373
7808	-8667.972	0	-8667.972	70.94157	69.81163	18.20048	0	86.97075	112.9624	0.0710976
7809	-8653.552	0	-8653.552	63.09931	69.81163	18.20048	0	21.82119	119.9616	0.06930462
7810	-8645.008	0	-8645.008	61.72783	67.71604	15.27993	0	20.41355	104.3457	0.07048002
7811	-8654.605	0	-8654.605	72.66189	67.71604	15.27993	0	39.79086	121.9166	0.07204364
7812	-8648.925	0	-8648.925	61.5042	66.16378	16.94238	0	58.13506	144.1147	0.07310366
7813	-8657.736	0	-8657.736	61.5042	48.95382	21.60022	0	8.225154	138.6868	0.07334119
7814	-8645.674	0	-8645.674	64.09669	48.29665	22.95966	0	86.13469	128.3541	0.07094321
7815	-8655.601	0	-8655.601	62.72628	63.23781	24.67637	0	1.926265	133.8499	0.07181188
7816	-8651.733	0	-8651.733	70.76556	54.52826	22.91348	0	10.62363	125.7512	0.07083353
7817	-8647.584	0	-8647.584	67.33694	62.71586	20.79466	0	57.7124	112.6705	0.07391414
7818	-8657.621	0	-8657.621	61.73265	62.93105	20.79466	0	32.76548	105.8571	0.07684134
7819	-8655.032	0	-8655.032	61.73265	62.93105	19.43357	0	162.8054	109.4045	0.07215451
7820	-8659.656	0	-8659.656	62.18466	70.91388	20.23359	0	33.76747	102.142	0.07341576
7821	-8666.898	0	-8666.898	64.75369	71.38274	23.25267	0	65.06432	138.3672	0.07429546
7822	-8660.232	0	-8660.232	64.75369	59.60072	24.64685	0	205.384	109.887	0.07031208
7823	-8663.37	0	-8663.37	72.00699	62.96325	23.53753	0	116.1223	117.2617	0.07054701
7824	-8666.052	0	-8666.052	67.41414	62.96325	19.24094	0	67.62085	124.1322	0.06798388
7825	-8665.123	0	-8665.123	69.02342	64.44061	19.24094	0	7.393613	107.211	0.06749485
7826	-8666.035	0	-8666.035	69.02342	66.80636	19.36352	0	104.4288	103.5344	0.07077191
7827	-8679.77	0	-8679.77	69.91959	66.80636	19.17667	0	37.85353	105.0147	0.06372188
7828	-8677.717	0	-8677.717	71.6461	55.76066	20.17074	0	116.0831	121.5845	0.06859184
7829	-8655.012	0	-8655.012	58.58641	55.76066	20.17074	0	1.839614	118.0228	0.07031719
7830	-8658.867	0	-8658.867	58.58641	60.54473	19.34133	0	30.17572	106.5296	0.06626915
7831	-8658.051	0	-8658.051	60.83654	76.79305	18.36467	0	60.1365	110.6667	0.06821711
7832	-8662.037	0	-8662.037	60.83654	77.0108	18.36467	0	43.80063	92.85496	0.07115826
7833	-8657.013	0	-8657.013	76.13633	71.79153	18.36467	0	68.29913	93.16657	0.07292433
7834	-8660.935	0	-8660.935	62.08977	70.0641	13.4087	0	20.29494	107.7136	0.07184331
7835	-8674.029	0	-8674.029	69.721	68.08914	16.36162	0	18.33155	102.8889	0.0693972
7836	-8688.874	0	-8688.874	73.57163	62.55366	24.92353	0	37.77215	113.8734	0.06755303
7837	-8677.167	0	-8677.167	58.57492	62.17747	25.46527	0	48.83467	90.40532	0.06847661
7838	-8680.467	0	-8680.467	57.6367	71.69184	25.46527	0	27.31726	91.96529	0.06560479
7839	-8694.218	0	-8694.218	71.98497	61.52731	24.89437	0	28.67467	104.7705	0.06477331
7840	-8690.022	0	-8690.022	74.06626	59.44769	29.05491	0	21.60997	89.35528	0.06891033
7841	-8681.11	0	-8681.11	71.94867	64.70893	23.74677	0	55.79783	112.3608	0.07335891
7842	-8671.543	0	-8671.543	71.94867	64.70893	23.74677	0	38.86506	117.2019	0.06982518
7843	-8662.884	0	-8662.884	71.76281	64.70893	24.81854	0	27.71682	83.75832	0.07055901
7844	-8664.456	0	-8664.456	71.41047	65.63217	17.53874	0	4.435238	106.7767	0.07083208
7845	-8673.138	0	-8673.138	68.61017	57.8473	18.91077	0	9.983408	90.24707	0.0708629
7846	-8672.63	0	-8672.63	70.23047	58.97822	24.4552	0	11.54528	98.69771	0.06565453
7847	-8677.55	0	-8677.55	69.50666	64.01529	32.62994	0	28.55557	103.8303	0.07154109
7848	-8688.127	0	-8688.127	67.1361	66.94433	23.47483	0	52.32494	104.1222	0.07366518
7849	-8670.869	0	-8670.869	51.67178	66.94433	23.47483	0	8.45746	99.6736	0.07211827
7850	-8663.977	0	-8663.977	53.44115	68.15888	28.3262	0	91.32116	100.9892	0.07196962
7851	-8658.601	0	-8658.601	53.44115	78.8269	27.98934	0	64.75883	93.81059	0.07213867
7852	-8659.269	0	-8659.269	53.44115	81.28378	26.0584	0	13.87215	92.35234	0.06863185
7853	-8667.574	0	-8667.574	60.09073	75.17314	29.18639	0	22.83032	95.16151	0.06580686
7854	-8680.776	0	-8680.776	60.09073	75.17314	28.02028	0	58.01809	98.56701	0.06844004
7855	-8683.071	0	-8683.071	84.93749	63.7897	30.36759	0	40.85312	95.98325	0.06968857
7856	-8670.334	0	-8670.334	67.16692	61.03034	28.89169	0	36.78403	91.31814	0.06990518
7857	-8688.614	0	-8688.614	75.78328	61.03034	29.86141	0	108.3185	101.4308	0.0685343
7858	-8686.698	0	-8686.698	76.21134	61.03034	33.78138	0	100.1973	96.88704	0.06731595
7859	-8682.89	0	-8682.89	83.25102	65.15086	33.78138	0	29.85205	100.1664	0.06949667
7860	-8687.346	0	-8687.346	89.83351	69.50892	26.87683	0	21.25534	99.67008	0.07095048
7861	-8682.735	0	-8682.735	78.62221	69.50892	23.11176	0	36.80405	108.5485	0.06809831
7862	-8684.611	0	-8684.611	83.5728	68.28362	23.11176	0	68.43914	106.6346	0.07076792
7863	-8684.022	0	-8684.022	76.57335	68.28362	21.55956	0	58.38486	105.4869	0.06796331
7864	-8673.314	0	-8673.314	82.00664	64.46951	23.64305	0	0.3603935	104.1422	0.07115214
7865	-8692.55	0	-8692.55	75.76612	60.55635	21.78224	0	215.9195	148.432	0.06694042
7866	-8680.908	0	-8680.908	76.44371	69.61381	21.78224	0	66.41004	86.09852	0.066369
7867	-8679.666	0	-8679.666	74.26805	69.61381	22.36154	0	45.58982	86.29684	0.07114334
7868	-8674.617	0	-8674.617	70.8716	69.61381	21.17194	0	11.06845	93.68168	0.06741735
7869	-8675.723	0	-8675.723	61.50341	67.03415	21.27055	0	44.32183	98.07457	0.07206859
7870	-8663.858	0	-8663.858	72.35715	54.34504	21.27055	0	68.62319	113.7676	0.07143116
7871	-8671.742	0	-8671.742	72.35715	72.73527	21.27055	0	13.55981	101.8224	0.06888669
7872	-8669.904	0	-8669.904	77.92044	60.92427	21.27055	0	37.05289	115.0466	0.07002538
7873	-8665.708	0	-8665.708	60.80497	69.35593	10.57569	0	91.42342	103.9784	0.06912914
7874	-8668.035	0	-8668.035	61.5495	69.35593	11.35064	0	21.95805	88.13782	0.07197573
7875	-8667.423	0	-8667.423	61.5495	59.22279	8.957208	0	76.06	92.32745	0.06664443
7876	-8666.419	0	-8666.419	60.55344	65.07161	7.51071	0	2.657055	94.20159	0.06608904
7877	-8670.013	0	-8670.013	59.53997	55.3807	11.52368	0	150.5617	88.1576	0.06632841
7878	-8664.641	0	-8664.641	59.53997	55.36899	8.074539	0	164.479	96.30649	0.07122289
7879	-8656.261	0	-8656.261	59.53997	57.74114	8.876266	0	33.97176	92.34531	0.07249422
7880	-8650.758	0	-8650.758	70.38027	61.59081	9.483332	0	131.9776	112.2353	0.07025726
7881	-8653.66	0	-8653.66	70.38027	55.62185	9.483332	0	35.1121	123.6112	0.07289488
7882	-8647.686	0	-8647.686	70.38027	48.13372	9.483332	0	23.26044	98.27949	0.07267038
7883	-8639.798	0	-8639.798	62.08727	48.13372	14.47563	0	90.46407	97.67733	0.07374126
7884	-8638.626	0	-8638.626	53.84373	47.09492	13.62791	0	106.0995	99.73351	0.0707702
7885	-8647.012	0	-8647.012	53.84373	47.09492	13.62791	0	10.75605	101.5454	0.07013106
7886	-8648.216	0	-8648.216	74.29837	53.55201	9.437134	0	18.73786	95.43762	0.07099201
7887	-8658.508	0	-8658.508	69.00888	52.89021	15.64366	0	58.68436	88.44009	0.07002181
7888	-8658.372	0	-8658.372	58.61266	44.54817	14.28589	0	42.57512	104.66	0.07237263
7889	-8651.849	0	-8651.849	68.93564	45.44862	14.28589	0	145.4152	82.65631	0.07022513
7890	-8653.335	0	-8653.335	74.95382	45.22367	16.32804	0	8.471928	84.56069	0.07022483
7891	-8656.862	0	-8656.862	72.59349	51.04033	13.80013	0	76.99247	98.18844	0.06877649
7892	-8655.519	0	-8655.519	78.68245	50.6574	11.60241	0	24.86336	111.7584	0.07385689
7893	-8649.568	0	-8649.568	65.17991	50.6574	11.60241	0	29.28529	95.75954	0.07410344
7894	-8645.31	0	-8645.31	69.6101	48.28258	14.50176	0	36.86797	96.78342	0.07029394
7895	-8658.873	0	-8658.873	69.90263	48.28258	14.50176	0	24.81617	111.7976	0.07127343
7896	-8665.478	0	-8665.478	87.70048	48.28258	12.49362	0	20.41621	121.0438	0.0688285
7897	-8656.672	0	-8656.672	80.04274	48.28258	11.78292	0	46.53631	109.9725	0.07362018
7898	-8656.207	0	-8656.207	79.49452	44.60568	12.1069	0	59.21863	110.9262	0.06987252
7899	-8667.488	0	-8667.488	76.95689	50.53509	10.80945	0	48.71607	97.01399	0.06754869
7900	-8663.496	0	-8663.496	80.6104	50.53509	11.17545	0	21.95426	93.96099	0.07210362
7901	-8661.874	0	-8661.874	74.1404	57.40676	11.13128	0	37.22796	91.71716	0.06723795
7902	-8668.161	0	-8668.161	87.28452	56.00815	11.13128	0	5.741069	106.1019	0.07195411
7903	-8660.866	0	-8660.866	82.29264	56.00815	7.672349	0	14.40255	100.5717	0.07089595
7904	-8668.008	0	-8668.008	83.22279	55.21194	9.230593	0	0.884353	100.168	0.06919681
7905	-8670.006	0	-8670.006	82.52112	55.9674	9.230593	0	0.3629066	107.2209	0.0675618
7906	-8670.713	0	-8670.713	83.37724	55.9674	8.939424	0	46.83432	103.7972	0.06844424
7907	-8678.95	0	-8678.95	83.75408	53.31893	10.2484	0	0.7357908	116.8928	0.06827338
7908	-8677.068	0	-8677.068	90.0003	58.30211	10.31912	0	53.11504	125.8555	0.07052281
7909	-8679.368	0	-8679.368	83.94169	62.39017	11.496	0	125.3903	117.9382	0.06491347
7910	-8678.699	0	-8678.699	72.06985	55.78241	11.07018	0	41.41998	120.7277	0.07278406
7911	-8679.844	0	-8679.844	71.25387	50.73572	13.72925	0	6.821126	126.6269	0.06880369
7912	-8688.763	0	-8688.763	84.6174	54.67348	10.41578	0	69.04376	134.5959	0.06787543
7913	-8696.687	0	-8696.687	100.7528	58.23847	10.77141	0	108.4722	102.8844	0.06537302
7914	-8706.208	0	-8706.208	100.7528	65.69613	12.37928	0	51.48909	121.079	0.06648801
7915	-8699.618	0	-8699.618	81.42514	68.82066	11.75527	0	13.63092	104.7755	0.06366381
7916	-8711.529	0	-8711.529	92.7139	68.82066	13.82648	0	150.0531	122.365	0.06414355
7917	-8711.13	0	-8711.13	69.72801	68.82066	13.82648	0	80.5094	118.6516	0.06293253
7918	-8715.612	0	-8715.612	69.72801	70.6727	33.79787	0	50.53116	105.9438	0.06204786
7919	-8715.084	0	-8715.084	69.72801	66.86512	40.727	0	0.463762	112.4603	0.06290482
7920	-8714.449	0	-8714.449	69.71537	64.59414	40.727	0	54.96157	98.90081	0.06573578
7921	-8728.313	0	-8728.313	75.04571	68.82677	34.25538	0	40.60858	91.77943	0.06185228
7922	-8720.346	0	-8720.346	71.79954	65.08299	33.12358	0	30.86812	88.80559	0.06266763
7923	-8724.539	0	-8724.539	77.12801	70.07652	23.83648	0	1.66818	96.94563	0.06455963
7924	-8711.126	0	-8711.126	77.12801	69.6714	18.00895	0	57.04129	85.80652	0.06312831
7925	-8710.157	0	-8710.157	77.12801	65.93893	16.75566	0	35.03936	91.37613	0.06603707
7926	-8715.482	0	-8715.482	77.12801	65.93893	16.20346	0	37.74067	99.64229	0.06140714
7927	-8714.378	0	-8714.378	71.2692	62.51536	42.54538	0	127.8581	94.31193	0.0658743
7928	-8709.552	0	-8709.552	70.467	62.51536	43.29894	0	40.27148	96.51665	0.06535615
7929	-8705.67	0	-8705.67	71.48909	67.69542	46.30959	0	17.09518	102.2915	0.06539664
7930	-8701.637	0	-8701.637	71.13525	67.69542	42.09263	0	75.05177	96.00165	0.06736459
7931	-8696.199	0	-8696.199	78.29283	71.27801	42.45807	0	35.09292	89.50891	0.06630538
7932	-8706.632	0	-8706.632	67.73739	68.56404	38.3986	0	226.8193	103.958	0.06816329
7933	-8703.494	0	-8703.494	67.39632	73.31075	30.36633	0	75.00841	96.12834	0.06439566
7934	-8714.285	0	-8714.285	84.4459	73.91391	31.04782	0	31.53682	99.20166	0.06335386
7935	-8719.783	0	-8719.783	86.79218	66.4944	33.37505	0	74.74829	113.2422	0.064537
7936	-8716.623	0	-8716.623	89.01652	50.95642	37.39542	0	36.88832	121.2112	0.06192934
7937	-8709.876	0	-8709.876	65.2509	57.38309	31.30385	0	77.96497	107.0972	0.06861764
7938	-8703.396	0	-8703.396	65.2509	57.38309	31.30385	0	78.19292	116.6661	0.06523368
7939	-8698.702	0	-8698.702	68.35628	55.15284	21.72159	0	63.66749	107.9089	0.06424314
7940	-8695.996	0	-8695.996	67.73595	55.15284	24.51209	0	6.025317	114.4484	0.06707387
7941	-8717.684	0	-8717.684	67.73595	60.36508	18.97089	0	289.0117	123.8615	0.06402428
7942	-8717.08	0	-8717.08	69.29478	60.36508	10.84205	0	26.26338	91.08428	0.06296262
7943	-8728.647	0	-8728.647	69.29478	59.01605	13.79138	0	8.866387	92.57847	0.06322151
7944	-8736.017	0	-8736.017	65.99791	59.01605	9.907858	0	27.19902	93.0192	0.06104913
7945	-8744.157	0	-8744.157	65.99791	61.6091	9.907858	0	50.16264	99.60423	0.06217683
7946	-8746.84	0	-8746.84	79.34781	61.6091	9.907858	0	16.33005	99.91992	0.06211784
7947	-8735.026	0	-8735.026	77.53993	68.91956	6.467952	0	32.24071	118.0392	0.06760368
7948	-8723.501	0	-8723.501	71.5499	52.78006	6.75772	0	103.5304	106.8973	0.0625991
7949	-8729.871	0	-8729.871	82.32466	71.49477	6.75772	0	28.80999	107.0863	0.06555161
7950	-8723.68	0	-8723.68	79.59085	72.22824	9.389122	0	119.9423	98.322	0.06457461
7951	-8723.121	0	-8723.121	80.79638	72.7394	8.910724	0	48.88246	98.67832	0.06547433
7952	-8718.855	0	-8718.855	81.72405	70.50274	8.910724	0	42.8839	114.8148	0.06656434
7953	-8703.876	0	-8703.876	82.6965	68.95795	13.68335	0	15.08892	94.25648	0.06761079
7954	-8727.869	0	-8727.869	83.50695	71.65197	9.775443	0	103.7516	114.4736	0.06466313
7955	-8708.305	0	-8708.305	76.78159	71.65197	21.86281	0	20.00248	105.3362	0.06493371
7956	-8708.92	0	-8708.92	77.00425	62.1526	22.99368	0	24.16224	115.4894	0.06493371
7957	-8714.177	0	-8714.177	75.96276	65.1765	22.99368	0	54.95037	87.44416	0.06494765
7958	-8711.191	0	-8711.191	75.95658	59.39467	22.99368	0	9.822397	98.24509	0.06661793
7959	-8705.986	0	-8705.986	75.27394	58.30433	21.24473	0	31.27794	85.69876	0.06551398
7960	-8724.642	0	-8724.642	73.21775	59.12945	21.49608	0	5.668036	102.8187	0.06722643
7961	-8720.993	0	-8720.993	76.07677	67.36365	32.96835	0	28.27714	102.4074	0.06604727
7962	-8719.287	0	-8719.287	72.76092	65.7689	23.99163	0	70.94049	111.8344	0.06440941
7963	-8723.638	0	-8723.638	77.35574	76.68577	24.69049	0	29.99714	114.033	0.06235344
7964	-8714.729	0	-8714.729	75.07439	76.68577	24.99009	0	14.09424	117.916	0.06522345
7965	-8713.104	0	-8713.104	72.18729	71.92571	24.94768	0	75.27905	110.8334	0.06782601
7966	-8692.474	0	-8692.474	72.18729	74.50837	24.94768	0	194.4913	107.5291	0.06988856
7967	-8690.146	0	-8690.146	79.78195	74.42949	30.07912	0	4.651599	110.5513	0.07157532
7968	-8702.46	0	-8702.46	76.9259	47.18101	29.74403	0	4.907021	115.1408	0.06274032
7969	-8709.079	0	-8709.079	84.7171	47.18101	26.30505	0	141.0559	119.4413	0.06766904
7970	-8696.505	0	-8696.505	84.7171	47.18101	24.59433	0	47.22982	96.48355	0.067315
7971	-8700.596	0	-8700.596	84.7171	68.97516	27.30588	0	85.11653	92.07722	0.06641248
7972	-8699.137	0	-8699.137	87.25158	60.35533	24.55985	0	110.349	95.4658	0.06730833
7973	-8691.25	0	-8691.25	68.27947	63.44262	24.55985	0	47.44432	108.1707	0.06731427
7974	-8704.991	0	-8704.991	81.43925	63.44262	18.07434	0	95.48638	105.9692	0.06586511
7975	-8702.737	0	-8702.737	75.64568	62.40064	15.56162	0	5.511864	102.0218	0.06949573
7976	-8695.591	0	-8695.591	73.313	62.40064	16.07074	0	12.45657	116.551	0.06641683
7977	-8703.05	0	-8703.05	75.52221	61.54952	17.05764	0	47.49763	116.5178	0.06749649
7978	-8700.678	0	-8700.678	78.03867	70.07472	18.12113	0	39.33712	105.2261	0.0672599
7979	-8699.756	0	-8699.756	71.63234	67.27297	13.2142	0	133.5422	111.4426	0.06958946
7980	-8701.059	0	-8701.059	68.65762	67.27297	20.3109	0	34.17025	117.2124	0.06784961
7981	-8701.052	0	-8701.052	69.69925	67.27297	19.88729	0	50.98861	103.3273	0.0683167
7982	-8706.452	0	-8706.452	68.33553	80.58569	27.54022	0	69.14294	104.375	0.07353933
7983	-8696.229	0	-8696.229	74.47006	88.08556	22.71082	0	17.74931	110.0441	0.06612059
7984	-8704.467	0	-8704.467	69.32059	87.09904	25.70612	0	12.15636	110.7531	0.06709622
7985	-8706.141	0	-8706.141	69.32059	68.11554	21.95386	0	168.5577	119.8768	0.06755991
7986	-8704.586	0	-8704.586	79.30581	66.05145	29.51163	0	58.33147	111.4067	0.06697929
7987	-8721.601	0	-8721.601	78.88674	74.60732	29.51163	0	52.91899	124.0796	0.06882527
