Iteration	Posterior	Likelihood	Prior	age_Argia	age_Ischnura	age_Nehalennia	extinction_rate	height_mol	root_age	speciation_rate
11111	-8914.376	0	-8914.376	102.7405	80.75274	23.12885	0	1.975338	152.6187	0.05011515
11112	-8922.327	0	-8922.327	105.6185	90.1752	24.31987	0	75.31174	134.9578	0.04944011
11113	-8916.207	0	-8916.207	100.7141	92.28198	27.82749	0	21.05687	146.1426	0.04664713
11114	-8922.137	0	-8922.137	103.9267	92.28198	36.25962	0	69.67721	139.1507	0.04892804
11115	-8929.042	0	-8929.042	103.6509	94.79241	21.51027	0	276.2494	139.3443	0.0492776
11116	-8929.955	0	-8929.955	99.96615	104.5921	36.19342	0	97.95548	154.7657	0.04692014
11117	-8932.378	0	-8932.378	99.96615	87.05429	36.19342	0	29.88651	157.9708	0.04732815
11118	-8935.727	0	-8935.727	99.86728	87.96028	38.38304	0	198.7901	143.0904	0.04959781
11119	-8934.024	0	-8934.024	99.86728	94.06465	38.848	0	17.75518	145.9406	0.04642479
11120	-8932.901	0	-8932.901	93.97335	89.10289	36.12773	0	50.39179	142.86	0.04807202
11121	-8933.068	0	-8933.068	88.98106	89.10289	37.17074	0	16.82354	149.5539	0.04671421
11122	-8936.984	0	-8936.984	111.209	83.48157	35.75411	0	1.325635	154.1436	0.04568684
11123	-8923.543	0	-8923.543	112.3468	95.2979	34.18687	0	193.0283	135.469	0.04601724
11124	-8918.707	0	-8918.707	106.9291	95.21047	20.2755	0	7.268596	145.1671	0.04786073
11125	-8918.858	0	-8918.858	106.9291	79.31782	22.87845	0	18.74237	150.8136	0.0484165
11126	-8929.32	0	-8929.32	106.6462	79.31782	23.99459	0	283.5153	148.3297	0.04705775
11127	-8942.924	0	-8942.924	121.137	89.25498	21.44466	0	76.88756	152.0633	0.04592132
11128	-8933.253	0	-8933.253	118.8117	91.97875	26.13204	0	107.2372	150.2025	0.04957867
11129	-8932.585	0	-8932.585	118.8117	91.97875	24.75507	0	36.25143	149.1764	0.04854424
11130	-8930.691	0	-8930.691	116.8035	105.5795	25.4159	0	156.8825	161.9985	0.04699056
11131	-8928.52	0	-8928.52	116.8035	105.5795	14.65778	0	229.7609	154.3696	0.04810074
11132	-8925.33	0	-8925.33	134.1426	99.16262	23.7309	0	32.34619	155.2774	0.05058311
11133	-8933.935	0	-8933.935	134.1426	89.26838	23.77082	0	49.87103	157.1662	0.04724425
11134	-8940.292	0	-8940.292	141.2813	90.89909	21.51989	0	29.69951	158.3317	0.04717982
11135	-8934.3	0	-8934.3	124.5005	102.8347	23.10965	0	29.2093	156.627	0.04681796
11136	-8932.315	0	-8932.315	116.9603	98.0868	22.22363	0	77.88171	158.2534	0.04752736
11137	-8927.164	0	-8927.164	131.4561	96.77845	20.57802	0	149.8504	158.814	0.04633974
11138	-8924.147	0	-8924.147	131.5342	100.5278	18.40897	0	247.4796	157.8964	0.04916369
11139	-8918.667	0	-8918.667	133.7828	95.32177	22.64	0	61.37554	160.651	0.04896915
11140	-8923.363	0	-8923.363	124.2611	95.32177	28.99886	0	19.62443	158.9551	0.04774927
11141	-8939.157	0	-8939.157	112.2345	102.4626	22.63882	0	34.58087	166.1014	0.04506633
11142	-8944.056	0	-8944.056	105.6787	102.4626	24.47145	0	41.67471	148.9439	0.04448082
11143	-8950.414	0	-8950.414	122.044	92.90831	24.47145	0	65.04557	149.7004	0.0476611
11144	-8951.409	0	-8951.409	122.044	76.83588	31.43534	0	16.90657	149.9125	0.04653981
11145	-8954.452	0	-8954.452	97.58338	85.33713	29.42777	0	110.8582	146.2784	0.04393332
11146	-8954.882	0	-8954.882	97.58338	85.33713	27.94633	0	171.2807	148.2712	0.04700176
11147	-8950.961	0	-8950.961	97.58338	77.21778	24.25517	0	86.11842	137.3063	0.04776893
11148	-8957.3	0	-8957.3	95.89394	97.42055	28.17954	0	13.09825	149.6507	0.0446432
11149	-8958.01	0	-8958.01	97.72858	89.65578	29.88666	0	63.56123	138.7317	0.04443216
11150	-8956.861	0	-8956.861	106.1408	89.65578	25.40689	0	68.8572	138.218	0.04278627
11151	-8955.245	0	-8955.245	107.2334	90.81493	25.40689	0	9.589179	162.0931	0.04446078
11152	-8957.537	0	-8957.537	107.493	86.77949	33.17823	0	0.3967842	138.129	0.0434773
11153	-8964.162	0	-8964.162	116.3639	93.5814	36.51919	0	48.66504	138.5984	0.04443637
11154	-8961.498	0	-8961.498	106.7558	83.50371	27.9917	0	110.9447	140.6376	0.04461174
11155	-8960.482	0	-8960.482	104.8438	84.42307	27.9917	0	15.15969	139.8173	0.04774882
11156	-8962.494	0	-8962.494	95.86095	84.42307	20.867	0	4.812287	149.7423	0.04438412
11157	-8959.712	0	-8959.712	95.86095	84.42307	23.06135	0	39.72852	140.0105	0.0461162
11158	-8957.978	0	-8957.978	92.11677	85.41547	23.06135	0	71.4044	145.6677	0.04319344
11159	-8962.013	0	-8962.013	96.46327	75.9922	26.76177	0	43.22341	149.9862	0.04485988
11160	-8960.204	0	-8960.204	96.46327	81.96524	20.17344	0	100.6839	144.1038	0.04451893
11161	-8960.262	0	-8960.262	96.46327	79.86773	23.38502	0	277.7311	148.2635	0.04392999
11162	-8960.22	0	-8960.22	100.4866	83.32995	25.87768	0	370.7551	140.5573	0.04436478
11163	-8953.704	0	-8953.704	102.8877	77.29223	30.93462	0	37.94102	141.5282	0.04426815
11164	-8951.626	0	-8951.626	103.8555	77.29223	18.83739	0	83.90744	141.3752	0.04757111
11165	-8945.7	0	-8945.7	104.568	82.84833	34.16384	0	2.450902	132.8351	0.0438066
11166	-8947.645	0	-8947.645	102.9235	77.02697	34.16384	0	170.8335	131.1176	0.04579527
11167	-8944.686	0	-8944.686	110.5734	88.75849	24.88214	0	81.07136	127.6436	0.0456872
11168	-8947.408	0	-8947.408	110.1146	84.62043	25.17854	0	48.35173	136.057	0.04611052
11169	-8940.563	0	-8940.563	99.24157	95.07479	27.65163	0	92.79514	128.1487	0.04417687
11170	-8946.358	0	-8946.358	105.3976	85.34944	26.39714	0	25.31768	125.8473	0.04344042
11171	-8951.491	0	-8951.491	98.23695	85.34944	24.12204	0	127.1761	128.9248	0.04652058
11172	-8939.638	0	-8939.638	98.23695	92.15827	31.69099	0	7.079309	125.8533	0.04479361
11173	-8931.959	0	-8931.959	108.8374	92.15827	31.69099	0	50.08806	121.2478	0.04378647
11174	-8922.77	0	-8922.77	111.4024	92.15827	27.70753	0	11.13231	122.1915	0.04449691
11175	-8924.551	0	-8924.551	100.4448	95.24013	26.06207	0	26.98623	123.2258	0.04604309
11176	-8928.105	0	-8928.105	100.4448	90.45452	31.56336	0	26.45653	127.4167	0.0469625
11177	-8925.711	0	-8925.711	97.26469	90.45452	35.84633	0	67.6238	135.2506	0.0442614
11178	-8920.5	0	-8920.5	94.38408	86.40487	29.22115	0	30.33612	137.2167	0.04829082
11179	-8927.888	0	-8927.888	96.55048	86.40487	24.14351	0	72.37221	163.8969	0.04856737
11180	-8926.194	0	-8926.194	103.4916	82.10372	26.44996	0	58.99292	167.5933	0.04851262
11181	-8929.594	0	-8929.594	91.79375	82.10372	35.20551	0	287.11	141.6266	0.04470671
11182	-8928.406	0	-8928.406	91.93629	79.75508	27.5874	0	1.796891	139.7509	0.04905827
11183	-8920.546	0	-8920.546	91.93629	85.33433	27.69583	0	54.18053	144.4027	0.04905827
11184	-8910.818	0	-8910.818	97.13436	85.95427	26.29236	0	3.364953	131.3548	0.04888713
11185	-8907.173	0	-8907.173	96.16603	78.47422	33.49753	0	4.727368	128.7451	0.04982688
11186	-8900.583	0	-8900.583	89.99973	78.47422	25.06249	0	22.17748	129.0761	0.04857521
11187	-8897.411	0	-8897.411	103.8981	82.59005	25.06249	0	111.2854	122.6378	0.04888422
11188	-8891.173	0	-8891.173	103.8981	82.59005	24.51243	0	64.17792	127.8706	0.05273454
11189	-8880.629	0	-8880.629	92.58658	75.75948	29.31628	0	50.79965	132.7571	0.0539385
11190	-8873.751	0	-8873.751	99.59242	75.75948	26.51446	0	41.59621	133.3052	0.05231427
11191	-8873.776	0	-8873.776	89.549	71.24452	26.51446	0	1.398836	123.6285	0.05021339
11192	-8884.999	0	-8884.999	106.4855	71.24452	26.34779	0	43.79462	121.6189	0.05049151
11193	-8891.659	0	-8891.659	87.21137	83.27567	27.24197	0	34.28708	124.4626	0.0502924
11194	-8893.95	0	-8893.95	85.48461	78.0074	19.41507	0	78.94578	142.3172	0.04928598
11195	-8890.148	0	-8890.148	91.61209	79.55535	27.31717	0	75.90412	136.834	0.05080066
11196	-8894.873	0	-8894.873	91.13315	79.55535	19.1403	0	26.3212	151.8284	0.0508273
11197	-8883.015	0	-8883.015	90.57231	77.00585	21.63371	0	113.0449	126.2105	0.05095158
11198	-8877.111	0	-8877.111	92.83195	77.00585	19.15444	0	81.78302	129.4046	0.05011524
11199	-8875.525	0	-8875.525	91.06387	80.24287	18.66844	0	358.9059	127.2121	0.0526007
11200	-8874.603	0	-8874.603	82.15123	79.85926	18.66844	0	86.98352	120.4049	0.05220808
11201	-8876.561	0	-8876.561	86.45039	78.12664	19.14705	0	108.7056	122.6049	0.05094869
11202	-8866.279	0	-8866.279	100.1693	78.12664	18.47319	0	17.76861	123.2928	0.05211098
11203	-8856.422	0	-8856.422	90.88141	78.12664	17.74873	0	32.31381	134.3026	0.0516018
11204	-8880.523	0	-8880.523	106.0732	88.04026	12.45741	0	38.26791	145.3918	0.05141313
11205	-8874.191	0	-8874.191	90.22952	90.84632	11.24749	0	37.7044	132.2576	0.05334889
11206	-8874.121	0	-8874.121	87.01535	96.07555	13.84579	0	74.057	129.1241	0.05048126
11207	-8884.95	0	-8884.95	87.34102	90.86766	13.84579	0	84.08446	143.1186	0.05314147
11208	-8891.174	0	-8891.174	82.49708	81.85434	23.60076	0	193.5928	128.6561	0.04702434
11209	-8878.919	0	-8878.919	81.37067	91.80024	20.79839	0	0.6445104	117.1366	0.05078116
11210	-8879.318	0	-8879.318	81.37067	99.39085	19.3452	0	14.63323	120.709	0.05215075
11211	-8877.4	0	-8877.4	80.60203	99.39085	19.51037	0	48.38637	122.468	0.05360249
11212	-8875.303	0	-8875.303	101.6386	92.6875	16.87305	0	47.18665	124.3904	0.05158148
11213	-8870.238	0	-8870.238	101.6386	107.6368	16.31751	0	237.8835	144.7446	0.05259437
11214	-8867.327	0	-8867.327	101.6386	103.7761	16.31751	0	61.57318	126.899	0.05143958
11215	-8864.36	0	-8864.36	83.75898	96.36588	16.31751	0	3.560035	128.0196	0.05510012
11216	-8855.025	0	-8855.025	87.56179	94.1695	23.43636	0	24.90706	126.6457	0.05424264
11217	-8866.234	0	-8866.234	93.01191	82.18956	25.62928	0	114.276	126.7481	0.05140014
11218	-8875.477	0	-8875.477	96.26535	85.41776	31.769	0	15.78379	127.7423	0.0536551
11219	-8872.839	0	-8872.839	92.74338	94.10541	21.69727	0	47.98975	138.7992	0.05244996
11220	-8875.519	0	-8875.519	95.32399	87.89613	20.77917	0	5.370515	126.9927	0.05220669
11221	-8876.681	0	-8876.681	88.94029	80.62228	20.77917	0	21.10341	136.4322	0.04958292
11222	-8872.255	0	-8872.255	107.228	80.28033	20.52988	0	9.494549	120.4912	0.05130971
11223	-8874.531	0	-8874.531	85.53802	79.87429	23.83722	0	81.90556	122.4107	0.04946012
11224	-8876.834	0	-8876.834	90.86741	83.24653	29.77887	0	87.96848	115.3461	0.0521667
11225	-8877.052	0	-8877.052	90.86741	89.01571	30.47573	0	5.921118	129.8662	0.05154911
11226	-8892.947	0	-8892.947	102.9675	89.01571	24.7138	0	102.8804	126.1021	0.05152457
11227	-8884.458	0	-8884.458	96.45269	78.72712	24.7138	0	37.80309	131.8421	0.04921221
11228	-8885.972	0	-8885.972	98.07923	83.13305	27.95848	0	14.63696	120.344	0.0492977
11229	-8891.69	0	-8891.69	97.68862	83.13305	25.49248	0	29.38155	118.7775	0.05072846
11230	-8905.488	0	-8905.488	103.7115	83.4668	28.90227	0	9.336328	119.1504	0.04998747
11231	-8907.52	0	-8907.52	100.4671	92.1828	28.90227	0	9.886228	133.918	0.04709972
11232	-8902.785	0	-8902.785	91.71725	78.78234	33.50856	0	11.24248	128.1851	0.04804024
11233	-8908.12	0	-8908.12	91.71725	78.78234	26.36505	0	79.37388	132.2336	0.0492479
11234	-8899.682	0	-8899.682	87.71824	85.06369	35.84474	0	11.35757	131.4404	0.04955006
11235	-8889.621	0	-8889.621	92.33193	85.06369	28.17829	0	16.75238	113.8599	0.05164962
11236	-8893.113	0	-8893.113	94.94968	89.02083	28.17829	0	8.41007	133.2615	0.04969124
11237	-8894.21	0	-8894.21	105.141	80.97398	32.78844	0	238.1047	127.2465	0.04932818
11238	-8899.424	0	-8899.424	109.8299	66.96075	32.78844	0	42.02192	135.6605	0.04925148
11239	-8896.601	0	-8896.601	102.8072	66.96075	36.29909	0	20.19179	138.3529	0.05046986
11240	-8890.133	0	-8890.133	102.8072	77.88068	37.4879	0	36.75471	159.1971	0.047045
11241	-8874.739	0	-8874.739	95.26433	77.88068	37.97637	0	29.37901	112.018	0.04719675
11242	-8863.598	0	-8863.598	87.86786	77.88068	23.95027	0	114.4516	118.5439	0.04986949
11243	-8859.279	0	-8859.279	90.18122	83.33134	23.17497	0	48.22025	115.6714	0.05146373
11244	-8836.322	0	-8836.322	82.86463	91.00536	29.64509	0	67.70795	118.6866	0.05315944
11245	-8835.102	0	-8835.102	96.36083	91.00536	27.5824	0	5.126061	122.7128	0.05327284
11246	-8841.158	0	-8841.158	99.65795	73.35488	33.39636	0	28.95755	117.8965	0.05386943
11247	-8834.013	0	-8834.013	99.65795	82.47623	28.85491	0	106.7313	120.8403	0.05493773
11248	-8837.846	0	-8837.846	107.0245	94.55075	26.64129	0	3.601281	136.3027	0.05393688
11249	-8843.366	0	-8843.366	92.22186	96.52596	28.76238	0	22.36605	113.187	0.05294777
11250	-8838.272	0	-8838.272	77.29641	92.97416	28.23167	0	37.98938	121.4569	0.05464182
11251	-8845.068	0	-8845.068	80.91613	86.55763	15.02003	0	62.84481	139.6165	0.05469767
11252	-8861.841	0	-8861.841	92.7923	88.09045	15.02003	0	124.2402	128.1132	0.05337707
11253	-8851.541	0	-8851.541	92.7923	96.21815	15.02003	0	38.43084	119.9996	0.05404237
11254	-8856.155	0	-8856.155	103.0607	94.32128	23.09725	0	15.84618	119.9105	0.05137082
11255	-8852.697	0	-8852.697	107.3625	91.3873	16.33063	0	33.91227	123.8533	0.05242189
11256	-8847.766	0	-8847.766	102.632	66.07464	15.07325	0	55.35371	122.4753	0.05559858
11257	-8836.572	0	-8836.572	102.632	83.62957	15.97162	0	3.736335	113.5689	0.05483105
11258	-8827.281	0	-8827.281	101.7855	93.04447	16.26462	0	35.45858	112.3632	0.05483105
11259	-8822.968	0	-8822.968	100.1579	76.70074	10.484	0	4.978899	117.843	0.05583834
11260	-8830.181	0	-8830.181	100.4713	99.14727	10.58685	0	13.96293	110.0166	0.05712667
11261	-8824.971	0	-8824.971	107.08	76.50626	7.672625	0	20.3938	118.0043	0.05931441
11262	-8818.116	0	-8818.116	98.45089	70.8294	12.54423	0	3.211639	112.6698	0.05533717
11263	-8812.14	0	-8812.14	86.00244	68.14614	16.32427	0	19.54058	123.2359	0.05730207
11264	-8810.874	0	-8810.874	93.67058	74.26546	25.19963	0	19.15067	113.8422	0.05680483
11265	-8810.748	0	-8810.748	92.31433	74.26546	25.19963	0	5.120535	131.8736	0.05707737
11266	-8801.277	0	-8801.277	92.31433	74.26546	19.66799	0	6.296716	124.2791	0.05776512
11267	-8801.071	0	-8801.071	105.8917	72.96465	25.5879	0	38.4764	114.794	0.05922276
11268	-8799.985	0	-8799.985	105.4925	77.78978	31.18081	0	71.40898	136.1223	0.058704
11269	-8810.807	0	-8810.807	105.4925	84.86595	26.99072	0	214.7038	120.2047	0.0575941
11270	-8801.163	0	-8801.163	103.1504	88.1506	29.9401	0	38.54863	110.1247	0.05824686
11271	-8796.476	0	-8796.476	91.33375	89.32381	29.64113	0	25.8938	110.2057	0.05674999
11272	-8780.653	0	-8780.653	88.36282	87.78804	29.8982	0	99.62636	136.2224	0.05947018
11273	-8769.954	0	-8769.954	86.47306	83.13021	32.02065	0	185.0195	111.5761	0.05770921
11274	-8775.711	0	-8775.711	83.09654	84.5785	32.02065	0	14.93715	114.4546	0.06064228
11275	-8782.882	0	-8782.882	93.58881	74.83617	32.02065	0	0.3748603	125.1032	0.06065202
11276	-8775.033	0	-8775.033	80.86783	80.14383	25.02733	0	31.29573	102.6098	0.05853411
11277	-8778.528	0	-8778.528	74.42898	77.95274	40.44033	0	18.25953	112.6387	0.0570693
11278	-8778.778	0	-8778.778	81.53117	77.63251	40.57312	0	3.660846	113.8497	0.05710852
11279	-8774.524	0	-8774.524	72.7794	77.99291	35.92429	0	0.1993456	131.4751	0.05609487
11280	-8765.305	0	-8765.305	63.0093	78.20048	32.40623	0	127.5425	138.0025	0.06260155
11281	-8763.102	0	-8763.102	63.0093	74.94014	18.3852	0	39.39237	109.3566	0.06091985
11282	-8757.392	0	-8757.392	63.0093	77.74603	22.82393	0	82.0363	112.0548	0.05853528
11283	-8751.977	0	-8751.977	63.0093	85.61836	17.34425	0	22.24218	112.5871	0.06097062
11284	-8759.642	0	-8759.642	67.26102	87.64753	24.68984	0	25.53835	103.793	0.06124369
11285	-8756.193	0	-8756.193	70.79644	83.96372	30.47524	0	69.29655	112.2583	0.05750713
11286	-8752.75	0	-8752.75	70.79644	89.48378	31.97328	0	15.43774	109.3689	0.06164137
11287	-8757.834	0	-8757.834	70.79644	86.45873	29.06435	0	7.900894	111.8729	0.06092075
11288	-8762.788	0	-8762.788	70.79644	84.24281	30.69931	0	49.88381	110.0081	0.06110603
11289	-8766.639	0	-8766.639	79.65108	86.14186	31.24279	0	229.4985	106.7879	0.06249613
11290	-8759.99	0	-8759.99	79.65108	86.14186	24.29616	0	57.96377	111.4163	0.05923406
11291	-8757.892	0	-8757.892	62.46174	90.09702	26.49377	0	121.3518	113.9612	0.06149834
11292	-8762.445	0	-8762.445	56.49071	78.33107	26.32833	0	24.06717	108.3392	0.05873708
11293	-8783.812	0	-8783.812	80.93015	78.33107	31.38184	0	59.9891	113.3113	0.05721021
11294	-8762.036	0	-8762.036	80.93015	84.39855	28.98641	0	10.44945	111.3276	0.06013764
11295	-8773.731	0	-8773.731	75.80672	83.5006	28.98641	0	205.1458	118.6814	0.05837061
11296	-8788.601	0	-8788.601	75.80672	80.4669	29.52313	0	157.6332	114.5572	0.06087784
11297	-8787.559	0	-8787.559	84.667	80.66991	29.35053	0	90.23788	109.3581	0.05793251
11298	-8794.237	0	-8794.237	83.27943	77.57969	30.00462	0	157.544	123.6411	0.05500297
11299	-8797.584	0	-8797.584	85.65462	70.34335	28.75983	0	284.712	109.9495	0.06203315
11300	-8796.541	0	-8796.541	86.26193	80.44372	28.38433	0	90.18426	119.5257	0.05551024
11301	-8798.232	0	-8798.232	71.55618	80.44372	28.38433	0	38.5725	120.5416	0.05596069
11302	-8801.365	0	-8801.365	91.71352	75.81157	26.98504	0	170.7535	123.7143	0.05700164
11303	-8798.329	0	-8798.329	89.09443	69.45103	25.71245	0	1.523687	126.3435	0.06190461
11304	-8802.863	0	-8802.863	91.53729	60.47104	26.58955	0	37.13372	120.778	0.05687582
11305	-8810.619	0	-8810.619	96.3384	69.82694	31.37162	0	11.21781	122.3234	0.05631089
11306	-8815.874	0	-8815.874	93.30199	69.82694	29.29489	0	162.8452	115.0807	0.05661551
11307	-8808.717	0	-8808.717	93.30199	84.55367	29.29489	0	117.39	131.5664	0.05645887
11308	-8810.992	0	-8810.992	94.55812	75.64687	31.73746	0	222.9118	135.9528	0.05794839
11309	-8803.778	0	-8803.778	100.8753	75.64687	31.72459	0	115.9962	135.0786	0.05675471
11310	-8805.362	0	-8805.362	91.13146	75.64687	31.04244	0	71.70012	141.3992	0.05427177
11311	-8796.218	0	-8796.218	101.4782	58.87948	29.44281	0	49.54034	112.784	0.05757982
11312	-8792.108	0	-8792.108	101.4782	58.87948	29.15044	0	12.71762	112.1766	0.05762327
11313	-8789.083	0	-8789.083	103.2757	76.55494	29.15044	0	34.38873	109.3709	0.05864726
11314	-8792.853	0	-8792.853	103.2757	56.31355	29.15044	0	58.55364	114.5653	0.06081721
11315	-8777.166	0	-8777.166	100.4936	56.31355	27.55815	0	155.5972	111.4397	0.05880219
11316	-8792.379	0	-8792.379	110.4988	73.62461	26.69695	0	104.4882	123.6553	0.05623448
11317	-8791.53	0	-8791.53	108.5103	73.62461	28.83655	0	39.00638	128.542	0.05808932
11318	-8797.988	0	-8797.988	102.9635	75.7357	29.01887	0	92.18974	128.6813	0.05714632
11319	-8797.23	0	-8797.23	101.9539	73.39455	28.4175	0	66.30565	124.926	0.05927285
11320	-8814.607	0	-8814.607	106.397	75.55485	29.49656	0	111.3905	124.4876	0.05569385
11321	-8832.389	0	-8832.389	106.0317	82.18413	24.01378	0	100.0929	118.5659	0.05300525
11322	-8828.512	0	-8828.512	108.4329	75.27603	18.57955	0	28.58381	122.2515	0.05420261
11323	-8827.466	0	-8827.466	104.4872	75.27603	25.78977	0	55.69665	119.5413	0.05322834
11324	-8840.244	0	-8840.244	106.0744	93.243	24.43493	0	60.76729	116.8609	0.05510823
11325	-8837.988	0	-8837.988	101.1614	79.67855	20.1814	0	19.15418	117.9651	0.05594009
11326	-8832.646	0	-8832.646	109.3879	93.52944	18.21728	0	88.7831	127.6476	0.05169186
11327	-8834.666	0	-8834.666	104.4369	93.90855	24.50405	0	52.99009	111.9165	0.0531716
11328	-8855.011	0	-8855.011	104.4369	93.90855	20.78331	0	171.7934	122.0524	0.05656592
11329	-8846.366	0	-8846.366	105.39	83.86153	24.41944	0	122.5777	142.9001	0.05741003
11330	-8851.224	0	-8851.224	105.39	69.638	25.44532	0	35.9461	142.346	0.05675921
11331	-8843.994	0	-8843.994	110.9583	78.50426	27.43981	0	27.84436	139.0931	0.05573503
11332	-8841.732	0	-8841.732	104.951	78.50426	27.96707	0	4.73864	122.7008	0.05410291
11333	-8847.866	0	-8847.866	104.951	83.95808	27.96707	0	11.21844	124.2037	0.05279525
11334	-8864.741	0	-8864.741	103.8967	72.32343	27.96707	0	12.1762	113.1991	0.05215259
11335	-8869.866	0	-8869.866	92.53024	76.24582	23.39528	0	33.87225	119.6897	0.05319747
11336	-8874.329	0	-8874.329	99.77808	76.24582	32.71447	0	10.08658	122.2896	0.05239845
11337	-8867.5	0	-8867.5	100.9296	89.15528	32.71447	0	7.472321	123.9345	0.05235291
11338	-8876.285	0	-8876.285	99.58622	81.21748	29.87872	0	62.037	113.6986	0.04683004
11339	-8870.167	0	-8870.167	99.58622	84.17247	28.02801	0	77.82301	117.3701	0.0525636
11340	-8871.905	0	-8871.905	103.4379	84.17247	27.38471	0	37.75825	127.8181	0.05210334
11341	-8884.128	0	-8884.128	104.5262	88.32588	24.02826	0	44.14353	121.6225	0.05053682
11342	-8891.49	0	-8891.49	104.6943	88.32588	26.41808	0	33.53481	122.9349	0.04967694
11343	-8894.583	0	-8894.583	102.8489	88.32588	14.37116	0	33.89964	124.2724	0.05196835
11344	-8890.068	0	-8890.068	97.01708	85.0584	14.37116	0	40.48631	118.9637	0.04840968
11345	-8897.068	0	-8897.068	97.9937	85.0584	14.37116	0	27.45115	129.1499	0.04775884
11346	-8911.577	0	-8911.577	94.45978	85.0584	20.34286	0	1.712284	132.9672	0.04773763
11347	-8901.281	0	-8901.281	95.11535	71.96826	20.34286	0	1.445269	124.4138	0.0488636
11348	-8917.532	0	-8917.532	89.52397	77.01829	20.34286	0	210.8336	130.4907	0.04700841
11349	-8919.875	0	-8919.875	89.2681	77.8788	19.53579	0	202.5883	125.3875	0.04803682
11350	-8909.971	0	-8909.971	90.90246	94.78939	19.14794	0	107.9403	129.2295	0.04890676
11351	-8900.914	0	-8900.914	92.8618	91.69029	29.31362	0	54.51635	140.5144	0.05054684
11352	-8897.505	0	-8897.505	111.3726	103.3738	25.02179	0	45.25036	138.7851	0.05101436
11353	-8901.123	0	-8901.123	107.4266	97.86708	25.56169	0	15.57702	141.6667	0.04833969
11354	-8905.065	0	-8905.065	103.8079	95.39287	30.13921	0	29.44315	127.6787	0.04770512
11355	-8902.623	0	-8902.623	113.8916	91.87391	24.15592	0	19.45689	132.8666	0.04856489
11356	-8891.772	0	-8891.772	110.728	92.22619	27.17985	0	19.16841	135.3691	0.04940255
11357	-8893.259	0	-8893.259	78.64915	92.22619	16.50529	0	151.8688	132.0443	0.04806078
11358	-8892.802	0	-8892.802	82.99915	98.85394	21.40032	0	153.3877	133.6582	0.0497592
11359	-8900.951	0	-8900.951	82.99915	97.3849	21.3489	0	18.89468	131.4618	0.04952125
11360	-8915.518	0	-8915.518	91.60574	95.46385	21.91381	0	492.9485	145.3992	0.04980799
11361	-8909.641	0	-8909.641	91.60574	93.38443	28.56501	0	133.2202	144.6216	0.04827156
11362	-8904.239	0	-8904.239	104.2324	89.28103	27.97656	0	195.3503	154.0685	0.04872587
11363	-8905.849	0	-8905.849	104.2324	101.8707	27.97656	0	3.608062	123.5907	0.04767341
11364	-8894.234	0	-8894.234	102.2653	103.0167	29.39623	0	6.685616	126.6245	0.04872116
11365	-8894.274	0	-8894.274	102.8507	95.07793	27.46386	0	28.47413	127.6066	0.04819173
11366	-8891.234	0	-8891.234	94.27896	99.40588	20.23756	0	122.4868	122.3726	0.04858467
11367	-8884.856	0	-8884.856	101.9311	99.40588	18.59499	0	21.46985	132.0194	0.05018716
11368	-8895.251	0	-8895.251	107.2392	104.2219	19.22601	0	34.66085	131.1857	0.05112643
11369	-8900.628	0	-8900.628	109.7414	98.15852	21.95485	0	8.107963	129.8357	0.04785281
11370	-8910.754	0	-8910.754	107.562	103.3315	21.72791	0	27.74096	133.2295	0.04715392
11371	-8921.065	0	-8921.065	115.4039	86.61908	27.34544	0	52.29461	134.3351	0.05027991
11372	-8923.015	0	-8923.015	109.1093	87.81731	27.34544	0	43.54673	130.3806	0.04981975
11373	-8904.712	0	-8904.712	93.29177	88.40494	20.6624	0	25.5577	139.3674	0.04998785
11374	-8895.481	0	-8895.481	93.29177	87.77552	26.14654	0	24.59463	132.6841	0.05049744
11375	-8892.994	0	-8892.994	93.29177	87.77552	26.51675	0	11.81665	138.0393	0.04942333
11376	-8889.867	0	-8889.867	93.29177	105.2986	25.50441	0	3.440412	144.4481	0.0495687
11377	-8894.831	0	-8894.831	95.16135	105.8601	22.13845	0	25.33804	151.4147	0.05106433
11378	-8893.549	0	-8893.549	95.16135	106.519	26.02028	0	12.34523	140.1215	0.04950981
11379	-8907.609	0	-8907.609	91.88462	110.4302	29.13876	0	29.24781	158.2964	0.04940689
11380	-8896.447	0	-8896.447	92.53414	93.34388	28.11896	0	33.92281	145.5638	0.05141423
11381	-8909.428	0	-8909.428	92.53414	82.79945	29.26891	0	19.84943	137.7775	0.04814652
11382	-8910.613	0	-8910.613	102.8998	94.92909	23.31932	0	25.13452	135.9812	0.04899019
11383	-8922.392	0	-8922.392	102.8998	92.68316	28.54406	0	2.881413	134.1263	0.04893724
11384	-8920.031	0	-8920.031	102.8998	87.96452	18.04089	0	68.78641	136.4981	0.04540583
11385	-8929.999	0	-8929.999	102.8998	84.86334	27.17443	0	7.552946	133.6057	0.04671993
11386	-8936.409	0	-8936.409	96.88946	83.25421	24.81372	0	13.50774	137.5549	0.04665182
11387	-8942.671	0	-8942.671	96.88946	83.25421	24.81372	0	15.85591	144.225	0.04715876
11388	-8943.712	0	-8943.712	101.6572	96.61101	21.50568	0	16.02313	145.746	0.04960124
11389	-8955.895	0	-8955.895	103.677	93.31001	23.86334	0	100.6652	154.9004	0.0459951
