Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	speciation[12]	speciation[13]	speciation[14]	speciation[15]	speciation[16]	speciation[17]	speciation[18]	speciation[19]	speciation[20]
26360	-6167.661	-6152.381	-15.28019	0.0429135	0.0262465	0.0255733	0.0310208	0.0353126	0.0389401	0.0407026	0.0457626	0.0548851	0.0531541	0.0513942	0.0477527	0.0484844	0.0574849	0.0551158	0.104733	0.100931	0.0944344	0.094209	0.0942226
26370	-6130.882	-6150.212	19.33045	0.0329308	0.0224299	0.021753	0.0304072	0.0341638	0.0376002	0.0425091	0.0454704	0.0534144	0.051315	0.0512054	0.0433099	0.0425393	0.0495798	0.0553263	0.0902966	0.0911915	0.0952527	0.0821392	0.088067
26380	-6171.411	-6153.146	-18.26476	0.0382467	0.0180602	0.0179168	0.0251684	0.028339	0.0286811	0.0343808	0.0393525	0.0400361	0.0389761	0.0389726	0.0401579	0.0398029	0.0710221	0.0653221	0.0661766	0.0714335	0.0750572	0.0821007	0.0803728
26390	-6138.399	-6153.214	14.81499	0.0381125	0.0241873	0.0242157	0.0289381	0.0376619	0.0467802	0.0503622	0.050447	0.0466773	0.0490955	0.0480245	0.0448816	0.0442964	0.0951331	0.090426	0.0901936	0.0830706	0.0874735	0.0919199	0.0812907
26400	-6143.708	-6153.144	9.435884	0.0380393	0.027685	0.0276456	0.0289657	0.0379423	0.0404751	0.0472213	0.0533852	0.0526484	0.0529458	0.0535023	0.0527756	0.0697381	0.100208	0.0910263	0.0906562	0.0855458	0.0854143	0.0905993	0.0997479
26410	-6157.382	-6151.971	-5.410896	0.029508	0.0236471	0.0241543	0.0335289	0.0391994	0.039723	0.0488726	0.0547228	0.053961	0.05362	0.0531773	0.0524525	0.0704863	0.103041	0.0935629	0.0928947	0.0891764	0.0878682	0.0878173	0.0620358
26420	-6117.172	-6153.039	35.86697	0.033854	0.0281444	0.0282586	0.038371	0.0378518	0.0383832	0.0321508	0.0627814	0.0598455	0.0546561	0.0545489	0.0547648	0.0572273	0.0816272	0.0843833	0.0877894	0.0883654	0.0884316	0.0887856	0.0854685
26430	-6224.448	-6151.39	-73.05842	0.0344578	0.0220699	0.0221918	0.0341025	0.0346379	0.0357732	0.0350138	0.0414444	0.0412904	0.0344925	0.0377718	0.037937	0.0379343	0.0900354	0.0892678	0.0895063	0.0894671	0.0983854	0.0984568	0.0995023
26440	-6230.142	-6152.46	-77.68226	0.0313377	0.0253846	0.0223426	0.0327142	0.0321362	0.0329355	0.0307662	0.0397345	0.0398174	0.0398208	0.0418234	0.0412235	0.0430277	0.067999	0.0673901	0.0675848	0.0674696	0.06993	0.0711032	0.068919
26450	-6221.849	-6150.189	-71.6604	0.0327473	0.0235319	0.0213417	0.0258454	0.0345932	0.0344403	0.0350213	0.0363913	0.0417896	0.0418609	0.039808	0.0354094	0.035301	0.0613728	0.0690058	0.0689699	0.0885331	0.0925994	0.0808573	0.0680421
26460	-6183.778	-6153.553	-30.22491	0.0313618	0.0236257	0.0219374	0.036297	0.0343653	0.0325747	0.0324828	0.0350769	0.0356688	0.0376934	0.037957	0.0380337	0.0442199	0.0707721	0.0804565	0.080404	0.0887099	0.0888148	0.0757086	0.0756696
26470	-6159.364	-6150.25	-9.113995	0.0350786	0.0233517	0.0217967	0.0321451	0.0319974	0.032097	0.033485	0.038666	0.046433	0.0461584	0.0465408	0.0475995	0.0512374	0.068236	0.0673574	0.0730162	0.0740866	0.0740913	0.0675749	0.0674541
26480	-6137.804	-6149.338	11.53362	0.0348185	0.0210821	0.0208309	0.0323498	0.0332527	0.032856	0.0353378	0.037132	0.0461678	0.0457471	0.0451442	0.0463309	0.0496912	0.0701675	0.0740911	0.0828807	0.081496	0.0817595	0.0796623	0.0778617
26490	-6126.792	-6150.77	23.97809	0.0311689	0.0227092	0.0209692	0.0319278	0.0383367	0.0374454	0.0383561	0.0385503	0.0384289	0.0383011	0.0341308	0.0367477	0.0508696	0.0608865	0.0603923	0.0612049	0.0862383	0.0982338	0.100056	0.0965282
26500	-6188.394	-6151.546	-36.84836	0.0368008	0.0252408	0.0223029	0.028985	0.0323886	0.0322237	0.0336686	0.0338862	0.0354543	0.0354326	0.0354806	0.0380123	0.0531684	0.0571917	0.053862	0.0666447	0.0993876	0.175306	0.179779	0.193922
26510	-6190.14	-6152.294	-37.8459	0.03899	0.0227685	0.023132	0.0267918	0.0309535	0.0430128	0.0430137	0.0469997	0.0464112	0.0484118	0.0482239	0.0396221	0.0449437	0.0444713	0.0719872	0.0695563	0.074261	0.106132	0.114357	0.117897
26520	-6216.037	-6152.669	-63.36819	0.0324933	0.0224819	0.0266416	0.0420308	0.0411522	0.0363742	0.0367011	0.0521937	0.0604158	0.0640482	0.0540821	0.0419897	0.0700093	0.0793217	0.0898112	0.0884576	0.0865913	0.1083	0.149512	0.130359
26530	-6203.337	-6156.277	-47.06033	0.0309856	0.0155545	0.0254428	0.0339999	0.0323449	0.0278531	0.0264376	0.0480296	0.0548311	0.0470125	0.0405784	0.0360959	0.0809659	0.0812134	0.100092	0.0899936	0.0883787	0.0962264	0.105373	0.0250802
26540	-6180.795	-6148.693	-32.10139	0.0379186	0.0196341	0.0242791	0.0291918	0.0297985	0.0285716	0.0285272	0.0445108	0.048319	0.0362363	0.0370713	0.034197	0.0539718	0.054786	0.0738479	0.07591	0.0757436	0.079247	0.0787779	0.0622508
26550	-6208.373	-6150.397	-57.97638	0.0372962	0.0171523	0.0239047	0.0324755	0.0320772	0.0325287	0.032762	0.0409415	0.0468366	0.0427446	0.0449725	0.0448852	0.0531309	0.0532147	0.0673789	0.0731126	0.0664426	0.0681221	0.0671854	0.0699582
26560	-6155.937	-6150.017	-5.919178	0.0319663	0.021443	0.0267306	0.0298634	0.0309421	0.0364104	0.0384599	0.0431418	0.0522597	0.0366629	0.0369417	0.0369189	0.0456121	0.0455717	0.0569591	0.0663955	0.105312	0.12851	0.123478	0.135531
26570	-6183.848	-6153.232	-30.61558	0.0314211	0.0213268	0.0259976	0.0326118	0.0305176	0.0385578	0.035382	0.0433507	0.0557819	0.0469917	0.0369232	0.0358428	0.0375236	0.0419413	0.0519979	0.0545855	0.0891931	0.0862508	0.0875457	0.0888717
26580	-6166.849	-6153.821	-13.0281	0.03686	0.0188124	0.0251013	0.0275523	0.0281564	0.029147	0.028788	0.0349919	0.041013	0.0413819	0.0330905	0.0362247	0.0427242	0.0426132	0.0614846	0.0631133	0.101339	0.0992109	0.0918512	0.0961242
26590	-6160.196	-6151.768	-8.428134	0.033107	0.0226864	0.0281764	0.0322181	0.0390159	0.0417483	0.0438266	0.064429	0.0705708	0.0502216	0.0398973	0.0411741	0.0572231	0.0620167	0.0894266	0.101301	0.114581	0.109857	0.116053	0.186179
26600	-6159.964	-6151.162	-8.80269	0.039693	0.0203054	0.0235653	0.0266896	0.034795	0.0387387	0.0396917	0.054863	0.0557219	0.053367	0.0546361	0.0547072	0.0727543	0.0712718	0.076729	0.0862475	0.115053	0.110854	0.109817	0.110826
26610	-6185.584	-6149.537	-36.04698	0.0373792	0.0174788	0.0211766	0.0236563	0.0351641	0.0369205	0.0368812	0.0420808	0.0421442	0.0357869	0.0357148	0.0363596	0.0528032	0.0519147	0.0562013	0.0851344	0.109717	0.0948304	0.0916018	0.0798167
26620	-6198.025	-6148.119	-49.90582	0.034696	0.0220947	0.0211416	0.0242165	0.0264568	0.0365531	0.0364252	0.0436545	0.044227	0.0417453	0.0388303	0.0372269	0.0612963	0.0626243	0.0670165	0.0873824	0.0838733	0.0878598	0.100276	0.0597223
26630	-6218.589	-6150.849	-67.7406	0.0345824	0.0225201	0.0221962	0.0266501	0.0315337	0.0341774	0.0357508	0.0488373	0.0468553	0.0472456	0.0471157	0.0447148	0.0516693	0.0565657	0.0565295	0.0775659	0.0782049	0.0788138	0.0931479	0.186994
26640	-6222.812	-6153.634	-69.1785	0.03107	0.0239479	0.0246508	0.0273417	0.0290087	0.0291072	0.0306973	0.042907	0.0382912	0.0382697	0.036828	0.0385659	0.0519034	0.0659263	0.0679455	0.0977553	0.0929833	0.0933487	0.0836401	0.0773622
26650	-6273.659	-6150.413	-123.2462	0.0336493	0.0239189	0.0238904	0.0311712	0.0321927	0.0326972	0.0327472	0.0421552	0.0435412	0.0407421	0.0415492	0.0450585	0.0450218	0.0501923	0.0530032	0.0749295	0.0734485	0.071804	0.0671466	0.0538418
26660	-6237.83	-6151.855	-85.97442	0.0348638	0.0209327	0.0207592	0.0351363	0.0380794	0.0415875	0.0407573	0.0471266	0.0475873	0.0471958	0.0472084	0.0464194	0.0568051	0.0590615	0.0666639	0.0618807	0.0647159	0.0637623	0.0682206	0.0419789
26670	-6209.699	-6151.207	-58.49221	0.0369677	0.0223075	0.0209229	0.0309116	0.0337298	0.0363926	0.0400098	0.0379508	0.0377559	0.0357128	0.0361059	0.0375836	0.0605902	0.08839	0.0863344	0.0862143	0.0887174	0.0889477	0.0939025	0.0966179
26680	-6178.36	-6148.667	-29.6923	0.0357676	0.0234922	0.0235571	0.0330446	0.0397124	0.0409367	0.0483408	0.0488501	0.0477637	0.0476202	0.047934	0.0461475	0.0825106	0.0829943	0.0816289	0.0813067	0.0846507	0.114998	0.119781	0.134019
26690	-6164.854	-6153.907	-10.94678	0.0374088	0.0235658	0.0225077	0.0350397	0.0397623	0.0405891	0.0411162	0.039728	0.0396537	0.0375055	0.0389321	0.0389455	0.0569398	0.0534172	0.0524181	0.0556511	0.0579062	0.0738421	0.0739475	0.0752742
26700	-6187.17	-6151.98	-35.18999	0.0322296	0.0211241	0.0206699	0.0273737	0.0352919	0.0365838	0.033617	0.0333877	0.0333027	0.0340643	0.0375147	0.0379253	0.0619702	0.0733834	0.0771902	0.0805639	0.0819034	0.0842542	0.0846811	0.089164
26710	-6157.607	-6152.847	-4.760224	0.0312615	0.0219024	0.0194588	0.0298198	0.0319532	0.0431142	0.0418127	0.0425414	0.0417417	0.0444317	0.0427683	0.0440336	0.0508931	0.0461678	0.0841781	0.0826789	0.0819331	0.0817111	0.0799658	0.0754442
26720	-6150.916	-6153.443	2.527613	0.0319412	0.0230559	0.0213979	0.0284004	0.0292623	0.0431116	0.0432018	0.0404434	0.0404267	0.0439382	0.0442352	0.0438612	0.0537828	0.0517075	0.0950454	0.0835669	0.0829362	0.0834371	0.0831445	0.0229108
26730	-6107.029	-6152.696	45.66699	0.0313004	0.0214153	0.0218315	0.0307549	0.0343808	0.0410541	0.0375686	0.0361589	0.0364997	0.0335088	0.0337745	0.0333933	0.0479964	0.0478395	0.0672727	0.0655453	0.0636559	0.0644519	0.0645654	0.0174503
26740	-6148.1	-6150.116	2.015428	0.0295951	0.0195663	0.0221999	0.0307221	0.030582	0.0384743	0.0311399	0.045013	0.0449645	0.038286	0.0369308	0.0354743	0.0509001	0.0507024	0.068296	0.0614571	0.0587655	0.0596352	0.0599035	0.0294097
26750	-6147.965	-6146.868	-1.097504	0.0318263	0.0198222	0.0203652	0.0305747	0.0306267	0.0343322	0.0299394	0.0476822	0.0477222	0.0380548	0.0380266	0.0357804	0.067808	0.0668188	0.0815122	0.0871648	0.0832822	0.0883013	0.0863705	0.0423176
26760	-6119.848	-6148.784	28.93677	0.0342692	0.0220945	0.0221732	0.0352828	0.0358228	0.0352656	0.0315016	0.040994	0.0426302	0.0451808	0.0454307	0.0405835	0.0530286	0.0549677	0.0868426	0.105589	0.121067	0.125837	0.125338	0.0450591
26770	-6163.417	-6154.23	-9.187332	0.0278618	0.0179244	0.0187731	0.0281218	0.0351579	0.0364252	0.0392561	0.0451543	0.0423693	0.0445063	0.0432106	0.041213	0.0515193	0.0488835	0.0585494	0.0593044	0.0623153	0.0611337	0.0616825	0.050668
26780	-6151.787	-6148.273	-3.514107	0.0367859	0.0217404	0.0228488	0.0237241	0.0345522	0.0344675	0.0346693	0.0468583	0.0419913	0.0419114	0.0417811	0.0403553	0.0571822	0.0569329	0.0757962	0.075546	0.094571	0.107336	0.108526	0.103868
26790	-6197.083	-6149.233	-47.85018	0.029085	0.020927	0.025356	0.0287484	0.0381282	0.0379498	0.0380559	0.0514749	0.0499356	0.0502019	0.0533409	0.0408468	0.0602338	0.0618237	0.0681823	0.0684365	0.113423	0.141072	0.159247	0.163145
26800	-6159.11	-6147.298	-11.81124	0.0370245	0.0192647	0.0233257	0.0299916	0.0344169	0.0327683	0.0319362	0.0440386	0.0396055	0.0398247	0.0396227	0.0406388	0.0612072	0.0625012	0.0735425	0.072881	0.082885	0.105866	0.10702	0.115553
26810	-6173.031	-6149.738	-23.293	0.0355342	0.0190202	0.0194078	0.0306962	0.0355143	0.0340479	0.0342074	0.0342008	0.0368375	0.038012	0.0386255	0.039904	0.0667518	0.0647603	0.0651597	0.0663879	0.0666585	0.0977701	0.095823	0.104971
26820	-6176.955	-6152.493	-24.46199	0.0387883	0.0218087	0.0218091	0.0331227	0.0393614	0.0364057	0.0363344	0.0365137	0.0365096	0.0374068	0.0356145	0.0379921	0.0649699	0.0647988	0.0647219	0.0582988	0.0584065	0.0837914	0.082122	0.084261
26830	-6143.842	-6150.157	6.314785	0.0349696	0.0248618	0.0232984	0.029987	0.0382011	0.0379712	0.0417938	0.0428905	0.0425686	0.0437332	0.042042	0.0362633	0.069416	0.0696852	0.0680888	0.064645	0.0751728	0.0740911	0.0735491	0.0657922
26840	-6127.438	-6152.935	25.49701	0.0390676	0.0237067	0.0223389	0.0374953	0.0391341	0.0386169	0.0381625	0.0378745	0.0371919	0.0377556	0.0366747	0.0368583	0.0656945	0.0659472	0.0653338	0.0629506	0.112247	0.114683	0.114753	0.112421
26850	-6186.013	-6153.814	-32.19961	0.0368676	0.0227968	0.0227964	0.0337272	0.0338001	0.0324461	0.0322119	0.0327424	0.0329494	0.0329927	0.0329688	0.0332823	0.0750787	0.0685184	0.0676207	0.0662873	0.12666	0.127446	0.125669	0.121392
26860	-6165.7	-6151.777	-13.92283	0.032134	0.0226067	0.0233795	0.031897	0.0321782	0.0319072	0.0349306	0.0356074	0.0366706	0.0363442	0.0350908	0.0342437	0.0706142	0.0779515	0.076712	0.081603	0.0816745	0.0817894	0.0818356	0.0840409
26870	-6144.802	-6154.84	10.0385	0.0296402	0.0222893	0.0202618	0.0281943	0.0297386	0.0305232	0.0333722	0.0337522	0.0340934	0.0411547	0.0388848	0.0445639	0.0578208	0.0825585	0.0791962	0.0901042	0.0885458	0.0883972	0.105001	0.0955268
26880	-6111.376	-6150.569	39.19267	0.0364545	0.0233689	0.0224302	0.0314828	0.0308273	0.0310595	0.0426722	0.0432525	0.0434027	0.0441499	0.0404745	0.0406618	0.0748167	0.0745351	0.0579615	0.0927126	0.0895776	0.0925157	0.0915357	0.0911644
26890	-6108.864	-6150.612	41.74765	0.0400758	0.0225215	0.0215834	0.0314678	0.0318393	0.0329785	0.0366823	0.03662	0.0356719	0.0358457	0.0344875	0.0353484	0.0684169	0.0683586	0.0627684	0.0696634	0.0672031	0.095835	0.0936274	0.0917797
26900	-6176.158	-6149.233	-26.92512	0.0326594	0.0211222	0.0197966	0.0293398	0.031085	0.0316995	0.0382889	0.0378034	0.0416042	0.0428352	0.0397978	0.0397974	0.0520206	0.0499507	0.0506783	0.0914693	0.0890768	0.0945603	0.110955	0.110811
26910	-6170.593	-6153.104	-17.4887	0.0316674	0.0198007	0.0230267	0.0281867	0.0279573	0.0291038	0.0413658	0.0427392	0.0424858	0.0489807	0.045874	0.038856	0.045018	0.0566035	0.0612036	0.0637542	0.0713437	0.0875917	0.0805656	0.0850888
26920	-6140.769	-6150.962	10.19315	0.0343123	0.0223889	0.0237671	0.0313462	0.0336769	0.0368268	0.0400772	0.0425255	0.0401433	0.038861	0.0436158	0.0448448	0.041802	0.0810996	0.0814732	0.0824072	0.0857384	0.0913691	0.0776889	0.0666244
26930	-6152.879	-6150.853	-2.025794	0.0344886	0.0218803	0.0224693	0.0286449	0.0300824	0.0322759	0.037037	0.0413617	0.0407929	0.0378016	0.0400206	0.0450953	0.043551	0.0622884	0.0616126	0.0663334	0.0674191	0.0676462	0.0526243	0.0429994
26940	-6133.036	-6158.58	25.54437	0.0367019	0.027892	0.0275773	0.0267743	0.0311823	0.0331825	0.0396547	0.0402026	0.0401846	0.0339375	0.0368917	0.038303	0.0351923	0.05071	0.0508184	0.0511647	0.0723294	0.0716167	0.0528028	0.0450884
26950	-6177.683	-6156.404	-21.27902	0.0329	0.0252919	0.025053	0.0243491	0.0393454	0.0398639	0.043616	0.0440435	0.0438482	0.0401937	0.0405263	0.0459468	0.0448158	0.0860407	0.086113	0.0850059	0.0878	0.0914252	0.0653404	0.0715931
26960	-6179.793	-6154.953	-24.84083	0.0349539	0.0243882	0.0294838	0.0294236	0.0386086	0.0428803	0.0504283	0.0425523	0.0434388	0.043331	0.0433446	0.0445148	0.0449442	0.0776713	0.0785186	0.0788002	0.0836859	0.0846553	0.0752245	0.0526155
26970	-6188.863	-6155.664	-33.19916	0.0321279	0.0283879	0.0263564	0.0289108	0.0310478	0.0359457	0.0425713	0.0430656	0.0484461	0.0466988	0.0476645	0.0476757	0.0470317	0.0526476	0.0531632	0.054508	0.0970949	0.0935537	0.10428	0.0845082
26980	-6139.427	-6156.884	17.4572	0.0334412	0.0285839	0.0283294	0.030192	0.0304905	0.03071	0.0397032	0.0389613	0.0391118	0.0397352	0.0427042	0.0429905	0.0435938	0.0551496	0.055334	0.0793244	0.0960896	0.0975125	0.10009	0.110127
26990	-6128.551	-6157.282	28.73092	0.0293449	0.0248279	0.0243738	0.0321822	0.0362179	0.0361183	0.0458178	0.0458577	0.0458067	0.046716	0.0467954	0.0464378	0.0455865	0.0454662	0.0464952	0.0548443	0.139104	0.129541	0.125785	0.115281
27000	-6084.417	-6151.196	66.77936	0.0343586	0.0228457	0.0224773	0.0320412	0.0324581	0.0304162	0.0383264	0.0383063	0.0404177	0.0417263	0.0450768	0.0444083	0.0625092	0.0648804	0.0648978	0.0679279	0.0761439	0.075685	0.0571054	0.0574878
27010	-6090.64	-6153.483	62.8432	0.0343854	0.0193287	0.0191038	0.0284793	0.0282766	0.03004	0.0409568	0.0408421	0.0475611	0.0474307	0.0461785	0.0446268	0.0598841	0.0564766	0.0565348	0.0597069	0.0640893	0.0664167	0.0636551	0.064055
27020	-6054.199	-6154.341	100.1418	0.0340707	0.0212172	0.0218217	0.0319337	0.0317012	0.0318659	0.0392503	0.039833	0.0478574	0.0470413	0.0510151	0.0511932	0.0505364	0.048988	0.0494673	0.0513659	0.0578645	0.0625636	0.0652684	0.0653134
27030	-6073.764	-6158.357	84.59317	0.0340446	0.0213815	0.0220412	0.0369026	0.0375372	0.0321933	0.0333784	0.0333828	0.0393597	0.0499521	0.056509	0.0542298	0.0545855	0.0549147	0.0559788	0.056089	0.0624874	0.060756	0.0721806	0.0730741
27040	-6120.312	-6155.869	35.55711	0.0328132	0.0270043	0.0283497	0.0340949	0.0344885	0.0346789	0.0353475	0.0369488	0.0468547	0.0443812	0.0522678	0.0571307	0.0761865	0.0756376	0.0759064	0.0770338	0.067366	0.101817	0.10187	0.10243
27050	-6052.79	-6154.446	101.656	0.0293071	0.0253114	0.0253887	0.0323544	0.032055	0.0322003	0.0339166	0.0342751	0.043907	0.0438164	0.0474816	0.0468411	0.0662631	0.066326	0.0742563	0.0744472	0.0638557	0.099716	0.0975942	0.0960938
27060	-6138.032	-6150.411	12.37822	0.0365956	0.0244992	0.024019	0.0381473	0.0388086	0.039243	0.0405872	0.0411075	0.0476973	0.0475007	0.0527266	0.0352772	0.0523338	0.0598189	0.0627233	0.0658267	0.0654847	0.0995241	0.1015	0.116989
27070	-6178.197	-6151.201	-26.99601	0.0374952	0.0242919	0.0231229	0.0315297	0.0316402	0.0323525	0.0372173	0.0385193	0.0423731	0.0421511	0.0500819	0.0462034	0.0565437	0.0605213	0.0581787	0.0605913	0.0661666	0.0948014	0.18224	0.180979
27080	-6175.61	-6148.863	-26.74675	0.0336186	0.0217952	0.0221185	0.029547	0.0299597	0.0296871	0.0299064	0.0401243	0.0407602	0.0400724	0.0373034	0.0333407	0.0460189	0.046377	0.0456642	0.0948591	0.0947248	0.186291	0.196464	0.197498
27090	-6164.429	-6154.609	-9.82062	0.0318295	0.02495	0.0250011	0.0311319	0.0311229	0.0354507	0.0352542	0.042305	0.0391237	0.038689	0.0436101	0.043421	0.0510552	0.0504377	0.0506803	0.0509386	0.052999	0.0616699	0.0634836	0.0629356
27100	-6165.558	-6151.105	-14.45269	0.0311367	0.02059	0.0205165	0.0285131	0.02958	0.0400219	0.0421809	0.0494183	0.0491648	0.0473028	0.047188	0.04779	0.0628726	0.0632892	0.0639212	0.0657252	0.0650012	0.0793297	0.0703602	0.0704279
27110	-6173.718	-6151.809	-21.90978	0.0297657	0.0216698	0.0216138	0.0280897	0.0276852	0.0423364	0.0447914	0.0451599	0.0460833	0.0467899	0.0362349	0.0357572	0.0535298	0.052825	0.0529182	0.0601758	0.0725279	0.179094	0.173708	0.175315
27120	-6194.342	-6149.667	-44.67518	0.0329562	0.0254223	0.0221759	0.0279424	0.0337616	0.0359449	0.0421192	0.0458777	0.0502236	0.0466934	0.046596	0.0425777	0.0723491	0.0696936	0.0588103	0.0590631	0.0612729	0.140014	0.137363	0.126752
27130	-6213.058	-6147.33	-65.72759	0.0326508	0.0218075	0.0218259	0.0291119	0.0301119	0.0305461	0.036241	0.0379989	0.040577	0.0404677	0.0450924	0.0363189	0.069284	0.0710508	0.0647201	0.0691326	0.0692704	0.112452	0.114467	0.0788196
27140	-6179.295	-6146.828	-32.46713	0.034491	0.0235509	0.0222037	0.0305813	0.0323719	0.0337875	0.0368476	0.0462285	0.0481404	0.0447194	0.0508613	0.0387757	0.0642465	0.0699288	0.0693726	0.0620519	0.0644026	0.169697	0.173882	0.197005
27150	-6179.849	-6149.939	-29.90934	0.0366744	0.0197327	0.0183176	0.0391099	0.0350494	0.0381507	0.0368264	0.0512834	0.0563469	0.0441404	0.0489822	0.0472911	0.0594887	0.0604613	0.0603019	0.0573107	0.0625282	0.0910379	0.0884532	0.0876225
27160	-6204.526	-6148.125	-56.40043	0.0353707	0.0215223	0.0212934	0.0323195	0.0299272	0.0313424	0.0292358	0.0395635	0.0422695	0.0368073	0.040907	0.0405421	0.0654094	0.0621036	0.0612881	0.0580587	0.0728696	0.0940999	0.0834714	0.0791525
27170	-6166.954	-6150.425	-16.52882	0.0323924	0.0261952	0.0245227	0.0348599	0.0326975	0.0343794	0.0336248	0.0530948	0.0514811	0.0441621	0.0461062	0.0456619	0.0574952	0.058899	0.0547935	0.0551427	0.104407	0.107194	0.103408	0.0476978
27180	-6173.942	-6151.338	-22.60454	0.0300783	0.0226441	0.0183188	0.032966	0.0335981	0.0395292	0.0416063	0.0512251	0.0497898	0.0530571	0.0591594	0.0321915	0.0612824	0.0645428	0.0667876	0.0728879	0.0925788	0.0927142	0.0927755	0.0701465
27190	-6165.344	-6149.981	-15.36294	0.0312526	0.0201437	0.0197507	0.0338783	0.0311086	0.0416308	0.0406765	0.0443075	0.0414275	0.0431421	0.0440946	0.0384095	0.070372	0.0691549	0.0651415	0.0683556	0.0694662	0.0695695	0.0690278	0.0393245
27200	-6146.149	-6153.309	7.159275	0.0388074	0.0236566	0.0227327	0.0289014	0.0272641	0.0321381	0.0313836	0.0416241	0.0421305	0.0446553	0.0434966	0.0421045	0.0827703	0.0946608	0.0795518	0.0836457	0.0895345	0.0855994	0.0848845	0.0802264
27210	-6153.616	-6151.772	-1.843347	0.030633	0.0225068	0.0249052	0.0317666	0.032576	0.0332958	0.0345834	0.0387237	0.0391693	0.038542	0.0411702	0.0402652	0.0548184	0.0548364	0.0556087	0.0558463	0.0595803	0.0676275	0.0667612	0.0465449
27220	-6162.267	-6148.083	-14.18356	0.0328948	0.021823	0.0248473	0.0287156	0.0305998	0.0321952	0.0367107	0.0450216	0.0440788	0.0401715	0.0402287	0.0400348	0.0523562	0.0520379	0.0747286	0.0837285	0.116446	0.133531	0.131887	0.0718435
27230	-6143.244	-6148.114	4.869677	0.0351356	0.0217988	0.0245609	0.0277361	0.0295823	0.0352257	0.0376424	0.0450941	0.0389427	0.0387632	0.0386528	0.0370519	0.0519303	0.0597054	0.0608866	0.056686	0.0666893	0.216486	0.216551	0.126794
27240	-6168.914	-6149.668	-19.24597	0.0405742	0.02012	0.0234709	0.0264848	0.0313463	0.0321523	0.0351815	0.0362473	0.0360686	0.0375869	0.037443	0.0364665	0.0583095	0.0587868	0.0589076	0.0592071	0.0617456	0.119138	0.120308	0.0135817
27250	-6153.863	-6149.054	-4.809924	0.0397554	0.0218409	0.0238775	0.0307487	0.0357406	0.0350802	0.0457725	0.0450119	0.0446787	0.0470428	0.047093	0.0361468	0.0565922	0.0570885	0.0579756	0.0583665	0.0595341	0.116051	0.115406	0.0406332
27260	-6183.136	-6150.419	-32.71646	0.0323381	0.021421	0.0215476	0.0275172	0.0354982	0.0344423	0.0415971	0.0391872	0.0387017	0.0383622	0.0382177	0.0375139	0.0732861	0.0735905	0.0722791	0.0722843	0.0665145	0.111428	0.113133	0.0159072
27270	-6139.229	-6148.381	9.152487	0.0352395	0.0242411	0.0239611	0.0318	0.034327	0.0348624	0.0388966	0.0458484	0.0458198	0.0458185	0.0458369	0.043825	0.0690037	0.0688338	0.068358	0.0725044	0.0719471	0.0873986	0.0867643	0.0686876
27280	-6129.952	-6145.929	15.97726	0.03614	0.0216249	0.024059	0.0319252	0.0349264	0.0339726	0.0323944	0.0403414	0.0403629	0.0373315	0.039015	0.026553	0.0516746	0.0513975	0.0522082	0.0861295	0.0861874	0.136679	0.138045	0.153813
27290	-6156.167	-6150.922	-5.244391	0.0322785	0.0217935	0.0214811	0.0248114	0.0335369	0.0342154	0.0320635	0.0408749	0.0428521	0.0251838	0.0265094	0.0228502	0.0637596	0.0638277	0.0697511	0.0826632	0.0849177	0.146537	0.144941	0.163178
27300	-6194.822	-6147.133	-47.68829	0.0341069	0.0211888	0.0204832	0.0225728	0.0357052	0.0399512	0.0373301	0.0474986	0.0471321	0.0400129	0.0482238	0.0273832	0.0521178	0.0514098	0.0503516	0.0726383	0.10192	0.111066	0.103389	0.09694
27310	-6177.998	-6148.418	-29.58019	0.0332695	0.0239753	0.0213639	0.0290177	0.0324648	0.0297384	0.0301698	0.0428776	0.0408795	0.0366589	0.0467603	0.0212615	0.0851769	0.0797052	0.0739184	0.0864798	0.0915843	0.101611	0.106826	0.0657698
27320	-6173.85	-6151.292	-22.55867	0.0401026	0.021124	0.0215217	0.0389743	0.0405983	0.0308312	0.0337897	0.0499647	0.0462536	0.0437946	0.0540167	0.0263072	0.093841	0.0896026	0.0675917	0.0764434	0.0864648	0.0945577	0.0862645	0.0553755
27330	-6143.032	-6150.23	7.198171	0.0341683	0.0243811	0.0224803	0.0421004	0.0399929	0.0402755	0.0446082	0.0642114	0.064255	0.0644736	0.0642324	0.0424101	0.0754599	0.0728845	0.098107	0.10102	0.109076	0.124374	0.117992	0.0954148
27340	-6154.823	-6149.889	-4.934245	0.0331874	0.0193867	0.0199737	0.0291468	0.0352	0.0323376	0.0335727	0.0404383	0.0456991	0.0457831	0.0441919	0.0474658	0.0527362	0.0603552	0.0651376	0.0665929	0.0668818	0.0644156	0.0657776	0.0491746
27350	-6164.349	-6156.345	-8.004715	0.0381819	0.02941	0.024858	0.0290317	0.0290482	0.0318057	0.0329344	0.0356785	0.0358502	0.0401007	0.0392571	0.0402668	0.0666379	0.068748	0.0680077	0.06858	0.0755108	0.0745508	0.064735	0.0562601
