Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]
1920	-5920.012	-5870.044	-49.96866	5.73425e-05	3.25831e-05	3.37502e-05	3.23583e-05	2.15944e-05	2.29678e-05	2.23895e-05	2.23179e-05	2.22867e-05	2.30819e-05	2.3605e-05	1.99822e-05	2.05478e-05	2.40411e-05	2.38609e-05	2.14015e-05	2.17674e-05	2.17569e-05	2.27212e-05	2.2886e-05
1930	-5923.752	-5869.287	-54.46521	7.70428e-05	9.34409e-05	8.25832e-05	8.14726e-05	8.39375e-05	7.60924e-05	7.37852e-05	7.55047e-05	7.00006e-05	6.90535e-05	6.67994e-05	6.67607e-05	0.000105066	8.50618e-05	9.90849e-05	2.20611e-05	2.13151e-05	2.7365e-05	2.43181e-07	1.3184e-07
1940	-5907.613	-5868.209	-39.40335	0.000180247	0.000179557	0.000161907	0.000164092	0.000166507	0.000160999	0.000166712	0.000164827	0.000217526	9.41974e-05	9.42713e-05	9.54103e-05	0.000114221	0.000123091	0.000115278	0.000108545	0.000108535	0.000219483	0.000207676	0.000204558
1950	-5886.414	-5869.878	-16.53587	0.000552375	0.000553203	0.00054762	0.000552678	0.000553534	0.000553151	0.000425963	0.00041775	0.000395636	0.000395674	0.000384308	0.000290924	0.000290786	0.000291697	0.000303096	0.000299435	0.000299957	0.000297453	0.000286601	0.000286734
1960	-5858.946	-5875.783	16.83686	0.0104763	0.0104537	0.0104658	0.0104671	0.0104838	0.0104849	0.0104504	0.0107975	0.0107824	0.0106166	0.010617	0.0106072	0.00982949	0.0098157	0.00962574	0.00963114	0.00965773	0.00965304	0.00986127	0.00977846
1970	-5837.735	-5871.692	33.95728	0.000674723	0.00067445	0.000663721	0.000653755	0.000654012	0.000647027	0.000645556	0.000645908	0.000639647	0.000636793	0.00063608	0.00065774	0.000659249	0.000689599	0.000689571	0.000689524	0.000690074	0.000690199	0.000690989	0.000713572
1980	-5871.671	-5875.496	3.824851	0.000644744	0.000644062	0.00063779	0.000618049	0.000612918	0.000612712	0.000599239	0.00060117	0.000585704	0.000579455	0.000576622	0.000574357	0.000575031	0.000662109	0.000659652	0.000654546	0.000652288	0.000856564	0.000948584	0.000920286
1990	-5885.617	-5871.541	-14.07568	0.00112845	0.00112862	0.000594267	0.000600591	0.000591321	0.000589306	0.000596696	0.000607242	0.000620879	0.000623705	0.000622237	0.000661293	0.000687891	0.000648673	0.000654863	0.000617045	0.000735001	0.000635313	0.000578408	0.000563908
2000	-5885.681	-5869.739	-15.94204	0.000469148	0.000478591	0.000495332	0.000489482	0.00048744	0.000485856	0.000400914	0.000400778	0.000405443	0.000442411	0.000411922	0.000411658	0.000408601	0.000422444	0.000422433	0.000421731	0.00046602	0.000462463	0.00058233	0.000630972
2010	-5913.612	-5871.116	-42.49553	0.000123835	0.000124602	4.20044e-05	1.88038e-05	2.46927e-05	2.52603e-05	2.13604e-05	2.13361e-05	2.1273e-05	1.22088e-05	1.21548e-05	1.31077e-05	1.27237e-05	1.32498e-05	1.35384e-05	1.37269e-05	1.40854e-05	2.02485e-06	1.98025e-06	1.90017e-06
2020	-5860.415	-5870.099	9.684627	0.000585031	0.000539527	0.000530734	0.000580158	0.000244438	0.000244966	0.000241988	0.000242514	0.000242218	0.000240568	0.000237624	0.00023738	0.000246623	0.000244787	0.000242375	0.000238596	0.000238502	0.000233531	0.000228231	0.000227947
2030	-5917.479	-5871.816	-45.66246	0.00583398	0.00655277	0.00523636	0.00265625	0.00259751	0.000137728	0.000134447	0.000145066	0.000165283	0.000181654	0.00016592	0.000153803	0.000151814	0.000139043	0.000139478	0.000188011	0.000211543	0.000212351	0.000245229	5.80315e-05
2040	-5816.498	-5871.72	55.22175	0.000723901	0.00071973	0.000716801	0.000717144	0.0007166	0.000716547	0.000715024	0.000711806	0.000711471	0.000717575	0.000714176	0.000716201	0.000719057	0.000718929	0.000711766	0.000711855	0.000707849	0.000712073	0.000709487	0.000704571
2050	-5885.192	-5873.64	-11.55197	0.000214524	0.000214326	0.000215645	0.00021276	0.000212813	0.000211429	0.000214816	0.000213269	0.000204481	0.000162437	0.000161888	0.000184212	0.000185418	0.000119178	0.000103971	0.000105414	0.000107179	9.8247e-05	0.000105391	0.000102804
2060	-5877.773	-5872.712	-5.061202	0.000540425	0.000539802	0.000564214	0.000572303	0.000484297	0.00048437	0.000486114	0.000492464	0.000474571	0.000477444	0.000467575	0.000466015	0.000439573	0.000439929	0.000368322	0.000444114	0.000443893	0.000485721	0.000382993	0.000189666
2070	-5907.937	-5874.984	-32.95295	0.000187952	8.65505e-05	8.21535e-05	8.21655e-05	8.33339e-05	8.175e-05	8.92138e-05	8.53714e-05	8.36953e-05	6.40378e-05	6.15371e-05	6.03194e-05	6.04752e-05	5.96352e-05	6.10054e-05	6.04903e-05	6.29558e-05	5.0111e-05	4.92359e-05	4.92553e-05
2080	-5859.685	-5871.729	12.04468	0.000150025	0.000142344	0.000142355	0.000142296	0.000138688	0.000145189	0.000138162	0.000121969	0.000121571	0.000121065	0.000122437	0.000121139	0.000142685	0.000142881	0.000131436	0.000131358	0.000171669	0.000186321	0.000183428	0.00018477
2090	-5838.145	-5871.81	33.6655	0.000332759	0.00031453	0.000315245	0.000319104	0.000319754	0.000338173	0.00034006	0.000334074	0.000330959	0.000328611	0.000325921	0.00032527	0.000323715	0.000314876	0.00032824	0.000330664	0.000334056	0.000348522	0.000360994	0.000361404
2100	-5903.75	-5871.69	-32.06	0.000384698	0.000375497	0.000374829	0.000371204	2.0246e-05	2.00966e-05	2.0438e-05	1.96783e-05	3.22671e-25	3.24638e-25	3.25886e-25	3.21355e-25	3.26956e-25	3.29197e-25	2.86463e-25	2.89102e-25	2.79701e-25	2.80463e-25	2.82924e-25	3.18899e-25
2110	-5888.301	-5869.272	-19.02871	0.000660751	0.000650764	0.0006492	0.00064792	0.000649166	0.000648501	0.000659528	0.000698374	0.000592965	0.00058168	0.000580716	4.81337e-06	4.78759e-06	4.76606e-06	4.69206e-06	4.67786e-06	5.02593e-06	5.19094e-06	5.27584e-06	5.48553e-06
2120	-5885.588	-5870.526	-15.06222	0.00235476	0.00231673	0.00148966	0.00149932	0.00148602	0.00145782	0.0015145	0.0015031	0.00148739	0.00148834	0.00148669	0.00143542	0.00166375	0.00151428	0.00143584	0.00159413	0.00151998	0.00154731	0.00152608	0.00159523
2130	-5885.486	-5869.146	-16.34073	0.00351304	0.00332862	0.00332951	0.00320196	0.00335274	0.00329575	0.00314019	0.0109812	0.00896832	0.00901438	0.00892358	0.0087695	0.00722711	0.00720799	0.00626375	0.00640521	0.0065264	0.00612538	0.00613057	0.00652667
2140	-5904.161	-5869.848	-34.31266	0.0173958	0.0166585	0.00557894	0.00241212	0.00232999	0.00233796	0.00274044	0.00253684	0.00269024	0.00267829	0.00263733	0.00273112	0.00285046	0.00288573	0.00284392	0.00282671	0.00309538	0.0115726	0.0115173	0.0129844
2150	-5870.659	-5868.022	-2.637109	0.000527701	0.000527674	0.000524623	0.000533175	0.000530239	0.000747173	0.000730772	0.00072582	0.000517119	0.000504523	0.000508611	0.00054542	0.000512651	0.000518377	0.000579902	0.000577274	0.000576265	0.000525276	0.000528867	0.000545456
2160	-5842.936	-5870.413	27.47738	0.000783465	0.000790448	0.000790432	0.000792224	0.000888343	0.00088946	0.000890412	0.000890832	0.000887722	0.000879809	0.000879045	0.000879843	0.000873298	0.000866739	0.000856	0.000854033	0.00083366	0.000869683	0.000875847	0.000876309
2170	-5881.005	-5872.61	-8.395574	0.000853112	0.000859192	0.000855152	0.000855137	0.000907143	0.000908138	0.000922053	3.73688e-101	3.69963e-101	3.69606e-101	3.69462e-101	3.73058e-101	3.74815e-101	3.54183e-101	3.54134e-101	3.56146e-101	3.56384e-101	3.57798e-101	3.44101e-101	3.4403e-101
2180	-5852.475	-5872.373	19.89805	4.70199e-05	4.69553e-05	4.66124e-05	4.66685e-05	4.65969e-05	4.6345e-05	4.60996e-05	4.57536e-05	3.99981e-05	3.99801e-05	3.81415e-05	3.81512e-05	3.8287e-05	3.83326e-05	3.9909e-05	3.98915e-05	3.99765e-05	3.91999e-05	3.9097e-05	3.57384e-05
2190	-5848.55	-5872.737	24.18741	8.74385e-05	8.57408e-05	8.61254e-05	8.40938e-05	8.39266e-05	8.41807e-05	8.39442e-05	7.29878e-05	7.24829e-05	7.35334e-05	7.39873e-05	7.39804e-05	7.39224e-05	1.64154e-05	1.64272e-05	1.64324e-05	1.64781e-05	1.64894e-05	1.63657e-05	1.64688e-05
2200	-5894.485	-5870.046	-24.43947	0.000187479	0.00014448	0.000146356	0.000168654	0.000168027	0.000161709	0.000137378	0.000138241	0.000311866	0.0003926	0.000490558	0.000491312	0.000432036	0.000418733	0.000410366	0.000402937	0.000387334	0.000389079	0.000398533	0.000391242
2210	-5869.886	-5869.5	-0.3853802	0.00120228	0.00120711	0.00118426	0.00118168	0.00106819	0.00106213	0.00098816	0.000901691	0.000883227	0.000925016	0.00102867	0.00102681	0.00101335	0.00100838	0.00100723	0.000996091	0.00097764	0.000844332	0.000590302	0.000582246
2220	-5892.031	-5870.735	-21.29602	0.00110893	0.00111541	0.00112626	0.00119199	0.00120654	0.00119499	0.00121743	0.00118882	0.00107711	0.00107813	0.00108455	0.00110752	0.00113401	0.00109487	0.0010574	0.00103324	0.00102813	0.00514355	0.00511718	0.00536685
2230	-5870.398	-5873.855	3.456995	0.000222813	0.000196031	0.00019936	0.000199962	0.000192784	0.000191	0.000191516	0.000191479	0.00019837	0.000198234	0.000194736	0.000194536	0.000193953	0.000201916	0.000209439	0.000208022	0.000193834	0.000192659	0.000192178	0.000192632
2240	-5880.645	-5873.562	-7.083584	6.49888e-05	6.70519e-05	6.70055e-05	6.75832e-05	5.4854e-05	5.56108e-05	5.89703e-05	5.91981e-05	5.82859e-05	5.75991e-05	5.64259e-05	5.75891e-05	5.81601e-05	5.81662e-05	5.83346e-05	5.85243e-05	5.81726e-05	5.81403e-05	5.91049e-05	5.90343e-05
2250	-5883.102	-5868.44	-14.66272	0.000244408	0.000243001	0.000250701	0.000251962	0.000252518	0.000312652	0.000314147	0.000313261	0.000294658	0.000286491	0.000286356	0.000285456	0.00026929	0.000266733	0.000261925	0.000218431	0.000218095	0.000427957	0.000462025	0.000454452
2260	-5873.332	-5869.702	-3.629366	0.00193249	0.00194082	0.00194625	0.00198658	0.00198683	0.00198696	0.00196434	0.00195399	0.00212839	0.00208824	0.00222941	0.00220452	0.00218082	0.00218014	0.0021817	0.00217337	0.00217467	0.00210649	0.00210646	0.00210737
2270	-5864.458	-5875.806	11.34824	4.97267e-05	5.60035e-05	5.6007e-05	5.60465e-05	5.55775e-05	5.56169e-05	5.51567e-05	5.51507e-05	5.50221e-05	5.49423e-05	5.11116e-05	5.10881e-05	5.13779e-05	4.48966e-05	4.47686e-05	4.40563e-05	4.39843e-05	4.38196e-05	4.38063e-05	4.36508e-05
2280	-5859.012	-5870.384	11.37175	0.00146723	0.00146859	0.00146367	0.00146075	0.00145063	0.00145151	0.00145422	0.00145844	0.00138066	0.00146526	0.00145693	0.00144203	0.00144044	0.00143482	0.00136445	0.00136584	0.00136624	0.00136629	0.0013661	0.00137136
2290	-5873.186	-5872.255	-0.9314873	0.00332833	0.00336675	0.00337545	0.0033823	0.00329625	0.00330131	0.00343405	0.00345357	0.0048841	0.00489922	0.00536398	0.00540545	0.00561963	0.00549614	0.00551455	0.00553964	0.00551977	0.00562972	0.00567364	0.00563803
2300	-5799.271	-5871.442	72.17071	9.07604e-05	9.06518e-05	9.06639e-05	9.06578e-05	9.07119e-05	9.13207e-05	9.1379e-05	9.10944e-05	9.09259e-05	9.09988e-05	9.0958e-05	9.14456e-05	9.14373e-05	9.11768e-05	9.1239e-05	9.12154e-05	9.10223e-05	9.10275e-05	9.08854e-05	9.09601e-05
2310	-5847.865	-5871.628	23.76308	0.000654021	0.000654583	0.000654962	0.00065846	0.000653636	0.00066219	0.000660871	0.00067135	0.000668303	0.00066532	0.000665886	0.000682948	0.00068502	0.000692423	0.000686425	0.000689334	0.000687687	0.00068761	0.000688104	0.000686882
2320	-5857.708	-5870.374	12.66601	0.00667874	0.00675116	0.00580305	0.00578037	0.00574246	0.00573691	0.0057547	0.00576468	0.00579727	0.00586162	0.00585337	0.00589261	0.00592261	0.005892	0.00594784	0.00593691	0.00596118	0.00594871	0.00595534	0.0059539
2330	-5873.547	-5869.681	-3.865905	0.00300468	0.00302797	0.00298257	0.00300805	0.00319151	0.00318915	0.00314399	0.00284969	0.00281683	0.00268495	0.00267682	0.00284528	0.00282721	0.00285707	0.00298277	0.00289426	0.00289302	0.00291775	0.00292153	0.00292565
2340	-5881.145	-5871.304	-9.841092	0.000208791	0.000210912	0.000211444	0.000211919	0.000206565	0.000200426	0.000197261	0.000213279	0.000211104	0.000201947	0.000189059	0.000191187	0.000205395	0.000209559	0.000220612	0.000216038	0.000216761	0.000218543	0.000220741	8.95884e-05
2350	-5790.828	-5868.813	77.98469	0.00574819	0.00578853	0.00579144	0.00579072	0.00576748	0.00576722	0.00576929	0.00576887	0.00577361	0.00577284	0.00577142	0.00577253	0.00577965	0.00578061	0.0057811	0.00578747	0.00578685	0.0057924	0.00579257	0.00579256
2360	-5806.763	-5866.047	59.2834	0.000858416	0.000852344	0.000852359	0.000851348	0.000862453	0.000863064	0.000864831	0.00086472	0.00086507	0.000868776	0.000869276	0.00086927	0.000870775	0.000863444	0.000863406	0.00086333	0.000863255	0.000865661	0.000865158	0.000865338
2370	-5837.268	-5869.11	31.84172	0.000114744	0.000114593	0.000113445	0.000113575	0.000114054	0.000114065	0.00011416	0.000114289	0.000114637	0.000114828	0.000114758	0.000114759	0.000114596	0.000114624	0.000114539	0.000114927	0.000114996	0.000114994	0.000114834	0.000111019
2380	-5918.318	-5869.042	-49.27627	0.00698175	0.00716437	0.00713655	0.0071367	0.00452022	0.0044306	0.00457293	0.0045591	0.00486491	0.00488697	0.0044781	0.00449967	0.00449502	0.00448446	0.00451606	0.00457195	5.60445e-10	5.64194e-10	5.67651e-10	6.38997e-10
2390	-5890.085	-5868.62	-21.46481	0.000136111	0.000136691	0.000135576	0.000135583	0.000138815	0.000135956	0.000135965	0.00013558	0.000133662	0.000139198	0.000142404	0.000140068	0.000140073	0.000139982	0.000121666	0.000121619	0.000125922	0.000105013	0.00010508	0.00010494
2400	-5940.604	-5868.25	-72.35474	6.89421e-05	6.39526e-05	6.52561e-05	6.02541e-05	0.000314358	0.000320163	0.000340114	0.000385067	0.000376753	0.00038931	2.37079e-05	3.4837e-05	3.75879e-05	3.83299e-05	3.83351e-05	4.72815e-05	4.90312e-05	4.91017e-05	4.96951e-05	5.32669e-05
2410	-5869.467	-5865.677	-3.789879	6.93378e-05	6.9327e-05	6.84546e-05	6.82967e-05	6.84634e-05	6.7639e-05	6.8313e-05	6.787e-05	6.97102e-05	6.84686e-05	6.67167e-05	6.6786e-05	6.77193e-05	6.79684e-05	6.65273e-05	6.82861e-05	6.85181e-05	6.85249e-05	6.6222e-05	6.58093e-05
2420	-5853.787	-5874.346	20.5594	0.00308075	0.00306272	0.00305513	0.00305212	0.00305512	0.003055	0.00306824	0.00298617	0.0023444	0.00234584	0.0023521	0.002352	0.00234603	0.00232936	0.0023295	0.00233244	0.00235853	0.00236401	0.00237659	0.00236074
2430	-5840.618	-5872.885	32.26689	0.00789861	0.00790776	0.00790784	0.00790037	0.00813788	0.00807008	0.00806985	0.00806751	0.00806861	0.00808471	0.00824891	0.00824115	0.00824205	0.00827781	0.00815692	0.00812702	0.00808707	0.00808174	0.00819821	0.00820894
2440	-5851.14	-5870.896	19.75564	0.00984984	0.0108542	0.0108437	0.0108635	0.0110236	0.0110672	0.0110826	0.0109725	0.0108298	0.010825	0.0107559	0.0108119	0.0108412	0.0108138	0.0108144	0.0108658	0.0108661	0.0107152	0.0105222	0.0106151
2450	-5856.746	-5871.341	14.59511	0.00671502	0.00670852	0.00671054	0.00673334	0.00673687	0.00674697	0.00678249	0.00666792	0.00695081	0.00701088	0.00693461	0.0069322	0.00693215	0.00711663	0.00663265	0.00662351	0.00645315	0.00642562	0.00642518	0.00679039
2460	-5869.373	-5869.835	0.461703	0.000192344	0.000190664	0.00019228	0.000200432	0.000199881	0.000198568	0.000198787	0.000196192	0.00019429	0.000201085	0.000202266	0.000202725	0.000197138	0.000197376	0.000197092	0.000196738	0.000194811	0.000194858	0.000194943	0.000170095
2470	-5857.253	-5877.272	20.01883	5.85129e-05	5.92251e-05	5.87123e-05	5.84843e-05	6.05123e-05	6.21814e-05	6.0251e-05	6.0315e-05	6.06474e-05	5.78745e-05	5.67594e-05	5.75007e-05	5.20369e-05	5.18102e-05	5.18373e-05	5.00573e-05	5.61623e-05	5.59382e-05	5.58824e-05	5.55603e-05
2480	-5863.303	-5870.763	7.460188	0.00303748	0.0030699	0.00301453	0.00305891	0.00316409	0.00278004	0.00277964	0.00278057	0.00273837	0.00278352	0.00251275	0.00252499	0.00252851	0.00250676	0.00248414	0.00246776	0.00242243	0.00231476	0.00231572	0.00225378
2490	-5908.422	-5869.767	-38.65513	9.45639e-05	3.13204e-06	2.74099e-06	2.7907e-06	2.80602e-06	2.83024e-06	2.96216e-06	2.88703e-06	2.66749e-06	2.76873e-06	2.78019e-06	2.73528e-06	2.87231e-06	2.91359e-06	1.16197e-06	1.00107e-06	1.58177e-05	1.47862e-05	1.55174e-05	1.62709e-05
2500	-5847.096	-5869.623	22.52623	0.00134031	0.00128194	0.00128747	0.00128354	0.00129693	0.00128868	0.00128611	0.00129047	0.00130739	0.00126898	0.00136978	0.00136732	0.00136244	0.00143539	0.00143532	0.00142626	0.00142521	0.0013702	0.00132392	0.00122498
2510	-5837.239	-5869.619	32.37983	0.000486015	0.000494099	0.0004859	0.000486326	0.000486522	0.000482959	0.000483097	0.000479994	0.000492084	0.000498589	0.000498589	0.000505133	0.000504949	0.000505383	0.000506269	0.000518422	0.000520693	0.000523298	0.00053534	0.000534242
2520	-5884.612	-5870.913	-13.69845	5.92316e-05	5.9545e-05	5.61031e-05	5.57422e-05	5.57829e-05	5.78683e-05	5.7886e-05	5.71834e-05	5.2363e-05	5.25582e-05	5.24983e-05	5.24927e-05	5.11655e-05	4.96607e-05	5.0136e-05	4.90091e-05	4.86161e-05	8.59981e-05	8.87424e-05	8.73141e-05
2530	-5873.567	-5871.731	-1.835583	0.00159087	0.00161503	0.00162325	0.00162989	0.00163407	0.00161974	0.00162715	0.00161685	0.00160801	0.00160179	0.00156409	0.00165271	0.00165894	0.001679	0.00182079	0.00183894	0.00185095	0.00380414	0.00377475	0.0039
2540	-5848.166	-5864.826	16.66046	0.00428472	0.004282	0.00429013	0.00424749	0.00425587	0.00423001	0.00423676	0.00423561	0.00423419	0.00421101	0.00420528	0.00421261	0.00424871	0.00425115	0.00424813	0.00407046	0.0040694	0.00408047	0.00409236	0.00410061
2550	-5853.106	-5867.095	13.98853	5.67609e-05	5.68752e-05	5.64858e-05	5.64846e-05	5.69058e-05	5.6611e-05	5.72853e-05	5.71657e-05	5.72338e-05	5.72746e-05	5.80755e-05	5.78666e-05	6.16186e-05	6.18787e-05	6.03713e-05	6.05351e-05	6.03486e-05	6.03548e-05	6.05814e-05	6.07354e-05
2560	-5886.657	-5871.173	-15.48379	5.45621e-05	5.59291e-05	5.13543e-05	4.93646e-05	4.90531e-05	4.77708e-05	4.86585e-05	4.9208e-05	4.99547e-05	5.01427e-05	5.01679e-05	5.12377e-05	5.12549e-05	4.83327e-05	4.8571e-05	4.85117e-05	3.48253e-05	3.56181e-05	3.52543e-05	3.52007e-05
2570	-5875.508	-5868.221	-7.287459	0.00328994	0.00331504	0.0033194	0.00331997	0.00331806	0.00334698	0.00343727	0.00332805	0.00333002	0.00332751	0.00129507	0.00129717	0.00132319	0.0013033	0.00129255	0.00127955	0.00129441	0.0012836	0.00129825	0.001291
2580	-5844.96	-5867.436	22.47546	0.0155665	0.0151497	0.0152167	0.0151613	0.0127012	0.012703	0.0127013	0.0127221	0.0127173	0.0126763	0.0126608	0.0126489	0.0126164	0.0125986	0.0125707	0.0126712	0.0127054	0.0126363	0.0126232	0.0125503
2590	-5852.41	-5870.53	18.1199	4.83756e-05	4.84795e-05	4.89902e-05	4.88864e-05	4.90055e-05	4.83771e-05	4.7813e-05	5.11012e-05	4.99837e-05	5.01359e-05	5.01457e-05	5.00479e-05	5.01684e-05	5.0091e-05	5.01303e-05	5.11385e-05	5.09373e-05	5.50004e-05	5.49242e-05	5.48487e-05
2600	-5856.223	-5870.188	13.9648	0.00856315	0.00869151	0.00869662	0.00880962	0.00887951	0.00895696	0.00894534	0.00894308	0.00894553	0.00894682	0.00895637	0.000308971	0.000310595	0.000310939	0.000314949	0.000315167	0.000316708	0.000316105	0.000315365	0.000315037
2610	-5844.344	-5871.692	27.34733	0.000307758	0.000307797	0.000304601	0.000304938	0.000305014	0.000303366	0.000303224	0.000305922	0.000306465	0.000297536	0.000295596	0.000299937	0.000300285	0.000300235	0.000297688	0.000295653	0.000295059	0.00029525	0.000294891	0.000290654
2620	-5861.96	-5870.341	8.38081	0.00319459	0.00319981	0.00328598	0.00329405	0.00329612	0.00329472	0.00331534	0.00330966	0.00331939	0.00329751	0.00328364	0.00391875	0.00391141	0.00394494	0.00394897	0.00392786	0.00386177	0.0038198	0.0039308	0.00394764
2630	-5833.69	-5872.584	38.89363	0.000237417	0.000237568	0.000237081	0.00023688	0.000236343	0.000236464	0.000234986	0.000235004	0.0002323	0.000232358	0.000232305	0.000229828	0.000230116	0.000229013	0.0002303	0.000230224	0.00023089	0.000230397	0.000225593	0.000225517
2640	-5907.666	-5869.834	-37.8322	0.000233293	0.000211339	0.0002791	0.00028671	0.000286403	0.000270312	0.000271529	0.000300004	0.000300207	0.00060785	0.000636181	0.000596808	0.000601214	0.000579167	0.00060363	0.000777727	0.000863111	0.000892778	0.000785642	0.000759874
2650	-5876.682	-5872.279	-4.402837	0.000119997	0.000120651	0.00011843	0.000117237	0.000110297	0.000109644	0.000118375	0.000122504	0.000120341	0.00012291	0.000119341	0.000134713	0.000143464	0.000143176	0.000134859	8.75649e-05	9.59217e-05	9.21568e-05	9.3428e-05	9.42294e-05
2660	-5872.764	-5869.94	-2.823867	0.000120139	0.00011947	0.000137326	0.000137297	0.000128241	0.000135812	0.000135866	0.000137652	0.000134314	0.000125823	0.000125562	0.000138106	0.000138564	0.000138619	0.000215375	0.000212344	0.000212176	0.000212058	0.000383967	0.000385101
2670	-5842.637	-5873.32	30.68256	0.00183753	0.00182442	0.00182488	0.00325931	0.00326628	0.00329693	0.00329679	0.00329832	0.00332321	0.00330214	0.00330211	0.00331928	0.0033463	0.00336043	0.00336119	0.00351267	0.00350811	0.00351056	0.00351124	0.00355094
2680	-5832.332	-5874.622	42.29057	0.000784465	0.000783167	0.000785557	0.000785577	0.000784904	0.000781098	0.000777791	0.00077378	0.000773227	0.000771791	0.00076076	0.000759115	0.00075918	0.000744835	0.000749662	0.000749306	0.00074831	0.000749993	0.000695393	0.000695451
2690	-5860.335	-5869.861	9.526086	0.00276869	0.0028662	0.00286831	0.0027442	0.00273453	0.00256703	0.0025477	0.00258142	0.00258819	0.00257962	0.00254519	0.00255972	0.00260052	0.0026369	0.00266387	0.00267556	0.00265738	0.00270068	0.00267028	0.00265863
2700	-5890.546	-5869.914	-20.63215	0.000470603	0.000584731	0.000571112	0.000798227	0.00079686	0.000797688	0.000796441	0.000794208	0.000556717	0.000497179	0.000515766	0.000516317	0.000500263	0.000486928	0.000484258	0.000532172	0.000533097	0.00053476	0.0005817	0.000584234
2710	-5864.282	-5870.956	6.67463	0.000112396	0.000100181	9.91171e-05	9.94721e-05	9.98469e-05	9.8962e-05	9.44081e-05	9.43748e-05	8.8971e-05	8.8211e-05	8.88424e-05	8.89304e-05	8.93324e-05	8.82974e-05	8.85964e-05	8.89796e-05	8.99316e-05	9.25276e-05	9.7262e-05	9.39546e-05
2720	-5881.428	-5877.468	-3.959907	0.000821729	0.000774791	0.00077703	0.000621047	0.000600233	0.000565643	0.000562198	0.00061885	0.000618824	0.000458804	0.00045793	0.000438431	0.000429118	0.000422706	0.000411833	0.000342317	0.000309076	0.000299638	0.000299774	0.000642469
2730	-5883.749	-5872.256	-11.49289	0.000905916	0.000872438	0.000601389	0.000462384	0.000459035	0.000357656	0.000454342	0.00046637	0.000423924	0.000396783	0.000351931	0.000347967	0.000187946	0.000184259	0.00012119	0.000116613	0.000112974	0.000103652	0.000101761	9.93518e-05
2740	-5901.264	-5870.236	-31.02797	4.8275e-05	3.8599e-05	3.8484e-05	3.81726e-05	3.88044e-05	3.4788e-05	3.18098e-05	3.21639e-05	3.03603e-05	3.01852e-05	2.97611e-05	3.01138e-05	3.00765e-05	3.68826e-05	3.72808e-05	2.90623e-05	2.84258e-05	2.56377e-05	2.56061e-05	2.1317e-05
2750	-5914.245	-5874.775	-39.46957	0.000443288	0.000433891	7.47355e-05	7.18562e-05	7.16295e-05	6.90347e-05	6.9209e-05	6.55485e-05	6.4185e-05	6.37661e-05	6.36656e-05	6.36922e-05	6.38059e-05	6.50619e-05	6.6073e-05	6.66182e-05	6.6425e-05	8.60391e-05	8.64503e-05	8.88394e-67
2760	-5841.909	-5872.094	30.18537	0.00349707	0.00348798	0.00348679	0.00331332	0.00331379	0.00339326	0.00338455	0.00335647	0.00342157	0.00342409	0.00339852	0.00347193	0.00347766	0.00359637	0.00360745	0.00358455	0.0035608	0.00348439	0.0035024	0.00349284
2770	-5861.196	-5870.727	9.531182	0.00769892	0.0077186	0.00767769	0.00760477	0.00763287	0.00761711	0.00760871	0.00780946	0.00783422	0.00776332	0.0078081	0.00787586	0.0101189	0.0102721	0.0102726	0.0118452	0.0124287	0.0142809	0.0140674	0.0139782
2780	-5871.9	-5873.035	1.13499	7.65867e-05	8.45475e-05	8.58806e-05	8.60243e-05	8.79797e-05	8.61434e-05	0.000102557	9.63505e-05	9.62128e-05	9.55002e-05	9.49494e-05	9.05369e-05	9.56415e-05	9.50838e-05	9.65904e-05	7.05822e-05	6.97729e-05	6.84498e-05	7.06408e-05	6.73009e-05
2790	-5844.252	-5870.171	25.9188	0.000399462	0.000399705	0.000394001	0.000394649	0.000392397	0.000391995	0.000389332	0.000389922	0.000389389	0.000389641	0.000385349	0.000381697	0.000382453	0.000381357	0.000368028	0.000370021	0.000369463	0.00037097	0.000365112	0.000347201
2800	-5890.202	-5872.875	-17.32693	0.000141791	0.000151985	0.000137088	0.000130803	0.000132528	0.000133677	0.000116828	0.000125475	0.000126123	0.000125822	8.21557e-05	5.3423e-05	5.34237e-05	5.53548e-05	0.000242343	0.000246532	0.000244087	0.000275028	0.000272299	0.000221085
2810	-5856.326	-5870.337	14.01122	0.00194292	0.00194276	0.0019437	0.0018781	0.00189902	0.00199901	0.00199864	0.00199005	0.0020031	0.00202163	0.00200639	0.00202011	0.00199517	0.00200503	0.00200424	0.00197709	0.00201141	0.00198139	0.00196623	0.00199539
2820	-5847.156	-5868.711	21.55457	0.000461809	0.00044744	0.00044753	0.00044765	0.000409125	0.000395267	0.000396168	0.000394363	0.000394494	0.000396111	0.000396158	0.00039679	0.000397015	0.00039604	0.000397184	0.000397032	0.000396694	0.000411447	0.000402497	0.000402948
2830	-5843.931	-5867.783	23.85187	0.000433857	0.00043394	0.000437681	0.00043772	0.000437818	0.000473802	0.000473793	0.000307638	0.000307792	0.000308496	0.000308484	0.000308465	0.000307975	0.000307584	0.000308029	0.000307871	0.000307576	0.000307785	0.000307873	0.000307802
