Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	speciation[12]	speciation[13]	speciation[14]	speciation[15]	speciation[16]	speciation[17]	speciation[18]	speciation[19]	speciation[20]
28330	-5906.77	-5870.411	-36.35876	0.0491259	0.0409639	0.0410971	0.0412518	0.0471632	0.0483865	0.0545461	0.0530107	0.0769919	0.0854973	0.0773438	0.0709076	0.0689743	0.0728641	0.118395	0.153215	0.149222	0.140727	0.126897	0.126998
28340	-5842.422	-5872.07	29.64748	0.0415046	0.0411994	0.0412977	0.0413054	0.0445302	0.0451853	0.0653008	0.0643525	0.0638438	0.0685496	0.0685831	0.0685824	0.0689767	0.0743037	0.141783	0.141606	0.140481	0.140757	0.156522	0.15494
28350	-5880.151	-5869.421	-10.72951	0.0416315	0.0413568	0.0413203	0.0383594	0.0470763	0.0469047	0.0567881	0.0596066	0.0663662	0.0658656	0.0660651	0.0661185	0.0672079	0.088009	0.122669	0.135166	0.136812	0.13593	0.144207	0.140316
28360	-5858.343	-5869.325	10.98229	0.03895	0.0386336	0.038155	0.03754	0.051053	0.0555267	0.05572	0.0566946	0.0633641	0.0693405	0.0697643	0.0700162	0.0720284	0.0831619	0.130072	0.132237	0.133132	0.133777	0.132803	0.132675
28370	-5878.754	-5867.425	-11.32908	0.0439347	0.0380038	0.0368817	0.0368897	0.0596594	0.0680663	0.0711637	0.0723547	0.0724348	0.0726212	0.0725206	0.0699719	0.0695189	0.0963059	0.133235	0.132375	0.149428	0.206354	0.206443	0.204076
28380	-5847.344	-5868.6	21.2559	0.0429763	0.0385867	0.0376326	0.0386476	0.0448033	0.0563163	0.0576175	0.062781	0.0652852	0.0640302	0.0641856	0.063112	0.0640545	0.0882538	0.144562	0.1325	0.132437	0.198489	0.215029	0.218113
28390	-5838.335	-5871.167	32.83124	0.0472241	0.0396117	0.0398861	0.0398905	0.0492585	0.0560071	0.0617993	0.0631817	0.062781	0.0620197	0.0805484	0.0804993	0.0818715	0.0935278	0.121532	0.112647	0.113717	0.138464	0.138786	0.132679
28400	-5887.453	-5868.012	-19.44085	0.0429035	0.0384709	0.037021	0.0369814	0.0554723	0.0537528	0.063032	0.0637377	0.0656329	0.066843	0.0673932	0.068413	0.0783782	0.0803621	0.154599	0.141791	0.143027	0.220376	0.221386	0.191855
28410	-5885.407	-5870.606	-14.80038	0.0404693	0.0356493	0.0355324	0.0354912	0.0555495	0.0556743	0.061485	0.0512644	0.0600547	0.0641979	0.0577615	0.0557538	0.0650479	0.0687751	0.130549	0.149206	0.155721	0.160739	0.159773	0.107724
28420	-5860.939	-5868.964	8.02467	0.0447518	0.0364159	0.0368016	0.0367702	0.0522626	0.0496466	0.0563382	0.0620445	0.0620163	0.0605254	0.0611561	0.0612468	0.0630707	0.0794722	0.11141	0.108563	0.1136	0.114028	0.104785	0.0882834
28430	-5862.776	-5868.739	5.963259	0.0428035	0.0374403	0.0352791	0.0347809	0.0508348	0.0510608	0.0529907	0.0644164	0.0689311	0.0671408	0.0632456	0.0639274	0.063837	0.109591	0.108256	0.107048	0.109058	0.108951	0.106924	0.117252
28440	-5838.901	-5871.002	32.10116	0.0439717	0.0420061	0.042265	0.042246	0.0518587	0.0498903	0.0678903	0.0619468	0.0721568	0.071529	0.0716229	0.0705563	0.0809628	0.0867268	0.114125	0.126124	0.122975	0.130292	0.129911	0.132798
28450	-5880.271	-5871.328	-8.943682	0.0413509	0.0404818	0.0390598	0.039006	0.050177	0.0500133	0.0574389	0.0669018	0.0697423	0.0739227	0.0781272	0.0789415	0.0838825	0.083572	0.110466	0.119237	0.116074	0.116624	0.114492	0.1074
28460	-5905.44	-5870.083	-35.35662	0.0429569	0.042089	0.036455	0.0359723	0.0483423	0.0473363	0.0613583	0.0697873	0.0698028	0.0727445	0.0724222	0.0720773	0.0725774	0.0753533	0.142884	0.146217	0.146026	0.146168	0.155216	0.147443
28470	-5979.203	-5871.691	-107.5113	0.0371457	0.0365022	0.0330219	0.0333859	0.0537651	0.0518076	0.0556566	0.0692901	0.0692903	0.0615628	0.062846	0.0615087	0.0854917	0.0987287	0.109	0.110289	0.110178	0.112675	0.115435	0.114776
28480	-5895.222	-5876.574	-18.6486	0.0455569	0.0425395	0.0414129	0.0398103	0.0416341	0.0419176	0.0421058	0.0688984	0.0695687	0.0747185	0.0716574	0.0717749	0.0835168	0.0839258	0.0978541	0.102334	0.101529	0.101129	0.103403	0.0926189
28490	-5868.209	-5871.091	2.881419	0.0406459	0.0371801	0.037252	0.0487169	0.0472922	0.0474031	0.0467444	0.0704149	0.0727505	0.0727388	0.0704247	0.071068	0.071071	0.11873	0.119493	0.120386	0.11936	0.123622	0.123721	0.128816
28500	-5892.736	-5870.157	-22.57909	0.0432042	0.0417006	0.0423087	0.0440446	0.0498819	0.0500905	0.0502323	0.0676739	0.0672346	0.0683221	0.0678804	0.0674944	0.0650295	0.12234	0.135775	0.128215	0.128492	0.133251	0.137448	0.136333
28510	-5931.241	-5874.397	-56.84408	0.0436668	0.0447431	0.0436592	0.0433301	0.047825	0.0479777	0.0460936	0.0561919	0.0591826	0.0600435	0.0511522	0.0506659	0.0512998	0.0842869	0.124311	0.192418	0.183979	0.188436	0.2694	0.267
28520	-5802.619	-5873.019	70.39965	0.0357469	0.0366439	0.036513	0.0365567	0.060981	0.0614068	0.0622464	0.062013	0.0620894	0.0619612	0.0618764	0.0620228	0.0623446	0.149214	0.14944	0.149352	0.149297	0.147948	0.156755	0.15515
28530	-5815.937	-5871.924	55.98688	0.0399701	0.0399926	0.0409366	0.0408277	0.0597005	0.0598023	0.0594754	0.0594699	0.0592366	0.0583535	0.0593121	0.0594429	0.0594589	0.124142	0.124843	0.125433	0.125409	0.12593	0.124557	0.123187
28540	-5836.126	-5870.843	34.71723	0.0413442	0.0413441	0.0420467	0.0428084	0.0469985	0.0634993	0.065736	0.0654593	0.0666529	0.067592	0.065398	0.0660728	0.0644722	0.12011	0.11958	0.183318	0.185728	0.191169	0.192867	0.187062
28550	-5825.938	-5872.701	46.76241	0.041033	0.0404755	0.0388773	0.0412908	0.0419552	0.0606608	0.060475	0.0604682	0.0605034	0.0609474	0.0582211	0.0582163	0.0589413	0.145011	0.145566	0.149766	0.152479	0.14839	0.149374	0.15208
28560	-5859.681	-5870.82	11.13863	0.0414628	0.0402462	0.040055	0.0409276	0.0424967	0.0586081	0.0619793	0.0626834	0.0695739	0.0706002	0.0701871	0.0702104	0.0696586	0.119343	0.126735	0.119356	0.112393	0.129864	0.132391	0.134451
28570	-5832.768	-5871.674	38.90611	0.0427807	0.0420793	0.0399976	0.0409157	0.0553661	0.0553447	0.0573672	0.0578263	0.0787386	0.0849066	0.0861031	0.072212	0.0724843	0.0935602	0.0979459	0.0930231	0.0951276	0.100238	0.106249	0.106536
28580	-5818.435	-5869.59	51.15476	0.040684	0.0395423	0.0405663	0.0403852	0.0479784	0.0481319	0.048144	0.0592873	0.0669405	0.0674108	0.0657759	0.0630519	0.0620208	0.141474	0.14147	0.124491	0.125411	0.143137	0.161324	0.159206
28590	-5849.736	-5871.731	21.99592	0.0387378	0.0374737	0.0381358	0.0380877	0.047765	0.0487928	0.0489852	0.0473038	0.0612936	0.0725613	0.0686435	0.0667046	0.0664413	0.0933578	0.0924912	0.187865	0.188977	0.177703	0.17479	0.176884
28600	-5856.355	-5870.171	13.81584	0.0408604	0.0411855	0.0427346	0.0431651	0.0510141	0.0512781	0.0660324	0.0643649	0.069137	0.0658654	0.0623921	0.0618513	0.0624436	0.103651	0.102621	0.129253	0.130982	0.130177	0.125193	0.114497
28610	-5883.983	-5873.659	-10.32469	0.039175	0.038122	0.0387216	0.0380975	0.0465328	0.0418263	0.0531028	0.0533417	0.073076	0.0760347	0.0757218	0.0757707	0.0741187	0.109744	0.109548	0.096709	0.0964829	0.098499	0.0908821	0.0927765
28620	-5904.043	-5870.545	-33.49719	0.0406632	0.041761	0.0417985	0.0411252	0.0562823	0.054484	0.0553806	0.0548988	0.0645789	0.0683721	0.0683003	0.0705435	0.0680103	0.103587	0.10379	0.135471	0.135357	0.135914	0.133528	0.133446
28630	-5831.445	-5871.488	40.04349	0.0377772	0.0377664	0.0377255	0.0385915	0.050992	0.0508714	0.0494785	0.0505755	0.0674556	0.0688674	0.0692105	0.072232	0.0722736	0.115723	0.112946	0.111986	0.111964	0.11478	0.114151	0.114153
28640	-5842.793	-5867.983	25.19041	0.0397941	0.0397546	0.0398284	0.0396002	0.0513586	0.0513015	0.0515663	0.0498154	0.0664576	0.0703325	0.0584622	0.0503806	0.0508339	0.102343	0.103498	0.106119	0.106922	0.160898	0.16471	0.163032
28650	-5873.016	-5868.711	-4.305413	0.0461332	0.0444015	0.0443332	0.0471059	0.0640405	0.060753	0.0607221	0.060859	0.0918308	0.0860663	0.0901621	0.0588953	0.0570261	0.112256	0.11267	0.112414	0.112097	0.147289	0.163536	0.162105
28660	-5902.956	-5866.168	-36.78722	0.0439821	0.0443434	0.042282	0.0430753	0.0630872	0.0670965	0.0669489	0.0669436	0.0926172	0.0937995	0.0975883	0.0743494	0.0736696	0.154766	0.157347	0.161879	0.169629	0.185887	0.239527	0.229719
28670	-5875.796	-5870.298	-5.497933	0.0464657	0.0456439	0.0459652	0.0459853	0.0575433	0.0766765	0.0778809	0.0793396	0.0781021	0.0787696	0.0775538	0.0770583	0.0748075	0.127788	0.120165	0.125158	0.130694	0.207896	0.288939	0.301129
28680	-5889.53	-5872.171	-17.35978	0.0416408	0.0421209	0.0458571	0.0436976	0.063235	0.0774237	0.0845319	0.084567	0.0854634	0.0879497	0.0913819	0.0916737	0.0916904	0.111735	0.121861	0.120765	0.129418	0.146697	0.154345	0.161366
28690	-5883.958	-5872.49	-11.46823	0.0469282	0.0466289	0.044869	0.0502384	0.0622376	0.0610392	0.066324	0.0769833	0.0767748	0.0860591	0.0863736	0.0912136	0.0777858	0.120345	0.139149	0.131755	0.1413	0.145979	0.119628	0.123206
28700	-5849.391	-5869.133	19.74192	0.0406355	0.0401185	0.0404133	0.0416225	0.0571	0.0574069	0.0592729	0.0672739	0.0686441	0.066665	0.0671886	0.0657352	0.0655547	0.113541	0.140871	0.140119	0.140153	0.132549	0.132649	0.121268
28710	-5885.918	-5868.869	-17.04897	0.0424325	0.0388918	0.0385177	0.0395791	0.0590983	0.0581283	0.0578152	0.0626405	0.0730854	0.0635057	0.0681841	0.066473	0.0664618	0.0987113	0.148338	0.135832	0.13302	0.132019	0.131903	0.11222
28720	-5883.706	-5872.326	-11.38012	0.0341582	0.033027	0.0336286	0.0441339	0.0448223	0.0459294	0.0450421	0.0693009	0.0690278	0.0610246	0.0622555	0.0487592	0.050775	0.101053	0.114005	0.116357	0.118793	0.117931	0.117025	0.116482
28730	-5897.068	-5870.351	-26.71718	0.03904	0.039884	0.0408594	0.0419012	0.046511	0.0602794	0.05946	0.0572059	0.0580196	0.065693	0.0653985	0.0630237	0.0618553	0.115292	0.121458	0.120796	0.116238	0.155191	0.15883	0.166896
28740	-5894.196	-5872.458	-21.73809	0.0431474	0.0429781	0.0429034	0.0451634	0.0457025	0.0658824	0.0614625	0.0636861	0.0619993	0.0758827	0.073076	0.0595888	0.0633698	0.138131	0.134071	0.13444	0.135526	0.133987	0.138543	0.138294
28750	-5843.307	-5868.304	24.99665	0.0411355	0.0423785	0.0420794	0.048203	0.0508895	0.0565166	0.0570956	0.0632497	0.0631481	0.0800155	0.0883983	0.0393453	0.0500524	0.12305	0.13141	0.11581	0.123244	0.12978	0.138442	0.144144
28760	-5872.966	-5865.55	-7.415963	0.0402221	0.0386267	0.0378795	0.0428905	0.0494208	0.0526574	0.0552008	0.0664903	0.0649408	0.0692334	0.0733175	0.0316474	0.0488339	0.134643	0.135518	0.140508	0.156705	0.162406	0.170359	0.211846
28770	-5913.938	-5864.864	-49.07419	0.0440878	0.0404624	0.0391451	0.040462	0.054178	0.0558937	0.0651783	0.0639496	0.0640432	0.0741281	0.0671705	0.0471664	0.0708648	0.104523	0.11305	0.108408	0.130073	0.199528	0.179712	0.165073
28780	-5886.901	-5866.997	-19.90427	0.0447081	0.0423717	0.0376864	0.0400137	0.0488656	0.0505876	0.0589352	0.0648606	0.0655256	0.0909687	0.0895089	0.0404953	0.080408	0.0917919	0.137576	0.175718	0.184301	0.186123	0.176241	0.198027
28790	-5862.312	-5867.266	4.953742	0.0396333	0.0375199	0.0365702	0.0365441	0.0505379	0.0581095	0.0620052	0.0620965	0.0622036	0.069838	0.063494	0.0281978	0.0844099	0.102136	0.102366	0.112471	0.11839	0.127305	0.125101	0.123249
28800	-5824.957	-5864.982	40.02496	0.0471887	0.0380348	0.0357245	0.0347723	0.0530523	0.0547484	0.0566263	0.058566	0.0576865	0.0668502	0.0672535	0.0223807	0.0724049	0.105419	0.106936	0.123887	0.123686	0.158721	0.159265	0.0900722
28810	-5869.637	-5873.403	3.766179	0.0419109	0.0411684	0.0384891	0.0387026	0.049141	0.0536593	0.0575972	0.0560007	0.062295	0.0777366	0.0864214	0.0130349	0.12212	0.122637	0.12242	0.124416	0.126257	0.123221	0.123694	0.12467
28820	-5828.366	-5876.479	48.11355	0.0382058	0.0381818	0.03819	0.0377148	0.057133	0.0571403	0.0573928	0.057872	0.060412	0.0602511	0.0603346	0.0602721	0.112908	0.109985	0.109998	0.109708	0.105847	0.106433	0.10683	0.107523
28830	-5833.6	-5872.351	38.75121	0.0392519	0.0390941	0.0384796	0.0382402	0.0615807	0.0618976	0.0618394	0.0618179	0.0620364	0.0622679	0.0545863	0.0548038	0.106223	0.107045	0.107086	0.110434	0.107162	0.226757	0.225048	0.226525
28840	-5841.293	-5871.955	30.66153	0.0409091	0.0394841	0.0390271	0.038992	0.062532	0.0616983	0.0616646	0.0618852	0.0718325	0.0733465	0.0750179	0.0762755	0.0856278	0.0827938	0.0874789	0.0870358	0.0892899	0.281424	0.289651	0.314042
28850	-5821.163	-5871.478	50.3149	0.0424865	0.0426288	0.0433569	0.042948	0.0467511	0.0463879	0.0570571	0.0655606	0.0720757	0.0733749	0.0772254	0.0736346	0.0777659	0.07803	0.0960051	0.10104	0.177773	0.191342	0.171592	0.172455
28860	-5806.788	-5872.541	65.75329	0.039253	0.0374496	0.0401228	0.0401966	0.0661889	0.0568939	0.0632791	0.0638415	0.0630292	0.0641288	0.0635095	0.071909	0.0769846	0.114085	0.127411	0.129415	0.133603	0.144961	0.154459	0.0982055
28870	-5798.103	-5869.963	71.85968	0.049442	0.0361544	0.0364763	0.0369572	0.0516896	0.0522814	0.0738328	0.0722934	0.0693351	0.0775121	0.074932	0.0698633	0.0707452	0.0964758	0.105473	0.106159	0.106398	0.122544	0.119028	0.100183
28880	-5834.693	-5872.402	37.70884	0.053752	0.0361176	0.0342164	0.0415468	0.0505453	0.0551683	0.0527329	0.0511504	0.0510407	0.0576824	0.0557866	0.0539153	0.0687136	0.142056	0.144018	0.148119	0.157471	0.169425	0.168924	0.13658
28890	-5812.761	-5871.104	58.34327	0.051724	0.0351196	0.0356214	0.0396578	0.0523731	0.0494272	0.0498926	0.0484057	0.067659	0.0704931	0.0791811	0.078654	0.0808604	0.101202	0.0972573	0.0773639	0.177014	0.195809	0.186657	0.137869
28900	-5827.454	-5869.032	41.57839	0.0554617	0.0386349	0.0341288	0.0432625	0.0475158	0.047964	0.0537456	0.0602877	0.064718	0.0654891	0.0729426	0.0596606	0.0594182	0.0851646	0.0880078	0.0871275	0.149737	0.157455	0.167429	0.114706
28910	-5785.769	-5867.975	82.20592	0.0502628	0.0305452	0.0370708	0.0385141	0.0535429	0.0536553	0.0596965	0.0755158	0.0738667	0.0780793	0.0751294	0.0599809	0.056559	0.0803419	0.0854419	0.0852539	0.232575	0.232609	0.242954	0.217024
28920	-5833.509	-5869.805	36.29541	0.0558214	0.0385716	0.0390033	0.0397845	0.0492926	0.047422	0.0473464	0.0531679	0.0610197	0.0740732	0.0758737	0.0655848	0.0625503	0.106084	0.0987429	0.103811	0.156797	0.150089	0.1608	0.118476
28930	-5833.884	-5867.422	33.53778	0.0468069	0.0377881	0.039311	0.037767	0.0518847	0.0521082	0.0652075	0.0683658	0.0658632	0.0967238	0.104197	0.0626636	0.0600208	0.102524	0.094354	0.110065	0.174498	0.244248	0.35732	0.359326
28940	-5869.697	-5873.127	3.429417	0.0391455	0.0347787	0.0408045	0.041887	0.0594637	0.0596122	0.0607059	0.0624739	0.0613901	0.0761736	0.0759863	0.0666497	0.0668441	0.133449	0.0673375	0.0896767	0.113689	0.124243	0.116099	0.0942008
28950	-5852.284	-5872.152	19.86781	0.0415748	0.0376215	0.0471453	0.049119	0.0604833	0.0607062	0.0601212	0.0565112	0.0619395	0.0614385	0.0626603	0.0593806	0.0595974	0.10134	0.0913745	0.105937	0.114819	0.266076	0.265409	0.226012
28960	-5899.711	-5869.589	-30.12244	0.0469692	0.0316372	0.0335106	0.0343533	0.0514919	0.0565678	0.0602428	0.0537077	0.0504774	0.0668198	0.0639693	0.0622763	0.0640816	0.0828648	0.0878907	0.0884096	0.117954	0.218491	0.199683	0.175382
28970	-5876.295	-5872.106	-4.189037	0.0510015	0.0366503	0.0387836	0.0402554	0.0590282	0.0629521	0.0629271	0.057628	0.0556988	0.0781891	0.0776923	0.0790459	0.0805731	0.0816688	0.115939	0.114671	0.171669	0.161738	0.162722	0.153772
28980	-5874.946	-5872.931	-2.014615	0.0443009	0.0442702	0.0474009	0.047417	0.0477577	0.0606029	0.0617315	0.0614516	0.065272	0.0830214	0.0837258	0.0773471	0.0827678	0.0856751	0.146578	0.145527	0.140104	0.143903	0.131899	0.131447
28990	-5864.058	-5873.819	9.760925	0.040097	0.0399178	0.0414759	0.0432653	0.0533171	0.047027	0.0514682	0.051391	0.0512783	0.0641132	0.0608183	0.0587201	0.0616744	0.0617901	0.118685	0.147079	0.145522	0.134202	0.132627	0.131914
29000	-5855.857	-5872.581	16.7241	0.0362482	0.038481	0.0369961	0.0368788	0.0563444	0.0564345	0.0576452	0.0570548	0.0570453	0.0769332	0.0785989	0.0774276	0.0740236	0.0771982	0.0920257	0.131797	0.129045	0.145391	0.153353	0.157166
29010	-5878.807	-5870.701	-8.106177	0.0431072	0.0339642	0.0331773	0.0345482	0.0571833	0.045917	0.0519681	0.0519629	0.055385	0.0622392	0.0684853	0.0662711	0.0661023	0.0740808	0.104975	0.151268	0.147805	0.145476	0.16835	0.170668
29020	-5878.968	-5869.9	-9.067772	0.0445373	0.0373941	0.036444	0.0444106	0.0554929	0.0541083	0.0513462	0.0518087	0.0637802	0.0674458	0.0715409	0.0770491	0.0726338	0.0737412	0.108156	0.107471	0.182847	0.182928	0.20633	0.206582
29030	-5834.303	-5868.186	33.88305	0.0419975	0.0352866	0.0338856	0.0444227	0.0550884	0.0509977	0.0561093	0.056569	0.0685881	0.0814963	0.0830739	0.0751153	0.0696443	0.0698907	0.12163	0.118046	0.17412	0.175456	0.195281	0.18754
29040	-5837.812	-5873.675	35.8629	0.0389912	0.0394613	0.0480653	0.0479574	0.0492517	0.0496767	0.0532793	0.0594938	0.0606859	0.0612743	0.0589969	0.0630681	0.0630683	0.0655609	0.113744	0.117227	0.113844	0.207191	0.184716	0.178908
29050	-5860.158	-5870.243	10.08524	0.0426568	0.0401092	0.0404163	0.0402985	0.0407511	0.0498545	0.0487824	0.0718595	0.0764334	0.0761734	0.0615325	0.0604954	0.0631397	0.0688568	0.157588	0.147802	0.12883	0.187055	0.188856	0.190871
29060	-5826.434	-5871.307	44.87279	0.0388733	0.038074	0.038134	0.0408903	0.0451838	0.0621529	0.0622569	0.0602765	0.0557052	0.0566569	0.0575244	0.0560545	0.0536515	0.0968548	0.120319	0.142729	0.140317	0.161186	0.169942	0.2127
29070	-5829.219	-5871.5	42.28095	0.0361916	0.0359768	0.0355328	0.0476083	0.0490137	0.0641248	0.0672521	0.0682495	0.0703614	0.0825931	0.0827677	0.0757585	0.0760265	0.0995374	0.0971205	0.173701	0.152672	0.157012	0.156894	0.161282
29080	-5846.839	-5870.076	23.23733	0.0364894	0.036254	0.0337505	0.0365853	0.051442	0.0538392	0.0546406	0.0668292	0.0688658	0.0782724	0.0709574	0.0735318	0.0730081	0.0923328	0.0924018	0.110831	0.145481	0.140696	0.132068	0.148652
29090	-5905.708	-5872.547	-33.16089	0.03856	0.0463604	0.0356168	0.0368942	0.0494273	0.050916	0.0525134	0.0646247	0.0663984	0.0712972	0.072272	0.0723266	0.0683641	0.106107	0.0955861	0.0934529	0.10988	0.122649	0.148075	0.101846
29100	-5902.922	-5869.321	-33.60094	0.0394561	0.0398071	0.0413311	0.044603	0.0559423	0.0512922	0.0507327	0.06347	0.0713721	0.0713177	0.0641599	0.0646661	0.0608437	0.107189	0.104616	0.103423	0.126278	0.138783	0.156713	0.162172
29110	-5942.332	-5870.085	-72.24608	0.0397278	0.0365682	0.0345993	0.0369311	0.0548775	0.0570939	0.0722694	0.0720203	0.075165	0.0703802	0.0716354	0.0719194	0.0653234	0.107984	0.103647	0.107816	0.179621	0.197052	0.198444	0.212516
29120	-5940.68	-5870.431	-70.24819	0.0426719	0.0448878	0.0458857	0.0457917	0.0528357	0.0543234	0.0644297	0.062543	0.0725626	0.0723087	0.0756628	0.0748149	0.0626919	0.107802	0.110036	0.109399	0.187761	0.19525	0.195532	0.213489
29130	-5866.762	-5870.115	3.353123	0.0468529	0.0444067	0.0395839	0.0410236	0.0506573	0.0519338	0.054344	0.0770289	0.0767574	0.0766901	0.075831	0.06186	0.0648727	0.108675	0.105526	0.105325	0.116638	0.105251	0.122349	0.122376
29140	-5868.032	-5869.811	1.779231	0.0416593	0.0391393	0.0391157	0.0404025	0.0472452	0.0472026	0.0523428	0.0661014	0.0670052	0.0670065	0.0677666	0.0635349	0.0621935	0.0981028	0.0992789	0.0958203	0.130911	0.145298	0.177382	0.178006
29150	-5877.922	-5868.963	-8.958533	0.04131	0.0421499	0.0417827	0.0425572	0.0530304	0.0530825	0.053152	0.0709325	0.0709586	0.0706133	0.0641977	0.0632925	0.0642219	0.0985233	0.137504	0.136071	0.137059	0.136826	0.133365	0.13013
29160	-5886.484	-5875.885	-10.59869	0.043546	0.0399221	0.0394744	0.0421709	0.0495439	0.0533841	0.0586636	0.0629374	0.0553838	0.0555132	0.0689462	0.0744432	0.0831259	0.0817737	0.0943221	0.107153	0.095856	0.100344	0.100194	0.0856741
29170	-5893.547	-5873.454	-20.09335	0.0413973	0.0413421	0.0403576	0.0403588	0.0567428	0.05668	0.064303	0.0653968	0.0655319	0.0688874	0.0618598	0.0566249	0.109276	0.100472	0.0997944	0.193279	0.192451	0.191597	0.20279	0.20306
29180	-5911.826	-5870.575	-41.25102	0.0432633	0.0426952	0.0388688	0.038021	0.0493354	0.0480111	0.0605607	0.0606332	0.0651132	0.0681012	0.0647166	0.0619826	0.0832039	0.0847585	0.0791571	0.163843	0.156769	0.163121	0.182928	0.192649
29190	-5876.932	-5872.152	-4.780576	0.0413209	0.0375784	0.0429389	0.0433958	0.0445427	0.0573672	0.0640687	0.0640424	0.0649841	0.0671953	0.0637945	0.063777	0.0863504	0.0855159	0.111681	0.19153	0.193344	0.185002	0.189897	0.192134
29200	-5866.929	-5873.591	6.662456	0.0420879	0.0425485	0.0428788	0.043705	0.0445402	0.0444434	0.0630993	0.0631443	0.0628306	0.0622883	0.061174	0.0637882	0.0861582	0.0890108	0.10569	0.104044	0.104067	0.137257	0.145969	0.130643
29210	-5881.701	-5875.549	-6.152278	0.0414629	0.0415978	0.0389412	0.0387744	0.0666355	0.0604308	0.0629772	0.0645	0.0618426	0.0606999	0.0645865	0.06641	0.0715304	0.0704068	0.172955	0.179324	0.180345	0.177234	0.172011	0.163388
29220	-5902.408	-5871.381	-31.02644	0.0449569	0.0440508	0.0407096	0.0398759	0.0550928	0.0546104	0.0645344	0.0634928	0.0657465	0.0656118	0.0659715	0.0627356	0.0609817	0.0609021	0.151705	0.151995	0.155547	0.155573	0.156358	0.15919
29230	-5868.431	-5869.671	1.240482	0.0472499	0.0394702	0.0396394	0.0437457	0.0474441	0.0492958	0.0510642	0.0534126	0.0552505	0.0682235	0.0612162	0.0597769	0.058635	0.120756	0.135546	0.135564	0.135111	0.135714	0.132425	0.130936
29240	-5859.088	-5874.073	14.98532	0.046555	0.040889	0.0408727	0.0409532	0.0555444	0.0776534	0.0805347	0.0779766	0.0785779	0.0798178	0.0795366	0.0795493	0.0800896	0.126758	0.117224	0.117618	0.104442	0.111023	0.10883	0.101051
29250	-5889.598	-5873.499	-16.09965	0.0447871	0.0394085	0.0393249	0.0408621	0.0537419	0.0639518	0.061222	0.0657499	0.0639473	0.0624883	0.0592135	0.0535722	0.054839	0.152483	0.153001	0.151398	0.101986	0.102909	0.0931292	0.0684112
29260	-5862.684	-5872.234	9.549654	0.0402905	0.0405664	0.0410752	0.0434741	0.0482723	0.0523027	0.0548234	0.0541361	0.0620951	0.06222	0.0647966	0.0662106	0.0665136	0.123854	0.124691	0.124643	0.122976	0.12265	0.120584	0.113902
29270	-5844.143	-5874.138	29.9953	0.0431527	0.0426584	0.0427456	0.0442234	0.0439878	0.0462115	0.0493215	0.049328	0.0718966	0.0727559	0.0758663	0.0769042	0.0741335	0.119998	0.12019	0.125345	0.122171	0.12348	0.123314	0.116457
29280	-5861.802	-5873.309	11.50632	0.0417047	0.0429747	0.0405577	0.0407753	0.0454749	0.0460184	0.0586891	0.0787028	0.0781193	0.0781054	0.0775713	0.0777344	0.0778622	0.0954813	0.0954433	0.0946612	0.225961	0.226129	0.231017	0.230137
29290	-5851.245	-5872.369	21.12351	0.0414022	0.0419825	0.0417937	0.0416763	0.0446893	0.044759	0.0652606	0.0652633	0.0646185	0.0650979	0.0651424	0.0651591	0.0649567	0.136621	0.136473	0.137227	0.137538	0.137382	0.131865	0.127682
29300	-5887.833	-5874.452	-13.38036	0.0450909	0.0451997	0.0447752	0.0456187	0.046767	0.046532	0.0561576	0.0567816	0.0582635	0.0771229	0.0757438	0.0758271	0.0737951	0.122369	0.122388	0.122434	0.125121	0.133691	0.13298	0.133182
29310	-5856.999	-5869.64	12.64162	0.0427201	0.0425251	0.0424381	0.0424165	0.061689	0.06296	0.073798	0.0737386	0.0746586	0.0799733	0.0687128	0.0677871	0.0700732	0.126734	0.127929	0.129017	0.119966	0.121686	0.122387	0.129012
29320	-5852.427	-5870.043	17.61547	0.0383382	0.0405878	0.040673	0.0405554	0.0512797	0.0508238	0.0568232	0.0571913	0.0572142	0.0599044	0.0576639	0.0558208	0.0604419	0.11744	0.121137	0.12284	0.150684	0.154132	0.154519	0.153668
29330	-5840.641	-5869.595	28.95454	0.0454212	0.0381935	0.0372358	0.0372423	0.0555459	0.0555898	0.0582055	0.0573864	0.0570037	0.0567556	0.0574944	0.0568185	0.0561836	0.118902	0.118824	0.107624	0.125364	0.12538	0.133106	0.126957
29340	-5845.791	-5869.116	23.32548	0.0484063	0.0397646	0.0398412	0.0398222	0.0572877	0.0584457	0.0718105	0.0712639	0.071622	0.0716005	0.0724613	0.0724836	0.0727208	0.120161	0.123654	0.110474	0.257089	0.258742	0.250932	0.243979
29350	-5837.699	-5871.71	34.0107	0.0428827	0.033608	0.033494	0.0333723	0.0584383	0.0584274	0.0580393	0.0580251	0.0593096	0.0593211	0.0593266	0.0593911	0.0582811	0.0954481	0.0991045	0.105076	0.103287	0.103448	0.102954	0.108019
29360	-5829.152	-5867.837	38.68418	0.0444073	0.0317705	0.0322649	0.03702	0.0596841	0.0606652	0.062335	0.0673005	0.0721833	0.0712472	0.0711469	0.0659272	0.0632154	0.108599	0.110716	0.124157	0.128156	0.129352	0.128234	0.119789
