Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	speciation[12]	speciation[13]	speciation[14]	speciation[15]	speciation[16]	speciation[17]	speciation[18]	speciation[19]	speciation[20]
64070	-5889.195	-5872.474	-16.72126	0.0359778	0.0338881	0.0348607	0.0350457	0.0610339	0.060817	0.0613524	0.0611868	0.0611113	0.0614471	0.0566022	0.0567384	0.0659299	0.142111	0.141635	0.141081	0.150386	0.152647	0.15377	0.153623
64080	-5854.835	-5871.159	16.32396	0.0395512	0.0390748	0.0385191	0.0385144	0.058119	0.0588647	0.0550748	0.0603313	0.0599614	0.0602918	0.060016	0.0601486	0.0569423	0.127831	0.119505	0.118124	0.117303	0.116947	0.114543	0.114543
64090	-5831.87	-5873.743	41.87293	0.0433237	0.0421373	0.0422872	0.0419613	0.0587518	0.0587466	0.058576	0.0599997	0.0599198	0.0613767	0.0595556	0.0589862	0.0593933	0.0999374	0.0994479	0.0999784	0.0936631	0.0936645	0.0935107	0.0931652
64100	-5881.166	-5874.878	-6.288121	0.0422336	0.0427859	0.0426583	0.0420014	0.0499778	0.0507532	0.0617277	0.0616202	0.0619459	0.0543607	0.0608767	0.0642759	0.0647399	0.0904707	0.0913616	0.10156	0.101274	0.101258	0.10254	0.103325
64110	-5885.573	-5868.411	-17.16198	0.0407169	0.0367108	0.0380184	0.0386013	0.052166	0.0504168	0.0629466	0.0617906	0.0594821	0.066727	0.0665238	0.0674367	0.0586415	0.0881671	0.129588	0.113248	0.147798	0.152181	0.102248	0.0902256
64120	-5895.186	-5869.923	-25.26271	0.0407812	0.0388473	0.0401049	0.0439971	0.0570203	0.0577581	0.0698163	0.0823574	0.070062	0.0707765	0.0708018	0.070326	0.0400309	0.136878	0.136192	0.144314	0.189233	0.187761	0.22918	0.170659
64130	-5850.812	-5867.127	16.315	0.0472126	0.035466	0.0354718	0.0388772	0.0457053	0.0491631	0.048152	0.0658462	0.0631002	0.0666059	0.0664171	0.065964	0.0666191	0.116815	0.110565	0.114055	0.13838	0.157225	0.155895	0.103407
64140	-5857.309	-5870.825	13.51608	0.0455716	0.0336533	0.0330673	0.0463182	0.0542195	0.0433192	0.0434192	0.0608429	0.0605566	0.0607907	0.0610567	0.0592276	0.0591125	0.121592	0.120305	0.123488	0.135456	0.147213	0.340936	0.268725
64150	-5884.392	-5870.928	-13.46423	0.0457643	0.034485	0.0342548	0.0453312	0.0465315	0.0461989	0.0462346	0.0680833	0.0600057	0.0570199	0.0567672	0.0573704	0.0608	0.0997842	0.103752	0.103413	0.12172	0.137654	0.213168	0.223947
64160	-5876.488	-5870.754	-5.733737	0.048438	0.033719	0.0402774	0.0514883	0.0461405	0.0504366	0.0617075	0.0751767	0.0694902	0.0672171	0.0680707	0.0484933	0.055491	0.104393	0.104637	0.107758	0.105546	0.104693	0.0867601	0.102882
64170	-5860.657	-5867.826	7.16919	0.0392828	0.0354276	0.0387023	0.0482215	0.0509903	0.0498559	0.0638908	0.0717854	0.0725656	0.0724167	0.0723083	0.04844	0.0506216	0.0988051	0.105059	0.129377	0.149929	0.163986	0.0797677	0.0873343
64180	-5844.994	-5867.41	22.41603	0.0388212	0.036757	0.0386561	0.0393297	0.0444035	0.0456816	0.0596039	0.0673603	0.0680259	0.0764552	0.0792373	0.0505593	0.0521569	0.116644	0.106898	0.108584	0.134797	0.136491	0.112277	0.147411
64190	-5843.71	-5870.282	26.57265	0.037462	0.035878	0.0420326	0.0422246	0.0476133	0.0475337	0.0616571	0.0562699	0.0585427	0.0683505	0.0680264	0.0620052	0.0620858	0.135207	0.133212	0.1124	0.153634	0.160504	0.159783	0.171198
64200	-5868.535	-5865.237	-3.298388	0.0396677	0.0354009	0.0373463	0.039988	0.0553149	0.0545243	0.0570861	0.0554346	0.0659232	0.074183	0.0810321	0.0483056	0.0474526	0.121334	0.113925	0.111564	0.202037	0.249161	0.243993	0.240236
64210	-5869.212	-5867.299	-1.913087	0.0395763	0.0380284	0.0403326	0.0392255	0.0522922	0.0519876	0.0532654	0.0683733	0.0672358	0.0749148	0.0787979	0.0474971	0.0434255	0.120975	0.106724	0.10783	0.135217	0.145392	0.146629	0.127597
64220	-5922.826	-5867.273	-55.55335	0.0395477	0.0384971	0.0385434	0.0389095	0.0592472	0.0584167	0.0603596	0.070127	0.0738348	0.0726646	0.0768828	0.0550209	0.0535034	0.117664	0.104287	0.103566	0.167018	0.15768	0.157444	0.13912
64230	-5900.915	-5869.105	-31.80925	0.0400553	0.0398841	0.039096	0.0493938	0.055749	0.0553856	0.0552371	0.0674387	0.0779192	0.0779068	0.0795792	0.0496803	0.0484824	0.113518	0.0999936	0.100613	0.1129	0.112395	0.12467	0.115882
64240	-5888.869	-5868.904	-19.96445	0.040374	0.0340217	0.0332653	0.0486604	0.0495318	0.0502484	0.0453561	0.0751077	0.0746059	0.0745545	0.0744879	0.0579062	0.0578681	0.0866817	0.0864907	0.0837966	0.138453	0.172001	0.200087	0.195485
64250	-5850.961	-5868.233	17.2722	0.0413054	0.0400545	0.0393387	0.0471247	0.0549572	0.0553049	0.0504437	0.0747462	0.0714195	0.0712115	0.0814234	0.0646726	0.0561497	0.106163	0.105539	0.105822	0.122349	0.154109	0.160642	0.158026
64260	-5923.578	-5868.718	-54.86027	0.0416284	0.0418377	0.0408586	0.0467765	0.0531803	0.0570665	0.0559321	0.0707054	0.0691666	0.0668259	0.06415	0.0429643	0.0417401	0.131955	0.130214	0.127318	0.185299	0.187001	0.193174	0.189764
64270	-5869.021	-5871.044	2.02243	0.0389739	0.0374525	0.0373605	0.0389872	0.0416606	0.04748	0.0473314	0.0608182	0.0591552	0.0599285	0.054492	0.0482036	0.0490773	0.135333	0.127595	0.128899	0.148282	0.152816	0.151011	0.16458
64280	-5851.123	-5870.281	19.15782	0.0419824	0.0404189	0.041744	0.0451782	0.0458172	0.047452	0.0476847	0.0616353	0.0737026	0.0725162	0.0688122	0.067478	0.0683538	0.118038	0.117529	0.123075	0.126209	0.127919	0.136537	0.138608
64290	-5874.834	-5869.583	-5.250768	0.0476012	0.0379382	0.0361757	0.0411544	0.060144	0.0587403	0.0583466	0.0653237	0.0717215	0.0580434	0.0578476	0.0569882	0.0682051	0.122807	0.122805	0.123742	0.1234	0.124644	0.118565	0.126127
64300	-5901.351	-5867.639	-33.71142	0.0447463	0.0358801	0.0366809	0.0412028	0.0543482	0.0537773	0.0580325	0.0597949	0.0742563	0.0627605	0.0627994	0.0642944	0.0655037	0.125077	0.122006	0.119532	0.124258	0.120644	0.151485	0.140646
64310	-5874.808	-5867.801	-7.007129	0.0421679	0.0389574	0.0400238	0.0398299	0.0592708	0.0581453	0.065592	0.0628457	0.0769257	0.063358	0.0659966	0.0654657	0.0660168	0.105071	0.111489	0.14859	0.170076	0.193247	0.195583	0.138089
64320	-5903.282	-5870.106	-33.17531	0.0479525	0.0387866	0.0443771	0.0446089	0.0549257	0.0535847	0.0537624	0.0585124	0.068385	0.0619718	0.0632601	0.0586006	0.055551	0.100622	0.0993846	0.111089	0.249391	0.250975	0.245316	0.257567
64330	-5897.967	-5868.854	-29.11303	0.0436951	0.0351958	0.036815	0.0374374	0.0548912	0.0551582	0.0559428	0.0678899	0.072825	0.0725368	0.0794015	0.0728173	0.0728784	0.0905582	0.0987459	0.101168	0.111016	0.115219	0.103936	0.0718797
64340	-5921.367	-5870.187	-51.18047	0.0435118	0.0351317	0.0389359	0.0374896	0.060632	0.0639457	0.0641851	0.0617704	0.0642512	0.0673516	0.0697911	0.0704972	0.0817602	0.0996532	0.110465	0.113953	0.130499	0.130513	0.146799	0.145331
64350	-5875.538	-5864.911	-10.62777	0.0434055	0.0326357	0.0386489	0.0379032	0.0500387	0.0548968	0.0585451	0.0561957	0.0645484	0.0794279	0.0806559	0.0598035	0.063582	0.105339	0.121417	0.12032	0.147659	0.151785	0.156825	0.157337
64360	-5919.107	-5865.654	-53.45346	0.0459939	0.0319181	0.0334482	0.0350232	0.049984	0.0500229	0.0511677	0.064942	0.0662211	0.0711492	0.0689018	0.0503812	0.0471939	0.112223	0.1302	0.132197	0.134433	0.132533	0.113356	0.118549
64370	-5881.836	-5871.265	-10.57092	0.0487056	0.04874	0.0482601	0.0495615	0.0605274	0.0629009	0.0599382	0.0807497	0.0819593	0.0818932	0.0816903	0.0812945	0.0812763	0.143438	0.158581	0.161498	0.16483	0.152179	0.117714	0.115594
64380	-5860.744	-5874.99	14.24587	0.0502285	0.0512784	0.0518409	0.0534264	0.0664834	0.0652616	0.0632941	0.0770151	0.0777179	0.080199	0.081044	0.0797072	0.0814656	0.090228	0.0927981	0.0930889	0.0923977	0.0934141	0.0923165	0.0914456
64390	-5831.363	-5871.909	40.54602	0.0486518	0.0487094	0.0479358	0.0692821	0.0690173	0.0680342	0.0685173	0.0732426	0.0733402	0.0733371	0.072796	0.0742534	0.0743329	0.0844337	0.145519	0.148493	0.149217	0.150061	0.150519	0.149454
64400	-5857.679	-5872.309	14.62956	0.0450463	0.0450306	0.04515	0.0654421	0.065906	0.066593	0.0667024	0.0666166	0.0660279	0.0660951	0.0660212	0.0660357	0.0658117	0.0649395	0.132414	0.132368	0.132145	0.134269	0.134441	0.127705
64410	-5890.541	-5872.306	-18.2351	0.049114	0.049124	0.0495127	0.0609508	0.0622593	0.064618	0.0651777	0.0654346	0.0658022	0.0656307	0.0656024	0.0661005	0.0665164	0.0660068	0.163448	0.161443	0.161558	0.1615	0.159259	0.158366
64420	-5932.793	-5872.628	-60.16564	0.0424541	0.0416495	0.0438512	0.0597739	0.0599104	0.057331	0.0598712	0.056259	0.0579612	0.0646072	0.0631288	0.0627681	0.0629014	0.0880124	0.0872898	0.14854	0.153826	0.154586	0.143288	0.137891
64430	-5921.865	-5868.549	-53.31578	0.0477891	0.0440319	0.0558379	0.0606683	0.0604137	0.059119	0.0692517	0.0778694	0.0786917	0.0874264	0.0745631	0.0742274	0.0765229	0.10597	0.123645	0.121067	0.125537	0.150131	0.167679	0.178026
64440	-5934.363	-5874.983	-59.38027	0.0468801	0.0428668	0.0408685	0.0647216	0.0643021	0.0668202	0.0641853	0.0642238	0.0926218	0.0891485	0.0943535	0.0940725	0.10268	0.122401	0.121507	0.119434	0.13247	0.133922	0.140806	0.149227
64450	-5889.788	-5872.148	-17.64004	0.0465225	0.0382517	0.0381741	0.0425349	0.0416457	0.0575789	0.0564031	0.0570892	0.0728516	0.0732584	0.0722068	0.0788839	0.0824794	0.0976542	0.0975831	0.106816	0.106759	0.121177	0.119378	0.125508
64460	-5857.241	-5872.876	15.6351	0.0407054	0.0415907	0.0427849	0.0422522	0.0421793	0.0656012	0.0634748	0.0632818	0.0610729	0.0613611	0.0610816	0.0623227	0.0774003	0.0989278	0.10944	0.116156	0.120923	0.183489	0.17963	0.179762
64470	-5873.88	-5877.521	3.640953	0.0356567	0.0409327	0.0305807	0.033542	0.0374064	0.0565073	0.0558611	0.0557199	0.068673	0.0598977	0.0598874	0.0593611	0.0779988	0.0936322	0.0956677	0.102083	0.0946977	0.14554	0.0849006	0.0852311
64480	-5842.299	-5873.058	30.7594	0.0380361	0.0384959	0.0373022	0.0351743	0.0452483	0.0456535	0.0584266	0.0585225	0.0698547	0.0544871	0.053857	0.0541575	0.0700691	0.146121	0.146653	0.146876	0.144773	0.144443	0.139523	0.138412
64490	-5885.94	-5874	-11.94032	0.0436817	0.04367	0.044185	0.0438446	0.0442904	0.0437224	0.0642031	0.0576771	0.065677	0.0658425	0.0648071	0.064864	0.0670094	0.0968852	0.102641	0.102548	0.115397	0.115533	0.121427	0.123365
64500	-5879.618	-5869.124	-10.49373	0.0437219	0.0378139	0.0432592	0.0429567	0.0478832	0.047796	0.0660041	0.0664574	0.0716713	0.0768591	0.0731357	0.073278	0.0719657	0.0807722	0.115661	0.117508	0.154157	0.156256	0.161886	0.163647
64510	-5900.774	-5869.852	-30.92162	0.0452891	0.0389985	0.0418377	0.0393161	0.0570918	0.057088	0.0621972	0.0595935	0.059023	0.0662965	0.0583093	0.0613705	0.0564216	0.0801407	0.113896	0.114524	0.227739	0.239282	0.242391	0.245671
64520	-5878.12	-5867.668	-10.45249	0.0456908	0.0346282	0.0359445	0.034784	0.0485396	0.048896	0.0637368	0.0651831	0.0640292	0.0760974	0.0665757	0.0675587	0.0683576	0.0794063	0.144737	0.161935	0.171019	0.205606	0.174928	0.159611
64530	-5843.467	-5875.21	31.74288	0.0362257	0.038275	0.0411964	0.045436	0.0478356	0.0484558	0.051057	0.0624605	0.0612569	0.0628041	0.066313	0.064894	0.0517571	0.0541681	0.118914	0.121303	0.130515	0.131436	0.188013	0.192116
64540	-5885.893	-5871.994	-13.89924	0.0385026	0.0354606	0.0374086	0.0394145	0.0647489	0.0654546	0.0668051	0.074941	0.0736004	0.0761522	0.0813503	0.0762419	0.0739931	0.0782793	0.152892	0.1541	0.138718	0.138567	0.149542	0.127792
64550	-5878.093	-5871.775	-6.317273	0.0336908	0.0316562	0.032493	0.0414122	0.0503418	0.0508999	0.0521996	0.0583576	0.0776965	0.0777213	0.0731381	0.0688439	0.0678637	0.069087	0.116271	0.11116	0.120432	0.117113	0.139383	0.0749703
64560	-5870.922	-5870.887	-0.0351702	0.040245	0.0368658	0.0364305	0.0375629	0.0530831	0.0535838	0.0507787	0.0608888	0.0818003	0.0873036	0.0821373	0.082024	0.0804334	0.0816178	0.137757	0.13457	0.133903	0.139085	0.135898	0.0744524
64570	-5845.328	-5869.908	24.57972	0.0460081	0.0418462	0.0405737	0.0403912	0.0571722	0.0557711	0.056012	0.055389	0.0705104	0.0712676	0.0609923	0.0627748	0.0607355	0.0626896	0.126693	0.129916	0.137041	0.134543	0.136742	0.0823611
64580	-5865.306	-5871.155	5.849023	0.0503842	0.0368144	0.0377352	0.0386502	0.0567759	0.0572983	0.054486	0.0544179	0.069703	0.0771706	0.080261	0.0835627	0.0839953	0.0827225	0.14458	0.146123	0.148361	0.153818	0.157273	0.123526
64590	-5854.662	-5870.585	15.9232	0.0458195	0.039848	0.0391882	0.03921	0.0583917	0.0596259	0.0618069	0.0607858	0.0658904	0.0617425	0.0619744	0.0618675	0.0625568	0.0632412	0.136129	0.136576	0.134511	0.13433	0.130108	0.123538
64600	-5823.187	-5874.775	51.58711	0.0405001	0.0373816	0.0376291	0.0376037	0.0649356	0.0676266	0.0672276	0.0656812	0.0772967	0.0769855	0.0802621	0.0797796	0.0778155	0.0796083	0.120718	0.120532	0.122026	0.122244	0.136758	0.123359
64610	-5837.382	-5870.589	33.20716	0.0418673	0.0347751	0.033616	0.0402459	0.0430436	0.0414109	0.0537368	0.0554119	0.059944	0.0605261	0.0623483	0.0605153	0.0646303	0.120512	0.151663	0.159961	0.172479	0.179446	0.178295	0.182647
64620	-5869.9	-5874.588	4.687911	0.0389177	0.0383425	0.0390205	0.0509617	0.0509976	0.0436515	0.0596735	0.059833	0.0601463	0.0597744	0.0640193	0.0645301	0.0981735	0.107475	0.111736	0.111977	0.102361	0.136882	0.139231	0.127429
64630	-5841.664	-5876.328	34.66394	0.0433437	0.0432392	0.0431065	0.0547203	0.0552424	0.0662142	0.0666241	0.0646019	0.0670645	0.067272	0.0686597	0.0723642	0.11055	0.104058	0.115246	0.111089	0.11198	0.126428	0.124783	0.122541
64640	-5815.377	-5871.844	56.46631	0.0410662	0.0418537	0.040857	0.0402163	0.0504604	0.0649644	0.0659879	0.0663132	0.0690941	0.0694038	0.0705053	0.0701416	0.0834801	0.0845407	0.148509	0.150478	0.151216	0.12816	0.127573	0.127123
64650	-5864.316	-5877.347	13.03059	0.0391915	0.0410299	0.0402652	0.0415174	0.0449249	0.0441451	0.0472754	0.0472864	0.0586266	0.0582441	0.0660488	0.0584553	0.0617908	0.0584515	0.0961164	0.144582	0.143456	0.123053	0.118268	0.122153
64660	-5820.887	-5874.229	53.34154	0.0431967	0.0437606	0.0434365	0.0442755	0.0442799	0.0436691	0.0462154	0.0492324	0.0746462	0.0778886	0.0727661	0.0763785	0.0752196	0.0910559	0.0992194	0.100458	0.157172	0.179807	0.178215	0.184714
64670	-5853.842	-5874.006	20.16385	0.037416	0.0384155	0.0367901	0.0380226	0.0404849	0.0441183	0.0564545	0.060626	0.0678087	0.0667633	0.0678001	0.0774681	0.0976909	0.0968226	0.105566	0.106418	0.145468	0.157273	0.157327	0.0963026
64680	-5872.285	-5870.564	-1.721169	0.0408904	0.0379653	0.0366097	0.0485756	0.0475219	0.0492739	0.0514877	0.0578384	0.0582503	0.0576529	0.0569353	0.0549848	0.0886128	0.0856349	0.123676	0.124237	0.157307	0.166694	0.19162	0.0979035
64690	-5903.98	-5872.964	-31.01569	0.0395648	0.0384376	0.0384028	0.0511871	0.0507691	0.0516069	0.0512511	0.0617838	0.0523531	0.0596952	0.0597428	0.0593128	0.0742187	0.0788353	0.138199	0.139773	0.146126	0.13636	0.22482	0.230459
64700	-5946.79	-5872.363	-74.42635	0.0424741	0.04139	0.0435973	0.0415896	0.0803091	0.0746565	0.0730418	0.0822559	0.08172	0.0783036	0.0794478	0.080212	0.0780312	0.0772489	0.10257	0.119164	0.119961	0.120327	0.0992548	0.0962051
64710	-5924.767	-5870.504	-54.26323	0.0470833	0.0465434	0.0474893	0.0492236	0.075837	0.0732858	0.0689505	0.0966361	0.0950619	0.0989594	0.0976561	0.0989286	0.100517	0.105458	0.109169	0.146837	0.1484	0.152308	0.152294	0.160936
64720	-5957.306	-5870.465	-86.84092	0.0436934	0.0429876	0.0446582	0.0467782	0.0751056	0.0681185	0.0694627	0.0810105	0.0733444	0.0784502	0.0728105	0.074036	0.0776464	0.0795435	0.10068	0.117784	0.11786	0.11332	0.113586	0.0670291
64730	-5938.936	-5869.847	-69.08812	0.0430136	0.0431934	0.0450699	0.0551213	0.0613211	0.071002	0.0881341	0.0954089	0.0877971	0.0942929	0.083148	0.0669781	0.122406	0.125011	0.124993	0.147845	0.14483	0.142842	0.254388	0.168901
64740	-5923.291	-5869.39	-53.90093	0.0384969	0.0377943	0.0367264	0.0564981	0.0677469	0.0713823	0.0713177	0.0919845	0.0920273	0.0950203	0.10618	0.0612847	0.111437	0.110301	0.107572	0.126777	0.129009	0.124185	0.139355	0.145594
64750	-5923.892	-5867.677	-56.21461	0.0419958	0.0389378	0.044052	0.0522728	0.0742208	0.0742594	0.0790126	0.0788429	0.0792885	0.0826563	0.0874228	0.0353955	0.0707074	0.0708745	0.0707242	0.127737	0.127374	0.126366	0.131426	0.130723
64760	-5963.065	-5866.846	-96.21837	0.0500779	0.0456845	0.0475715	0.0537238	0.0675045	0.0676343	0.0690811	0.0689875	0.0759637	0.0788201	0.089889	0.04366	0.0839257	0.0836538	0.0863127	0.142998	0.142581	0.140243	0.146285	0.148305
64770	-5951.829	-5869.878	-81.95129	0.0417579	0.0372161	0.0360297	0.0447338	0.0585904	0.0594365	0.0648238	0.065735	0.0681839	0.0672375	0.0706669	0.034579	0.101021	0.0980325	0.0965909	0.0913557	0.101577	0.112246	0.215937	0.20242
64780	-5926.437	-5866.772	-59.6656	0.0424847	0.0370888	0.0372024	0.0398377	0.051098	0.05186	0.0524922	0.0525061	0.0726932	0.0758399	0.0794136	0.0535844	0.0766434	0.0775373	0.0820113	0.0895354	0.169712	0.206527	0.291184	0.300554
64790	-5897.047	-5869.862	-27.18548	0.0498003	0.0416398	0.040788	0.0392234	0.0599948	0.0600905	0.0598977	0.0645344	0.0750606	0.073629	0.0716819	0.0390461	0.0707485	0.0716226	0.0748539	0.0750817	0.148235	0.151605	0.15403	0.155158
64800	-5893.246	-5866.564	-26.68225	0.0427872	0.0335841	0.0343985	0.0339533	0.0564042	0.0565257	0.0569497	0.0582502	0.0690953	0.0664035	0.0665078	0.0369541	0.101816	0.11027	0.116058	0.116069	0.158546	0.158906	0.175076	0.174625
64810	-5873.919	-5869.142	-4.777057	0.0522952	0.035515	0.0354204	0.0352051	0.0633617	0.0634349	0.0636848	0.0635943	0.0741061	0.0754109	0.0711737	0.0451792	0.0883146	0.0895182	0.0889413	0.089736	0.201198	0.206684	0.226059	0.209812
64820	-5871.465	-5872.145	0.6803382	0.0431387	0.0395362	0.0387472	0.0399411	0.0660075	0.0566145	0.0602128	0.0607575	0.0644525	0.0643956	0.060106	0.0562616	0.0950453	0.103297	0.0990534	0.100254	0.161187	0.160753	0.16286	0.137949
64830	-5849.381	-5872.961	23.58023	0.0471205	0.0371829	0.0367866	0.0371663	0.0640889	0.0645792	0.0661824	0.0566262	0.056701	0.0576718	0.0579051	0.0449856	0.101568	0.108773	0.107412	0.0954256	0.176731	0.181198	0.184358	0.18372
64840	-5869.242	-5872.112	2.869729	0.0461019	0.03665	0.0379286	0.0380566	0.0498695	0.0489925	0.0737191	0.0737534	0.0756801	0.0719022	0.0651903	0.0615067	0.114078	0.127393	0.129064	0.126118	0.218211	0.218565	0.23107	0.231646
64850	-5925.554	-5870.214	-55.33987	0.0508354	0.0392323	0.0366837	0.0349826	0.0522119	0.0577864	0.0688776	0.0686223	0.0689759	0.0707928	0.052663	0.0509539	0.0704217	0.104416	0.117868	0.117046	0.118929	0.113061	0.101865	0.0990529
64860	-5880.939	-5868.051	-12.88781	0.0385282	0.0388917	0.0389329	0.0407729	0.0522097	0.062425	0.0611655	0.0586395	0.0683655	0.0700286	0.0680248	0.0625478	0.0618775	0.090846	0.12555	0.128251	0.135963	0.150406	0.151359	0.143416
64870	-5882.687	-5870.422	-12.26544	0.0449252	0.0433252	0.0407588	0.0404461	0.0494387	0.054224	0.0587946	0.0550485	0.0739249	0.0742754	0.0743933	0.070597	0.0673376	0.0859165	0.111988	0.113134	0.12442	0.113129	0.112336	0.106142
64880	-5879.605	-5872.049	-7.55629	0.0384659	0.0373848	0.0435656	0.0425286	0.0475419	0.0517713	0.0513963	0.0537174	0.0687103	0.069593	0.0751088	0.0758676	0.0789813	0.117458	0.133035	0.131097	0.173652	0.132302	0.150744	0.150667
64890	-5892.129	-5873.322	-18.80797	0.0427366	0.0418327	0.0417618	0.0415509	0.0404136	0.057823	0.0572971	0.0570288	0.0576446	0.0619724	0.0619719	0.0609099	0.061647	0.138345	0.12852	0.129421	0.129812	0.127665	0.126318	0.121964
64900	-5878.617	-5870.456	-8.160752	0.0433959	0.0388109	0.0404517	0.0406677	0.0402987	0.0567276	0.0612233	0.0622152	0.0623673	0.0630524	0.0631641	0.0619251	0.0623861	0.123909	0.126328	0.12629	0.12628	0.161461	0.169285	0.266898
64910	-5866.262	-5874.103	7.841107	0.0421094	0.0418016	0.0427495	0.043077	0.0433717	0.060939	0.0645802	0.0736539	0.0738769	0.0766209	0.0746923	0.0748084	0.0744803	0.164306	0.164898	0.162033	0.169095	0.169316	0.173568	0.176879
64920	-5836.111	-5870.585	34.47422	0.0432504	0.042199	0.0424817	0.0399478	0.0509744	0.0692562	0.0693146	0.075973	0.0759439	0.0760244	0.0751718	0.0752245	0.0745945	0.130571	0.127612	0.129301	0.140593	0.138695	0.138308	0.140687
64930	-5910.32	-5872.684	-37.63562	0.0390774	0.0389963	0.0390134	0.0509003	0.053327	0.0532906	0.0534242	0.0549848	0.0610515	0.062578	0.0638602	0.0639009	0.0605576	0.108549	0.107843	0.104452	0.105245	0.111919	0.118645	0.119389
64940	-5920.669	-5866.944	-53.72494	0.0435246	0.0392201	0.0396868	0.0391716	0.0526305	0.0526359	0.051234	0.0710442	0.0709624	0.0709502	0.0713929	0.0693087	0.0674579	0.107571	0.104292	0.103245	0.113889	0.175392	0.209439	0.145855
64950	-5905.306	-5868.763	-36.54301	0.0516925	0.0421963	0.0394681	0.0398232	0.0616439	0.0645249	0.06189	0.0719008	0.0722288	0.067444	0.0722745	0.07251	0.0725673	0.136008	0.137272	0.141311	0.147601	0.240657	0.292671	0.266506
64960	-5881.871	-5864.053	-17.81766	0.0450908	0.0418596	0.0389236	0.0383784	0.0546916	0.0532927	0.0535092	0.0682062	0.0778155	0.0786133	0.0781762	0.0455863	0.050474	0.118331	0.106763	0.117245	0.156639	0.269635	0.267035	0.239
64970	-5866.727	-5867.203	0.4761436	0.0398262	0.0389256	0.0384309	0.0380179	0.0570793	0.0570949	0.0577835	0.0608105	0.068916	0.0690234	0.0689197	0.0561317	0.0828791	0.125572	0.114043	0.116364	0.184384	0.183876	0.182877	0.184081
64980	-5864.79	-5869.72	4.9302	0.0403011	0.0403526	0.0409437	0.040895	0.0621685	0.0611837	0.0613911	0.0602858	0.0631594	0.0636561	0.0629488	0.0530167	0.0534568	0.108517	0.113328	0.115301	0.146535	0.14043	0.137132	0.139451
64990	-5849.24	-5873.056	23.81617	0.0364863	0.034489	0.0349002	0.0330915	0.0503978	0.0503946	0.051121	0.0503183	0.0508998	0.0609088	0.0608591	0.060947	0.0608274	0.118401	0.11728	0.118878	0.181731	0.181796	0.181682	0.179289
65000	-5897.104	-5869.755	-27.34851	0.0460573	0.0385144	0.0373188	0.0376668	0.0562141	0.0559485	0.0572998	0.0577992	0.0619639	0.072053	0.0705153	0.0693629	0.0638954	0.127071	0.126958	0.1224	0.123903	0.12315	0.130049	0.12887
65010	-5866.539	-5874.499	7.95969	0.0390567	0.039549	0.038811	0.0439906	0.0582873	0.0582664	0.0626796	0.0620497	0.0626782	0.0614265	0.0732137	0.0731462	0.072053	0.0991805	0.0991033	0.0972067	0.0998758	0.0953301	0.0942244	0.0918803
65020	-5864.637	-5870.123	5.485697	0.048792	0.0429409	0.0393489	0.0404447	0.054068	0.0534068	0.0511287	0.0544297	0.0697736	0.0634162	0.0646751	0.065184	0.0621877	0.121736	0.121977	0.128184	0.138619	0.148861	0.125321	0.140315
65030	-5859.128	-5868.662	9.533806	0.0375524	0.036802	0.0362486	0.0365067	0.0529438	0.0531883	0.0523714	0.0612685	0.0756578	0.0634721	0.0629679	0.064896	0.063521	0.127685	0.127735	0.127369	0.128937	0.157906	0.157945	0.165423
65040	-5854.834	-5871.948	17.11335	0.043541	0.0443225	0.0431437	0.0458262	0.0632365	0.0635665	0.0628144	0.0710166	0.0784927	0.0719178	0.0699668	0.0697403	0.0692872	0.150727	0.145646	0.145932	0.141775	0.14087	0.140082	0.162345
65050	-5871.041	-5873.028	1.986838	0.0424015	0.0408547	0.0380157	0.0381918	0.0405988	0.0452084	0.0573575	0.0614208	0.0603297	0.0600961	0.0587957	0.0572101	0.0563186	0.114372	0.121152	0.111999	0.110857	0.108992	0.108457	0.113827
65060	-5837.739	-5873.286	35.54674	0.0424467	0.0423125	0.0431855	0.0437359	0.0517645	0.0616867	0.0620722	0.0632569	0.0624797	0.064834	0.0648488	0.0652982	0.0643449	0.0976223	0.097755	0.104083	0.104138	0.103953	0.103061	0.0994387
65070	-5850.961	-5871.891	20.92941	0.0377243	0.0393494	0.0394869	0.0395957	0.053131	0.0576381	0.0574856	0.0579418	0.0577357	0.0581569	0.058121	0.0583413	0.0563272	0.120935	0.121445	0.120622	0.119373	0.119757	0.117768	0.129658
65080	-5875.095	-5872.504	-2.590651	0.0385895	0.0389143	0.0389556	0.046063	0.0504134	0.0610546	0.0613045	0.0612685	0.0613968	0.0628401	0.0629504	0.0627242	0.066413	0.148947	0.142791	0.142189	0.137457	0.136003	0.1363	0.136956
65090	-5886.651	-5874.212	-12.43899	0.0415944	0.0446476	0.0448393	0.0447802	0.0458952	0.0570513	0.0629165	0.0632208	0.0630465	0.0640644	0.0613249	0.072802	0.0736203	0.13112	0.13098	0.127837	0.161251	0.163121	0.162232	0.163088
65100	-5849.112	-5871.374	22.26237	0.039035	0.0387817	0.0388192	0.0398465	0.0456166	0.0552817	0.0579481	0.058198	0.0580242	0.0579375	0.0576963	0.0591728	0.059365	0.116871	0.117961	0.118006	0.120005	0.12021	0.120347	0.118143
