Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	br_base	br_CW	br_TW	br_WC	br_WT	dr_base	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	rf_simplex[19]	rf_simplex[20]	rf_simplex[21]	rf_simplex[22]	rf_simplex[23]	rf_simplex[24]	rf_simplex[25]	rf_simplex[26]	rf_simplex[27]	w_adj[1]	w_adj[2]	w_adj[3]	w_B	w_G	w_graph[1]	w_graph[2]	w_graph[3]	w_not_B	w_U	y
22000	-767.5428	-766.7911	-0.7516969	0.174757	0.973086	0.0125703	0.0141291	0.9874677	0.01412906	0.1747574	0.0125703	0.9730858	0.01253232	0.8482381	0.000380909	0.886764	0.0280755	0.0121117	0.000405139	0.000512568	0.000514479	0.000451893	0.000431063	8.09157e-05	0.0649558	0.00358762	0.00146143	5.73597e-05	3.48918e-05	0.000103633	1.07555e-05	3.16773e-05	2.31862e-08	2.70856e-05	8.66571e-07	3.49481e-07	1.89052e-08	1.35276e-08	2.73511e-08	8.23323e-09	1.29939e-08	0	0.421479	1	0.9827856	0.003670289	0.0135441	0.00367029	0.982786	0.01721439	0.01354411	0.4214787
22050	-765.4774	-764.7799	-0.6974897	0.132707	0.792344	0.0116397	0.0245431	0.9913976	0.02454311	0.132707	0.01163965	0.7923438	0.008602442	0.8034816	0.000577798	0.923497	0.020103	0.00631642	0.000610342	0.000669929	0.000637518	0.00066893	0.000651251	0.000103668	0.04314	0.00211206	0.000650982	7.13462e-05	3.10256e-05	8.74596e-05	1.24034e-05	3.06198e-05	4.16917e-08	2.67268e-05	7.67339e-07	2.38552e-07	3.30001e-08	1.88991e-08	3.74383e-08	1.24423e-08	1.87942e-08	0	0.290362	1	0.9708137	4.997339e-05	0.0291363	4.99734e-05	0.970814	0.02918626	0.02913628	0.2903619
22100	-771.0138	-770.0441	-0.9697401	0.183532	0.964687	0.0232497	0.0618155	0.9920255	0.06181552	0.1835319	0.02324974	0.9646873	0.007974453	1.054904	0.000346806	0.912483	0.0181321	0.00636969	0.000373483	0.000423841	0.000405314	0.000418636	0.000402578	8.07298e-05	0.0571248	0.00238933	0.000811432	5.42605e-05	2.60161e-05	7.17156e-05	8.89766e-06	2.53201e-05	4.5281e-08	5.00602e-05	1.18695e-06	4.03045e-07	3.53485e-08	2.22243e-08	4.19652e-08	1.41785e-08	2.19776e-08	0	0.336835	1	0.9800163	0.0002848074	0.0196989	0.000284807	0.980016	0.01998368	0.01969887	0.3368347
22150	-765.589	-764.8403	-0.7487239	0.117713	0.803644	0.0123846	0.00404437	0.987142	0.004044373	0.1177129	0.01238462	0.8036437	0.01285796	0.8457201	0.000479736	0.913824	0.0300309	0.00986955	0.000503424	0.000582616	0.000570947	0.000546617	0.000532534	7.51933e-05	0.039113	0.00277165	0.000890646	5.18949e-05	2.40336e-05	8.50955e-05	8.67519e-06	2.29837e-05	1.90857e-08	1.51435e-05	6.31378e-07	2.01892e-07	1.51713e-08	8.93683e-09	2.09173e-08	5.65145e-09	8.76998e-09	0	0.312317	1	0.9829979	0.001136275	0.0158658	0.00113628	0.982998	0.01700211	0.01586583	0.3123172
22200	-765.6671	-765.4555	-0.2115945	0.203268	0.98498	0.0144516	0.00369215	0.9823471	0.003692145	0.2032681	0.01445161	0.98498	0.01765289	0.4942587	0.000670542	0.876453	0.0382267	0.0133833	0.000728541	0.000888138	0.000881101	0.000824855	0.000790823	0.000172283	0.0591484	0.00546797	0.0018795	0.000115515	5.73441e-05	0.000204299	1.90925e-05	5.39002e-05	6.05426e-08	3.20835e-05	1.71746e-06	5.86449e-07	4.73022e-08	2.93857e-08	6.83862e-08	1.83524e-08	2.86423e-08	0	0.331419	1	0.9806129	0.001804125	0.0175829	0.00180413	0.980613	0.01938707	0.01758295	0.3314187
22250	-767.4048	-766.0035	-1.401396	0.0726712	0.398959	0.00364376	0.00634738	0.9930722	0.00634738	0.07267119	0.00364376	0.3989594	0.006927759	1.624346	0.000250847	0.948799	0.0169406	0.00398798	0.000256832	0.000278356	0.000267547	0.000274852	0.000270839	2.76941e-05	0.0270071	0.00126643	0.000296783	2.1747e-05	7.85391e-06	3.02335e-05	3.65891e-06	7.76803e-06	2.2675e-09	3.21977e-06	9.40777e-08	2.21854e-08	1.9428e-09	9.24931e-10	2.42064e-09	6.2265e-10	9.20281e-10	0	0.216718	1	0.9796827	0.005559288	0.014758	0.00555929	0.979683	0.02031733	0.01475805	0.216718
22300	-769.4804	-769.3267	-0.1536407	0.126696	0.846192	0.0280982	0.026108	0.9851861	0.026108	0.1266962	0.02809824	0.8461917	0.01481393	0.4664287	0.000797429	0.90391	0.0341205	0.0113377	0.00084016	0.000954374	0.000927786	0.000914809	0.000890767	0.000132453	0.04043	0.00329288	0.00107636	9.04164e-05	4.1617e-05	0.000134495	1.54698e-05	4.02338e-05	1.03079e-07	4.87971e-05	2.31065e-06	7.54211e-07	8.13062e-08	4.84412e-08	1.04805e-07	3.11962e-08	4.77572e-08	0	0.310531	1	0.9767325	0.0001491644	0.0231184	0.000149164	0.976732	0.02326755	0.02311838	0.3105307
22350	-767.1698	-766.8318	-0.3379818	0.161902	0.802985	0.0142791	0.0367933	0.9810323	0.0367933	0.1619022	0.01427907	0.8029846	0.01896767	0.560846	0.00064675	0.894653	0.0420337	0.0108492	0.000695436	0.00081745	0.000803899	0.000777335	0.000756793	0.000144072	0.040846	0.005222	0.00136997	9.61157e-05	3.65291e-05	0.000181983	1.39989e-05	3.52264e-05	4.03979e-08	1.86027e-05	1.37945e-06	3.59325e-07	3.10962e-08	1.59878e-08	4.84192e-08	1.03735e-08	1.57415e-08	0	0.23674	1	0.9824692	0.002183517	0.0153473	0.00218352	0.982469	0.01753082	0.01534731	0.2367398
22400	-763.9432	-763.0976	-0.8455583	0.154459	0.916336	0.0103391	0.00384593	0.9906736	0.003845932	0.1544587	0.01033909	0.916336	0.009326442	0.9317111	0.000308497	0.898315	0.0213648	0.00973178	0.000324802	0.000395195	0.000390075	0.000359095	0.000342974	5.87035e-05	0.0646146	0.00253385	0.00107062	4.27488e-05	2.66989e-05	6.79343e-05	8.43833e-06	2.47108e-05	1.21813e-08	1.89165e-05	4.33869e-07	1.81154e-07	1.01235e-08	7.37803e-09	1.3361e-08	4.50453e-09	7.14459e-09	0	0.449445	1	0.9851719	0.0003661843	0.0144619	0.000366184	0.985172	0.01482808	0.01446189	0.4494446
22450	-767.2752	-765.7804	-1.494791	0.106548	0.733326	0.00966642	0.00223299	0.9956435	0.002232988	0.1065482	0.009666425	0.7333256	0.004356496	1.783363	0.000215901	0.935413	0.0105036	0.00415483	0.000224247	0.000243857	0.000235049	0.000242383	0.000235238	3.11219e-05	0.0470935	0.000953214	0.000354507	2.28205e-05	1.20722e-05	2.70623e-05	4.63465e-06	1.1862e-05	9.4995e-09	2.04535e-05	2.47496e-07	9.22974e-08	7.89595e-09	5.16305e-09	8.72797e-09	3.32273e-09	5.12504e-09	0	0.380422	1	0.9751781	0.004010821	0.020811	0.00401082	0.975178	0.02482185	0.02081103	0.3804221
22500	-767.5979	-766.1911	-1.406788	0.135399	0.925893	0.00843108	0.00857818	0.9946118	0.008578179	0.1353992	0.008431082	0.9258932	0.005388222	1.633128	0.000351765	0.922909	0.0127529	0.00551186	0.000368754	0.00040277	0.000387854	0.000402088	0.000387669	5.86279e-05	0.0544611	0.00130516	0.000529442	4.17498e-05	2.33789e-05	4.87155e-05	8.29165e-06	2.29152e-05	1.8903e-08	2.52606e-05	3.54363e-07	1.43899e-07	1.54641e-08	1.06423e-08	1.68862e-08	6.78404e-09	1.05557e-08	0	0.416771	1	0.9711088	0.0009143157	0.0279769	0.000914316	0.971109	0.02889121	0.02797689	0.4167705
22550	-766.6758	-765.3187	-1.357096	0.144391	0.805841	0.0105313	0.0100872	0.9938765	0.0100872	0.1443909	0.01053131	0.8058414	0.006123454	1.553958	0.000198008	0.938049	0.0143906	0.00385771	0.000211083	0.000234951	0.000223779	0.000233322	0.000227413	3.91077e-05	0.0401966	0.00161351	0.000426356	2.60887e-05	9.96026e-06	3.47624e-05	3.76246e-06	9.80359e-06	8.6394e-09	1.4041e-05	3.30178e-07	8.75947e-08	6.6647e-09	3.42525e-09	8.02394e-09	2.20701e-09	3.40258e-09	0	0.252553	1	0.9819631	0.003824604	0.0142123	0.0038246	0.981963	0.01803686	0.01421225	0.2525533
22600	-771.0059	-770.1616	-0.844216	0.0827608	0.533664	0.00530091	0.00464057	0.9930803	0.004640571	0.08276081	0.005300907	0.5336638	0.006919679	0.9304614	0.000532923	0.932072	0.016711	0.00595352	0.00054789	0.000589721	0.000568017	0.000586754	0.000573595	6.50469e-05	0.039816	0.00134149	0.000458214	5.01994e-05	2.48766e-05	5.95353e-05	1.11624e-05	2.45815e-05	1.51959e-08	1.30269e-05	2.70298e-07	9.35466e-08	1.29997e-08	8.02614e-09	1.44129e-08	5.38624e-09	7.98389e-09	0	0.329467	1	0.9635812	0.004651724	0.0317671	0.00465172	0.963581	0.03641881	0.03176709	0.3294667
22650	-763.8443	-762.6457	-1.198606	0.139281	0.970053	0.00515035	0.0018694	0.9933513	0.001869396	0.1392812	0.005150348	0.970053	0.006648685	1.326197	0.000301165	0.949641	0.0159128	0.00340868	0.000323266	0.000352087	0.00033412	0.000352758	0.000346786	5.54627e-05	0.0270156	0.00152418	0.000328072	3.34263e-05	1.00324e-05	4.10727e-05	3.77697e-06	9.96327e-06	6.59701e-09	5.48887e-06	1.77771e-07	3.85618e-08	4.70575e-09	2.01738e-09	5.3943e-09	1.31255e-09	2.01164e-09	0	0.195019	1	0.9793987	0.0009045158	0.0196968	0.000904516	0.979399	0.02060127	0.01969675	0.1950187
22700	-769.0763	-769.2286	0.1523376	0.198746	0.928091	0.0243071	0.0395585	0.9712432	0.03955853	0.1987461	0.02430709	0.9280906	0.02875682	0.3434793	0.00194246	0.858323	0.0601964	0.0149362	0.0021333	0.00244898	0.00235391	0.00240918	0.00235019	0.000517347	0.0406239	0.00838562	0.00218082	0.000329454	0.000116923	0.000518319	4.97118e-05	0.000114988	4.44892e-07	5.90768e-05	6.98886e-06	1.81277e-06	3.31168e-07	1.64073e-07	4.50762e-07	1.11655e-07	1.62902e-07	0	0.20943	1	0.9680599	0.0001978469	0.0317423	0.000197847	0.96806	0.03194014	0.0317423	0.2094302
22750	-775.6547	-776.0581	0.4033477	0.187046	0.910381	0.0520816	0.0292271	0.9597856	0.02922711	0.1870461	0.05208164	0.910381	0.0402144	0.2672319	0.00129692	0.857036	0.0835764	0.0129289	0.00143142	0.00165852	0.00176021	0.00161258	0.00158796	0.000334681	0.0232358	0.0107222	0.00189564	0.000201919	4.75407e-05	0.000524686	2.32063e-05	4.68185e-05	4.65773e-07	5.86311e-05	1.55473e-05	2.67849e-06	3.28839e-07	1.15945e-07	6.92072e-07	8.30066e-08	1.1511e-07	0	0.1171	1	0.9738337	0.01116791	0.0149984	0.0111679	0.973834	0.02616628	0.01499836	0.1171004
22800	-768.3096	-766.8824	-1.427136	0.167886	0.826761	0.00833394	0.0143469	0.9960337	0.01434686	0.1678856	0.008333941	0.8267613	0.003966276	1.666699	0.00026177	0.9302	0.00917379	0.00290935	0.000280569	0.000307611	0.000287032	0.000314048	0.000303616	5.94728e-05	0.0541725	0.00120324	0.000371463	4.07287e-05	1.7844e-05	4.4981e-05	7.13695e-06	1.77333e-05	1.94454e-08	2.7024e-05	3.53034e-07	1.10592e-07	1.53492e-08	8.83125e-09	1.62943e-08	5.82484e-09	8.8083e-09	0	0.293758	1	0.9677056	0.002556567	0.0297378	0.00255657	0.967706	0.03229437	0.02973781	0.2937582
22850	-770.7711	-770.1017	-0.6693587	0.135677	0.832796	0.0248361	0.050206	0.9854382	0.05020597	0.1356768	0.02483612	0.832796	0.01456185	0.7811938	0.000716609	0.929211	0.033851	0.00563108	0.000768086	0.000843994	0.000806924	0.000841321	0.000831158	0.0001344	0.0221049	0.0033861	0.000590405	8.31856e-05	2.04743e-05	0.000120018	9.28465e-06	2.03657e-05	8.9809e-08	2.61822e-05	2.28137e-06	3.99509e-07	6.46228e-08	2.39016e-08	8.38812e-08	1.65302e-08	2.38437e-08	0	0.138341	1	0.9738953	0.004592601	0.0215121	0.0045926	0.973895	0.02610468	0.02151208	0.1383412
22900	-766.3419	-766.1194	-0.2224962	0.160971	0.968743	0.0199648	0.0544963	0.9822225	0.05449626	0.1609706	0.01996476	0.9687425	0.0177775	0.4996764	0.000884186	0.892547	0.0398275	0.0124124	0.00094868	0.00109535	0.00106915	0.00104808	0.00101811	0.00018152	0.0426304	0.0044829	0.00139323	0.000118067	5.11542e-05	0.000186216	1.82105e-05	4.93039e-05	9.32349e-08	3.57177e-05	2.12407e-06	6.58091e-07	7.09387e-08	4.11246e-08	9.56448e-08	2.64575e-08	4.04996e-08	0	0.288573	1	0.9777658	0.0001388026	0.0220954	0.000138803	0.977766	0.02223416	0.02209535	0.2885725
22950	-764.7795	-763.7901	-0.9893975	0.123559	0.777792	0.0116337	0.0163705	0.9928105	0.01637048	0.1235588	0.01163367	0.7777921	0.007189497	1.075845	0.000299905	0.924951	0.0169712	0.00616397	0.000314384	0.000352181	0.000340022	0.000343129	0.000332689	4.97021e-05	0.0474372	0.00170692	0.000592723	3.53486e-05	1.76136e-05	4.73591e-05	6.50558e-06	1.71228e-05	1.42755e-08	2.01287e-05	4.2697e-07	1.48211e-07	1.1602e-08	7.29055e-09	1.38805e-08	4.65628e-09	7.20436e-09	0	0.348832	1	0.9799915	0.002151066	0.0178575	0.00215107	0.979991	0.02000853	0.01785747	0.3488321
23000	-768.9133	-767.9848	-0.9285244	0.18991	0.799724	0.010155	0.0161904	0.9926124	0.01619037	0.1899104	0.01015503	0.7997237	0.00738765	1.012309	0.000402827	0.884273	0.0163046	0.00726794	0.000428629	0.000489368	0.000466699	0.000487832	0.000460686	0.000101922	0.0853246	0.00259727	0.0010721	7.63902e-05	4.58985e-05	9.6901e-05	1.68941e-05	4.45133e-05	3.55189e-08	4.11799e-05	7.45679e-07	3.07574e-07	3.00175e-08	2.15618e-08	3.44012e-08	1.38143e-08	2.12859e-08	0	0.434123	1	0.9743256	0.0005624153	0.025112	0.000562415	0.974326	0.02567438	0.02511196	0.4341233
23050	-768.2416	-767.8976	-0.3439283	0.165975	0.881841	0.020196	0.00645569	0.9847897	0.00645569	0.1659753	0.020196	0.8818412	0.01521026	0.564191	0.00128529	0.909116	0.0342128	0.00767405	0.00139243	0.00154006	0.00144912	0.00154659	0.00151809	0.000289867	0.0342839	0.00411587	0.000954159	0.000183445	5.87774e-05	0.000230779	2.7591e-05	5.84779e-05	2.85958e-07	5.64033e-05	3.9587e-06	9.3546e-07	2.11477e-07	9.51998e-08	2.46308e-07	6.67163e-08	9.49818e-08	0	0.181523	1	0.9564404	0.005306544	0.038253	0.00530654	0.95644	0.04355958	0.03825304	0.1815233
23100	-762.6472	-761.7782	-0.8690385	0.182018	0.9609	0.00808327	0.00630539	0.9910131	0.006305392	0.1820181	0.008083266	0.9609	0.008986887	0.9538467	0.000374276	0.918421	0.0204719	0.00615866	0.000405482	0.000458906	0.000438216	0.000454104	0.000439576	8.83915e-05	0.0486621	0.00263829	0.000781508	5.73946e-05	2.39854e-05	7.78466e-05	8.5051e-06	2.34628e-05	1.80502e-08	1.57793e-05	4.9442e-07	1.46836e-07	1.37262e-08	7.60142e-09	1.66487e-08	4.85116e-09	7.53321e-09	0	0.282941	1	0.9790956	0.001986563	0.0189179	0.00198656	0.979096	0.02090443	0.01891787	0.2829409
23150	-768.0823	-767.1093	-0.9729626	0.120608	0.756278	0.00885483	0.00292108	0.9931818	0.002921077	0.1206078	0.00885483	0.7562777	0.006818208	1.058308	0.000372424	0.925272	0.0161182	0.00592808	0.000389683	0.00042894	0.000413813	0.000424373	0.00041199	6.07129e-05	0.0478237	0.00160975	0.000568595	4.35811e-05	2.17869e-05	5.4387e-05	8.76245e-06	2.13645e-05	2.33655e-08	2.6836e-05	5.39671e-07	1.92635e-07	1.91193e-08	1.19947e-08	2.18767e-08	7.86157e-09	1.1896e-08	0	0.343434	1	0.965202	0.01146058	0.0233374	0.0114606	0.965202	0.034798	0.02333743	0.3434342
23200	-770.1061	-770.0168	-0.08925468	0.15782	0.92896	0.0251835	0.0250029	0.9798046	0.02500286	0.15782	0.02518352	0.9289605	0.02019545	0.4373436	0.000660034	0.89054	0.0450262	0.0130093	0.000708691	0.00084798	0.000863381	0.000783823	0.000762634	0.000135744	0.0397349	0.00504968	0.00147474	8.8054e-05	3.65439e-05	0.000176927	1.35418e-05	3.46257e-05	1.01625e-07	4.84609e-05	3.54307e-06	1.03329e-06	7.70747e-08	4.22906e-08	1.25265e-07	2.73115e-08	4.13448e-08	0	0.261258	1	0.9743039	0.01118935	0.0145067	0.0111894	0.974304	0.02569609	0.01450674	0.2612581
23250	-764.1166	-762.7953	-1.321352	0.124133	0.597298	0.00668992	0.00591239	0.9943955	0.005912392	0.1241332	0.006689917	0.5972976	0.005604492	1.499395	0.000307563	0.930836	0.0131476	0.0040064	0.000322234	0.000353444	0.000333255	0.000355599	0.000345644	5.57928e-05	0.0478568	0.00149038	0.000441347	4.11917e-05	1.80177e-05	4.91723e-05	7.68265e-06	1.78414e-05	1.1193e-08	1.40309e-05	2.6538e-07	7.93023e-08	9.27244e-09	5.223e-09	1.03429e-08	3.456e-09	5.20063e-09	0	0.284903	1	0.974725	0.001466636	0.0238083	0.00146664	0.974725	0.02527497	0.02380834	0.2849028
23300	-766.7045	-765.8258	-0.8786818	0.122743	0.804805	0.0116158	0.0108174	0.9920509	0.01081737	0.1227432	0.01161578	0.8048047	0.007949103	0.9630895	0.000387247	0.949321	0.0190321	0.00347633	0.000411583	0.000447221	0.000423716	0.000448058	0.000442077	6.56958e-05	0.0233128	0.00176945	0.000329498	4.1435e-05	1.1064e-05	5.22201e-05	4.73527e-06	1.10142e-05	1.93431e-08	1.16519e-05	5.15594e-07	9.6927e-08	1.41724e-08	5.47874e-09	1.6594e-08	3.68842e-09	5.46797e-09	0	0.159814	1	0.9764845	0.002582436	0.0209331	0.00258244	0.976484	0.02351554	0.0209331	0.1598138
23350	-763.7786	-762.0326	-1.746007	0.0932744	0.60735	0.00293191	0.00589288	0.9961974	0.005892879	0.09327444	0.002931914	0.6073498	0.003802608	2.292668	0.000206834	0.948153	0.00927144	0.00290441	0.000214203	0.000229719	0.000219354	0.000230769	0.000225686	2.76922e-05	0.0372279	0.000782651	0.00023644	2.03473e-05	8.95492e-06	2.31906e-05	3.7304e-06	8.88447e-06	2.19728e-09	4.32293e-06	5.49267e-08	1.67204e-08	1.816e-09	1.031e-09	1.96675e-09	6.76602e-10	1.02748e-09	0	0.296218	1	0.9771797	0.0001869446	0.0226334	0.000186945	0.97718	0.02282033	0.02263338	0.2962179
23400	-766.4505	-764.7765	-1.674018	0.124619	0.940113	0.00407437	0.000325025	0.9966512	0.0003250249	0.1246191	0.004074369	0.9401134	0.003348793	2.133423	0.000210399	0.939489	0.00808763	0.00324484	0.000220362	0.00023644	0.000226894	0.000238614	0.000231301	3.23495e-05	0.0466685	0.000745984	0.000283322	2.24195e-05	1.16392e-05	2.4789e-05	4.11682e-06	1.15064e-05	4.57324e-09	9.70222e-06	9.05159e-08	3.44746e-08	3.66959e-09	2.39319e-09	3.88677e-09	1.52326e-09	2.38211e-09	0	0.386002	1	0.9733405	5.607103e-05	0.0266035	5.6071e-05	0.97334	0.02665955	0.02660348	0.3860017
23450	-766.1217	-765.4492	-0.672575	0.148165	0.966217	0.0223337	0.0251331	0.9905712	0.02513315	0.1481652	0.0223337	0.9662171	0.009428822	0.7837104	0.000609653	0.931929	0.022092	0.00554965	0.000654553	0.00071638	0.000679631	0.000717472	0.000702813	0.000117971	0.0331218	0.00227038	0.000572715	7.33042e-05	2.54787e-05	8.98617e-05	9.95742e-06	2.52601e-05	8.51155e-08	4.01035e-05	1.56792e-06	3.99749e-07	6.23353e-08	3.04065e-08	7.11176e-08	2.00904e-08	3.02981e-08	0	0.225133	1	0.9715224	8.677328e-05	0.0283908	8.67733e-05	0.971522	0.02847758	0.02839081	0.2251334
23500	-766.324	-765.8586	-0.4653686	0.169044	0.984066	0.0216497	0.0584558	0.9860306	0.05845583	0.1690436	0.02164971	0.984066	0.01396935	0.6370405	0.00063126	0.905037	0.0316079	0.0096475	0.000680187	0.000779379	0.00075632	0.00075459	0.0007324	0.000136226	0.0440566	0.00370914	0.00112368	8.78734e-05	3.72216e-05	0.00013202	1.30829e-05	3.6058e-05	7.23805e-08	3.83643e-05	1.81876e-06	5.5048e-07	5.46995e-08	3.13205e-08	7.13163e-08	2.01108e-08	3.09122e-08	0	0.284645	1	0.9787662	0.001013115	0.0202207	0.00101312	0.978766	0.02123382	0.0202207	0.2846448
23550	-766.2146	-765.5335	-0.6810404	0.151558	0.975959	0.0218386	0.0189825	0.9895347	0.0189825	0.1515585	0.02183858	0.9759587	0.01046526	0.790373	0.000611123	0.911697	0.0241706	0.00866633	0.000649648	0.000727877	0.000702868	0.000713238	0.000690926	0.00011527	0.0474236	0.00260098	0.000906834	7.71516e-05	3.71514e-05	0.00010161	1.32381e-05	3.61604e-05	8.75374e-08	5.56026e-05	1.75769e-06	6.14936e-07	6.83401e-08	4.2342e-08	8.09155e-08	2.71475e-08	4.18763e-08	0	0.337029	1	0.9719814	0.002480043	0.0255386	0.00248004	0.971981	0.02801865	0.0255386	0.337029
23600	-766.3964	-765.2018	-1.194627	0.138775	0.901911	0.00761624	0.00265992	0.9941357	0.002659924	0.1387752	0.007616238	0.9019107	0.005864285	1.32093	0.000470938	0.923002	0.0138068	0.00549577	0.00049576	0.000538227	0.000514698	0.000542009	0.000523925	8.249e-05	0.0523005	0.00145322	0.000551391	5.78122e-05	3.01714e-05	6.58074e-05	1.13568e-05	2.97634e-05	2.86753e-08	2.6637e-05	4.35308e-07	1.66557e-07	2.31668e-08	1.51359e-08	2.49662e-08	9.80938e-09	1.50517e-08	0	0.375964	1	0.9647412	0.000570782	0.034688	0.000570782	0.964741	0.03525882	0.03468804	0.3759639
23650	-765.6318	-764.7969	-0.8349466	0.116693	0.807118	0.0135198	0.0204768	0.9886626	0.02047679	0.1166933	0.0135198	0.8071178	0.01133736	0.9218764	0.000392022	0.919299	0.0266585	0.00880897	0.000411164	0.000474757	0.000464806	0.000446139	0.00043461	6.08093e-05	0.0391559	0.00243809	0.00078459	4.19479e-05	1.94896e-05	6.78058e-05	6.94531e-06	1.86461e-05	1.52881e-08	1.50943e-05	5.48687e-07	1.75685e-07	1.21425e-08	7.22851e-09	1.65763e-08	4.56622e-09	7.09484e-09	0	0.315928	1	0.9844258	0.0008983305	0.0146759	0.00089833	0.984426	0.0155742	0.01467586	0.3159281
23700	-762.5475	-761.3754	-1.172056	0.104139	0.611771	0.00737494	0.00299356	0.9932601	0.002993559	0.1041389	0.007374939	0.6117711	0.006739882	1.291449	0.000337281	0.938492	0.0161227	0.00453043	0.000351329	0.000383139	0.00036509	0.000381511	0.000373315	5.05309e-05	0.0365766	0.00149504	0.000412523	3.65588e-05	1.48025e-05	4.58807e-05	6.2357e-06	1.46346e-05	9.64615e-09	1.04491e-05	2.58183e-07	7.17016e-08	7.86942e-09	4.17288e-09	9.08768e-09	2.74927e-09	4.15221e-09	0	0.262011	1	0.9777131	0.001154689	0.0211322	0.00115469	0.977713	0.0222869	0.02113221	0.2620106
23750	-765.6788	-764.7171	-0.9616532	0.127296	0.844661	0.0118412	0.00491131	0.9909711	0.004911307	0.1272955	0.01184119	0.8446614	0.009028903	1.046407	0.000375458	0.931018	0.0213287	0.00611405	0.000397071	0.000440911	0.000426425	0.000432634	0.000422834	6.36794e-05	0.0361829	0.00205328	0.000582587	4.22186e-05	1.69086e-05	5.84374e-05	6.50853e-06	1.65666e-05	2.21145e-08	1.98511e-05	6.59123e-07	1.8818e-07	1.70341e-08	9.07944e-09	2.10344e-08	5.89835e-09	9.00229e-09	0	0.264841	1	0.975062	0.007069321	0.0178687	0.00706932	0.975062	0.02493802	0.01786869	0.2648407
23800	-764.9439	-763.1132	-1.830706	0.17264	0.940447	0.00228501	0.000478757	0.9964634	0.0004787572	0.1726402	0.002285011	0.9404468	0.003536622	2.495315	0.000178106	0.926059	0.00821404	0.00308882	0.000190326	0.000208784	0.000197279	0.000212304	0.000203884	3.89167e-05	0.0598925	0.00104655	0.000374946	2.67349e-05	1.33745e-05	3.02262e-05	4.69054e-06	1.32092e-05	2.64328e-09	6.04249e-06	6.15926e-08	2.21314e-08	2.10403e-09	1.33363e-09	2.25914e-09	8.47238e-10	1.32692e-09	0	0.362798	1	0.9770095	0.0004713733	0.0225191	0.000471373	0.977009	0.02299051	0.02251913	0.3627975
23850	-763.7817	-763.0062	-0.775489	0.119862	0.691719	0.0134799	0.0111123	0.9899331	0.01111229	0.1198616	0.01347992	0.6917187	0.01006686	0.8686615	0.000476407	0.919298	0.0235064	0.0074719	0.000499395	0.000559419	0.000537755	0.000546069	0.00053156	7.98673e-05	0.0431366	0.00239225	0.000742388	5.71161e-05	2.57158e-05	7.9884e-05	1.02168e-05	2.51118e-05	2.78521e-08	2.25002e-05	7.44765e-07	2.31524e-07	2.26275e-08	1.30897e-08	2.79916e-08	8.50483e-09	1.29567e-08	0	0.298984	1	0.9782482	0.001439145	0.0203127	0.00143914	0.978248	0.02175181	0.02031267	0.298984
23900	-766.169	-765.0458	-1.123116	0.218033	0.938639	0.00917391	0.00601525	0.9930293	0.006015253	0.2180331	0.009173908	0.9386392	0.006970679	1.229768	0.000405606	0.926981	0.0156156	0.00373188	0.000450079	0.000506659	0.000465244	0.000515244	0.000500299	0.000120225	0.0474571	0.00241959	0.000579321	7.59039e-05	2.5976e-05	8.92275e-05	1.0344e-05	2.58305e-05	3.61952e-08	2.34643e-05	6.94436e-07	1.68586e-07	2.67598e-08	1.27174e-08	2.96669e-08	8.42645e-09	1.26876e-08	0	0.214009	1	0.9717602	0.0005141537	0.0277257	0.000514154	0.97176	0.02823984	0.02772569	0.2140086
23950	-773.8498	-773.6055	-0.2443037	0.102084	0.562953	0.017942	0.0425963	0.9850885	0.04259634	0.1020842	0.01794203	0.5629528	0.0149115	0.5106928	0.00107731	0.889755	0.03414	0.0134495	0.00111394	0.00126031	0.00122447	0.00120886	0.00117304	0.000160927	0.0503044	0.00334312	0.00126044	0.00012523	6.87764e-05	0.000177462	2.99422e-05	6.66168e-05	1.30284e-07	5.71572e-05	2.31006e-06	8.76961e-07	1.12193e-07	7.55421e-08	1.39344e-07	5.05816e-08	7.44735e-08	0	0.364941	1	0.9624944	0.006881323	0.0306242	0.00688132	0.962494	0.03750557	0.03062425	0.3649413
24000	-766.9688	-766.4683	-0.5004844	0.175397	0.830939	0.0216045	0.023843	0.9868918	0.02384299	0.1753972	0.0216045	0.8309386	0.01310824	0.659808	0.000540989	0.885731	0.0289783	0.0110209	0.000577814	0.000688267	0.00067003	0.000650265	0.000622329	0.000125852	0.0645132	0.00401836	0.00146663	8.97104e-05	4.79768e-05	0.000141968	1.70048e-05	4.55701e-05	6.72846e-08	5.08937e-05	1.85875e-06	6.75281e-07	5.48238e-08	3.61726e-08	7.30342e-08	2.28965e-08	3.5394e-08	0	0.365011	1	0.9802767	0.001007426	0.0187158	0.00100743	0.980277	0.01972326	0.01871584	0.3650113
