Iteration	Posterior	Likelihood	Prior	biome_rates[1]	biome_rates[2]	biome_rates[3]	biome_rates[4]	br_base	br_CW	br_TW	br_WC	br_WT	dr_base	rate_biome	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	rf_simplex[19]	rf_simplex[20]	rf_simplex[21]	rf_simplex[22]	rf_simplex[23]	rf_simplex[24]	rf_simplex[25]	rf_simplex[26]	rf_simplex[27]	w_adj[1]	w_adj[2]	w_adj[3]	w_B	w_G	w_graph[1]	w_graph[2]	w_graph[3]	w_not_B	w_U	y
5000	-766.9703	-766.4639	-0.5064119	0.14619	0.891449	0.0117255	0.00480657	0.9839212	0.004806568	0.1461897	0.01172548	0.8914493	0.01607876	0.6637307	0.000477373	0.88639	0.0362506	0.0144999	0.000504387	0.000650234	0.000655327	0.000555904	0.000534668	8.84235e-05	0.0535481	0.00401799	0.00153816	6.2438e-05	3.60935e-05	0.000127414	1.14612e-05	3.24756e-05	1.96053e-08	1.75068e-05	7.67489e-07	2.90348e-07	1.59155e-08	1.08816e-08	2.52939e-08	6.61189e-09	1.04058e-08	0	0.387403	1	0.9852456	0.001814563	0.0129398	0.00181456	0.985246	0.01475439	0.01293983	0.3874028
5050	-771.4076	-771.0204	-0.387249	0.145509	0.632908	0.0149627	0.0483615	0.9872242	0.04836152	0.1455086	0.01496266	0.6329076	0.01277578	0.5891693	0.000665165	0.893865	0.0285664	0.00970434	0.000701708	0.000804564	0.000770675	0.000784063	0.000756769	0.000140028	0.0578575	0.00372845	0.00123363	0.00010402	5.07102e-05	0.000151304	2.11831e-05	4.93139e-05	6.95378e-08	4.22516e-05	1.62537e-06	5.40213e-07	5.79311e-08	3.59635e-08	7.35208e-08	2.38509e-08	3.55246e-08	0	0.315847	1	0.9717957	0.0050062	0.0231981	0.0050062	0.971796	0.02820433	0.02319813	0.3158471
5100	-767.9257	-766.7454	-1.180259	0.108937	0.856887	0.00734144	0.00936502	0.9939433	0.00936502	0.1089365	0.00734144	0.8568867	0.0060567	1.302086	0.000361323	0.941739	0.014659	0.00469933	0.000378252	0.000408281	0.000392978	0.000406855	0.000398076	5.13795e-05	0.0347895	0.00121071	0.000379049	3.45311e-05	1.49563e-05	4.10144e-05	5.81262e-06	1.47728e-05	1.38822e-08	1.45625e-05	2.96159e-07	9.37092e-08	1.08313e-08	6.17363e-09	1.20463e-08	4.03226e-09	6.14211e-09	0	0.297082	1	0.9693698	0.005602012	0.0250281	0.00560201	0.96937	0.03063016	0.02502814	0.2970822
5150	-764.2781	-763.0395	-1.238555	0.106855	0.754944	0.00645662	0.00235095	0.9924198	0.002350951	0.1068554	0.006456615	0.7549439	0.007580198	1.380249	0.000263647	0.948846	0.0183206	0.00394941	0.000277099	0.000302223	0.000290051	0.000299367	0.000294784	3.8937e-05	0.0251565	0.00154213	0.000333916	2.55398e-05	7.98909e-06	3.51851e-05	3.16723e-06	7.90006e-06	4.6027e-09	4.85092e-06	1.75171e-07	3.8035e-08	3.48665e-09	1.51964e-09	4.32758e-09	9.90362e-10	1.51241e-09	0	0.199417	1	0.9834891	0.001856532	0.0146544	0.00185653	0.983489	0.01651093	0.0146544	0.1994166
5200	-763.8597	-762.4117	-1.448005	0.116359	0.614789	0.00782985	0.00347447	0.994618	0.003474467	0.1163593	0.007829846	0.6147886	0.005381991	1.701847	0.000264626	0.941144	0.0127984	0.00343267	0.000277178	0.000302523	0.00028557	0.00030382	0.00029687	4.45369e-05	0.0390654	0.00132265	0.000348769	3.20341e-05	1.24877e-05	3.85352e-05	5.28028e-06	1.23854e-05	8.83668e-09	1.16734e-05	2.3882e-07	6.34831e-08	7.17148e-09	3.69433e-09	8.05964e-09	2.43875e-09	3.68112e-09	0	0.249844	1	0.9780809	0.0008299455	0.0210892	0.000829945	0.978081	0.02191912	0.02108918	0.2498437
5250	-767.702	-766.2515	-1.450428	0.15775	0.81575	0.00552607	0.00695603	0.9944859	0.006956027	0.1577502	0.005526071	0.8157499	0.005514071	1.705976	0.000305167	0.940598	0.012871	0.00310854	0.00032814	0.000360983	0.00033754	0.000364979	0.000356756	6.64391e-05	0.0392216	0.00155838	0.000376731	4.35294e-05	1.50535e-05	5.06629e-05	6.52421e-06	1.49747e-05	1.47877e-08	1.40516e-05	3.28437e-07	8.10314e-08	1.1228e-08	5.34914e-09	1.23855e-08	3.62061e-09	5.3371e-09	0	0.21155	1	0.9648623	0.01038854	0.0247492	0.0103885	0.964862	0.03513774	0.0247492	0.2115502
5300	-767.7586	-767.0337	-0.7248394	0.0934422	0.531968	0.0146449	0.0314078	0.9902177	0.03140784	0.09344216	0.0146449	0.5319684	0.009782284	0.8257598	0.000439908	0.921249	0.0231637	0.0077842	0.000454279	0.000509705	0.000491649	0.000491406	0.000479134	6.08233e-05	0.041932	0.00208214	0.000673424	4.6656e-05	2.2524e-05	6.74132e-05	9.39908e-06	2.19176e-05	2.02619e-08	2.00361e-05	6.03177e-07	1.95091e-07	1.72297e-08	1.04902e-08	2.17659e-08	6.86757e-09	1.03635e-08	0	0.319361	1	0.9805653	0.0006242234	0.0188105	0.000624223	0.980565	0.01943473	0.01881051	0.3193614
5350	-767.8096	-767.5776	-0.2319051	0.1404	0.821158	0.0269052	0.0320136	0.9835625	0.03201356	0.1404002	0.02690516	0.8211579	0.01643747	0.5044	0.00099855	0.917873	0.0376615	0.00699396	0.00107052	0.00117913	0.00112385	0.00117601	0.00115993	0.00019358	0.0254464	0.00393731	0.000766436	0.000122075	3.32958e-05	0.000171093	1.54947e-05	3.31077e-05	1.74928e-07	3.96467e-05	3.54282e-06	6.94839e-07	1.28126e-07	5.10345e-08	1.62154e-07	3.55847e-08	5.09024e-08	0	0.152095	1	0.9682921	0.004967391	0.0267405	0.00496739	0.968292	0.03170789	0.0267405	0.152095
5400	-766.5187	-765.9057	-0.6129538	0.159838	0.825649	0.0213735	0.021998	0.9885429	0.02199803	0.1598382	0.02137345	0.8256489	0.01145705	0.7383503	0.000606216	0.911783	0.0260223	0.00757284	0.00064945	0.000730074	0.000697013	0.000722921	0.000702531	0.000131362	0.0459092	0.00319642	0.000925083	8.85004e-05	3.63763e-05	0.000120624	1.45608e-05	3.57216e-05	9.55356e-08	5.25401e-05	2.13854e-06	6.23787e-07	7.43627e-08	4.07086e-08	9.07643e-08	2.68575e-08	4.03972e-08	0	0.265031	1	0.9709443	0.005367109	0.0236886	0.00536711	0.970944	0.02905566	0.02368855	0.2650308
5450	-763.857	-762.9412	-0.915783	0.149721	0.795649	0.0117608	0.0151562	0.9919233	0.01515619	0.1497205	0.01176082	0.7956489	0.00807667	0.9994924	0.000322259	0.922072	0.0186663	0.0058124	0.000342871	0.0003862	0.000368807	0.000380495	0.000368798	6.56563e-05	0.0481569	0.00221236	0.000671952	4.51919e-05	1.98159e-05	6.1611e-05	7.3909e-06	1.93742e-05	1.71026e-08	1.92256e-05	5.18604e-07	1.57658e-07	1.35386e-08	7.739e-09	1.6461e-08	4.96577e-09	7.666e-09	0	0.295916	1	0.9814878	0.0008704263	0.0176417	0.000870426	0.981488	0.01851217	0.01764175	0.2959159
5500	-766.9647	-766.4977	-0.4670061	0.15063	0.831099	0.0130621	0.0187484	0.9889165	0.01874841	0.1506304	0.01306212	0.8310986	0.01108346	0.6380844	0.000901631	0.914221	0.0253714	0.00731528	0.000962547	0.00105973	0.00100299	0.00106327	0.00103681	0.000183254	0.0426811	0.00292138	0.000842772	0.000122771	4.93716e-05	0.000149881	2.12515e-05	4.88984e-05	1.13269e-07	4.16544e-05	1.67194e-06	4.90676e-07	8.78236e-08	4.73895e-08	9.96273e-08	3.20963e-08	4.71953e-08	0	0.253162	1	0.9595156	0.004412919	0.0360715	0.00441292	0.959516	0.04048438	0.03607146	0.2531618
5550	-767.447	-767.2302	-0.216876	0.171431	0.76072	0.0159033	0.0178181	0.9851417	0.01781811	0.1714307	0.01590333	0.7607204	0.01485835	0.496876	0.00106018	0.916394	0.0332152	0.00586208	0.00115159	0.00128776	0.00119313	0.0012957	0.00127513	0.000258663	0.0312224	0.00443247	0.000821596	0.000167732	4.47949e-05	0.000217568	2.19053e-05	4.46745e-05	1.49005e-07	3.02781e-05	2.53227e-06	4.74427e-07	1.11184e-07	4.28978e-08	1.32852e-07	3.03512e-08	4.28426e-08	0	0.141348	1	0.966202	0.001053283	0.0327447	0.00105328	0.966202	0.033798	0.03274472	0.1413481
5600	-768.3533	-767.7334	-0.6198356	0.219706	0.914669	0.0177308	0.0194791	0.9863427	0.01947914	0.2197062	0.01773077	0.914669	0.01365728	0.743449	0.000526254	0.914743	0.0299799	0.00594823	0.000587493	0.000675415	0.000637753	0.000674658	0.000658534	0.00016058	0.0394233	0.00468069	0.000954665	9.96979e-05	2.93019e-05	0.000149588	1.17687e-05	2.89819e-05	6.72701e-08	2.81704e-05	1.92915e-06	3.94195e-07	4.88065e-08	2.05637e-08	6.45523e-08	1.36609e-08	2.04681e-08	0	0.175156	1	0.9786161	0.002882361	0.0185015	0.00288236	0.978616	0.02138385	0.01850149	0.1751562
5650	-766.1157	-765.7487	-0.3670445	0.155648	0.914466	0.0141469	0.0330632	0.9832262	0.03306325	0.1556483	0.01414692	0.9144656	0.01677376	0.5773849	0.000853759	0.911471	0.038086	0.0083403	0.000921911	0.00102987	0.000992514	0.00101762	0.000998974	0.00017854	0.0305865	0.0041918	0.000946511	0.00011093	3.4772e-05	0.000165449	1.43951e-05	3.43217e-05	7.48912e-08	2.2012e-05	1.72311e-06	3.90536e-07	5.45648e-08	2.44615e-08	7.18657e-08	1.64404e-08	2.43259e-08	0	0.189762	1	0.9728301	0.004494517	0.0226754	0.00449452	0.97283	0.02716988	0.02267536	0.1897615
5700	-763.8091	-763.2575	-0.5515819	0.18359	0.996169	0.00983056	0.0121296	0.9882911	0.01212957	0.1835904	0.009830562	0.9961692	0.01170891	0.6943988	0.00069529	0.899786	0.0262931	0.0092607	0.000749135	0.000849293	0.000814857	0.000836833	0.000806465	0.000159647	0.0548023	0.00338526	0.00116419	0.000106377	5.08102e-05	0.000141624	1.80855e-05	4.94653e-05	5.4957e-08	2.91669e-05	1.04025e-06	3.58977e-07	4.27569e-08	2.62572e-08	5.09549e-08	1.68382e-08	2.5971e-08	0	0.330057	1	0.9720026	0.001114824	0.0268825	0.00111482	0.972003	0.02799737	0.02688254	0.3300569
5750	-763.6941	-761.8679	-1.826177	0.0713909	0.396772	0.00420993	0.00328128	0.9967227	0.003281277	0.07139094	0.00420993	0.3967723	0.003277254	2.484041	0.000207422	0.959533	0.00811613	0.00199448	0.000212219	0.000225193	0.000214509	0.000226822	0.00022346	2.26078e-05	0.0282167	0.000602132	0.000145889	1.78225e-05	6.61362e-06	1.96857e-05	3.18022e-06	6.59394e-06	2.89489e-09	5.20165e-06	6.93647e-08	1.7066e-08	2.48895e-09	1.2136e-09	2.65059e-09	8.27823e-10	1.21194e-09	0	0.223365	1	0.9728465	0.001396782	0.0257567	0.00139678	0.972846	0.0271535	0.02575672	0.2233648
5800	-769.1455	-768.1003	-1.045261	0.150577	0.754059	0.0143822	0.0219797	0.9917972	0.02197971	0.1505767	0.01438216	0.7540589	0.008202818	1.137657	0.000589438	0.920828	0.0188579	0.00555669	0.000627566	0.000691968	0.000650391	0.000697456	0.00067791	0.000123194	0.0474116	0.00230216	0.000670403	8.52882e-05	3.5469e-05	0.000101836	1.49631e-05	3.5146e-05	6.94218e-08	4.1162e-05	1.18127e-06	3.48707e-07	5.50518e-08	3.0376e-08	6.14777e-08	2.03245e-08	3.02573e-08	0	0.266998	1	0.9666179	0.001423213	0.0319589	0.00142321	0.966618	0.0333821	0.03195889	0.2669976
5850	-766.5862	-765.9931	-0.5930693	0.0940976	0.555469	0.0121182	0.00195661	0.9886685	0.001956611	0.09409757	0.01211821	0.5554687	0.01133154	0.7238136	0.000819103	0.934196	0.026963	0.00549886	0.000850962	0.000918639	0.000872016	0.000918485	0.000906662	0.000111808	0.02492	0.00228436	0.000479269	8.01342e-05	2.47225e-05	0.000101751	1.20379e-05	2.46097e-05	4.56566e-08	1.58812e-05	8.87782e-07	1.88298e-07	3.66995e-08	1.55676e-08	4.30572e-08	1.08184e-08	1.5535e-08	0	0.173636	1	0.9690398	0.0007133332	0.0302468	0.000713333	0.96904	0.03096016	0.03024683	0.173636
5900	-764.2712	-763.1895	-1.081706	0.0918469	0.504251	0.00881015	0.00818665	0.9925474	0.00818665	0.09184692	0.008810146	0.5042511	0.0074526	1.179883	0.000474186	0.931069	0.0178044	0.00560102	0.000489345	0.000531898	0.00050788	0.000529156	0.000517127	6.51338e-05	0.0401411	0.00159828	0.000487993	5.00924e-05	2.26676e-05	6.17845e-05	1.00821e-05	2.24004e-05	1.80984e-08	1.591e-05	3.89756e-07	1.19995e-07	1.54002e-08	8.85807e-09	1.75406e-08	5.9113e-09	8.81137e-09	0	0.292773	1	0.9731567	0.0002471468	0.0265962	0.000247147	0.973157	0.02684331	0.02659616	0.292773
5950	-769.05	-767.6562	-1.393761	0.0790924	0.615951	0.00500332	0.0145834	0.9931626	0.01458338	0.07909235	0.005003316	0.6159505	0.006837438	1.611991	0.0002457	0.955183	0.0168571	0.00360696	0.000254119	0.000273389	0.000263694	0.000270679	0.000267342	2.75952e-05	0.0212854	0.00115395	0.000247756	1.92113e-05	6.07301e-06	2.60296e-05	2.58383e-06	6.01515e-06	2.72322e-09	3.3367e-06	1.07937e-07	2.32864e-08	2.14771e-09	9.40817e-10	2.63675e-09	6.22933e-10	9.36882e-10	0	0.196753	1	0.9818792	0.003449802	0.014671	0.0034498	0.981879	0.01812085	0.01467105	0.196753
6000	-765.1638	-764.0658	-1.098079	0.110908	0.666409	0.00906041	0.0110336	0.9924187	0.0110336	0.1109082	0.009060412	0.6664087	0.007581318	1.19936	0.000531252	0.951978	0.0182064	0.00293514	0.000559452	0.000604742	0.000567553	0.000608185	0.000601646	8.38703e-05	0.0212072	0.0016726	0.000278002	5.57431e-05	1.36433e-05	6.54203e-05	6.69002e-06	1.36245e-05	2.42064e-08	1.01876e-05	4.78018e-07	8.07066e-08	1.83416e-08	6.51168e-09	2.04537e-08	4.57693e-09	6.50737e-09	0	0.132162	1	0.969829	0.0003429356	0.0298281	0.000342936	0.969829	0.03017101	0.02982808	0.1321624
6050	-765.7408	-764.6722	-1.068551	0.123711	0.670403	0.00464883	0.00687558	0.9940629	0.006875579	0.123711	0.004648834	0.670403	0.005937093	1.164464	0.000390758	0.944734	0.0140968	0.00321301	0.000412323	0.000448448	0.000420279	0.0004525	0.000444025	6.89421e-05	0.033365	0.00146935	0.000335748	4.7443e-05	1.58663e-05	5.47174e-05	7.06021e-06	1.58038e-05	1.03556e-08	7.89652e-06	2.08047e-07	4.82511e-08	8.11873e-09	3.72637e-09	8.90051e-09	2.52064e-09	3.71992e-09	0	0.202507	1	0.9711878	0.0003670603	0.0284451	0.00036706	0.971188	0.02881218	0.02844512	0.2025071
6100	-767.1669	-766.2817	-0.8851705	0.193004	0.95138	0.00471836	0.00349179	0.9922157	0.003491788	0.1930039	0.004718364	0.9513797	0.007784256	0.969359	0.000465734	0.888117	0.0173819	0.00806039	0.000495656	0.000563252	0.00054161	0.000558587	0.000528698	0.000109656	0.0792289	0.00253971	0.00109435	8.00665e-05	4.88709e-05	0.000100647	1.68101e-05	4.72357e-05	2.00869e-08	2.03097e-05	3.82349e-07	1.64385e-07	1.67297e-08	1.21536e-08	1.90361e-08	7.68008e-09	1.19858e-08	0	0.452108	1	0.9719045	0.0009192913	0.0271762	0.000919291	0.971905	0.02809549	0.0271762	0.452108
6150	-763.2774	-761.9766	-1.300741	0.130807	0.873743	0.00997339	0.00779234	0.9937918	0.007792342	0.1308066	0.009973389	0.8737432	0.006208236	1.468807	0.000269259	0.937827	0.0147813	0.00451096	0.000284876	0.000313105	0.000299608	0.000310834	0.000302993	4.62812e-05	0.0390624	0.00144665	0.000431094	3.07408e-05	1.28929e-05	3.86349e-05	4.67534e-06	1.26836e-05	1.05728e-08	1.39685e-05	3.00939e-07	8.99141e-08	8.17042e-09	4.53466e-09	9.42373e-09	2.89671e-09	4.50414e-09	0	0.289782	1	0.9808562	0.0004826602	0.0186611	0.00048266	0.980856	0.0191438	0.01866114	0.2897825
6200	-762.359	-761.5533	-0.8057171	0.139148	0.869776	0.0105224	0.00628545	0.9894174	0.006285449	0.1391482	0.01052244	0.8697761	0.01058261	0.8953204	0.000361825	0.92678	0.0247136	0.00663308	0.000385467	0.000435432	0.000421297	0.000423005	0.000413087	6.71511e-05	0.0359818	0.00254446	0.00067914	4.3697e-05	1.66346e-05	6.66121e-05	5.99571e-06	1.62087e-05	1.25305e-08	1.08122e-05	4.44409e-07	1.1834e-07	9.50755e-09	4.8686e-09	1.25678e-08	3.09933e-09	4.81638e-09	0	0.252902	1	0.9847195	0.0003880858	0.0148924	0.000388086	0.98472	0.01528048	0.01489239	0.2529024
6250	-763.458	-762.8365	-0.6214463	0.162359	0.933392	0.00932214	0.0102766	0.9877395	0.01027659	0.1623591	0.009322142	0.9333922	0.01226052	0.7446474	0.000634708	0.905898	0.0278679	0.00918583	0.000679459	0.000771414	0.000743696	0.000752816	0.000729136	0.000132505	0.0479456	0.00327242	0.00105932	8.82505e-05	4.00424e-05	0.000123787	1.44528e-05	3.89157e-05	3.64056e-08	2.05314e-05	8.12612e-07	2.63385e-07	2.82559e-08	1.663e-08	3.49562e-08	1.06547e-08	1.64353e-08	0	0.308673	1	0.9758545	0.001117054	0.0230284	0.00111705	0.975855	0.02414546	0.02302841	0.3086729
6300	-770.5715	-770.3905	-0.1809507	0.15408	0.798141	0.00983406	0.0230166	0.9783985	0.02301659	0.1540796	0.009834065	0.7981406	0.02160146	0.4793424	0.000928365	0.903736	0.0481939	0.00838181	0.00100193	0.00112562	0.00110028	0.00111222	0.00109649	0.000199975	0.0260572	0.00558104	0.00103873	0.000126984	3.32347e-05	0.000221022	1.58038e-05	3.29096e-05	6.16093e-08	1.38227e-05	1.72678e-06	3.21195e-07	4.52788e-08	1.72526e-08	6.77982e-08	1.21084e-08	1.71743e-08	0	0.139934	1	0.9702693	0.01047691	0.0192538	0.0104769	0.970269	0.02973072	0.01925381	0.1399341
6350	-763.3068	-762.7288	-0.5779194	0.153469	0.913405	0.0100436	0.00371349	0.988263	0.003713488	0.1534689	0.01004358	0.9134048	0.01173695	0.7129305	0.000558759	0.907591	0.0268596	0.00920594	0.000595009	0.000678991	0.00065738	0.000656697	0.000635786	0.000110264	0.0481206	0.003032	0.00101361	7.44516e-05	3.51155e-05	0.000106825	1.24634e-05	3.39546e-05	2.99749e-08	2.00745e-05	7.36921e-07	2.46128e-07	2.35175e-08	1.41695e-08	2.94824e-08	9.00139e-09	1.39741e-08	0	0.324269	1	0.9781141	0.0009189114	0.020967	0.000918911	0.978114	0.02188592	0.02096701	0.324269
6400	-772.7376	-772.4178	-0.3198691	0.109659	0.502079	0.0215207	0.0322553	0.9879466	0.03225531	0.1096588	0.0215207	0.5020786	0.0120534	0.550779	0.00127643	0.916931	0.0278538	0.00673013	0.00132905	0.00144553	0.00135864	0.00145427	0.00142933	0.000208693	0.0358021	0.00290436	0.000720905	0.000156472	5.68259e-05	0.000186525	3.01575e-05	5.66073e-05	2.46955e-07	6.41241e-05	3.18012e-06	8.09145e-07	2.05254e-07	1.00545e-07	2.30082e-07	7.24914e-08	1.00361e-07	0	0.195562	1	0.9498876	0.004626291	0.0454861	0.00462629	0.949888	0.05011241	0.04548612	0.1955619
6450	-764.6755	-763.9939	-0.6815801	0.143721	0.871073	0.0089092	0.00918	0.9852584	0.009180004	0.1437207	0.008909198	0.8710729	0.01474164	0.7907996	0.000621336	0.928578	0.0341456	0.00572664	0.000669499	0.000740574	0.000709455	0.000736017	0.000726242	0.000122833	0.0228292	0.00353393	0.000618858	7.4914e-05	1.85232e-05	0.000113599	7.77882e-06	1.83887e-05	2.29124e-08	7.43588e-06	6.66522e-07	1.16496e-07	1.63474e-08	5.93907e-09	2.19648e-08	3.99093e-09	5.9203e-09	0	0.145388	1	0.9803291	0.001098837	0.0185721	0.00109884	0.980329	0.01967094	0.0185721	0.1453878
6500	-770.7648	-770.7541	-0.0107284	0.200551	0.871383	0.0171198	0.0392771	0.9826731	0.03927706	0.200551	0.01711982	0.871383	0.01732687	0.4043145	0.00154405	0.907633	0.0379107	0.00615198	0.00171243	0.00192706	0.00176928	0.00194236	0.00191622	0.000435812	0.0298024	0.00548735	0.000951068	0.000268237	6.53117e-05	0.000334645	3.50124e-05	6.52848e-05	3.44819e-07	4.16502e-05	4.40583e-06	7.77329e-07	2.46893e-07	9.02392e-08	2.87689e-07	6.67925e-08	9.02065e-08	0	0.115975	1	0.9558793	0.001836086	0.0422846	0.00183609	0.955879	0.04412067	0.04228458	0.1159754
6550	-770.1729	-769.7098	-0.4630792	0.159046	0.900366	0.0167418	0.0392966	0.9883384	0.03929657	0.1590462	0.01674181	0.9003657	0.0116616	0.6355837	0.000691173	0.889577	0.0263185	0.0113672	0.000730473	0.000840774	0.000821379	0.000808438	0.000775066	0.000137849	0.0629604	0.00321252	0.00131554	9.92435e-05	5.7431e-05	0.000137328	2.0983e-05	5.50371e-05	1.06029e-07	7.029e-05	2.09434e-06	8.60655e-07	8.72295e-08	6.16491e-08	1.06041e-07	3.98205e-08	6.05628e-08	0	0.409929	1	0.9643349	0.009493698	0.0261714	0.0094937	0.964335	0.03566506	0.02617136	0.4099287
6600	-764.583	-764.052	-0.5310453	0.193049	0.953026	0.0131006	0.00689157	0.9867523	0.006891573	0.1930491	0.01310061	0.9530257	0.01324767	0.6802836	0.000703422	0.92902	0.0299364	0.00462801	0.000780964	0.000875211	0.000816531	0.000879555	0.000866889	0.000188208	0.0263545	0.00396804	0.000641995	0.000110956	2.53844e-05	0.00014812	1.13323e-05	2.53175e-05	6.92042e-08	1.72322e-05	1.49474e-06	2.43371e-07	4.80046e-08	1.64246e-08	5.87699e-08	1.13437e-08	1.64044e-08	0	0.126606	1	0.9737376	0.001482846	0.0247796	0.00148285	0.973738	0.02626241	0.02477957	0.126606
6650	-762.9894	-762.0053	-0.9840461	0.114113	0.707839	0.0090175	0.00560063	0.9916513	0.005600633	0.1141128	0.0090175	0.707839	0.008348726	1.070104	0.000339387	0.930994	0.0197891	0.00590937	0.000355537	0.000395182	0.000380101	0.000386955	0.000377754	5.3857e-05	0.0384434	0.00188392	0.000550855	3.78308e-05	1.60362e-05	5.23872e-05	6.28046e-06	1.57006e-05	1.09964e-08	1.19146e-05	3.47607e-07	1.01815e-07	8.81442e-09	4.86645e-09	1.08551e-08	3.14678e-09	4.82271e-09	0	0.281815	1	0.980789	0.001910574	0.0173004	0.00191057	0.980789	0.01921101	0.01730044	0.2818146
6700	-765.1665	-763.9251	-1.24142	0.127826	0.766167	0.00524733	0.00181178	0.992048	0.00181178	0.127826	0.005247331	0.7661673	0.007952043	1.38421	0.000341792	0.923685	0.0186585	0.00634138	0.000359436	0.000402645	0.000387179	0.000393698	0.000382097	5.92837e-05	0.0462577	0.00194091	0.000636564	4.17879e-05	1.97231e-05	5.64934e-05	7.38055e-06	1.9225e-05	7.34151e-09	8.52912e-06	2.1223e-07	6.96029e-08	5.92319e-09	3.55085e-09	7.13963e-09	2.26957e-09	3.51279e-09	0	0.324757	1	0.9807557	0.0007180543	0.0185262	0.000718054	0.980756	0.01924428	0.01852623	0.3247574
6750	-766.1007	-764.5704	-1.530246	0.0959059	0.710133	0.00457047	0.00512301	0.9959411	0.005123006	0.09590594	0.004570472	0.7101328	0.004058947	1.847725	0.000133117	0.946213	0.00991544	0.0034506	0.000138067	0.000150853	0.000145698	0.000148374	0.000144777	1.75139e-05	0.0384204	0.000807286	0.000267479	1.25873e-05	6.01023e-06	1.58241e-05	2.25602e-06	5.89151e-06	1.54517e-09	4.97018e-06	6.21454e-08	2.05784e-08	1.26308e-09	7.64975e-10	1.45244e-09	4.87475e-10	7.5855e-10	0	0.337045	1	0.9842049	0.002181196	0.0136139	0.0021812	0.984205	0.01579514	0.01361394	0.3370453
6800	-764.7469	-763.6804	-1.06643	0.16519	0.981974	0.00485245	0.00799426	0.9930658	0.007994257	0.1651902	0.004852446	0.9819739	0.006934177	1.161996	0.000338425	0.914807	0.0160284	0.00636435	0.000359973	0.000403956	0.000389044	0.000398519	0.000383098	6.86065e-05	0.0576514	0.00190694	0.000721661	4.72254e-05	2.4913e-05	5.99091e-05	8.51719e-06	2.42142e-05	1.08311e-08	1.35205e-05	2.59356e-07	9.82079e-08	8.64595e-09	5.69519e-09	9.95274e-09	3.60031e-09	5.62981e-09	0	0.381916	1	0.9749892	0.003448137	0.0215627	0.00344814	0.974989	0.0250108	0.02156266	0.3819159
6850	-765.5446	-764.8273	-0.7172513	0.155178	0.702039	0.0101698	0.00545363	0.9888243	0.005453628	0.1551783	0.0101698	0.7020392	0.01117568	0.8195176	0.000470965	0.896385	0.0250575	0.00900124	0.00049886	0.000580704	0.000557992	0.000559157	0.000537324	0.000102737	0.0614457	0.00334725	0.00115448	7.5243e-05	3.8427e-05	0.000112751	1.46556e-05	3.70193e-05	2.48007e-08	2.14513e-05	7.00767e-07	2.41106e-07	2.05384e-08	1.29679e-08	2.643e-08	8.30203e-09	1.27616e-08	0	0.343816	1	0.9808899	0.0002355148	0.0188745	0.000235515	0.98089	0.01911006	0.01887454	0.3438161
6900	-762.3844	-761.5634	-0.820962	0.182902	0.968406	0.00804875	0.00673068	0.9901212	0.006730682	0.1829019	0.008048746	0.9684059	0.009878769	0.909074	0.000456274	0.933023	0.0226577	0.00458615	0.000501053	0.000559278	0.000525437	0.000561	0.000549662	0.000112675	0.0328162	0.00284922	0.000586173	6.80759e-05	1.97797e-05	8.92086e-05	7.66914e-06	1.96327e-05	2.14663e-08	1.07376e-05	5.35782e-07	1.10848e-07	1.52977e-08	6.38781e-09	1.83474e-08	4.201e-09	6.36797e-09	0	0.181003	1	0.9787528	7.513647e-05	0.021172	7.51365e-05	0.978753	0.02124718	0.02117205	0.1810029
6950	-763.5733	-763.083	-0.4903606	0.174779	0.982731	0.0192704	0.0241298	0.9845914	0.02412983	0.174779	0.01927037	0.9827313	0.01540863	0.653162	0.00065507	0.902402	0.0346008	0.00993728	0.000709183	0.000817185	0.000794293	0.000789592	0.000767071	0.000147655	0.0426392	0.00417795	0.00120005	9.41879e-05	3.79429e-05	0.000147985	1.33422e-05	3.67509e-05	6.38705e-08	3.01982e-05	1.68916e-06	4.83669e-07	4.78711e-08	2.59383e-08	6.44893e-08	1.65626e-08	2.55995e-08	0	0.266882	1	0.9807953	2.735406e-05	0.0191773	2.73541e-05	0.980795	0.01920468	0.01917732	0.266882
7000	-771.3728	-771.2559	-0.1168649	0.183923	0.888	0.0118958	0.016545	0.9849777	0.01654498	0.1839229	0.01189578	0.8879999	0.01502225	0.449587	0.00102176	0.880667	0.0328872	0.0119147	0.00109807	0.00125452	0.00121156	0.00123288	0.0011865	0.00024493	0.0604313	0.00455996	0.00162285	0.000169726	8.43723e-05	0.000233544	3.39826e-05	8.20726e-05	1.58524e-07	5.9049e-05	2.62059e-06	9.44648e-07	1.26663e-07	7.97987e-08	1.54525e-07	5.29853e-08	7.88789e-08	0	0.327517	1	0.9563408	0.01255082	0.0311084	0.0125508	0.956341	0.04365918	0.03110836	0.3275174
