Iteration	Posterior	Likelihood	Prior	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	rf_simplex[19]	rf_simplex[20]	rf_simplex[21]	rf_simplex[22]	rf_simplex[23]	rf_simplex[24]	rf_simplex[25]	rf_simplex[26]	rf_simplex[27]	w_graph[1]	w_graph[2]	w_graph[3]	y
6500	-763.6624	-762.9516	-0.7108085	0.000454837	0.922632	0.0275078	0.00651326	0.000486389	0.000548211	0.000524336	0.000539216	0.000527163	9.28107e-05	0.0360535	0.00315197	0.000752586	6.14901e-05	2.12736e-05	9.32621e-05	8.31421e-06	2.08979e-05	1.55714e-08	9.80912e-06	5.01813e-07	1.19657e-07	1.19041e-08	5.66248e-09	1.57624e-08	3.68699e-09	5.61972e-09	0.0168252	0.000100839	0.983074	0.2187173
6550	-762.3081	-761.6004	-0.7077097	0.000521556	0.918174	0.0226526	0.00726589	0.000559117	0.000624877	0.000599131	0.000617055	0.000598837	0.000106115	0.0446836	0.00253941	0.000799797	6.88511e-05	3.00071e-05	9.01662e-05	1.05738e-05	2.93588e-05	4.07321e-08	2.72233e-05	8.88312e-07	2.80567e-07	3.10261e-08	1.78464e-08	3.67074e-08	1.14059e-08	1.76884e-08	0.0235242	4.69113e-05	0.976429	0.3010496
6600	-773.0716	-772.5222	-0.5494243	0.000378162	0.92986	0.0279977	0.00490293	0.000414416	0.000468969	0.000450881	0.000466042	0.000457844	9.44465e-05	0.0299844	0.00364481	0.00065999	5.8367e-05	1.52564e-05	9.32443e-05	6.41739e-06	1.50989e-05	5.1663e-08	2.86614e-05	1.99125e-06	3.61865e-07	3.71856e-08	1.43513e-08	5.1976e-08	9.66948e-09	1.42869e-08	0.0140945	0.00789252	0.978013	0.1517093
6650	-764.5278	-763.6242	-0.9035337	0.000366105	0.910011	0.0196097	0.00769309	0.000389904	0.00044631	0.000433134	0.000431946	0.000415273	7.47294e-05	0.0567009	0.00233348	0.000874957	5.11831e-05	2.70041e-05	7.02512e-05	8.98791e-06	2.59709e-05	3.07023e-08	3.48931e-05	8.29269e-07	3.10223e-07	2.44136e-08	1.60657e-08	2.95539e-08	1.0078e-08	1.58125e-08	0.01898	0.00277065	0.978249	0.378345
6700	-766.2289	-764.4004	-1.828474	0.00022863	0.961776	0.00764652	0.00140118	0.000238192	0.000257061	0.000239722	0.000259816	0.000256317	3.48188e-05	0.0267123	0.000737578	0.000136526	2.52705e-05	7.16584e-06	2.72041e-05	3.58437e-06	7.15901e-06	4.39093e-09	5.22745e-06	8.85537e-08	1.67585e-08	3.54952e-09	1.39804e-09	3.72528e-09	9.79191e-10	1.39742e-09	0.0306704	0.0012916	0.968038	0.1549783
6750	-764.2034	-763.3842	-0.8191761	0.000371875	0.924933	0.021072	0.00649333	0.000394559	0.000442448	0.000426853	0.000432989	0.000421376	6.84131e-05	0.0418832	0.00221471	0.000669822	4.59059e-05	1.96862e-05	6.37904e-05	7.31068e-06	1.92142e-05	1.9555e-08	1.86743e-05	5.75996e-07	1.74732e-07	1.52176e-08	8.56823e-09	1.87738e-08	5.50962e-09	8.48208e-09	0.0179411	0.00423359	0.977825	0.2892827
6800	-767.5534	-767.2038	-0.3495575	0.000886463	0.903033	0.0265407	0.00838245	0.000958381	0.00107024	0.00101383	0.00107185	0.00103802	0.000209238	0.05072	0.00346256	0.00108448	0.000137942	5.97073e-05	0.000172572	2.35679e-05	5.88387e-05	1.85931e-07	7.18405e-05	2.81444e-06	8.92494e-07	1.42886e-07	8.27884e-08	1.64307e-07	5.50221e-08	8.22853e-08	0.0341088	0.00259982	0.963291	0.2848591
6850	-767.7956	-766.4622	-1.333426	0.000311771	0.935614	0.0170467	0.00327595	0.000350223	0.000397435	0.000365764	0.00040195	0.000392393	9.67194e-05	0.0384156	0.00264024	0.00051381	5.83767e-05	1.64012e-05	7.34723e-05	6.31228e-06	1.63111e-05	9.62417e-09	6.54904e-06	2.59633e-07	5.09027e-08	6.83697e-09	2.76918e-09	7.97222e-09	1.8173e-09	2.76282e-09	0.0197777	0.000293626	0.979929	0.1725807
6900	-764.8414	-763.7715	-1.069851	0.000251561	0.916733	0.0172414	0.00740706	0.000264141	0.000307142	0.000301276	0.000288659	0.00027792	4.26021e-05	0.0542587	0.00178069	0.000717384	3.01864e-05	1.74059e-05	4.3544e-05	5.63011e-06	1.64844e-05	8.027e-09	1.48252e-05	2.82428e-07	1.12905e-07	6.54324e-09	4.56171e-09	8.14848e-09	2.82288e-09	4.46089e-09	0.014714	0.00268877	0.982597	0.4205885
6950	-773.9613	-772.3102	-1.651138	0.000330922	0.953897	0.0125107	0.00231764	0.000348689	0.000378871	0.00035395	0.000382158	0.000376804	5.67213e-05	0.0273984	0.001279	0.000241054	3.89944e-05	1.0944e-05	4.44414e-05	5.37989e-06	1.09226e-05	2.14717e-08	1.66524e-05	4.67835e-07	9.01331e-08	1.67223e-08	6.6167e-09	1.82483e-08	4.64064e-09	6.61061e-09	0.0272237	0.00723211	0.965544	0.153969
7000	-770.3382	-770.4395	0.1012735	0.0014231	0.894676	0.043802	0.00840392	0.0015799	0.00178687	0.0016739	0.00179288	0.00176035	0.000404612	0.0342334	0.00633316	0.0012837	0.000248981	7.00038e-05	0.000343131	3.30134e-05	6.96872e-05	4.68839e-07	7.07954e-05	7.32503e-06	1.49816e-06	3.36834e-07	1.42085e-07	4.20756e-07	1.00628e-07	1.41785e-07	0.0333647	0.00329312	0.963342	0.151881
7050	-767.7343	-767.2447	-0.4896025	0.000581888	0.919037	0.0350292	0.00753674	0.000627276	0.000704558	0.000689329	0.000690866	0.000678432	0.000118141	0.0294611	0.00374149	0.000827534	7.31006e-05	2.26118e-05	0.000118136	9.19938e-06	2.22247e-05	6.65353e-08	2.85136e-05	2.0681e-06	4.59186e-07	4.83076e-08	2.13676e-08	6.76593e-08	1.42644e-08	2.12118e-08	0.0168698	0.00872994	0.9744	0.1879611
7100	-763.5803	-762.8995	-0.6807686	0.00062817	0.922519	0.0220696	0.00646521	0.000663027	0.00072906	0.000692074	0.000727714	0.000709718	0.000113192	0.0413805	0.0023452	0.000679443	7.85796e-05	3.24802e-05	9.81697e-05	1.34579e-05	3.20921e-05	3.90687e-08	2.19007e-05	7.38106e-07	2.15738e-07	3.10531e-08	1.69062e-08	3.57142e-08	1.1194e-08	1.68196e-08	0.0287769	3.42342e-05	0.971189	0.2680493
7150	-768.5308	-767.5482	-0.9825937	0.000387187	0.952413	0.0230289	0.0030411	0.00041928	0.000456573	0.000433928	0.000457091	0.000452811	7.34087e-05	0.0162703	0.00214564	0.00029433	4.13936e-05	7.95788e-06	5.54472e-05	3.30082e-06	7.93895e-06	2.22452e-08	9.15451e-06	6.80782e-07	9.36423e-08	1.48528e-08	4.44309e-09	1.83271e-08	2.99579e-09	4.43831e-09	0.0175648	0.000592378	0.981843	0.1127834
7200	-771.0152	-770.229	-0.7861815	0.000838254	0.934113	0.0245487	0.00507228	0.000869712	0.000940244	0.000888966	0.000943311	0.000930764	0.000120217	0.0277169	0.00224725	0.000478956	8.89288e-05	2.81443e-05	0.000108832	1.47581e-05	2.80464e-05	5.91856e-08	2.11941e-05	1.04305e-06	2.26794e-07	4.85642e-08	2.12991e-08	5.55993e-08	1.52621e-08	2.12634e-08	0.0340528	0.00674433	0.959203	0.1682141
7250	-766.6212	-765.894	-0.7272584	0.000488232	0.927755	0.023678	0.0059805	0.000520879	0.000577353	0.000552597	0.000573138	0.000560847	9.41332e-05	0.0357995	0.00254693	0.000646469	6.16867e-05	2.21823e-05	8.34599e-05	9.11993e-06	2.18881e-05	4.30741e-08	2.66476e-05	1.1012e-06	2.82349e-07	3.27406e-08	1.62216e-08	3.99955e-08	1.08036e-08	1.61299e-08	0.0210405	0.00773377	0.971226	0.2260196
7300	-768.5643	-767.9931	-0.5712701	0.000597537	0.902348	0.0215072	0.00753874	0.000645654	0.000726789	0.000691592	0.000726813	0.000699094	0.000147578	0.05996	0.00300948	0.00102953	9.98527e-05	4.76519e-05	0.000126103	1.81754e-05	4.67206e-05	5.1665e-08	3.21402e-05	9.37815e-07	3.24461e-07	4.05842e-08	2.49753e-08	4.68018e-08	1.63536e-08	2.47729e-08	0.0285131	0.00755158	0.963935	0.3235473
7350	-767.2239	-766.7009	-0.5230088	0.000564789	0.914175	0.0239617	0.00755288	0.000601769	0.000673527	0.000646247	0.000665268	0.000646057	0.000113778	0.0464578	0.00276664	0.000859357	7.71225e-05	3.37623e-05	0.000103018	1.32766e-05	3.30865e-05	8.29491e-08	5.24111e-05	1.8301e-06	5.73373e-07	6.50342e-08	3.72222e-08	7.81054e-08	2.44051e-08	3.69081e-08	0.0239091	0.00689368	0.969197	0.2894282
7400	-765.0513	-764.1387	-0.9125574	0.000438864	0.941516	0.0258309	0.00395538	0.000475373	0.000525101	0.00049726	0.000525057	0.00051832	9.17493e-05	0.0222067	0.00280315	0.000445223	5.53629e-05	1.25886e-05	7.8036e-05	5.27111e-06	1.25305e-05	1.47336e-08	6.25107e-06	4.58625e-07	7.29267e-08	1.04018e-08	3.50554e-09	1.32576e-08	2.35195e-09	3.49844e-09	0.0176449	0.000862464	0.981493	0.133138
7450	-766.3359	-765.4582	-0.8776937	0.0004014	0.922873	0.0224829	0.00543844	0.00043623	0.000493148	0.000465655	0.000491474	0.000478492	9.89336e-05	0.0423544	0.00301919	0.000732737	6.43033e-05	2.25292e-05	8.92188e-05	8.6945e-06	2.22148e-05	3.65968e-08	2.53785e-05	1.05864e-06	2.57747e-07	2.76377e-08	1.32609e-08	3.42936e-08	8.63274e-09	1.31829e-08	0.0185369	0.00121069	0.980252	0.2226057
7500	-763.7337	-763.0378	-0.6959416	0.0004934	0.927421	0.0266338	0.00650778	0.000529156	0.000588776	0.0005672	0.000580569	0.000568716	9.50345e-05	0.0323917	0.00274137	0.000674986	5.95118e-05	2.04716e-05	8.46399e-05	7.78502e-06	2.01371e-05	2.31637e-08	1.31168e-05	6.4127e-07	1.58529e-07	1.70581e-08	8.11802e-09	2.15828e-08	5.28651e-09	8.06275e-09	0.0189262	0.00360531	0.977468	0.2220661
7550	-764.3495	-763.3013	-1.048132	0.000378964	0.945183	0.0169643	0.00335261	0.000409592	0.000449958	0.000421383	0.000452979	0.000445083	7.99635e-05	0.0294312	0.00189299	0.000378844	4.94267e-05	1.40855e-05	5.97775e-05	5.77952e-06	1.40234e-05	2.4948e-08	1.5632e-05	5.81067e-07	1.17589e-07	1.80567e-08	7.41521e-09	2.04991e-08	4.94688e-09	7.40126e-09	0.0233619	0.00100517	0.975633	0.1746139
7600	-763.846	-763.392	-0.4539912	0.000809383	0.918547	0.0314289	0.00619739	0.000883851	0.000988687	0.000927987	0.000991006	0.000972496	0.000197826	0.0327906	0.00404212	0.000823551	0.000123769	3.57275e-05	0.000166627	1.54979e-05	3.5508e-05	7.19439e-08	2.02034e-05	1.45098e-06	2.97739e-07	5.25333e-08	2.16834e-08	6.42896e-08	1.47458e-08	2.16253e-08	0.0265891	0.00132206	0.972089	0.1680925
7650	-767.1235	-766.889	-0.2345015	0.00120486	0.897127	0.0309474	0.00898257	0.00130892	0.00146167	0.00137434	0.00146938	0.00142698	0.000298121	0.0482752	0.00417766	0.00121942	0.000194989	7.86056e-05	0.000242266	3.29502e-05	7.77782e-05	3.56722e-07	9.2359e-05	4.65561e-06	1.37981e-06	2.72205e-07	1.47399e-07	3.1203e-07	9.94438e-08	1.46744e-07	0.0396879	0.000762268	0.95955	0.253668
7700	-766.7879	-766.1185	-0.6693352	0.000763258	0.935304	0.0292093	0.00510092	0.00079028	0.000855179	0.000810037	0.000854296	0.000844891	0.000101805	0.0221669	0.00249806	0.000455454	7.49433e-05	2.057e-05	0.000100786	1.0345e-05	2.04893e-05	4.9372e-08	1.68262e-05	1.16383e-06	2.13327e-07	4.02592e-08	1.54316e-08	4.93701e-08	1.08197e-08	1.5403e-08	0.0259012	0.000701526	0.973397	0.1472993
7750	-764.2049	-762.4087	-1.79627	0.000207511	0.964705	0.0092983	0.00193983	0.000211506	0.000223723	0.000213665	0.000224642	0.000222104	1.96494e-05	0.0219437	0.000612625	0.000127468	1.56652e-05	5.09182e-06	1.77768e-05	2.48953e-06	5.07815e-06	2.78291e-09	4.53166e-06	7.93949e-08	1.67273e-08	2.40271e-09	1.04665e-09	2.60896e-09	7.16402e-10	1.04534e-09	0.022405	0.000432889	0.977162	0.188641
7800	-766.1381	-764.5683	-1.569812	0.000247905	0.951866	0.00863708	0.00220057	0.000257455	0.000276353	0.000260602	0.000279533	0.00027426	3.63054e-05	0.034567	0.000802021	0.000201883	2.67789e-05	1.00277e-05	2.93508e-05	4.63416e-06	9.99705e-06	8.75745e-09	1.24366e-05	1.76383e-07	4.51966e-08	7.21522e-09	3.58958e-09	7.64265e-09	2.43901e-09	3.58467e-09	0.0292556	0.00190194	0.968842	0.2294085
7850	-763.5557	-762.263	-1.292661	0.000178423	0.930373	0.0135911	0.00521224	0.000187851	0.000212563	0.000206599	0.000204863	0.000198222	2.98764e-05	0.047692	0.00134399	0.000489837	2.05181e-05	1.0577e-05	2.79519e-05	3.46687e-06	1.01877e-05	2.97371e-09	7.07926e-06	1.15771e-07	4.19584e-08	2.3683e-09	1.52452e-09	2.85525e-09	9.45711e-10	1.50137e-09	0.0133737	0.00142478	0.985202	0.3744361
7900	-764.6948	-764.1976	-0.4972176	0.000552932	0.900625	0.0289599	0.00912298	0.000597827	0.00069156	0.000668418	0.000671505	0.000648562	0.000132493	0.0519175	0.00385754	0.00119902	8.81163e-05	3.89908e-05	0.000132651	1.40436e-05	3.77418e-05	6.5281e-08	4.02584e-05	1.72888e-06	5.37377e-07	5.0506e-08	2.92411e-08	6.56977e-08	1.87346e-08	2.88484e-08	0.0194317	0.0024794	0.978089	0.2949398
7950	-768.6653	-768.4994	-0.1658666	0.000957551	0.878334	0.0549675	0.015181	0.00101268	0.00120484	0.00119163	0.00111377	0.00108657	0.000173449	0.0368749	0.00576994	0.00162765	0.000119777	4.89033e-05	0.000248091	1.90747e-05	4.66397e-05	5.75081e-08	1.919e-05	1.78361e-06	4.96652e-07	4.54733e-08	2.41679e-08	7.54912e-08	1.56147e-08	2.36762e-08	0.0167759	0.000280366	0.982944	0.2527167
8000	-771.7017	-771.3576	-0.3440993	0.000658826	0.890433	0.0315094	0.0119686	0.000703714	0.000826471	0.000812806	0.000781722	0.000752318	0.000139505	0.0556582	0.00385544	0.0014196	9.54599e-05	4.97598e-05	0.000146866	1.73124e-05	4.73356e-05	1.88949e-07	0.000116507	4.58809e-06	1.68941e-06	1.49631e-07	9.94661e-08	1.96467e-07	6.37706e-08	9.74165e-08	0.020896	0.00648267	0.972621	0.3585942
8050	-765.4935	-764.8953	-0.5982308	0.000629646	0.915678	0.0261894	0.00690754	0.000680482	0.000762484	0.000722948	0.000759824	0.000740058	0.000144312	0.0422811	0.00328145	0.000868518	9.38416e-05	3.50654e-05	0.000125243	1.39147e-05	3.45849e-05	1.02183e-07	4.84801e-05	2.18528e-06	5.82702e-07	7.73941e-08	3.9428e-08	9.33555e-08	2.60138e-08	3.92002e-08	0.0246688	0.00255161	0.97278	0.2381669
8100	-766.1739	-765.6909	-0.4830256	0.000452117	0.893973	0.031489	0.00991855	0.000490891	0.000588226	0.000579841	0.000555819	0.000535248	0.000115559	0.055109	0.00447419	0.0013912	7.73456e-05	3.4993e-05	0.000135629	1.22784e-05	3.3327e-05	4.20288e-08	3.12641e-05	1.47725e-06	4.57808e-07	3.26716e-08	1.89923e-08	4.73112e-08	1.20132e-08	1.86099e-08	0.0145961	0.00427595	0.981128	0.2966731
8150	-763.5578	-762.6322	-0.9256978	0.000418074	0.920673	0.0207195	0.00618888	0.000447324	0.000501383	0.000478154	0.00049684	0.000482365	8.82545e-05	0.0460834	0.00247826	0.000729093	5.92056e-05	2.47851e-05	7.89305e-05	9.41226e-06	2.43223e-05	2.24379e-08	1.83269e-05	5.75643e-07	1.70173e-07	1.74367e-08	9.65507e-09	2.09276e-08	6.25779e-09	9.57935e-09	0.0206632	0.00289933	0.976437	0.2785253
8200	-773.0128	-772.2861	-0.7266425	0.000282069	0.908478	0.0278546	0.0134306	0.000292361	0.000400192	0.000407007	0.000313225	0.000302782	3.49738e-05	0.04491	0.0021837	0.000974355	2.53099e-05	1.76139e-05	5.29534e-05	4.86619e-06	1.49855e-05	1.06308e-08	1.94038e-05	5.44975e-07	2.38968e-07	8.81077e-09	6.81653e-09	1.40385e-08	3.98297e-09	6.36747e-09	0.00992653	0.00318447	0.986889	0.4764428
8250	-767.6511	-767.3845	-0.2665487	0.000671837	0.906699	0.045598	0.00986884	0.000723736	0.000827017	0.000821823	0.000793857	0.000779519	0.000130703	0.0271641	0.00457953	0.00102565	7.93921e-05	2.46998e-05	0.000150353	9.1776e-06	2.40262e-05	7.12985e-08	2.55261e-05	2.47004e-06	5.48293e-07	5.11788e-08	2.24184e-08	8.06736e-08	1.45172e-08	2.21625e-08	0.0147288	0.00189147	0.98338	0.1947853
8300	-764.4902	-762.8177	-1.672509	0.000220879	0.9593	0.0109	0.00196208	0.000238764	0.000259988	0.000243123	0.000262261	0.000258345	4.41756e-05	0.0249077	0.00112182	0.000203724	2.63182e-05	6.78194e-06	3.00339e-05	2.72418e-06	6.76487e-06	4.60996e-09	4.5174e-06	1.17158e-07	2.15576e-08	3.24013e-09	1.22356e-09	3.53999e-09	8.12041e-10	1.22225e-09	0.0214057	0.00129756	0.977297	0.1591831
8350	-767.8782	-767.9444	0.06620602	0.00130156	0.868439	0.0498364	0.015501	0.00141352	0.00165303	0.00161559	0.0015837	0.00153338	0.000313304	0.047443	0.00647593	0.00203088	0.000203609	8.85107e-05	0.000330552	3.24777e-05	8.52842e-05	4.31554e-07	0.000106605	8.27422e-06	2.58606e-06	3.28266e-07	1.89833e-07	4.51674e-07	1.23334e-07	1.86917e-07	0.0257661	0.000511215	0.973723	0.2820916
8400	-766.8961	-766.7467	-0.149349	0.000974092	0.90761	0.0424356	0.00741916	0.00105383	0.0011845	0.00112108	0.00117973	0.00116111	0.000224121	0.0288283	0.00533049	0.000987348	0.000144954	3.84712e-05	0.000223659	1.74862e-05	3.82126e-05	1.0893e-07	2.40226e-05	2.5781e-06	4.7582e-07	8.10529e-08	3.14582e-08	1.10148e-07	2.16724e-08	3.13628e-08	0.0231718	0.000427641	0.976401	0.1472861
8450	-767.2497	-766.0591	-1.190587	0.000201655	0.920161	0.0167662	0.00522192	0.000216298	0.000249034	0.000239692	0.000242836	0.000234469	4.63244e-05	0.0534048	0.00221885	0.000672999	3.17814e-05	1.41008e-05	4.70457e-05	5.15241e-06	1.36788e-05	6.67045e-09	1.17127e-05	2.87035e-07	8.7157e-08	5.2715e-09	3.01383e-09	6.77539e-09	1.91807e-09	2.97575e-09	0.0124027	0.00548428	0.982113	0.2970145
8500	-764.2279	-762.5151	-1.712783	0.000128533	0.943334	0.00943089	0.00328766	0.000132943	0.000145348	0.000139741	0.000143471	0.000139777	1.74398e-05	0.0419642	0.000818946	0.000270172	1.30502e-05	6.34367e-06	1.63032e-05	2.49638e-06	6.22974e-06	7.25724e-10	2.49033e-06	2.94008e-08	9.69475e-09	6.08687e-10	3.70968e-10	6.96912e-10	2.38089e-10	3.68076e-10	0.0137969	0.0009119	0.985291	0.3384321
8550	-765.8883	-765.391	-0.4972655	0.000583063	0.902675	0.0312297	0.00895193	0.000629803	0.000725351	0.00070281	0.000706422	0.000685245	0.000137716	0.0473613	0.00409425	0.00117302	9.14773e-05	3.7415e-05	0.000141753	1.44385e-05	3.63915e-05	3.89168e-08	2.11587e-05	1.07125e-06	3.07975e-07	3.00069e-08	1.62122e-08	4.00524e-08	1.05618e-08	1.60245e-08	0.0189597	0.00677845	0.974262	0.2619397
8600	-765.1342	-764.4672	-0.6669949	0.000721261	0.914568	0.0247181	0.0062255	0.000784268	0.00087827	0.00082015	0.000884331	0.00086096	0.000181548	0.0446772	0.00340526	0.000864782	0.000118921	4.29484e-05	0.000149504	1.80145e-05	4.25817e-05	9.13946e-08	3.61521e-05	1.61946e-06	4.16246e-07	6.94903e-08	3.4223e-08	8.0522e-08	2.29456e-08	3.40983e-08	0.0301644	0.00135355	0.968482	0.2225622
8650	-764.2609	-763.785	-0.4759156	0.000628465	0.909317	0.0289965	0.00786546	0.000684532	0.000776538	0.000741127	0.000768002	0.00074621	0.000153579	0.0441428	0.00378137	0.00102788	9.79841e-05	3.74077e-05	0.000138181	1.38929e-05	3.66928e-05	9.09704e-08	4.29398e-05	2.10643e-06	5.74067e-07	6.80318e-08	3.5501e-08	8.51346e-08	2.30549e-08	3.52186e-08	0.0222754	0.000672335	0.977052	0.2487173
8700	-766.3926	-765.9535	-0.4390662	0.000609432	0.897186	0.0310121	0.00832215	0.000676449	0.000786084	0.000749534	0.000777035	0.000750607	0.000184411	0.0522609	0.00492584	0.00132789	0.000118004	4.53535e-05	0.000176642	1.65967e-05	4.43376e-05	6.17213e-08	2.8768e-05	1.54875e-06	4.17575e-07	4.62019e-08	2.42782e-08	6.0241e-08	1.57215e-08	2.40513e-08	0.0204278	0.000519843	0.979052	0.2467599
8750	-763.86	-763.4591	-0.4009068	0.0008293	0.907867	0.0370866	0.00782833	0.00091094	0.00103038	0.000981384	0.00102413	0.00100261	0.000211605	0.0348432	0.00487447	0.00106229	0.000130569	3.98804e-05	0.000192911	1.62195e-05	3.94267e-05	9.26162e-08	2.59459e-05	2.09939e-06	4.58193e-07	6.7121e-08	2.90748e-08	8.76611e-08	1.94033e-08	2.89342e-08	0.0229828	0.00150022	0.975517	0.1839957
8800	-762.622	-761.7355	-0.88643	0.00045701	0.93215	0.0237643	0.00567325	0.000492897	0.000545854	0.000522336	0.000541731	0.000530673	9.17407e-05	0.0319579	0.00248678	0.000597345	5.60436e-05	1.8677e-05	7.56874e-05	6.892e-06	1.84275e-05	2.00116e-08	1.17825e-05	5.24273e-07	1.26469e-07	1.44644e-08	6.7632e-09	1.76546e-08	4.38188e-09	6.726e-09	0.0198353	0.00134377	0.978821	0.2180087
8850	-764.9334	-763.8637	-1.069695	0.000423984	0.945924	0.0194931	0.00419234	0.000438354	0.000472839	0.000450242	0.000471625	0.000465028	5.3617e-05	0.0255726	0.00156773	0.000340128	3.93196e-05	1.27943e-05	5.04293e-05	5.85672e-06	1.27114e-05	1.75244e-08	1.28365e-05	4.79423e-07	1.04732e-07	1.43196e-08	6.3532e-09	1.68943e-08	4.29336e-09	6.33464e-09	0.0217925	0.000338952	0.977869	0.1939879
8900	-763.9882	-762.5155	-1.472735	0.000199695	0.926946	0.0128773	0.00444367	0.000210897	0.000235809	0.000225015	0.000233236	0.000225407	3.83557e-05	0.0522848	0.00148799	0.000491289	2.7217e-05	1.30397e-05	3.51741e-05	4.79798e-06	1.27528e-05	3.75295e-09	7.57023e-06	1.27416e-07	4.20271e-08	3.04134e-09	1.85198e-09	3.55675e-09	1.17901e-09	1.83473e-09	0.0158679	5.61059e-05	0.984076	0.3338614
8950	-764.5136	-763.1307	-1.382868	0.000197983	0.917691	0.0113376	0.00496783	0.000205111	0.00022909	0.000220545	0.000224726	0.000215983	3.27001e-05	0.0628255	0.00124701	0.000497946	2.56321e-05	1.52108e-05	3.23972e-05	5.96293e-06	1.47959e-05	4.9241e-09	1.27016e-05	1.53666e-07	6.11889e-08	4.27534e-09	3.0098e-09	4.89844e-09	1.92946e-09	2.97394e-09	0.0175908	0.00107055	0.981339	0.4289353
9000	-765.938	-765.5888	-0.3492072	0.00102157	0.907019	0.0346903	0.0070374	0.00114092	0.00129092	0.00120394	0.00129819	0.00127066	0.000300689	0.0369467	0.00510301	0.00107249	0.000182083	5.33524e-05	0.000241341	2.29437e-05	5.30502e-05	2.1675e-07	4.63403e-05	3.64775e-06	7.73628e-07	1.54535e-07	6.58309e-08	1.86941e-07	4.50437e-08	6.56691e-08	0.0308121	0.000657069	0.968531	0.1697394
9050	-764.7582	-763.798	-0.9602832	0.000500153	0.922581	0.0194339	0.00498688	0.000542323	0.000605961	0.000564989	0.000611285	0.000594411	0.000123667	0.0458345	0.00265953	0.000682148	8.17031e-05	3.00619e-05	0.000100693	1.22704e-05	2.98045e-05	4.0281e-08	2.38461e-05	8.11826e-07	2.10524e-07	3.08183e-08	1.54328e-08	3.52201e-08	1.02416e-08	1.53767e-08	0.0267528	0.0011657	0.972082	0.231688
9100	-769.9801	-768.8746	-1.105502	0.000417187	0.924273	0.0174214	0.00534835	0.000437515	0.000482373	0.000459328	0.000481952	0.000469124	7.58571e-05	0.0473514	0.0019652	0.000592948	5.56603e-05	2.44622e-05	6.98169e-05	1.10219e-05	2.41612e-05	4.10566e-08	3.76831e-05	9.50125e-07	2.91732e-07	3.38798e-08	1.91881e-08	3.90981e-08	1.29952e-08	1.90842e-08	0.0242289	0.0142869	0.961484	0.2762493
9150	-763.9992	-762.9238	-1.075379	0.000297672	0.930629	0.0184638	0.00446854	0.000323976	0.000364442	0.000344098	0.000363976	0.000354471	7.24072e-05	0.0411635	0.0024109	0.000582784	4.62213e-05	1.60402e-05	6.22125e-05	5.99484e-06	1.58278e-05	1.42466e-08	1.32619e-05	4.50666e-07	1.09374e-07	1.06229e-08	5.0868e-09	1.29099e-08	3.28805e-09	5.05871e-09	0.0168663	0.00179126	0.981342	0.224502
9200	-769.3737	-768.9839	-0.3898082	0.000748337	0.892785	0.0230029	0.00968435	0.000788671	0.000885862	0.000850274	0.00087493	0.000838997	0.00015087	0.064856	0.00288871	0.00114937	0.000111082	6.27912e-05	0.000140743	2.43341e-05	6.11307e-05	1.50356e-07	9.18693e-05	2.43423e-06	9.7319e-07	1.25459e-07	8.65171e-08	1.44142e-07	5.63498e-08	8.55437e-08	0.0325447	0.00179143	0.965664	0.3994018
9250	-765.6959	-764.6759	-1.020011	0.000286307	0.935149	0.0147193	0.00478958	0.000303918	0.000334346	0.000320382	0.000331999	0.000322919	5.07966e-05	0.0413442	0.00146716	0.000464354	3.32743e-05	1.46018e-05	4.12283e-05	5.07417e-06	1.43414e-05	5.71085e-09	7.28237e-06	1.49092e-07	4.72857e-08	4.38222e-09	2.52635e-09	4.99912e-09	1.602e-09	2.50795e-09	0.0199633	0.000200994	0.979836	0.3100391
9300	-767.511	-765.4434	-2.067585	0.000186376	0.948675	0.00737264	0.0017816	0.000200265	0.000219084	0.000203073	0.000222914	0.00021767	4.03898e-05	0.0396874	0.000892513	0.000214021	2.6523e-05	9.16659e-06	2.88135e-05	3.80916e-06	9.14058e-06	5.75861e-09	9.0621e-06	1.19953e-07	2.92697e-08	4.37973e-09	2.08336e-09	4.61462e-09	1.38772e-09	2.08084e-09	0.0265829	0.00241574	0.971001	0.2179309
9350	-765.6776	-764.1217	-1.555975	0.00014247	0.938579	0.00875218	0.00308793	0.000150967	0.000165244	0.000157776	0.000165561	0.000160342	2.59228e-05	0.0473164	0.000919049	0.000310813	1.74534e-05	8.23013e-06	2.05752e-05	2.8193e-06	8.10086e-06	3.13773e-09	8.69647e-06	9.80882e-08	3.31833e-08	2.45975e-09	1.49183e-09	2.71338e-09	9.39634e-10	1.48229e-09	0.01681	0.00120947	0.981981	0.3413698
