Iteration	Posterior	Likelihood	Prior	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	rf_simplex[19]	rf_simplex[20]	rf_simplex[21]	rf_simplex[22]	rf_simplex[23]	rf_simplex[24]	rf_simplex[25]	rf_simplex[26]	rf_simplex[27]	w_graph[1]	w_graph[2]	w_graph[3]	y
19500	-767.8586	-766.6579	-1.200701	0.00018804	0.915776	0.0108182	0.0050659	0.00019684	0.00022073	0.000213814	0.000216486	0.000207062	3.36668e-05	0.0651909	0.00123502	0.000530266	2.49341e-05	1.52575e-05	3.11256e-05	5.23517e-06	1.47507e-05	5.56717e-09	1.4942e-05	1.66672e-07	7.10995e-08	4.67772e-09	3.40737e-09	5.30578e-09	2.14087e-09	3.36025e-09	0.0176373	0.00308772	0.979275	0.4608549
19550	-767.1275	-766.5737	-0.5538296	0.000663769	0.883212	0.0329818	0.0109306	0.000724769	0.000856459	0.000829907	0.000826584	0.000792868	0.000182778	0.0608418	0.00503534	0.00164313	0.000122662	5.73862e-05	0.000192092	2.02293e-05	5.51521e-05	5.48881e-08	2.83601e-05	1.36112e-06	4.43099e-07	4.28083e-08	2.56915e-08	5.69893e-08	1.63525e-08	2.52718e-08	0.0204538	0.00104059	0.978506	0.3114576
19600	-768.3663	-766.6844	-1.681927	0.000193307	0.939597	0.00832706	0.00315577	0.000203131	0.000218914	0.00020989	0.000220665	0.000214125	3.13671e-05	0.046456	0.000801046	0.000290223	2.15736e-05	1.07273e-05	2.4201e-05	3.99297e-06	1.06053e-05	4.71668e-09	1.03972e-05	1.04959e-07	3.83912e-08	3.75848e-09	2.37471e-09	4.02143e-09	1.5344e-09	2.36368e-09	0.0238077	0.00927676	0.966916	0.358254
19650	-766.9365	-764.9379	-1.998607	0.000158043	0.92406	0.00569787	0.00289646	0.000163178	0.000174286	0.000168097	0.000177309	0.000170044	2.39981e-05	0.0653725	0.00058884	0.000266559	1.88821e-05	1.21756e-05	2.04896e-05	4.72404e-06	1.203e-05	4.0899e-09	1.46032e-05	7.97022e-08	3.60354e-08	3.57207e-09	2.6926e-09	3.73364e-09	1.73882e-09	2.67901e-09	0.0280797	0.00198794	0.969932	0.4976616
19700	-765.7942	-765.1225	-0.6717512	0.000655429	0.930175	0.0261218	0.00537775	0.000690522	0.000758558	0.00071466	0.000758661	0.000746112	0.000114995	0.0302965	0.00273754	0.000577001	8.0106e-05	2.48657e-05	0.000105695	1.1411e-05	2.47109e-05	6.3813e-08	2.68594e-05	1.45111e-06	3.08104e-07	5.02811e-08	2.17554e-08	6.05881e-08	1.48631e-08	2.16946e-08	0.0253023	0.000779108	0.973919	0.1798748
19750	-765.7299	-765.2668	-0.4631813	0.000532483	0.919988	0.0297237	0.00783144	0.000568754	0.000640058	0.000619196	0.000623844	0.000609862	0.000100097	0.0346605	0.00304947	0.000805532	6.41532e-05	2.38392e-05	9.65498e-05	8.77002e-06	2.32883e-05	4.92741e-08	2.81554e-05	1.41816e-06	3.7423e-07	3.69336e-08	1.88482e-08	4.84985e-08	1.21537e-08	1.86657e-08	0.0181305	0.000578838	0.981291	0.2440765
19800	-767.1378	-766.2877	-0.8500546	0.000353116	0.910951	0.0206496	0.00678062	0.000382722	0.000439024	0.00042181	0.000430784	0.000414895	8.6646e-05	0.0551616	0.00280695	0.000899736	5.72794e-05	2.60417e-05	8.03332e-05	8.98441e-06	2.52791e-05	2.23833e-08	2.24623e-05	6.52689e-07	2.09379e-07	1.7258e-08	1.03106e-08	2.13533e-08	6.56177e-09	1.01855e-08	0.0176562	0.00275085	0.979593	0.3120146
19850	-767.6145	-767.2542	-0.360317	0.000548644	0.897411	0.0371068	0.0111137	0.000591321	0.000702599	0.000699633	0.000658089	0.000638308	0.000120476	0.0442704	0.00445554	0.00133162	7.84932e-05	3.35308e-05	0.000143166	1.17828e-05	3.19122e-05	8.17951e-08	4.85956e-05	2.79932e-06	8.33494e-07	6.22753e-08	3.51164e-08	9.3471e-08	2.23449e-08	3.44002e-08	0.0148469	0.00504366	0.980109	0.2785404
19900	-767.7596	-767.3933	-0.366275	0.00081403	0.916952	0.0332936	0.00621667	0.000902165	0.00101393	0.000960338	0.00101627	0.000998869	0.000219502	0.031801	0.00449906	0.000875957	0.000131816	3.57415e-05	0.00018162	1.66069e-05	3.55411e-05	1.25663e-07	3.16309e-05	2.58737e-06	5.11571e-07	8.89169e-08	3.50461e-08	1.11153e-07	2.45767e-08	3.49555e-08	0.0255257	0.0119215	0.962553	0.1484201
19950	-765.0371	-763.7498	-1.287333	0.000304094	0.920486	0.0171531	0.00610502	0.000318107	0.000357672	0.000343069	0.000349512	0.000338294	5.3001e-05	0.0515436	0.00186826	0.00063406	3.91149e-05	1.95154e-05	5.29196e-05	7.58557e-06	1.90086e-05	5.79558e-09	8.1038e-06	1.76758e-07	5.99614e-08	4.82156e-09	2.99753e-09	5.80477e-09	1.92547e-09	2.96382e-09	0.0178783	0.000527552	0.981594	0.3422372
20000	-767.4753	-767.1458	-0.3294624	0.000918739	0.899374	0.0327179	0.012117	0.000967226	0.00109415	0.0010635	0.00105306	0.00102223	0.000153354	0.0447162	0.0032108	0.00115618	0.000105699	5.2983e-05	0.000147867	1.94678e-05	5.12009e-05	1.24016e-07	5.48558e-05	2.29416e-06	8.26769e-07	9.8832e-08	6.26572e-08	1.21623e-07	4.03081e-08	6.17708e-08	0.0277481	0.000749075	0.971503	0.3469854
20050	-768.4991	-768.3138	-0.1852535	0.000975081	0.885993	0.0294078	0.0105882	0.001057	0.00119956	0.00114335	0.00119211	0.00114477	0.000246986	0.0607282	0.00418221	0.00147347	0.000166064	8.09744e-05	0.000215619	2.98462e-05	7.9069e-05	2.3595e-07	9.06294e-05	3.55631e-06	1.26125e-06	1.84432e-07	1.17336e-07	2.16312e-07	7.67759e-08	1.16188e-07	0.0336338	0.000117399	0.966249	0.3334064
20100	-766.7034	-765.4286	-1.27478	0.000233698	0.912086	0.0136076	0.00754225	0.000241529	0.000280533	0.000276754	0.00026153	0.000250156	3.35663e-05	0.0630897	0.00132662	0.000653102	2.58769e-05	1.84262e-05	3.47941e-05	5.84366e-06	1.72978e-05	6.00459e-09	1.49199e-05	1.8463e-07	8.94241e-08	5.19219e-09	4.16349e-09	6.11786e-09	2.55613e-09	4.05684e-09	0.0171535	0.00255449	0.980292	0.5526535
20150	-769.3411	-768.7495	-0.5916452	0.000630023	0.888832	0.0204689	0.00959815	0.000661164	0.00074691	0.000721364	0.000733806	0.000699613	0.000126023	0.0725569	0.00263747	0.00114238	9.53477e-05	5.91006e-05	0.000120983	2.2358e-05	5.71819e-05	1.10524e-07	8.70891e-05	1.897e-06	8.23174e-07	9.41108e-08	6.88057e-08	1.07828e-07	4.43254e-08	6.78584e-08	0.0307537	0.00382502	0.965421	0.4518116
20200	-766.3763	-766.1154	-0.2608435	0.00104108	0.917014	0.0326519	0.00730567	0.00112161	0.00123449	0.00117055	0.00123483	0.00121308	0.000212811	0.0309944	0.00353979	0.000813632	0.000132805	4.21132e-05	0.000170984	1.84665e-05	4.18295e-05	1.70925e-07	4.1915e-05	2.77679e-06	6.46701e-07	1.25159e-07	5.60247e-08	1.48125e-07	3.83339e-08	5.58611e-08	0.0324261	0.00305014	0.964524	0.1885447
20250	-772.0864	-772.1222	0.03578258	0.00183149	0.886954	0.0637254	0.00775213	0.00200968	0.00224652	0.00213773	0.00224586	0.00222883	0.000446172	0.0185828	0.00788263	0.00109961	0.000269003	5.08667e-05	0.000430079	2.82517e-05	5.08841e-05	2.72263e-07	2.10464e-05	5.06472e-06	6.96485e-07	1.90555e-07	5.67374e-08	2.70382e-07	4.26619e-08	5.67234e-08	0.0286207	0.00235192	0.969027	0.08378391
20300	-771.6367	-770.8519	-0.7847729	0.000767108	0.912889	0.0190533	0.0056187	0.000823546	0.000911676	0.000847332	0.000926344	0.000898211	0.000183141	0.0531765	0.00263974	0.000773367	0.000127034	5.30356e-05	0.000146133	2.3571e-05	5.27006e-05	1.92308e-07	8.52155e-05	2.52682e-06	7.55944e-07	1.52781e-07	8.39806e-08	1.66518e-07	5.72004e-08	8.37516e-08	0.0413953	0.00132315	0.957282	0.2597192
20350	-766.9385	-765.7121	-1.226432	0.000319643	0.936407	0.0163232	0.00581786	0.000331204	0.000363396	0.000351847	0.00035497	0.000346601	4.07322e-05	0.0375011	0.00128613	0.000438418	2.92663e-05	1.425e-05	3.76988e-05	5.42451e-06	1.39294e-05	1.25501e-08	1.69287e-05	3.45895e-07	1.17933e-07	1.02662e-08	6.29946e-09	1.1982e-08	4.03526e-09	6.23907e-09	0.0196479	0.000399653	0.979952	0.3415087
20400	-766.6509	-766.0826	-0.5683001	0.000788213	0.922953	0.0312907	0.00538028	0.000871729	0.000977304	0.000913542	0.000981747	0.000965825	0.000208451	0.0293619	0.00417107	0.000747744	0.000125303	3.16813e-05	0.000167342	1.40949e-05	3.15622e-05	6.79526e-08	1.69521e-05	1.37294e-06	2.48105e-07	4.79244e-08	1.80604e-08	5.85807e-08	1.24672e-08	1.80296e-08	0.0263699	0.00213568	0.971494	0.1418641
20450	-765.3267	-765.1292	-0.1974853	0.000795348	0.909617	0.0392137	0.00843445	0.000866614	0.000975647	0.000945265	0.000961742	0.000943367	0.000180058	0.0311255	0.0045433	0.00100902	0.000109367	3.35891e-05	0.000169738	1.34831e-05	3.30951e-05	9.08562e-08	2.70535e-05	2.26355e-06	5.03571e-07	6.51511e-08	2.84995e-08	8.83612e-08	1.89829e-08	2.83224e-08	0.0206486	0.00468351	0.974668	0.1870748
20500	-768.0359	-767.7145	-0.3214403	0.000493679	0.890888	0.0480669	0.0112742	0.000541064	0.000662355	0.000681804	0.000610293	0.000593785	0.000124786	0.0378702	0.00631289	0.00152388	7.81751e-05	2.73675e-05	0.000191833	9.4599e-06	2.59126e-05	4.00588e-08	2.05923e-05	1.96431e-06	4.66927e-07	2.94343e-08	1.41088e-08	5.65216e-08	8.90916e-09	1.37903e-08	0.0103394	0.000795865	0.988865	0.2167457
20550	-766.2973	-765.9021	-0.3951321	0.000733081	0.894951	0.0432353	0.0113612	0.00078932	0.000919225	0.000908265	0.000876622	0.000854658	0.00015763	0.0384028	0.00505815	0.00135222	0.000102213	3.87395e-05	0.000185159	1.47304e-05	3.74073e-05	5.16891e-08	2.05027e-05	1.57292e-06	4.18728e-07	3.90961e-08	1.98788e-08	5.88294e-08	1.28935e-08	1.95883e-08	0.0169013	0.00447982	0.978619	0.2381456
20600	-772.105	-771.9727	-0.1322752	0.0010757	0.886252	0.0395348	0.00789781	0.00124794	0.00146598	0.00135396	0.0014796	0.00143913	0.000440196	0.0474199	0.00784358	0.00163726	0.000269228	7.98011e-05	0.000382326	3.43279e-05	7.92669e-05	3.17841e-07	5.94297e-05	5.60367e-06	1.17523e-06	2.27816e-07	9.81161e-08	2.8919e-07	6.72901e-08	9.78299e-08	0.0291287	0.00102629	0.969845	0.1659704
20650	-765.4927	-765.2895	-0.2032228	0.00105204	0.90016	0.0428356	0.00872232	0.00113552	0.00128121	0.00121492	0.00127185	0.00124757	0.000242205	0.0336789	0.00545018	0.00116095	0.000159466	4.85508e-05	0.000243844	2.149e-05	4.80647e-05	9.73574e-08	2.2295e-05	2.13834e-06	4.54639e-07	7.3801e-08	3.14446e-08	9.89202e-08	2.13818e-08	3.13057e-08	0.0246503	0.000352728	0.974997	0.1748875
20700	-764.7643	-763.5899	-1.174414	0.000442779	0.930471	0.0148269	0.00409541	0.000478459	0.000526914	0.0004923	0.000534008	0.000519378	0.000101563	0.0449055	0.00186547	0.000511078	6.60172e-05	2.53931e-05	7.58338e-05	1.01693e-05	2.52255e-05	3.57055e-08	2.51663e-05	6.10471e-07	1.69812e-07	2.70935e-08	1.40837e-08	2.95347e-08	9.3211e-09	1.4045e-08	0.0311451	0.00106901	0.967786	0.2496476
20750	-764.676	-763.8377	-0.8383833	0.000468402	0.931861	0.0235455	0.00567276	0.000501368	0.000554073	0.000529863	0.000550121	0.000539078	8.93485e-05	0.0324674	0.00242983	0.000589047	5.6568e-05	1.92581e-05	7.62291e-05	7.51152e-06	1.90148e-05	3.62982e-08	2.19348e-05	9.45453e-07	2.30643e-07	2.69026e-08	1.27873e-08	3.27933e-08	8.3943e-09	1.27195e-08	0.0203845	0.00324315	0.976372	0.2182995
20800	-769.0143	-768.5203	-0.4939674	0.000693684	0.930318	0.0213078	0.0042604	0.000768896	0.000857532	0.000790715	0.000867738	0.000850627	0.000189103	0.0352062	0.00293184	0.000599515	0.000114154	3.2774e-05	0.000134074	1.45114e-05	3.26847e-05	8.72501e-08	2.80914e-05	1.33922e-06	2.7936e-07	6.20511e-08	2.59101e-08	6.90302e-08	1.78783e-08	2.5879e-08	0.0345538	0.00168776	0.963758	0.1654973
20850	-765.9667	-765.1335	-0.8331877	0.000333166	0.915618	0.0182535	0.00618386	0.000350536	0.000396011	0.000377396	0.000389154	0.000376018	6.50857e-05	0.0545419	0.00220786	0.000718649	4.78697e-05	2.3045e-05	6.52158e-05	9.07471e-06	2.24942e-05	1.70909e-08	2.07322e-05	5.06118e-07	1.64782e-07	1.41682e-08	8.56491e-09	1.71574e-08	5.52337e-09	8.47602e-09	0.0184641	1.63226e-06	0.981534	0.3242659
20900	-767.4195	-766.2709	-1.148569	0.000517603	0.948074	0.0126274	0.00272208	0.000539049	0.000581693	0.000543852	0.000588142	0.000579042	8.06636e-05	0.0314379	0.00124756	0.000272406	5.92767e-05	1.93753e-05	6.47626e-05	9.9603e-06	1.93465e-05	2.56091e-08	1.52059e-05	3.70526e-07	8.30746e-08	2.0957e-08	9.32285e-09	2.21837e-08	6.61379e-09	9.31636e-09	0.041686	0.000147748	0.958166	0.1788661
20950	-763.5513	-763.0614	-0.48989	0.000576802	0.92018	0.0257912	0.00666919	0.000626577	0.000700885	0.000667008	0.00069715	0.000679776	0.000131608	0.0390879	0.00309721	0.000803758	8.21585e-05	2.9667e-05	0.000110006	1.1067e-05	2.92363e-05	5.589e-08	2.75049e-05	1.25147e-06	3.26423e-07	4.11311e-08	2.04618e-08	4.97432e-08	1.33033e-08	2.03391e-08	0.0230847	0.000819426	0.976096	0.2356457
21000	-765.6123	-764.6123	-0.9999805	0.000313352	0.943948	0.0179053	0.00411013	0.000326666	0.000356347	0.000339777	0.000354482	0.000348473	4.61237e-05	0.0298454	0.00161957	0.000372459	3.28731e-05	1.12256e-05	4.36135e-05	4.91999e-06	1.11199e-05	9.83105e-09	9.82698e-06	3.22459e-07	7.471e-08	7.89533e-09	3.65117e-09	9.52511e-09	2.43841e-09	3.63595e-09	0.0176852	0.00447298	0.977842	0.209033
21050	-768.3124	-767.6326	-0.6798654	0.00061731	0.904637	0.0262475	0.00868402	0.000652124	0.00073698	0.00070936	0.000722613	0.000700272	0.000122527	0.0516374	0.00314993	0.00102176	8.81164e-05	4.12243e-05	0.000123101	1.72662e-05	4.02537e-05	7.73728e-08	4.83652e-05	1.76885e-06	5.79357e-07	6.31612e-08	3.76295e-08	7.80869e-08	2.49646e-08	3.72449e-08	0.0235722	0.0103858	0.966042	0.3028554
21100	-766.3394	-765.9356	-0.4038055	0.000728217	0.897216	0.0281573	0.0102085	0.00077942	0.000887058	0.000858625	0.000866048	0.00083546	0.000156926	0.0541692	0.00347066	0.00122708	0.00010638	5.23833e-05	0.000146194	1.92806e-05	5.07888e-05	1.15767e-07	6.1215e-05	2.2723e-06	8.08027e-07	9.11639e-08	5.72944e-08	1.10995e-07	3.70791e-08	5.65685e-08	0.0260593	0.00652175	0.967419	0.3371867
21150	-768.6748	-768.0928	-0.582023	0.00075097	0.925592	0.0410024	0.00586622	0.000799085	0.000875947	0.000844455	0.000870235	0.000861944	0.000127784	0.017778	0.00379087	0.000581269	7.99162e-05	1.73662e-05	0.000129678	8.03209e-06	1.72804e-05	2.21664e-08	5.40287e-06	6.7284e-07	1.02513e-07	1.6033e-08	5.19862e-09	2.28375e-08	3.60082e-09	5.18662e-09	0.0183497	0.00249441	0.979156	0.1187567
21200	-768.4539	-767.8373	-0.6165969	0.000589701	0.9149	0.0217145	0.00656802	0.000638506	0.00071203	0.000675845	0.000713559	0.000692105	0.000138878	0.0486479	0.00279715	0.000839514	9.04042e-05	3.76158e-05	0.000113135	1.48995e-05	3.7096e-05	1.35169e-07	7.5446e-05	2.50895e-06	7.64478e-07	1.02931e-07	5.72818e-08	1.18568e-07	3.79815e-08	5.6953e-08	0.0280194	0.00900128	0.962979	0.2718003
21250	-771.013	-770.5855	-0.4274994	0.000454147	0.878336	0.0289704	0.010705	0.000493959	0.000603535	0.000593376	0.00056716	0.000539379	0.0001285	0.0718051	0.00471189	0.00168202	8.93886e-05	4.7087e-05	0.000151215	1.5986e-05	4.43626e-05	6.92532e-08	5.86161e-05	2.21618e-06	7.87612e-07	5.54325e-08	3.65414e-08	7.74684e-08	2.30469e-08	3.56382e-08	0.0159297	0.00323106	0.980839	0.3544787
21300	-766.5446	-766.0203	-0.5242684	0.000269934	0.907067	0.0314444	0.00996104	0.000290165	0.000366297	0.000372708	0.000321901	0.000311441	5.64319e-05	0.0446488	0.00359976	0.00112128	3.65924e-05	1.69282e-05	8.0897e-05	5.117e-06	1.54815e-05	9.94723e-09	1.26207e-05	5.79067e-07	1.78282e-07	7.56624e-09	4.46791e-09	1.30239e-08	2.70937e-09	4.30541e-09	0.00867384	0.000181979	0.991144	0.3060453
21350	-768.1296	-767.4648	-0.6647565	0.000404212	0.907161	0.0297994	0.0087501	0.000429139	0.000502857	0.000494495	0.000477238	0.000463391	8.26607e-05	0.0465456	0.00359604	0.00104781	5.80718e-05	2.4974e-05	0.000102669	9.91758e-06	2.40185e-05	2.93658e-08	2.52029e-05	1.16194e-06	3.39101e-07	2.35258e-08	1.3047e-08	3.45252e-08	8.47883e-09	1.28296e-08	0.0136107	0.0094589	0.97693	0.2716393
21400	-763.975	-763.1707	-0.8042524	0.00038024	0.929628	0.0195483	0.00522374	0.000411902	0.000458737	0.000436383	0.00045726	0.000445493	8.42094e-05	0.0398326	0.00229389	0.000609826	5.27092e-05	1.95394e-05	6.84204e-05	7.09373e-06	1.92567e-05	2.79258e-08	2.17549e-05	7.17727e-07	1.91929e-07	2.0611e-08	1.0487e-08	2.4386e-08	6.7632e-09	1.04248e-08	0.0202126	0.00229796	0.977489	0.2470859
21450	-763.9158	-762.6852	-1.23061	0.000331223	0.932292	0.0124659	0.00421858	0.000349694	0.000380749	0.000361827	0.000383434	0.000372251	5.96616e-05	0.0468775	0.00132496	0.000433819	4.12702e-05	1.89873e-05	4.76616e-05	7.39077e-06	1.87808e-05	1.20818e-08	1.42761e-05	2.38244e-07	7.87493e-08	9.62678e-09	5.71161e-09	1.04972e-08	3.72096e-09	5.68566e-09	0.0272109	0.00217754	0.970612	0.317284
21500	-767.311	-766.4848	-0.8261157	0.000332118	0.923846	0.0281478	0.00739169	0.000346592	0.000397857	0.000387339	0.000377777	0.0003697	5.13845e-05	0.0348203	0.00267833	0.000700387	3.7095e-05	1.45662e-05	6.7169e-05	5.86331e-06	1.40923e-05	1.2684e-08	1.31165e-05	6.0591e-07	1.57726e-07	1.03086e-08	5.32167e-09	1.54799e-08	3.44512e-09	5.2449e-09	0.0117401	0.00210476	0.986155	0.2473958
21550	-766.583	-766.0344	-0.5485889	0.00075699	0.927401	0.0334147	0.00457168	0.000846262	0.000951069	0.000890486	0.00095504	0.000943539	0.000210771	0.0235261	0.00450725	0.000654776	0.000121812	2.48883e-05	0.000168214	1.18091e-05	2.48478e-05	8.33679e-08	1.6866e-05	1.85687e-06	2.7123e-07	5.6763e-08	1.76754e-08	7.15364e-08	1.25067e-08	1.76595e-08	0.0239642	0.00418156	0.971854	0.1063149
21600	-769.8044	-768.7949	-1.009514	0.000727882	0.936404	0.015907	0.00427972	0.000754784	0.00081059	0.000765162	0.000818834	0.000803653	0.000106982	0.0364306	0.0014978	0.000403034	8.02061e-05	3.15722e-05	8.89453e-05	1.58256e-05	3.14721e-05	7.97503e-08	4.00737e-05	1.01356e-06	2.79978e-07	6.64954e-08	3.44599e-08	7.09315e-08	2.42058e-08	3.44101e-08	0.0460524	0.000897274	0.95305	0.2297799
21650	-766.343	-765.1229	-1.220176	0.000365987	0.914034	0.0152117	0.00565487	0.00038863	0.000432641	0.00041146	0.000432885	0.000416433	7.74946e-05	0.0597564	0.00193077	0.000686363	5.50007e-05	2.78333e-05	6.73855e-05	1.0535e-05	2.73102e-05	1.04863e-08	1.18523e-05	2.26478e-07	8.09112e-08	8.51976e-09	5.41775e-09	9.61469e-09	3.49883e-09	5.37502e-09	0.0245893	0.00242406	0.972987	0.353722
21700	-762.461	-761.4202	-1.040711	0.000268048	0.927037	0.0190247	0.00591821	0.000283639	0.000321225	0.000309832	0.00031176	0.000302987	4.90073e-05	0.0434089	0.00202474	0.000613711	3.35391e-05	1.46923e-05	4.86787e-05	5.3163e-06	1.42718e-05	7.24291e-09	9.83633e-06	2.69709e-07	8.1588e-08	5.71438e-09	3.2439e-09	7.24806e-09	2.05659e-09	3.20467e-09	0.0143345	0.000889496	0.984776	0.2979194
21750	-771.4124	-771.2061	-0.2063514	0.000581331	0.878984	0.0346797	0.0122245	0.000628902	0.000765354	0.000754911	0.000713942	0.000683591	0.000149807	0.062515	0.00510518	0.00175698	0.000103194	5.19976e-05	0.000180752	1.79986e-05	4.90272e-05	7.79595e-08	5.07338e-05	2.35565e-06	8.06648e-07	6.18252e-08	4.00376e-08	8.91176e-08	2.55102e-08	3.90515e-08	0.0168374	0.00265386	0.980509	0.3346783
21800	-765.8103	-765.0196	-0.7906919	0.000577836	0.910739	0.0208355	0.00839683	0.000609689	0.000679528	0.000656604	0.000667818	0.000644695	0.00010376	0.0527191	0.00222965	0.000858425	7.22417e-05	3.84995e-05	9.13387e-05	1.38229e-05	3.74568e-05	3.55727e-08	2.67186e-05	6.59072e-07	2.54583e-07	2.86207e-08	1.89874e-08	3.28851e-08	1.2159e-08	1.87751e-08	0.0279293	0.0031467	0.968924	0.3827437
21850	-769.0789	-768.8836	-0.1952303	0.000838967	0.899068	0.0300727	0.0102115	0.000895918	0.00101166	0.00097209	0.000992402	0.000960727	0.000173923	0.0495588	0.00355859	0.00118661	0.000117691	5.47952e-05	0.000159946	2.05788e-05	5.34123e-05	1.94387e-07	8.66212e-05	3.57456e-06	1.19665e-06	1.5239e-07	9.29483e-08	1.84652e-07	6.06258e-08	9.1961e-08	0.0280222	0.000977299	0.971	0.3148878
21900	-768.0503	-766.9212	-1.129043	0.00041626	0.955578	0.0143553	0.00228456	0.000446458	0.000486642	0.00045238	0.000490742	0.000484777	8.02286e-05	0.0230264	0.0014995	0.000244393	5.00908e-05	1.18491e-05	5.66466e-05	5.57281e-06	1.18378e-05	3.45509e-08	1.70765e-05	6.48643e-07	1.07702e-07	2.50148e-08	8.74365e-09	2.71908e-08	6.09813e-09	8.73965e-09	0.0302941	2.75285e-05	0.969678	0.1304446
21950	-767.6952	-767.598	-0.09722311	0.00106074	0.880356	0.0425329	0.0114028	0.0011681	0.00135335	0.00130099	0.00133153	0.00129086	0.000300986	0.0489978	0.00642039	0.00175515	0.000194965	7.48909e-05	0.000301055	2.998e-05	7.32703e-05	1.81752e-07	4.87594e-05	3.66468e-06	1.00457e-06	1.37201e-07	7.21681e-08	1.83416e-07	4.80602e-08	7.15035e-08	0.0252687	0.00421268	0.970519	0.2366501
22000	-770.104	-769.3633	-0.7407296	0.000500071	0.93536	0.0228079	0.00487711	0.000542042	0.000597567	0.000566724	0.00059803	0.000587117	0.000105898	0.0301881	0.00249257	0.000541081	6.4118e-05	1.93724e-05	8.25293e-05	7.75683e-06	1.92235e-05	8.0777e-08	4.04387e-05	1.86602e-06	4.0929e-07	5.76324e-08	2.55989e-08	6.83493e-08	1.71094e-08	2.55159e-08	0.0227767	0.00391211	0.973311	0.1880672
22050	-765.1899	-764.6424	-0.5475393	0.000532121	0.914533	0.0316561	0.00944746	0.000562913	0.000643795	0.000629277	0.000613477	0.000598697	9.01168e-05	0.0365335	0.00303085	0.000896871	5.97297e-05	2.50759e-05	9.59505e-05	9.03865e-06	2.41875e-05	2.60995e-08	1.6884e-05	8.08615e-07	2.38427e-07	2.01115e-08	1.11793e-08	2.75049e-08	7.132e-09	1.10118e-08	0.0167916	0.00105977	0.982149	0.2802147
22100	-765.6297	-764.276	-1.353766	0.000212897	0.9429	0.0161149	0.00432689	0.000224821	0.000248554	0.000239779	0.000244398	0.000239249	3.47429e-05	0.0332442	0.00148995	0.000395075	2.28764e-05	8.65295e-06	3.15691e-05	3.23249e-06	8.49229e-06	5.86039e-09	8.94471e-06	2.34057e-07	6.22747e-08	4.48251e-09	2.28652e-09	5.5329e-09	1.46887e-09	2.26873e-09	0.013513	0.00480306	0.981684	0.2523934
22150	-764.3536	-763.1363	-1.217253	0.000338313	0.942062	0.0153636	0.00400862	0.000348346	0.000377353	0.000358301	0.000376963	0.000369837	4.50558e-05	0.0345215	0.0013619	0.000350282	3.50786e-05	1.37433e-05	4.34166e-05	6.32555e-06	1.36328e-05	4.85343e-09	5.36821e-06	1.31533e-07	3.41093e-08	4.14454e-09	2.11498e-09	4.75037e-09	1.42151e-09	2.10725e-09	0.0220708	0.000591056	0.977338	0.241164
22200	-765.182	-765.1733	-0.008740239	0.00085182	0.887875	0.0506617	0.0116653	0.000933088	0.00108888	0.00108013	0.00104553	0.00102105	0.000209016	0.0351746	0.00637286	0.00152107	0.000128838	4.29293e-05	0.000245232	1.59828e-05	4.16571e-05	7.79588e-08	2.24264e-05	2.32607e-06	5.49472e-07	5.66207e-08	2.63158e-08	8.91613e-08	1.70892e-08	2.59881e-08	0.0168578	0.00102422	0.982118	0.2061624
22250	-767.1801	-766.6312	-0.5488684	0.000715209	0.919374	0.0335293	0.00745002	0.000769041	0.000855327	0.000821694	0.000845591	0.000830095	0.000141791	0.0300152	0.00352648	0.000801666	8.83601e-05	2.80159e-05	0.000128377	1.12119e-05	2.76512e-05	1.02734e-07	3.72464e-05	2.49149e-06	5.67951e-07	7.50285e-08	3.40336e-08	9.68329e-08	2.26054e-08	3.38457e-08	0.0216485	0.00214763	0.976204	0.1969156
22300	-766.9722	-765.0857	-1.886477	0.000122485	0.958154	0.00659139	0.00171526	0.000128116	0.000137327	0.000130233	0.000138596	0.000135942	1.7987e-05	0.0319652	0.000575545	0.000146972	1.23646e-05	4.56898e-06	1.37278e-05	1.86021e-06	4.548e-06	1.5066e-09	4.15752e-06	4.45011e-08	1.14831e-08	1.18524e-09	5.91061e-10	1.26577e-09	3.87584e-10	5.89903e-10	0.0191148	0.00277199	0.978113	0.2428928
22350	-762.7093	-761.5738	-1.135536	0.00030806	0.923615	0.016368	0.00530461	0.000326935	0.000365307	0.000347713	0.000362388	0.000350897	6.16704e-05	0.0498931	0.00192911	0.000606112	4.29147e-05	1.94214e-05	5.55933e-05	7.29786e-06	1.90442e-05	1.35761e-08	1.65745e-05	3.78402e-07	1.19119e-07	1.08422e-08	6.3287e-09	1.27246e-08	4.06365e-09	6.27676e-09	0.0192473	0.00038221	0.98037	0.3087229
